Title,Description,Keywords,sentence1,sentence2,sentence3,sentence4,sentence5
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","If you want to jump up and down then you should jump up and down 
","a fire extinguisher is for putting out fires 
","To understand the event ""Lisa asked Marty for help. Marty is Lisa's mother."", it is important to know that Mothers are always women 
","The effect of using a television is entropy 
","Something you need to do before you sell your new book is get a publisher to read it 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","default location canal venice 
","You would kiss because it's sexy 
","The statement ""You can use flowers to melt a woman's heart"" helps answer the question ""What is a good way to make someone happy?"" 
","One common emotion is hopefulness. 
","This hot dog has onions and onions have a sharp taste. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Another way to say ""Sofas have soft cushions"" is ""Soft cushions can be found on some sofas."" 
","To understand the event ""Susan cleaned her room."", it is important to know that a room is a part of a flat or a house 
","Something that might happen while playing chess is tension 
","A cook can season the stew. 
","Something you find in church is stained glass 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","impurities add smell to things that are oderless 
","The statement ""The activities of human thought engage an enormous society of different structures and processes."" is true because the human brain is capable of extensive objective and subjective emotional and rational activities. 
","An insect is a tiny creature with at least six legs 
","playing chess is for entertainment. 
","Something you find at sea is sharks 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","horses can run fast 
","larry has kids 
","gardens often have flowers 
","a disposable razor is used for shaving your legs. 
","paul is eating 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Nuclear reactions release energy from the nucleus of atoms. 
","To understand the event ""The parents took their children to the fair."", it is important to know that They are all Jew 
","To understand the event ""Sam's friend died."", it is important to know that Died means becoming dead. 
","Conversation is like a compost pile for ideas 
","A normal function of a pistol is that of a weapon. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Another way to say ""People seek out pleasant things"" is ""People need to be entertained."" 
","reno is part of nevada 
","The statement ""If you meet someone at MIT, they may not have blue eyes and blond hair and therfore, could not possibly be Catherine Havasi."" is true because Because there is only one Catherine Havasi 
","You are likely to find a bath shower in a bathroom. 
","In the event ""Jim read a book."", something that changed was jim read a sentence 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","You would stop being married to someone because you want to be single 
","Situation: I am solving a puzzle. 
","Mammals breathe air with lungs. 
","Another way to say ""many people are dishonest"" is ""dishonesty can be found in some people."" 
","To understand the event ""Jenny bought an electronic organizer."", it is important to know that Jenny should know how to count money. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""Jeff bought a candy bar."", it is important to know that Jeff is still alive 
","You would have a haircut because you had long hair 
","The effect of loving someone else is placing their happiness before your own 
","To understand the event ""Sally drove her daughter to the mall."", it is important to know that Sally has access to a motor vehicle. 
","You would buy Christmas presents because you love people 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","mary stole a ruby. 
","cannons can be used to attack fortifications 
","rocky is nuts 
","Dingoes were brought across as domestic dogs. 
","Something that might happen while celebrating is death due to shots in the air. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The statement ""If you want to punch someone then you should want to fight"" is true because punching someone usually leads to a fight with that person, so you should be prepared in the event that you should punch someone 
","Most table margarines are cheaper than butter. 
","table tennis is a kind of sport 
","some people wont trade in any thing other than coins 
","Keylogger software detects when a user has logged on to a major financial website. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The first thing you do when you agree with someone is think the same as them 
","To understand the event ""Barbara watered the plant on Tuesday."", it is important to know that plants need water to survive 
","an airplane seat is used for passengers 
","To understand the event ""Victor turned on the radio."", it is important to know that Victor probably wanted to listen to music or the news. 
","The statement ""a woman can marry a man"" is true because marriage is a religious or civil ceremony between two people 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","fills bicycle tires with air 
","Movies about the old west usually have some guy playing an upright piano. 
","One of the things you do when you wait for someone is smoke. 
","A boat can sink into the water 
","a house can surrounded by a garden 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The highest point in Antigua and Barbuda is Boggy Peak 402 m 
","The statement ""If you want to have a nervous breakdown then you should go to the sanitorium"" is true because It's easier to heel breakdowns in sanitorium 
","Something you need to do before you jump up and down is to get excited 
","picture description: a bottle of gold liquid 
","A lion can kill a goat 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","If you have an insturment, you can make music 
","people read newspapers 
","If you want to kiss someone then you should make sure they want you to kiss them. 
","The story ""Opening A Bag Of Chips"" has the step ""I went and looked to see what I could possibly eat"" 
","To understand the event ""Ellen ran a mile."", it is important to know that Ellen is probably a human female. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Education is what is left over after you subtract what you have forgotten from what you have learned. 
","You would get something because you need it 
","To understand the event ""Bob ate a slice of pizza."", it is important to know that Pizza contains bread, sauce, cheese and toppings. 
","Obsessive-compulsives are endlessly active. 
","To understand the event ""John threw a stick for his dog to chase."", it is important to know that Dogs don't throw sticks for people 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","a pond is used for soothing contemplation about nature 
","The statement ""People drink water."" helps answer the question ""how do people keep moister in their body when they piss it out occasionally?"" 
","To understand the event ""I couldn't get out of bed this morning."", it is important to know that I probably like sleeping. 
","Something you might do while playing a guitar is strum chords 
","A person can mail a letter. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Things that are often found together are: Penguins, Beach, Ocean 
","The first thing you do when you soak in a hotspring is take off your clothes 
","Needing fuel for warmth or cooking would make you want to chop firewood 
","To understand the event ""Bob ate a lemon."", it is important to know that A lemon is sour. 
","everyone has different standards 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The effect of receiving a degree is you're done with school 
","oil is used for your car 
","If you want to eat in a fast food restaurant then you should prepare to get fat. 
","The statement ""finding information is for gaining insight"" helps answer the question ""What is the connection between information and insight?"" 
","it is socially unacceptable to use a toothpic at the table in a restaurant. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","You would kill because of misguided religious principals 
","people compete against each other, because people are not physically deterministic -- some people are stronger than others, even though they may appear weaker. 
","You are likely to find a sofabed in one-room apartment 
","Situation: That kid was just a little sprout. 
","finding information is for research for a book 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Another way to say ""animals can sense danger"" is ""animals are able to sense danger"" 
","You would walk in the rain because you had to get home. 
","Something that might happen while analysing something is an idea 
","The sale of a house would make you want to reach a tentative agreement 
","pain is unpleasant 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The end zone is part of a football field. 
","Situation: Maintain a healthy weight. 
","Something you find at a concert is a lot of drugs 
","You would play a game because you are competitive. 
","Things that are often found together are: computer, monitor 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""Josh went down the slide at the park."", it is important to know that Josh probably likes to go down slides 
","The last thing you do when you play lacrosse is take a shower 
","A submarine is a boat or ship that travels underwater 
","In bathtub baths are taken 
","Coffee is a good after dinner drink. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","You are likely to find a sloth in the Detroit zoo 
","a mountain is used for climbing. 
","Cornbread is a type of food 
","comforting a friend requires compassion 
","Toilet paper is made up of small sections of soft, white paper. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","a floor is level. 
","The cat coughed up feathers. 
","a hubcap is part of a transportation vehicle 
","OCD is probably inherited. 
","Sometimes losing consciousness causes 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Sometimes peaches are dried to preserve them. 
","To understand the event ""The baby cried."", it is important to know that Babies are helpless without their parents. 
","Something you need to do before you dance is stretch 
","Schools are grouped in districts. 
","To understand the event ""Jane taught a class on painting."", it is important to know that A class that is taught usually consists of more than one student and at least one teacher. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""Lisa stubbed her toe against the door."", it is important to know that Lisa is a girl's name 
","The first thing you do when you reach a tentative agreement is shake hands 
","It is important to relax once you're in bed. 
","Workaholics don't want to work less. 
","Spiritualist priests communicate with spirits. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Puerto rico could be considered a territory of the United States 
","a business man does not want to get fired 
","an area can be lived on. 
","Carbon is found in the bodies of all living things 
","a car needs a battery to start 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something that might happen when you lose consciousness is listening to a madonna song 
","A professional basketball player can father many children. 
","Printing requires a printer 
","people can catch balls 
","A grocer can stock the shelves 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""Mary baked some cookies for her children to eat after school."", it is important to know that The cookies were hot when they came out of the oven. 
","too much of anything can harm you 
","The infinitessimal is a close relative of the infinite. 
","Something that might happen while running a marathon is puking your guts out 
","Something that might happen while going to a sporting event is hot dogs and beer 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","A tennis court is flat. 
","there are many kinds of people 
","If you want to score a homer then you should learn to play baseball well 
","One may buy exotic food at a gourmet shop 
","To understand the event ""Jonathan called his supervisor."", it is important to know that Jonathan probably used a phone to call. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","You are likely to find a snake in a snake pit 
","Sinusitis is inflammation of the paranasal sinus. 
","Something that might happen while having a conversation is take turns speaking. 
","The first thing you do when you force other people to do something they don't want to is learn how they think 
","The statement ""you might spend a lot of money at a pub on beer"" is true because It costs a lot of money to buy a lot of beer at a pub. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","people sometimes have pet animals 
","ties are a common article of clothing for men 
","a person wants to have art in her life. 
","mercury is the planet closest to the sun 
","Montana has Grasshopper Glacier. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","A person can buy candy from a store 
","An anti-up quark is part of a rho-minus 
","a person doesn't want to break their bones. 
","To understand the event ""Kelly bought some wrinkle cream."", it is important to know that Kelly probably was old 
","Situation: It is Friday night. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The statement ""A soccer field is where soccer is played."" is true because a soccer field is an area of land set aside for playing soccer on 
","If you want to meet people then you should go to a party 
","researcher wants to find new facts about the world 
","Just because something happens to one person doesn't mean it will happen to others. 
","Something you find in bed is a beautiful partner 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","lack of mittens would make you want to knit 
","To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that Paul eats some of his meal out of home 
","an object that has been forcably moved usually at high speeds. 
","A portable shower head could be taken on vacation. 
","chopping firewood is for providing fuel for a wood stove. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","talking with someone far away is for the pleasure of connecting. 
","Something that might happen as a consequence of bringing in a verdict is being dismissed from the jury 
","romantic history would make you want to fence 
","a toothpaste is for brushing your teeth 
","Situation: i am writing a letter 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something you find at at hotel is trash 
","To understand the event ""Rita had an abortion."", it is important to know that A doctor helped Rita abort her pregnancy. 
","Situation: Some individuals like to wear camoouflage clothing. 
","a wing is for providing lift 
","Something that might happen as a consequence of improving yourself is promotion 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","You are likely to find a flat in an apartment building 
","A set is for containing objects. 
","blind people are disabled 
","Companies can unobtrusively monitor purchases. 
","A Nissan is a kind of car. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""Jill went camping in the mountains."", it is important to know that Jill does not live in the mountains. 
","You are likely to find a vending stand around in a city 
","a person wants to step over a cord. 
","using a calculator is for augmenting a human brain. 
","If you want to learn something new then you should ask a question about something you don't know about. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""The tree fell on Dwight."", it is important to know that dwight dies. 
","The effect of acting in a play is entertaining others 
","grapefruit is bitter 
","Something you need to do before you go to a party is take a shower 
","liter is a unit of measurement in the metric system. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""Mike put on running shoes Mike ran a marathon"", it is important to know that running a marathon is very difficult 
","You would sit down because your legs are tired 
","The effect of getting exercise is tiredness 
","Metamucil is a good source of dietary fiber. 
","A wart is a lump on your finger. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""Molly flew on a plane to California."", it is important to know that Molly arrived at another airport in California. 
","You would have a conversation because you want to gain information. 
","The statement ""A terrier is a breed of dog."" is true because Terriers were bred to chase rodents. 
","You are likely to find cash in the wallet 
","You may be required to remove your hat while eating dinner. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","a vegetarian restaurant is for alternative thinkers 
","Something that might happen while riding a horse is you go fast 
","The phrase ""Yeah, I know"" is commonly used to indicate that the speaker was already aware of a recently stated fact. 
","Situation: The windowpane was so clear we could see starlight. 
","If you build a sandcastle too close to the ocean at low tide, the high tide will wash it away. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","You would ski because you want to go fast. 
","If you want to play cards then you should shuffle the deck and deal. 
","In the southern hemisphere the sun moves from right to left. 
","Something you might do while debating politics is scream 
","a forklift is heavy. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","You can use a ticket to enter a sporting event. 
","Something you might do while playing on the computer is going on the internet. 
","She can please the toughest of customers. 
","You are likely to find a rosebush in a temperate climate 
","an air conditioning is for manipulating the temperature. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","picture description: dools of a groom and a bride 
","Another way to say ""People like sweet foods."" is ""sweet foods are good to eat"" 
","playing tennis requires skill 
","When people sleep, they experience dreams. 
","School is where people go to learn. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""George likes snakes. He went to the zoo to see the snakes"", it is important to know that people can safely see dangerous animals at the zoo 
","To understand the event ""A fire destroyed the barn."", it is important to know that the barn burned down 
","a bicycle storage area is used to store bicycles 
","Something that might happen while spitting is you lean out the window 
","fucking is another word for sex 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something that might happen when you visit an art gallery is view art 
","To understand the event ""we drank a glass of milk."", it is important to know that milk is good for health 
","Situation: I am lying down in bed. 
","there are no people on Ganymede 
","You are likely to find an attribute in a sentence where something is described. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","If you want to breathe then you should open your mouth and expand your lungs 
","You would chat with friends because you want some time without fighting your wife 
","You would commit perjury because you lack integrity or insight 
","You are likely to find a tape dispenser in a library 
","A piece of furniture could be used to decorate a room. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Situation: I live on the Earth 
","The existance of God has not been proven. 
","To understand the event ""Mike is a stagehand. Mike moves scenery."", it is important to know that A stagehand works in a theater. 
","Something you need to do before you watch a tv show is turn on the tv 
","injury would make you want to bring suit 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","A statement 'you would eat a hamburger because you think a mcshitburger is a good meal.' helps answer the question 'why mcdonald advertises so much' 
","Getting through the passages of a maze is tricky 
","turtles have wrinkly skin 
","Another way to say ""West Sole is a North Sea gasfield."" is ""West Sole is a gasfield in the North Sea"" 
","James Vasile is a lawyer that lives in New York. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something that might happen when you go on a vacation is a tired body. 
","A lantern can be used to guide oneself in a mine. 
","A nose can descriminate by smell. 
","making a shopping list is for better organization 
","doormats can be written on 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Sometimes waiting on tables causes blisters 
","Something you find in the basement is motor oil 
","Situation: We were playing duck! ""Quack-quack"" goes my child and I. 
","Something you might do while examining a thing is use a robot. 
","A story might be about a submarine. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Situation: I am having sex. 
","Situation: Be willing to learn from family and friends. 
","Bones contain calcium 
","To understand the event ""Andy was in love with Eileen. Andy asked Eileen to marry him. Eileen said she would marry Andy."", it is important to know that Andy and Eileen are people. 
","Logic is a process of solving problems with reason and emotion. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","death is useless 
","Situation: They are rebuilding the sidewalk outside. 
","a piano is a large musical instrument 
","your expenses can come out of your savings 
","The statement ""A birthday is a special day"" is true because because people like to celebrate occasions. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The effect of bringing in a verdict is finding someone guilty or not guilty 
","In the event ""A fire destroyed the barn."", something that changed was The barn is no more. 
","The statement ""lumber is cut wood"" helps answer the question ""how is lumber produced?"" 
","To understand the event ""There is water in the glass."", it is important to know that someone will probably drink the water 
","A bus can transport many people at once. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Al Qaeda sees the U.S. as the ultimate enemy of Islam. 
","Providing for your family includes making sure they have food to eat and clothes to wear. 
","The statement ""a birthday is not made of atoms"" helps answer the question ""Are birthdays made of atoms?"" 
","Situation: I am walking my dog 
","a grocery store sells items people need everyday 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""The waiter spilled the beer."", it is important to know that The waiter was probably taking the beer to a customer. 
","A good place to get people to see your ad is an advertising panel on the side of a transit bus. 
","To understand the event ""Sharks attacked Dwight."", it is important to know that Dwight is no more. 
","person does not want to die alone 
","You are likely to find a mammoth in Siberian tundra 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The first thing you do when you eat is sit at the table 
","You can use the eraser tool to erase part of your drawing. 
","A sailing ship is a wind-powered ship 
","If you want to go to a performance then you should get tickets 
","To understand the event ""Pete entered a contest."", it is important to know that pete probably wants to win the contest 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","climbing a mountain is for enjoying God's beautiful creation 
","To understand the event ""Margaret slipped on a banana peel."", it is important to know that the banana peel was probably thrown on the road by somebody 
","Something you find on the lawn is a lawn chair 
","words can have gender 
","To understand the event ""The birds ate the worms."", it is important to know that The bird was hungry before it ate the worms 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something you might do while writing a letter is have a cup of tea 
","If you want to calculate things quickly then you should enter them into a spreadsheet 
","To understand the event ""Mary went to the grocery store."", it is important to know that The grocery store sells mainly food 
","If you want to be involved in an accident then you should drive fast 
","something can be at the african savannas 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The effect of adding up numbers is other numbers 
","You are likely to find a grape in a picture 
","Methanol is more toxic than Ethanol 
","The statement ""GP stands for General Practitioner, or your doctor"" helps answer the question ""When did he graduate and get his degree?"" 
","To understand the event ""Bill was hungry."", it is important to know that Bill did not want to be hungry 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The statement ""ducks can be found swimming in a pond"" helps answer the question ""Are ponds usually filled with water?"" 
","You would score a home run because you covered all the bases 
","a man can tie a knot 
","To understand the event ""Christmas is next week. Jim bought Sarah a Christmas present."", it is important to know that Some people do not celebrate Christmas. 
","Another way to say ""a person wants to be needed"" is ""Being needed is of primary importance to humans."" 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","it does not freeze in the spring 
","To understand the event ""The baby put his toy in his mouth."", it is important to know that Babies put things in their mouths when their teeth erupt through their gums. 
","Wanting to involve myself in the underwater world would make you want to become a scuba diver 
","If before you return to work leave home, then afterwards return to home 
","An activity someone can do is apply for a job. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Situation: I put my right foot on the accelerator pedal. 
","a person doesn't want to fall down a hole. 
","To understand the event ""Stephen went to sleep in his bed."", it is important to know that The bed belongs to Stephen. 
","An average human being has two arms. 
","Portugal is part of European Union. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","the statement 'water puts out fire.' helps answer the question 'what can be used to extinguish a fire?' 
","person wants knowledge 
","The first thing you do when you study for a subject is open a textbook. 
","The first thing you do when you drive your car is unlock the car 
","Puppy is a very young dog. 
"
