Title,Description,Keywords,id,sample_number_of_best_expl,premise,hypothesis,gold_label,which_gold,explanation_1,explanation_2
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_174,0,A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons.,A man is watching a group of people having a hot dog eating contest.,false,0,These people cannot be having a hotdog eating contest while carrying around signs and balloons.,"A man wearing a military cap and a civilian coat does not look like someone one would expect would be at a hot dog eating contest; rather, he appears to be at a march or a protest instead."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_166,greedy,A bearded man wearing a blue shirt and white t-shirt is working on a fishing net.,Someone is fixing a lawnmower.,false,0,The person cannot be working on a fishing net and fixing a lawnmower simultaneously.,"A man wearing a blue shirt and white t-shirt is not necessarily fixing a lawnmower. He could be fixing a fishing net, or doing something else."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_62,greedy,"A man wearing an oxford shirt, sunglasses, and a hat smirks.",A man with his diving gear.,false,0,"An oxford shirt, sunglasses and hat are not part of diving gear.","A man wearing an oxford shirt, sunglasses, and a hat is not necessarily a man with his diving gear."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_155,greedy,"A woman is seen from above applying red nail polish to her toes, as they rest on a leather seat.",The woman has red toenails.,true,0,The woman applying red nail polish to her toes while resting on a leather seat,"The woman is seen from above, and her toes are painted red, so it's very likely that she has red toenails."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_121,greedy,Two dogs are playing catch in a field.,The two dogs are playing with a frisbee.,neither,1,"The dogs could be playing with a ball, or a stick, or a toy, or nothing at all.",Fetch can be played with something other than a frisbee
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_158,greedy,Three military officials are battling a fire my a building.,There is a fire being fought.,true,1,"If there is a fire, then there is a fire being fought.",Battling a fire in a building is fighting one.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_133,greedy,A man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins.Fo.,The man is a worker.,neither,0,We cannot assume the man is a worker just because he is spraying water.,"The man could be a worker, but he could also be a tourist, a student, or a resident."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_189,greedy,A brown and black dog runs on the grass outdoors in front of a sidewalk.,The big dog is playing with a toy.,neither,0,Not all dogs are big.,A dog running on the grass is not necessarily playing with a toy.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_200,greedy,A couple walking down the street.,People walking outside,true,0,A couple usually refers to people; streets are outside.,"If people are walking down the street, they are walking outside."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_136,greedy,A drunk looking woman is hugging a drunk looking man.,A drunk looking couple embracing.,true,1,"If a woman is hugging a man, and both of them are drunk looking, then they are a drunk looking couple.",In order for a couple to be embracing there needs to be two people hugging one another.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_74,3,A female gymnast flies off of the lower bar and is suspended in the air with her feet pointed upward.,A female gymnast is competing at the Olympics.,neither,0,"It may not be the Olympics, the gymnast may be practicing","The gymnast could be in training, or preparing for competition at another earlier time."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_205,0,The basketball player in red is challenging the player in white for the ball.,Two teams are competing in hockey.,false,1,"A basketball player cannot challenge hockey players, basketball and hockey are different types of sport.","Because basketball and hockey are different sports that cannot be played at the same time, the teams cannot be competing at hockey"
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_218,3,Four young female gymnasts dressed in black and blue leotards are preparing for their next routine.,Gymnast group preparing for a competition.,true,1,"In order for the girls to be dressed in the way they are, they must be preparing for a competition, especially since they comprise a group.",Preparing for the next routine is the same as preparing for a competition.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_234,0,The young man in the plaid shirt is sitting on a chair that is out in the yard.,A boy is watching a cartoon from a recliner.,false,1,"Seating in a yard does not imply watching TV, nor does it imply a recliner; the seating could be normal benches.",Recliners are typically not the type of chair that is kept in the yard.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_27,2,A man walks past an arch in an old gothic style building.,The arch is old,neither,1,An arch could be many different ages such as an old moldy brick brick arch next to an old new steel arch and all of the many different types in between.,The arch does not have to be old even if it is in an old building.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_60,1,Three children are playing on a swing in the garden.,Three children are swimming in a pool.,false,1,Swinging and swimming at the same time is not possible.,Action of swimming as opposed to being on a swing.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_30,2,a small brown and white dog swimming through the pool next to a man.,A man forces his cat to learn how to use a diving board.,false,0,The animal is either a dog or cat.,The man's pet dog is not his cat. They have different species and different temperaments.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_193,greedy,A busy street with numerous people interacting and going about their lives.,The street is quiet and calm.,false,0,"If the street is busy with people interacting and going about their lives, then the street is not quiet and calm.",A street with numerous people interacting and going about their lives is not quiet and calm.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_225,greedy,A crowd of people shopping at a street market in an urban area with buildings and a statue in background.,the crowd of people are shopping.,true,1,"The crowd of people are shopping at a street market, which is a place where people shop.",the crowd of people can be shopping
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_100,3,A city street corner with two passing bicyclists and several pedestrians.,The traffic is busy.,neither,0,There's not necessarily traffic and it's not necessarily busy.,"A city street corner does not necessarily indicate busy traffic. For example, a city street corner at 9 p.m. when everyone is home from work may not have any traffic, because traffic is occuring elsewhere, such as at a busy hour."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_223,1,A young girl with blond-hair eating a peach.,A young girl does aerobics.,false,1,"Aerobics require activity not eating a peach, so doing aerobics is the opposite of sitting and eating a peach, thus doing aerobics is false when one is sitting and eating peaches.",You would not do aerobics while eating.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_229,greedy,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,The three boys swing baseball bats,false,1,"The three boys are not swinging baseball bats, they are holding baseball gloves.",They’re either holding baseball gloves or baseball bats.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_222,2,A group of students are walking through the campus.,A group of people sit at home,false,1,"If people in the group are walking through the campus, they cannot simultaneously be sitting at home.",One cannot be walking and sitting simultaneously.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_107,greedy,"A person of indeterminate sex wearing a dark hat, neutral pants, and a red shirt walking up a rocky slope at high altitude in the daytime.",A person is wearing a bright hat,false,0,A dark hat is not a bright hat.,"The person is wearing a hat, but it is not bright."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_202,3,Women in red are performing with nun-chucks.,Women are wielding nun-chucks.,true,1,Women are able to manipulate nun-chucks.,The women are wielding nun-chucks because they are with nun-chucks.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_201,3,a blond woman kissing the cheek of a brown-haired man.,The couple is displaying affection.,neither,0,Just because a women kisses a man does not mean that they are a couple.,"Some people will kiss a child on the cheek, and some people will kiss another person on the cheek out of respect. It could be any of those."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_237,2,A little boy is getting is birthday cake and is blowing out the candles.,A child at a party.,neither,0,"Due to schedules, the day it falls on and many other factors birthdays are celebrated late and early all the time with just a cake and simple meal, but cake and candles do not have to mean party.","Getting your birthday cake is certainly something that has happened at a birthday party, but it's quite possible to do so outside in the park or in another location. Almost no one strictly only celebrates their birthday at parties."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_9,greedy,"The basketball player in the blue uniform is guarding the player in the orange uniform, who has the ball.",Two man walking on the road in rain,false,1,Two men cannot walk on a road at the same time.,Walking on the road is different from playing basketball.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_84,greedy,A young boy looks on as a man performs the guitar on the street while sitting on a bench.,The young boy is watching a hockey game.,false,1,"The young boy is not watching a hockey game, he is watching a man play the guitar.",A hockey game versus one who performs the guitar.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_119,greedy,A man in bright shirt carrying a fallen branch.,The man is sipping an ice tea in the shade of a huge maple tree.,false,1,"The man is not sipping an ice tea, and he is not in the shade of a maple tree.",A man can´t be carrying and sipping at the same time
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_103,greedy,The African American man protests against unlawful sex.,The man sings and dances in the park.,false,0,The man cannot be engaging in protests as he sings and dances.,"The man is protesting against unlawful sex, not singing and dancing."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_43,3,A man rides a black motorcycle while wearing a helmet and a van rides beside him in the distance.,A man rides a black motorcycle while wearing a helmet and a pizza delivery van rides beside him in the distance.,neither,0,Just because a man rides a black motorcycle while wearing a helmet and a van rides beside him in the distance does not mean it is a pizza delivery van.,"A man riding a motorcycle is not the same as a pizza delivery man. Riding a motorcycle does not indicate delivering pizza, and vice-versa."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_41,greedy,Several women wearing dresses dance in the forest.,The women are older,neither,0,"The word ""women"" does not imply that the people are older.",The women could be young or old.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_125,0,Lady wearing brown jacket with brown boots and orange colored scarf is hearing music while sitting in the train.,The lady is reading a book.,false,0,"The lady is either hearing music or reading a book, not both.",It's not possible to read a book when listening to music.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_226,greedy,A man and a Woman cutting dough.,A man and woman eating vegetables.,false,0,Cutting dough in one and eating vegetables in the other.,Cutting dough is not the same as eating vegetables.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_88,greedy,Three young men are playing soccer in the beach wearing shorts and beach attire while some people watch,Three young giraffes are playing soccer in the beach wearing shorts,false,0,Men are not giraffes.,"Giraffes are not people, and soccer is not played by giraffes."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_19,1,"Right leg in a brace, a young boy lies on the couch while using his cellphone.",The right leg is in a brace,true,0,"Only one leg is described, so 'the' is appropriate; since it is described as in a brace, it is in a brace.","If he is using his right leg, and the right leg is in a brace, then it is presumably his right leg."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_214,greedy,A black and white picture of a city street with a food vendor in the foreground.,The colors has disappeared form the world.,false,0,"A black and white picture means that the color was removed from the picture, not the world.","The colors have not disappeared from the world, only from the picture."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_153,3,A boy in a red jacket and balck hat sliding on his knees down a snowy hill,A man is playing in the snow.,false,1,"Kids can't play in the snow if they are sliding on their knees, because they will likely fall. Therefore the person is not playing.",The subject is either a man or boy.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_101,1,a breakdancer man is performing for the kids at school,A man is performing for children for fun,neither,1,"While the performance may be fun for the children, the dance may not be specifically intended just to entertain children, but to entertain people in general, or perhaps to win a competition, like an olympics.",A man doesn't have to be performing for fun to be performing for kids at school.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_246,greedy,The firemen and women wearing blue gloves have finished working on a person who is lying on ground bandaged and draped in a blue blanket.,The firefighters are setting a fire.,false,1,"Firefighters do not set fires, they put them out.",The firemen can't be setting a fire while working on a person.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_77,3,A passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.,A man is using a camera.,true,1,A man preparing to take a picture is by definition someone who is preparing to use a camera.,"Man is a passenger, and prepares to take a picture is a rephrasing of is using a camera."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_219,greedy,A young male wearing a blue hat turned backwards and slightly sideways with a cigarette in his mouth.,A man is wearing a hat.,true,0,"Young male is a man, and blue hat is a type of hat.",A man wearing a hat is a man who is wearing a hat.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_212,greedy,A boy drags his sled through the snow.,a boy drags a sled,true,1,A boy dragging a sled is a boy who drags a sled.,""" a boy drags a sled '' is rephrasing of the sentence ""A boy drags his sled through the snow."""
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_144,greedy,Children play on a sidewalk with dolls and chalk.,kids playing outside,true,0,the sidewalk is outside,Children playing outside is the same as kids playing on a sidewalk.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_217,greedy,Everyone is getting ready to play the game.,A group of people watch a movie.,false,1,"If everyone is getting ready to play a game, it is not possible that they are watching a movie.",People that watch a movie could not have been getting ready to play the game.
