Title,Description,Keywords,event,neg_event,Answer.commentbox,Answer.otherppl,Answer.owant4a,Answer.owant4b,Answer.owant4c,Answer.owant4d,Answer.submitButtonTimer,Answer.xdo,Answer.xneed2a,Answer.xneed2b,Answer.xneed2c,Answer.xneed2d,Answer.xwant3a,Answer.xwant3b,Answer.xwant3c,Answer.xwant3d,Approve,Reject
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would like it,PersonX hates it.,{},no,{},{},{},{},30.511,yes,to experience it,to feel something about it,{},{},to leave it,to avoid it,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would like it,PersonX hates it.,{},no,{},{},{},{},19.936,yes,to try it,to feel revulsion,{},{},to push it away,to stop,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks PersonY to PersonX's car,PersonX leaves PersonY at home.,{},no,{},{},{},{},15.666,no,{},{},{},{},Stay out,Leave them,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks PersonY to PersonX's car,PersonX leaves PersonY at home.,{},no,{},{},{},{},106.953,no,{},{},{},{},Do interesting thinks,PersonY thank personX,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws PersonX's hat over the wall,Person X gives person Y a hat,,no,{},{},{},{},36.462,yes,plan for a work,get a hat for some,{},{},to salute,to be honest,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws PersonX's hat over the wall,Person X gives person Y a hat,{},yes,to thank personX,to wear the hat,{},{},26.484,yes,to have a hat,to find personY,{},{},to buy a new hat,to talk to personY,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX swings for the fences,PersonX swings away from the fences,{},no,{},{},{},{},151.613,yes,to get on a swing,to start moving,{},{},to get down,to jump off,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX swings for the fences,PersonX swings away from the fences,{},no,{},{},{},{},183.223,no,{},{},{},{},very confidence,honest,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would like PersonY,PersonX would kill PersonY,{},yes,call the police,confront PersonX,{},{},51.934,yes,to know PersonY,to have a reason to hate PersonY,{},{},plan the murder,avoid PersonY,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would like PersonY,PersonX would kill PersonY,{},yes,to escape from personX,to call police on personX,{},{},49.843,yes,to know personY,to find personY,{},{},to bury personY,to call the police,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks PersonY to PersonX's car,PersonX walks alone to PersonX's car,,no,{},{},{},{},25.178,yes,to drive,plan a trip,{},{},to enjoy,to happy as well,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks PersonY to PersonX's car,PersonX walks alone to PersonX's car,{},no,{},{},{},{},16.134,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would like PersonY,PersonX would hate PersonY.,{},yes,to know the reason for PersonX's opinion,to repair the relationship,{},{},67.686,yes,to have known PersonY,to have formulated an opinion about PersonY,{},{},to avoid PersonY,to not deal with people like PersonY,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would like PersonY,PersonX would hate PersonY.,{},no,{},{},{},{},88.961,no,{},{},{},{},to be silent,to be good,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX swings for the fences,PersonX swings away from thte fences.,{},no,{},{},{},{},184.763,no,{},{},{},{},feel good,feel very happy,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX swings for the fences,PersonX swings away from thte fences.,{},no,{},{},{},{},63.064,no,{},{},{},{},to avoid driving through the fence,to not pee on the electric fence,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws PersonY overboard,PersonX throws PersonY on board,{},yes,to go on a voyage,to be a pirate,{},{},24.651,no,{},{},{},{},to steer the ship,to get a new captain,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws PersonY overboard,PersonX throws PersonY on board,{},yes,get up,,{},{},26.99,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't fit,PersonX would fit.,{},no,{},{},{},{},41.688,no,{},{},{},{},to loose weight so it is easier to fit next time,to try and get comfortable,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't fit,PersonX would fit.,{},no,{},{},{},{},127.778,no,{},{},{},{},to try on shirt,to try on pants,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks PersonY to PersonZ's car,PersonX gets PersonY out of PersonZ's car.,{},yes,to drive car,good,{},{},32.352,yes,plan to drive,to drive a car,{},{},to rest,to drive,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks PersonY to PersonZ's car,PersonX gets PersonY out of PersonZ's car.,{},yes,to thank PersonX,to appreciate the feeling of safety,{},{},77.903,yes,to realize PersonY should be removed,to open the car door,to reach for PersonY,{},to close the car door,to get PersonY someplace safe,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws PersonY overboard,PersonX catches PersonY,{},yes,to run faster,to give up,{},{},46.821,yes,to chase after PersonY,to focus on PersonY,{},{},to let PersonY go,to hurt PersonY,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws PersonY overboard,PersonX catches PersonY,{},yes,to talk to x,to explain what they have been doing,{},{},39.288,no,{},{},{},{},to see Y,to have a chat with Y,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks PersonY to PersonZ's car,PersonX drives PersonY to PersonZ's bike.,{},yes,thank PersonX,pick up the bike,{},{},39.469,yes,learn to drive,pick up PersonY,{},{},take PersonY back home,pick up the bike,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks PersonY to PersonZ's car,PersonX drives PersonY to PersonZ's bike.,{},yes,to chase after personx,to kill personx,{},{},26.049,no,{},{},{},{},to steal the bike,to sell the bike for bike parts,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX swings the bat,PersonX lets the pitch pass by,{},no,{},{},{},{},80.57,no,{},{},{},{},Be careful,Stay vigilant,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX swings the bat,PersonX lets the pitch pass by,{},no,{},{},{},{},29.5,no,{},{},{},{},PersonX feels happy,Stay strong,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't fit,PersonX fits in,{},no,{},{},{},{},20.199,no,{},{},{},{},to spend time with kids they get along with,to tell parents they found a good group of friends,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't fit,PersonX fits in,{},no,{},{},{},{},57.148,no,{},{},{},{},act eating,like food,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws some bread,PersonX picks up some bread,{},no,{},{},{},{},17.284,yes,to notice the bread,to go to the bread,{},{},to eat the bread,to get butter,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws some bread,PersonX picks up some bread,{},no,{},{},{},{},44.258,yes,see the bread,reach for the bread,{},{},buy the bread,make a sandwich,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX swings the bat,PersonX catches a ball.,{},no,{},{},{},{},47.907,no,{},{},{},{},Hold on to it,Throw it,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX swings the bat,PersonX catches a ball.,{},no,{},{},{},{},19.183,no,{},{},{},{},to win the game,to score,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't like PersonY,PersonX likes PersonY,{},no,{},{},{},{},244.011,no,{},{},{},{},relationship,to propose,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't like PersonY,PersonX likes PersonY,{},yes,to thank x,to get to know x better,{},{},52.165,no,{},{},{},{},to see Y,to spend time with Y,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX switches PersonX's major,PersonX keeps PersonX's major.,{},no,{},{},{},{},75.041,yes,to enroll in college,to pick a major,{},{},to apply for a job,to study,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX switches PersonX's major,PersonX keeps PersonX's major.,{},no,{},{},{},{},22.262,no,{},{},{},{},to get a degree,to be an expert in their field,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws some bread,PersonX doesn't throw some bread,{},no,{},{},{},{},49.275,yes,to purchase bread,to be hungry,{},{},the birds to leave her alone,to sit in silence,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws some bread,PersonX doesn't throw some bread,{},no,{},{},{},{},25.697,no,{},{},{},{},to keep their money,to save,to act miserly,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't like PersonY,PersonX has a secret crush on PersonY.,{},no,{},{},{},{},12.18,no,{},{},{},{},to let it out,be with persony,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't like PersonY,PersonX has a secret crush on PersonY.,{},no,{},{},{},{},48.502,no,{},{},{},{},to ask PersonY on a date,to have a romantic relationship,to tell PersonY that they like them,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the baby out with the bathwater,PersonX holds off on bathing the baby,{},no,{},{},{},{},41.83,no,{},{},{},{},to focus on work,to make dinner,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the baby out with the bathwater,PersonX holds off on bathing the baby,{},yes,to go to sleep,to get cleaned,{},{},24.404,yes,to put the baby to bed,to feed the baby,{},{},go to bed,tuck the baby in,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX switches PersonX's major,PersonX retains PersonX's major,{},no,{},{},{},{},13.308,no,{},{},{},{},to graduate college,to get a job,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX switches PersonX's major,PersonX retains PersonX's major,{},no,{},{},{},{},39.356,no,{},{},{},{},to complete their studies on time,to stay the course,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to PersonX's room,PersonX leaves PersonX's room.,{},no,{},{},{},{},152.766,no,{},{},{},{},be alone,take a walk,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to PersonX's room,PersonX leaves PersonX's room.,{},no,{},{},{},{},45.574,yes,to open the bedroom door,to walk out the door,{},{},to leave the house,to go shopping,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't make any friends,PersonX would make lots of friends.,{},no,{},{},{},{},23.925,no,{},{},{},{},to schedule some togethers with friends,to set some time aside for friends,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't make any friends,PersonX would make lots of friends.,{},yes,to get to know x,to be accpeted by x,{},{},33.978,yes,to be likable,to put themselves out there,{},{},to be accepted,to be themselves,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the baby out with the bathwater,PersonX salvages something.,{},no,{},{},{},{},113.647,yes,to make a plan,to observe something,{},{},to replace something,to salvage something else,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the baby out with the bathwater,PersonX salvages something.,{},no,{},{},{},{},18.98,no,{},{},{},{},to save money,to recycle,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a bow,PersonX received a bow.,{},no,{},{},{},{},27.226,yes,to perform a dance,to sing a song,{},{},to do an encore,to go off the stage,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a bow,PersonX received a bow.,{},no,{},{},{},{},18.286,yes,give a performance,,{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't make any friends,PersonX threw a party.,{},no,{},{},{},{},46.384,yes,invite friends and family,pay for food,{},{},to clean house,thank everyone for coming,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't make any friends,PersonX threw a party.,{},no,{},{},{},{},29.514,yes,to have a bunch of friends,to have a reason to celebrate,{},{},to clean up his house,to go to bed,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to PersonX's room,PersonX runs to PersonX's room,{},no,{},{},{},{},192.653,yes,to just get home,to get to their next job,{},{},to freshen up a bit,to change their clothes,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to PersonX's room,PersonX runs to PersonX's room,{},no,{},{},{},{},34.714,no,{},{},{},{},to flop on the bed,to get something,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't work,PersonX loves to work.,{},no,{},{},{},{},176.893,no,{},{},{},{},becomes successful,is more independent,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't work,PersonX loves to work.,{},no,{},{},{},{},21.435,no,{},{},{},{},to work more,to get a raise,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the ball,PersonX does not throw the ball.,{},yes,to say hello.,to invite Person X to dinner.,to say goodbye.,{},153.205,yes,to search in the garage for a ball.,to pick up the ball.,{},{},to answer his cell phone.,to put down the ball.,to speak with his friend.,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the ball,PersonX does not throw the ball.,{},yes,to get the ball,to run the bases,{},{},48.005,yes,to grab the ball,pick up the ball,{},{},to throw the ball,to put it down,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to PersonY's car,PersonX walks away from PersonY's car,{},no,{},{},{},{},105.472,no,{},{},{},{},Stay away,Keep away,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to PersonY's car,PersonX walks away from PersonY's car,{},no,{},{},{},{},166.744,no,{},{},{},{},not to scratch the car,not to get hut,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a bow,PersonX flips them off,{},no,{},{},{},{},15.384,no,{},{},{},{},to show hostility,to get revenge,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a bow,PersonX flips them off,{},yes,to call out,yell at them,{},{},22.176,yes,see them,lift hand up,{},{},to walk away,make a face,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the ball,PersonX moves refrigerator alone.,{},no,{},{},{},{},74.337,yes,to be strong,to clear a space,{},{},take a break,rub their arms,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the ball,PersonX moves refrigerator alone.,{},no,{},{},{},{},49.273,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't work,PersonX will work,{},no,{},{},{},{},17.166,no,{},{},{},{},to rest before starting work,to take time to prepare for the work day,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would n't work,PersonX will work,{},no,{},{},{},{},24.973,yes,to go to their job,to get their tools,{},{},to do their job,to put in effort,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to PersonY's car,PersonX walks away from PersonY's car,{},no,{},{},{},{},159.281,no,{},{},{},{},go to bus stop,breakup,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to PersonY's car,PersonX walks away from PersonY's car,{},no,{},{},{},{},64.54,yes,to be near PersonY's car,,{},{},walk to their home,walk to another place,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a cruise,PersonX takes a plane,{},no,{},{},{},{},26.157,yes,to book a ticket,to go to the airport,{},{},to explore a destination,to buy a return ticket,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a cruise,PersonX takes a plane,{},no,{},{},{},{},20.016,yes,to book a trip,to not have a car,{},{},to puke from the altitude,to get off the plane,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would not work,PersonX will work,{},no,{},{},{},{},34.891,no,{},{},{},{},to find a job,to look for work,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would not work,PersonX will work,{},no,{},{},{},{},31.35,yes,to go to a job interview,to accept a job,{},{},to take a vacation,to take a nap,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the book,PersonX catches the book,{},no,{},{},{},{},45.835,yes,drops the book,bumps into bookshelf,{},{},to put book back in place,to start reading.,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the book,PersonX catches the book,{},no,{},{},{},{},86.622,yes,spot the book falling,reach out to the book,{},{},put the book back in place,make sure the book does not fall over again,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a cruise,PersonX takes a roadtrip,{},no,{},{},{},{},10.895,yes,plan to meet person,plan to meet person,{},{},plan to meet person,plan to meet person,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a cruise,PersonX takes a roadtrip,{},no,{},{},{},{},35.884,yes,to make plans,to rent a car,{},{},to see different sites,to go back home,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would not work,PersonX works.,{},no,{},{},{},{},86.578,yes,to get or find a job,to get dressed for the work needed,{},{},to take a break,to cash his paycheck,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would not work,PersonX works.,{},no,{},{},{},{},30.827,yes,to get a job,to go to the office,{},{},to take a break,to have some coffee,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a hike,PersonX sits in a chair.,{},no,{},{},{},{},52.196,yes,to get up,to walk to a chair,{},{},to get up,to lie down,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a hike,PersonX sits in a chair.,{},no,{},{},{},{},21.544,yes,to find a chair,to approach a chair,{},{},to relax,to eat dinner,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to PersonY's room,PersonX cralws to PersonY's room,{},yes,to laugh at PersonX,to yell at PersonX,{},{},65.398,yes,to get on all fours,to get on their knees,{},{},to surprise PersonY,to sneak up on PersonY,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to PersonY's room,PersonX cralws to PersonY's room,{},yes,to hear what X thinks about them now,to hear x's apology,{},{},49.135,no,{},{},{},{},to apologize to Y,to beg forgiveness,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a hike,PersonX is in a wheelchair,{},no,{},{},{},{},303.437,no,{},{},{},{},PersonX feels Sad,Stay strong,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a hike,PersonX is in a wheelchair,{},no,{},{},{},{},56.653,yes,to have been injured or infirm,to have obtained a wheelchair,{},{},to get used to the wheelchair,to enjoy their ersatz mobility,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to PersonY's room,PersonX runs to PersonY's room,{},yes,to run out of the room,to hit personx,{},{},18.866,no,{},{},{},{},to molest persony,to wake up persony,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to PersonY's room,PersonX runs to PersonY's room,{},no,{},{},{},{},20.573,no,{},{},{},{},to talk to PersonY,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the book,PersonX sets the book down gently.,{},no,{},{},{},{},9.368,no,{},{},{},{},plan to meet person,plan to meet person,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the book,PersonX sets the book down gently.,{},no,{},{},{},{},56.389,no,{},{},{},{},to be more gentle,to be more trustworthy,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to the bathroom,PersonX walks to the kitchen,{},no,{},{},{},{},23.518,no,{},{},{},{},to cook dinner,to get some food,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to the bathroom,PersonX walks to the kitchen,{},no,{},{},{},{},34.139,yes,to have been in a different room,to have started walking,{},{},to get something in the kitchen,return to the other room,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the food,PersonX catches the food,{},yes,to get the food back,to thank PersonX,{},{},50.72,yes,to see the food being thrown,to reach for the food,{},{},to put the food down,to return the food to the thrower,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the food,PersonX catches the food,{},no,{},{},{},{},41.334,no,{},{},{},{},to cook fish,to learn a skill,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would take care of it,PersonX is lazy,{},no,{},{},{},{},46.563,no,{},{},{},{},to take a nap,to watch television,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would take care of it,PersonX is lazy,{},no,{},{},{},{},34.441,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to the bathroom,PersonX walks to the bedroom,{},no,{},{},{},{},41.816,no,{},{},{},{},feel tried and sad,feel alone,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to the bathroom,PersonX walks to the bedroom,{},no,{},{},{},{},61.828,yes,to eat,to wash the hand,{},{},to take sleep,to walk up in morning,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a hike in the woods,PersonX takes a hike in the city,{},no,{},{},{},{},62.586,yes,to put on hiking boots,gets a backpack,gets some water,{},to go home,to eat,to sleep,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX takes a hike in the woods,PersonX takes a hike in the city,{},no,{},{},{},{},23.415,yes,to put on hiking boots,to go outside,{},{},to rest,to eat,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the food,PersonX eats the food.,{},no,{},{},{},{},48.563,yes,order food,cook food,{},{},to clean dishes,to make dessert,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the food,PersonX eats the food.,{},no,{},{},{},{},57.409,yes,to buy food,to cook food,{},{},to eat dessert,to wash dishes,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would take care of it,PersonX would neglect it.,{},no,{},{},{},{},42.707,no,{},{},{},{},to write it down so they dont forget to do it,to know if it is really necessary for them to spend time on that,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would take care of it,PersonX would neglect it.,This is an interesting task,no,{},{},{},{},27.769,no,{},{},{},{},to do another work,to be busy,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the frisbee,PersonX catches the frisbee,{},no,{},{},{},{},158.629,no,{},{},{},{},let it go,free it,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the frisbee,PersonX catches the frisbee,{},yes,to cheer PersonX on,to ask PersonX to throw the frisbee back,{},{},61.339,yes,to go to the park,to extend arms,{},{},to throw the frisbee back,to rest,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to the car,PersonX walks away from the car,{},no,{},{},{},{},31.753,yes,to drive the car to the store,to get out of the car,{},{},to return to the car,to drive away,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX walks to the car,PersonX walks away from the car,{},no,{},{},{},{},14.592,yes,to close car,to lock car,{},{},to go to work,go on their way,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would work,PersonX refuses to work.,{},no,{},{},{},{},30.204,yes,to get a job,to have a fight with his boss,{},{},to go home,to look for a new job,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX would work,PersonX refuses to work.,This is an interesting task,no,{},{},{},{},114.943,yes,to be tired,to have a lot of work,{},{},to take rest,to sleep well,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the frisbee,PersonX receives the frisbee.,{},yes,to throw the Frisbee again,to catch the Frisbee,{},{},52.436,yes,to be playing Frisbee with someone,to have been thrown the Frisbee,{},{},to throw the Frisbee back,to continue enjoying the game,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX throws the frisbee,PersonX receives the frisbee.,{},no,{},{},{},{},69.655,no,{},{},{},{},very happy,surprise,{},{},,
