Title,Description,Keywords,sent,numquestions,q1text,q1option1,q1option2,q1option3,q1option4,q1option5,q2text,q2option1,q2option2,q2option3,q2option4,q2option5,q3text,q3option1,q3option2,q3option3,q3option4,q3option5,q4text,q4option1,q4option2,q4option3,q4option4,q4option5,q5text,q5option1,q5option2,q5option3,q5option4,q5option5,q6text,q6option1,q6option2,q6option3,q6option4,q6option5,q7text,q7option1,q7option2,q7option3,q7option4,q7option5
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","USA had a fairly uneventful semi-final , shutting out Sweden .",7,"Did ""USA"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""USA"" is done ""shutting""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""USA""'s act of ""shutting"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""USA"" make a concious choice to ""shut""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""shutting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""Sweden"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""Sweden"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","This was Scorsese 's fourth Best Director nomination , and many thought it was finally his year to win .",7,"Did ""many"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""many"" is done ""thinking""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""many""'s act of ""thinking"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""many"" make a concious choice to ""think""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""thinking"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""Scorsese"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""Scorsese"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",These were mineral spirit-based paints called Magna offered by Bocour Artist Colors .,3,"From reading the sentence, how certain are you that ""calling"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""Magna"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""Magna"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Malik first escaped to Iran for sanctuary and later chose to make Washington DC his permanent residence .,7,"Did ""Malik"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Malik"" is done ""making""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Malik""'s act of ""making"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Malik"" make a concious choice to ""make""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""making"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""Washington DC"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""Washington DC"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",The most optimistic pundits hoped for a narrow defeat .,7,"Did ""The most optimistic pundits"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""The most optimistic pundits"" is done ""hoping""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""The most optimistic pundits""'s act of ""hoping"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""The most optimistic pundits"" make a concious choice to ""hope""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""hoping"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""a narrow defeat"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""a narrow defeat"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Met Office office staff used a LEO I before the Met Office bought its own computer , a Ferranti Mercury .",7,"Did ""the Met Office"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""the Met Office"" is done ""buying""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""the Met Office""'s act of ""buying"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""the Met Office"" make a concious choice to ""buy""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""buying"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""its own computer"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""its own computer"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Eeyore does n't mind , though , since he likes it this way , and later , Pooh brings the empty pot .",5,"Did ""Eeyore"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Eeyore"" is done ""minding""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Eeyore""'s act of ""minding"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Eeyore"" make a concious choice to ""mind""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""minding"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Emotivists ask whether there really is evidence that killing is wrong .,5,"Did ""Emotivists"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Emotivists"" is done ""asking""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Emotivists""'s act of ""asking"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Emotivists"" make a concious choice to ""ask""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""asking"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",A truck was picked up and hurled into Boston Harbor .,3,"From reading the sentence, how certain are you that ""picking"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""A truck"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""A truck"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","In 1968 , a theme park called Dogpatch USA opened at Marble Falls , Arkansas , based on Capp 's work and with his support .",3,"From reading the sentence, how certain are you that ""calling"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""Dogpatch USA"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""Dogpatch USA"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Patient improved neurologically and CSF discharge stopped .,7,"Did ""CSF discharge"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""CSF discharge"" is done ""stopping""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""CSF discharge""'s act of ""stopping"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""CSF discharge"" make a concious choice to ""stop""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""stopping"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""CSF discharge"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""CSF discharge"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",The 1959 season saw the Braves finish the season in a tie with the Los Angeles Dodgers .,7,"Did ""The 1959 season"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""The 1959 season"" is done ""seeing""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""The 1959 season""'s act of ""seeing"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""The 1959 season"" make a concious choice to ""see""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""seeing"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""the Braves"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""the Braves"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","In 1925 , AT&T created a new unit called Bell Telephone Laboratories , commonly known as Bell Labs .",3,"From reading the sentence, how certain are you that ""calling"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""Bell Telephone Laboratories"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""Bell Telephone Laboratories"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","The famous low-budget filmmaker Edward D. Wood , Jr. said he often wore women 's underwear under his military uniform during World War II .",7,"Did ""Edward D. Wood , Jr."" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Edward D. Wood , Jr."" is done ""saying""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Edward D. Wood , Jr.""'s act of ""saying"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Edward D. Wood , Jr."" make a concious choice to ""say""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""saying"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""he often wore women 's underwear under his military uniform during World War II"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""he often wore women 's underwear under his military uniform during World War II"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",The latter is sometimes called the shrapnel configuration .,3,"From reading the sentence, how certain are you that ""calling"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""The latter"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""The latter"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Paper tape became obsolete in the 1970s , so this clever aspect of ASCII rarely saw any use .",5,"Did ""this clever aspect of ASCII"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""this clever aspect of ASCII"" is done ""seeing""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""this clever aspect of ASCII""'s act of ""seeing"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""this clever aspect of ASCII"" make a concious choice to ""see""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""seeing"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","As new technologies become available , old designs may be brought up to date and existing units upgraded .",3,"From reading the sentence, how certain are you that ""bringing"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""old designs"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""old designs"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Also let be given .,1,"From reading the sentence, how certain are you that ""letting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Ferries also leave regularly from Quai L'Herminier on the west side of the gulf for Porto Torres , Marseille , Toulon and Nice .",7,"Did ""Ferries"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Ferries"" is done ""leaving""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Ferries""'s act of ""leaving"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Ferries"" make a concious choice to ""leave""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""leaving"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""Ferries"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""Ferries"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Turkey 's participation in the war helped it become a NATO member .,7,"Did ""Turkey 's participation"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Turkey 's participation"" is done ""helping""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Turkey 's participation""'s act of ""helping"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Turkey 's participation"" make a concious choice to ""help""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""helping"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""it"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""it"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Eat a balanced healthy diet and your personal food nutritional requirements .,3,"From reading the sentence, how certain are you that ""eating"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""a balanced healthy diet and your personal food nutritional requirements"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""a balanced healthy diet and your personal food nutritional requirements"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Popo then lay down next to her and waited to die .,5,"Did ""Popo"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Popo"" is done ""waiting""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Popo""'s act of ""waiting"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Popo"" make a concious choice to ""wait""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""waiting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Lear felt lifelong guilt and shame for his epileptic condition .,7,"Did ""Lear"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Lear"" is done ""feeling""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Lear""'s act of ""feeling"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Lear"" make a concious choice to ""feel""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""feeling"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""lifelong guilt and shame"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""lifelong guilt and shame"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","The scheme is run from the ANC headquarters , Shell House , with all money going to the party .",7,"Did ""all money"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""all money"" is done ""going""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""all money""'s act of ""going"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""all money"" make a concious choice to ""go""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""going"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""all money"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""all money"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
