Title,Description,Keywords,sent,numquestions,q1text,q1option1,q1option2,q1option3,q1option4,q1option5,q2text,q2option1,q2option2,q2option3,q2option4,q2option5,q3text,q3option1,q3option2,q3option3,q3option4,q3option5,q4text,q4option1,q4option2,q4option3,q4option4,q4option5,q5text,q5option1,q5option2,q5option3,q5option4,q5option5,q6text,q6option1,q6option2,q6option3,q6option4,q6option5,q7text,q7option1,q7option2,q7option3,q7option4,q7option5,Answer.Q1,Answer.Q2,Answer.Q3,Answer.Q4,Answer.Q5,Answer.Q6,Answer.Q7
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Thus , for example , archeologists found fresh-water snail shells and man-made structures in roughly of water off the Black Sea coast of modern Turkey .",7,"Did ""archeologists"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""archeologists"" is done ""finding""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""archeologists""'s act of ""finding"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""archeologists"" make a concious choice to ""find""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""finding"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""fresh-water snail shells and man-made structures"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""fresh-water snail shells and man-made structures"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely did not move,The action has probably been completed,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It can and definitely did made a concious decision,It definitely happened,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Thus , for example , archeologists found fresh-water snail shells and man-made structures in roughly of water off the Black Sea coast of modern Turkey .",7,"Did ""archeologists"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""archeologists"" is done ""finding""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""archeologists""'s act of ""finding"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""archeologists"" make a concious choice to ""find""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""finding"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""fresh-water snail shells and man-made structures"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""fresh-water snail shells and man-made structures"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely did not move,The action has definitely been completed,"A long time, and there is no way of telling how long from the context",It can and definitely did made a concious decision,It definitely happened,It might have benefited from the action,It probably wasn't harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","When Angela then asks how Lester is , he realizes , to his own surprise , that he feels great .",7,"Did ""he"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""he"" is done ""feeling""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""he""'s act of ""feeling"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""he"" make a concious choice to ""feel""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""feeling"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""great"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""great"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely moved,The action has probably been completed,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It can make concious decisions and probably did in this case,It definitely happened,It greatly benefited from the action,It probably wasn't harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","When Angela then asks how Lester is , he realizes , to his own surprise , that he feels great .",7,"Did ""he"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""he"" is done ""feeling""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""he""'s act of ""feeling"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""he"" make a concious choice to ""feel""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""feeling"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""great"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""great"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It probably did not move,The action is probably still going on,"A long time, and there is no way of telling how long from the context",It can make concious decisions but it definitely did not in this case,It definitely happened,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","When Angela then asks how Lester is , he realizes , to his own surprise , that he feels great .",7,"Did ""he"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""he"" is done ""feeling""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""he""'s act of ""feeling"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""he"" make a concious choice to ""feel""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""feeling"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""great"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""great"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely did not move,The action is definitely still going on,This does not refer to a specific event at all; it is describing something,It can and definitely did made a concious decision,It definitely happened,It might have benefited from the action,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","My constituents do n't know how to read , but they ca n't help seeing them damned pictures !",5,"Did ""they"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""they"" is done ""helping""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""they""'s act of ""helping"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""they"" make a concious choice to ""help""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""helping"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,It probably moved,The action has probably been completed,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It can make concious decisions and probably did in this case,It probably happened,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","My constituents do n't know how to read , but they ca n't help seeing them damned pictures !",5,"Did ""they"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""they"" is done ""helping""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""they""'s act of ""helping"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""they"" make a concious choice to ""help""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""helping"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,It definitely moved,The action is probably still going on,"A long time, and there is no way of telling how long from the context",It can and definitely did made a concious decision,There is equal chance that it happened or not,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","My constituents do n't know how to read , but they ca n't help seeing them damned pictures !",5,"Did ""they"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""they"" is done ""helping""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""they""'s act of ""helping"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""they"" make a concious choice to ""help""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""helping"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,It probably did not move,The action has probably been completed,Almost always less than a second,It can make concious decisions but it definitely did not in this case,It definitely happened,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",A greedy merchant also heard her songs ; he followed the fishermen and captured the mermaid .,7,"Did ""A greedy merchant"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""A greedy merchant"" is done ""hearing""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""A greedy merchant""'s act of ""hearing"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""A greedy merchant"" make a concious choice to ""hear""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""hearing"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""her songs"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""her songs"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely moved,The action has definitely been completed,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It is something that cannot make concious decisions,It definitely happened,It probably wasn't benefited by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",A greedy merchant also heard her songs ; he followed the fishermen and captured the mermaid .,7,"Did ""A greedy merchant"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""A greedy merchant"" is done ""hearing""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""A greedy merchant""'s act of ""hearing"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""A greedy merchant"" make a concious choice to ""hear""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""hearing"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""her songs"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""her songs"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely moved,The action has probably been completed,Almost always less than a minute,It can make concious decisions but probably did not in this case,It definitely happened,It might have benefited from the action,It was harmed by the action
