Title,Description,Keywords,sclid1,sclmin1,sclmax1,pairs1,n1,sclid2,sclmin2,sclmax2,pairs2,n2,sclid3,sclmin3,sclmax3,pairs3,n3,Answer.Answer.sclid1.1,Answer.Answer.sclid1.10,Answer.Answer.sclid1.11,Answer.Answer.sclid1.12,Answer.Answer.sclid1.13,Answer.Answer.sclid1.14,Answer.Answer.sclid1.15,Answer.Answer.sclid1.16,Answer.Answer.sclid1.17,Answer.Answer.sclid1.18,Answer.Answer.sclid1.19,Answer.Answer.sclid1.2,Answer.Answer.sclid1.20,Answer.Answer.sclid1.21,Answer.Answer.sclid1.22,Answer.Answer.sclid1.23,Answer.Answer.sclid1.24,Answer.Answer.sclid1.25,Answer.Answer.sclid1.26,Answer.Answer.sclid1.27,Answer.Answer.sclid1.28,Answer.Answer.sclid1.3,Answer.Answer.sclid1.4,Answer.Answer.sclid1.5,Answer.Answer.sclid1.6,Answer.Answer.sclid1.7,Answer.Answer.sclid1.8,Answer.Answer.sclid1.9,Answer.Answer.sclid2.1,Answer.Answer.sclid2.10,Answer.Answer.sclid2.11,Answer.Answer.sclid2.12,Answer.Answer.sclid2.13,Answer.Answer.sclid2.14,Answer.Answer.sclid2.15,Answer.Answer.sclid2.2,Answer.Answer.sclid2.3,Answer.Answer.sclid2.4,Answer.Answer.sclid2.5,Answer.Answer.sclid2.6,Answer.Answer.sclid2.7,Answer.Answer.sclid2.8,Answer.Answer.sclid2.9,Answer.Answer.sclid3.1,Answer.Answer.sclid3.2,Answer.Answer.sclid3.3
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",terrific-outstandingXX,terrific,outstanding,positive XXX terrific,1,content-pleasedXX,content,pleased,content XXX satisfied ||| content XXX pleased ||| pleased XXX satisfied,3,firm-firmestXX,firm,firmest,firm XXX firmer ||| firm XXX firmest ||| firmer XXX firmest,3,positive**LT**terrific,,,,,,,,,,,,,,,,,,,,,,,,,,,,content**LT**satisfied,,,,,,,content**LT**pleased,pleased**GT**satisfied,,,,,,,firm**LT**firmer,firm**LT**firmest,firmer**LT**firmest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",terrific-outstandingXX,terrific,outstanding,positive XXX terrific,1,content-pleasedXX,content,pleased,content XXX satisfied ||| content XXX pleased ||| pleased XXX satisfied,3,firm-firmestXX,firm,firmest,firm XXX firmer ||| firm XXX firmest ||| firmer XXX firmest,3,positive**LT**terrific,,,,,,,,,,,,,,,,,,,,,,,,,,,,content**LT**satisfied,,,,,,,content**LT**pleased,pleased**GT**satisfied,,,,,,,firm**LT**firmer,firm**LT**firmest,firmer**LT**firmest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",terrific-outstandingXX,terrific,outstanding,positive XXX terrific,1,content-pleasedXX,content,pleased,content XXX satisfied ||| content XXX pleased ||| pleased XXX satisfied,3,firm-firmestXX,firm,firmest,firm XXX firmer ||| firm XXX firmest ||| firmer XXX firmest,3,positive**LT**terrific,,,,,,,,,,,,,,,,,,,,,,,,,,,,content**LT**satisfied,,,,,,,content**LT**pleased,pleased**EQ**satisfied,,,,,,,firm**LT**firmer,firm**LT**firmest,firmer**LT**firmest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",high-higherXX,high,higher,high XXX higher,1,major-bigXX,major,big,big XXX tremendous ||| big XXX major ||| big XXX substantial ||| big XXX staggering ||| major XXX tremendous ||| major XXX substantial ||| major XXX staggering ||| substantial XXX tremendous ||| staggering XXX tremendous ||| staggering XXX substantial,10,free-freestXX,free,freest,free XXX freer ||| free XXX freest ||| freer XXX freest,3,high**LT**higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,big**LT**tremendous,staggering**GT**substantial,,,,,,big**GT**major,big**GT**substantial,big**LT**staggering,major**LT**tremendous,major**LT**substantial,major**LT**staggering,substantial**LT**tremendous,staggering**LT**tremendous,free**LT**freer,free**LT**freest,freer**LT**freest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",high-higherXX,high,higher,high XXX higher,1,major-bigXX,major,big,big XXX tremendous ||| big XXX major ||| big XXX substantial ||| big XXX staggering ||| major XXX tremendous ||| major XXX substantial ||| major XXX staggering ||| substantial XXX tremendous ||| staggering XXX tremendous ||| staggering XXX substantial,10,free-freestXX,free,freest,free XXX freer ||| free XXX freest ||| freer XXX freest,3,high**LT**higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,big**LT**tremendous,staggering**GT**substantial,,,,,,big**LT**major,big**LT**substantial,big**LT**staggering,major**LT**tremendous,major**LT**substantial,major**LT**staggering,substantial**LT**tremendous,staggering**GT**tremendous,free**LT**freer,free**LT**freest,freer**LT**freest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",high-higherXX,high,higher,high XXX higher,1,major-bigXX,major,big,big XXX tremendous ||| big XXX major ||| big XXX substantial ||| big XXX staggering ||| major XXX tremendous ||| major XXX substantial ||| major XXX staggering ||| substantial XXX tremendous ||| staggering XXX tremendous ||| staggering XXX substantial,10,free-freestXX,free,freest,free XXX freer ||| free XXX freest ||| freer XXX freest,3,high**LT**higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,big**LT**tremendous,staggering**GT**substantial,,,,,,big**EQ**major,big**EQ**substantial,big**LT**staggering,major**LT**tremendous,major**EQ**substantial,major**LT**staggering,substantial**EQ**tremendous,staggering**EQ**tremendous,free**LT**freer,free**LT**freest,freer**LT**freest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",high-higherXX,high,higher,high XXX higher,1,major-bigXX,major,big,big XXX tremendous ||| big XXX major ||| big XXX substantial ||| big XXX staggering ||| major XXX tremendous ||| major XXX substantial ||| major XXX staggering ||| substantial XXX tremendous ||| staggering XXX tremendous ||| staggering XXX substantial,10,free-freestXX,free,freest,free XXX freer ||| free XXX freest ||| freer XXX freest,3,high**EQ**higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,big**GT**tremendous,staggering**EQ**substantial,,,,,,big**EQ**major,big**GT**substantial,big**EQ**staggering,major**GT**tremendous,major**EQ**substantial,major**GT**staggering,substantial**EQ**tremendous,staggering**EQ**tremendous,free**EQ**freer,free**EQ**freest,freer**EQ**freest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",high-higherXX,high,higher,high XXX higher,1,major-bigXX,major,big,big XXX tremendous ||| big XXX major ||| big XXX substantial ||| big XXX staggering ||| major XXX tremendous ||| major XXX substantial ||| major XXX staggering ||| substantial XXX tremendous ||| staggering XXX tremendous ||| staggering XXX substantial,10,free-freestXX,free,freest,free XXX freer ||| free XXX freest ||| freer XXX freest,3,high**LT**higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,big**LT**tremendous,staggering**EQ**substantial,,,,,,big**LT**major,big**LT**substantial,big**LT**staggering,major**LT**tremendous,major**LT**substantial,major**EQ**staggering,substantial**EQ**tremendous,staggering**EQ**tremendous,free**LT**freer,free**LT**freest,freer**LT**freest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",excessive-valuableXX,excessive,valuable,excessive XXX exorbitant ||| excessive XXX expensive ||| exorbitant XXX expensive ||| costly XXX excessive ||| costly XXX exorbitant ||| costly XXX expensive,6,competent-impressiveXX,competent,impressive,competent XXX impressive,1,grave-gravestXX,grave,gravest,grave XXX graver ||| grave XXX gravest ||| graver XXX gravest,3,excessive**LT**exorbitant,,,,,,,,,,,excessive**LT**expensive,,,,,,,,,,exorbitant**GT**expensive,costly**GT**excessive,costly**LT**exorbitant,costly**LT**expensive,,,,competent**LT**impressive,,,,,,,,,,,,,,,grave**LT**graver,grave**LT**gravest,graver**LT**gravest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",excessive-valuableXX,excessive,valuable,excessive XXX exorbitant ||| excessive XXX expensive ||| exorbitant XXX expensive ||| costly XXX excessive ||| costly XXX exorbitant ||| costly XXX expensive,6,competent-impressiveXX,competent,impressive,competent XXX impressive,1,grave-gravestXX,grave,gravest,grave XXX graver ||| grave XXX gravest ||| graver XXX gravest,3,excessive**LT**exorbitant,,,,,,,,,,,excessive**GT**expensive,,,,,,,,,,exorbitant**GT**expensive,costly**LT**excessive,costly**LT**exorbitant,costly**LT**expensive,,,,competent**LT**impressive,,,,,,,,,,,,,,,grave**LT**graver,grave**LT**gravest,graver**LT**gravest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",excessive-valuableXX,excessive,valuable,excessive XXX exorbitant ||| excessive XXX expensive ||| exorbitant XXX expensive ||| costly XXX excessive ||| costly XXX exorbitant ||| costly XXX expensive,6,competent-impressiveXX,competent,impressive,competent XXX impressive,1,grave-gravestXX,grave,gravest,grave XXX graver ||| grave XXX gravest ||| graver XXX gravest,3,excessive**LT**exorbitant,,,,,,,,,,,excessive**LT**expensive,,,,,,,,,,exorbitant**GT**expensive,costly**LT**excessive,costly**LT**exorbitant,costly**LT**expensive,,,,competent**LT**impressive,,,,,,,,,,,,,,,grave**LT**graver,grave**LT**gravest,graver**LT**gravest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",excessive-valuableXX,excessive,valuable,excessive XXX exorbitant ||| excessive XXX expensive ||| exorbitant XXX expensive ||| costly XXX excessive ||| costly XXX exorbitant ||| costly XXX expensive,6,competent-impressiveXX,competent,impressive,competent XXX impressive,1,grave-gravestXX,grave,gravest,grave XXX graver ||| grave XXX gravest ||| graver XXX gravest,3,excessive**LT**exorbitant,,,,,,,,,,,excessive**GT**expensive,,,,,,,,,,exorbitant**GT**expensive,costly**LT**excessive,costly**LT**exorbitant,costly**EQ**expensive,,,,competent**LT**impressive,,,,,,,,,,,,,,,grave**LT**graver,grave**LT**gravest,graver**LT**gravest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",excessive-valuableXX,excessive,valuable,excessive XXX exorbitant ||| excessive XXX expensive ||| exorbitant XXX expensive ||| costly XXX excessive ||| costly XXX exorbitant ||| costly XXX expensive,6,competent-impressiveXX,competent,impressive,competent XXX impressive,1,grave-gravestXX,grave,gravest,grave XXX graver ||| grave XXX gravest ||| graver XXX gravest,3,excessive**EQ**exorbitant,,,,,,,,,,,excessive**EQ**expensive,,,,,,,,,,exorbitant**GT**expensive,costly**GT**excessive,costly**LT**exorbitant,costly**EQ**expensive,,,,competent**EQ**impressive,,,,,,,,,,,,,,,grave**LT**graver,grave**LT**gravest,graver**LT**gravest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",bizarre-oddXX,bizarre,odd,bizarre XXX odd,1,excessive-hugeXX,excessive,huge,huge XXX much ||| excessive XXX huge ||| excessive XXX much,3,good-excellentXX,good,excellent,excellent XXX good ||| excellent XXX great ||| good XXX great,3,bizarre**GT**odd,,,,,,,,,,,,,,,,,,,,,,,,,,,,huge**GT**much,,,,,,,excessive**GT**huge,excessive**GT**much,,,,,,,excellent**GT**good,excellent**GT**great,good**LT**great
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",bizarre-oddXX,bizarre,odd,bizarre XXX odd,1,excessive-hugeXX,excessive,huge,huge XXX much ||| excessive XXX huge ||| excessive XXX much,3,good-excellentXX,good,excellent,excellent XXX good ||| excellent XXX great ||| good XXX great,3,bizarre**GT**odd,,,,,,,,,,,,,,,,,,,,,,,,,,,,huge**GT**much,,,,,,,excessive**GT**huge,excessive**GT**much,,,,,,,excellent**GT**good,excellent**GT**great,good**LT**great
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",bizarre-oddXX,bizarre,odd,bizarre XXX odd,1,excessive-hugeXX,excessive,huge,huge XXX much ||| excessive XXX huge ||| excessive XXX much,3,good-excellentXX,good,excellent,excellent XXX good ||| excellent XXX great ||| good XXX great,3,bizarre**GT**odd,,,,,,,,,,,,,,,,,,,,,,,,,,,,huge**GT**much,,,,,,,excessive**GT**huge,excessive**GT**much,,,,,,,excellent**GT**good,excellent**GT**great,good**LT**great
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",bizarre-oddXX,bizarre,odd,bizarre XXX odd,1,excessive-hugeXX,excessive,huge,huge XXX much ||| excessive XXX huge ||| excessive XXX much,3,good-excellentXX,good,excellent,excellent XXX good ||| excellent XXX great ||| good XXX great,3,bizarre**GT**odd,,,,,,,,,,,,,,,,,,,,,,,,,,,,huge**GT**much,,,,,,,excessive**GT**huge,excessive**GT**much,,,,,,,excellent**GT**good,excellent**GT**great,good**LT**great
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",bizarre-oddXX,bizarre,odd,bizarre XXX odd,1,excessive-hugeXX,excessive,huge,huge XXX much ||| excessive XXX huge ||| excessive XXX much,3,good-excellentXX,good,excellent,excellent XXX good ||| excellent XXX great ||| good XXX great,3,bizarre**GT**odd,,,,,,,,,,,,,,,,,,,,,,,,,,,,huge**GT**much,,,,,,,excessive**EQ**huge,excessive**EQ**much,,,,,,,excellent**GT**good,excellent**GT**great,good**LT**great
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",necessary-valuableXX,necessary,valuable,necessary XXX relevant ||| necessary XXX useful ||| relevant XXX useful,3,convenient-valuableXX,convenient,valuable,useful XXX worthwhile ||| useful XXX valuable ||| valuable XXX worthwhile,3,great-greatestXX,great,greatest,great XXX greater ||| great XXX greatest ||| greater XXX greatest,3,necessary**EQ**relevant,,,,,,,,,,,necessary**GT**useful,,,,,,,,,,relevant**GT**useful,,,,,,,useful**EQ**worthwhile,,,,,,,useful**LT**valuable,valuable**GT**worthwhile,,,,,,,great**LT**greater,great**LT**greatest,greater**LT**greatest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",necessary-valuableXX,necessary,valuable,necessary XXX relevant ||| necessary XXX useful ||| relevant XXX useful,3,convenient-valuableXX,convenient,valuable,useful XXX worthwhile ||| useful XXX valuable ||| valuable XXX worthwhile,3,great-greatestXX,great,greatest,great XXX greater ||| great XXX greatest ||| greater XXX greatest,3,necessary**GT**relevant,,,,,,,,,,,necessary**GT**useful,,,,,,,,,,relevant**LT**useful,,,,,,,useful**LT**worthwhile,,,,,,,useful**LT**valuable,valuable**LT**worthwhile,,,,,,,great**LT**greater,great**LT**greatest,greater**LT**greatest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",necessary-valuableXX,necessary,valuable,necessary XXX relevant ||| necessary XXX useful ||| relevant XXX useful,3,convenient-valuableXX,convenient,valuable,useful XXX worthwhile ||| useful XXX valuable ||| valuable XXX worthwhile,3,great-greatestXX,great,greatest,great XXX greater ||| great XXX greatest ||| greater XXX greatest,3,necessary**GT**relevant,,,,,,,,,,,necessary**GT**useful,,,,,,,,,,relevant**EQ**useful,,,,,,,useful**GT**worthwhile,,,,,,,useful**LT**valuable,valuable**GT**worthwhile,,,,,,,great**LT**greater,great**LT**greatest,greater**LT**greatest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",necessary-valuableXX,necessary,valuable,necessary XXX relevant ||| necessary XXX useful ||| relevant XXX useful,3,convenient-valuableXX,convenient,valuable,useful XXX worthwhile ||| useful XXX valuable ||| valuable XXX worthwhile,3,great-greatestXX,great,greatest,great XXX greater ||| great XXX greatest ||| greater XXX greatest,3,necessary**GT**relevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,useful**LT**worthwhile,,,,,,,,,,,,,,,great**LT**greater,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",necessary-valuableXX,necessary,valuable,necessary XXX relevant ||| necessary XXX useful ||| relevant XXX useful,3,convenient-valuableXX,convenient,valuable,useful XXX worthwhile ||| useful XXX valuable ||| valuable XXX worthwhile,3,great-greatestXX,great,greatest,great XXX greater ||| great XXX greatest ||| greater XXX greatest,3,necessary**EQ**relevant,,,,,,,,,,,necessary**GT**useful,,,,,,,,,,relevant**GT**useful,,,,,,,useful**EQ**worthwhile,,,,,,,useful**LT**valuable,valuable**GT**worthwhile,,,,,,,great**LT**greater,great**LT**greatest,greater**LT**greatest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",disappointing-obnoxiousXX,disappointing,obnoxious,annoying XXX obnoxious,1,miniscule-minuteXX,miniscule,minute,miniscule XXX small ||| miniscule XXX minute ||| minute XXX small,3,green-greenestXX,green,greenest,green XXX greener ||| green XXX greenest ||| greener XXX greenest,3,annoying**LT**obnoxious,,,,,,,,,,,,,,,,,,,,,,,,,,,,miniscule**GT**small,,,,,,,miniscule**LT**minute,minute**GT**small,,,,,,,green**LT**greener,green**LT**greenest,greener**LT**greenest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",disappointing-obnoxiousXX,disappointing,obnoxious,annoying XXX obnoxious,1,miniscule-minuteXX,miniscule,minute,miniscule XXX small ||| miniscule XXX minute ||| minute XXX small,3,green-greenestXX,green,greenest,green XXX greener ||| green XXX greenest ||| greener XXX greenest,3,annoying**LT**obnoxious,,,,,,,,,,,,,,,,,,,,,,,,,,,,miniscule**GT**small,,,,,,,miniscule**GT**minute,minute**GT**small,,,,,,,green**LT**greener,green**LT**greenest,greener**LT**greenest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",disappointing-obnoxiousXX,disappointing,obnoxious,annoying XXX obnoxious,1,miniscule-minuteXX,miniscule,minute,miniscule XXX small ||| miniscule XXX minute ||| minute XXX small,3,green-greenestXX,green,greenest,green XXX greener ||| green XXX greenest ||| greener XXX greenest,3,annoying**LT**obnoxious,,,,,,,,,,,,,,,,,,,,,,,,,,,,miniscule**GT**small,,,,,,,miniscule**LT**minute,minute**GT**small,,,,,,,green**LT**greener,green**LT**greenest,greener**LT**greenest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",disappointing-obnoxiousXX,disappointing,obnoxious,annoying XXX obnoxious,1,miniscule-minuteXX,miniscule,minute,miniscule XXX small ||| miniscule XXX minute ||| minute XXX small,3,green-greenestXX,green,greenest,green XXX greener ||| green XXX greenest ||| greener XXX greenest,3,annoying**LT**obnoxious,,,,,,,,,,,,,,,,,,,,,,,,,,,,miniscule**GT**small,,,,,,,miniscule**EQ**minute,minute**GT**small,,,,,,,green**LT**greener,green**LT**greenest,greener**LT**greenest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",disappointing-obnoxiousXX,disappointing,obnoxious,annoying XXX obnoxious,1,miniscule-minuteXX,miniscule,minute,miniscule XXX small ||| miniscule XXX minute ||| minute XXX small,3,green-greenestXX,green,greenest,green XXX greener ||| green XXX greenest ||| greener XXX greenest,3,annoying**LT**obnoxious,,,,,,,,,,,,,,,,,,,,,,,,,,,,miniscule**GT**small,,,,,,,miniscule**LT**minute,minute**GT**small,,,,,,,green**LT**greener,green**LT**greenest,greener**LT**greenest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",problematic-uncomfortableXX,problematic,uncomfortable,hard XXX problematic,1,embarrassing-uncomfortableXX,embarrassing,uncomfortable,embarrassing XXX uncomfortable,1,happy-happiestXX,happy,happiest,happier XXX happiest ||| happier XXX happy ||| happiest XXX happy,3,hard**EQ**problematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,embarrassing**GT**uncomfortable,,,,,,,,,,,,,,,happier**LT**happiest,happier**GT**happy,happiest**GT**happy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",problematic-uncomfortableXX,problematic,uncomfortable,hard XXX problematic,1,embarrassing-uncomfortableXX,embarrassing,uncomfortable,embarrassing XXX uncomfortable,1,happy-happiestXX,happy,happiest,happier XXX happiest ||| happier XXX happy ||| happiest XXX happy,3,hard**GT**problematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,embarrassing**GT**uncomfortable,,,,,,,,,,,,,,,happier**LT**happiest,happier**GT**happy,happiest**GT**happy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",problematic-uncomfortableXX,problematic,uncomfortable,hard XXX problematic,1,embarrassing-uncomfortableXX,embarrassing,uncomfortable,embarrassing XXX uncomfortable,1,happy-happiestXX,happy,happiest,happier XXX happiest ||| happier XXX happy ||| happiest XXX happy,3,hard**GT**problematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,embarrassing**EQ**uncomfortable,,,,,,,,,,,,,,,happier**LT**happiest,happier**GT**happy,happiest**GT**happy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",problematic-uncomfortableXX,problematic,uncomfortable,hard XXX problematic,1,embarrassing-uncomfortableXX,embarrassing,uncomfortable,embarrassing XXX uncomfortable,1,happy-happiestXX,happy,happiest,happier XXX happiest ||| happier XXX happy ||| happiest XXX happy,3,hard**LT**problematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,embarrassing**GT**uncomfortable,,,,,,,,,,,,,,,happier**LT**happiest,happier**GT**happy,happiest**GT**happy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",problematic-uncomfortableXX,problematic,uncomfortable,hard XXX problematic,1,embarrassing-uncomfortableXX,embarrassing,uncomfortable,embarrassing XXX uncomfortable,1,happy-happiestXX,happy,happiest,happier XXX happiest ||| happier XXX happy ||| happiest XXX happy,3,hard**LT**problematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,embarrassing**GT**uncomfortable,,,,,,,,,,,,,,,happier**LT**happiest,happier**GT**happy,happiest**GT**happy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",shorter-tinyXX,shorter,tiny,little XXX tiny,1,tenacious-toughXX,tenacious,tough,tenacious XXX tough ||| hardworking XXX tenacious ||| hardworking XXX tough,3,hard-hardestXX,hard,hardest,hard XXX harder ||| hard XXX hardest ||| harder XXX hardest,3,little**LT**tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,tenacious**EQ**tough,,,,,,,hardworking**LT**tenacious,hardworking**LT**tough,,,,,,,hard**LT**harder,hard**LT**hardest,harder**LT**hardest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",shorter-tinyXX,shorter,tiny,little XXX tiny,1,tenacious-toughXX,tenacious,tough,tenacious XXX tough ||| hardworking XXX tenacious ||| hardworking XXX tough,3,hard-hardestXX,hard,hardest,hard XXX harder ||| hard XXX hardest ||| harder XXX hardest,3,little**LT**tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,tenacious**LT**tough,,,,,,,hardworking**LT**tenacious,hardworking**LT**tough,,,,,,,hard**LT**harder,hard**LT**hardest,harder**LT**hardest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",shorter-tinyXX,shorter,tiny,little XXX tiny,1,tenacious-toughXX,tenacious,tough,tenacious XXX tough ||| hardworking XXX tenacious ||| hardworking XXX tough,3,hard-hardestXX,hard,hardest,hard XXX harder ||| hard XXX hardest ||| harder XXX hardest,3,little**LT**tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,tenacious**GT**tough,,,,,,,hardworking**GT**tenacious,hardworking**GT**tough,,,,,,,hard**LT**harder,hard**LT**hardest,harder**LT**hardest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",shorter-tinyXX,shorter,tiny,little XXX tiny,1,tenacious-toughXX,tenacious,tough,tenacious XXX tough ||| hardworking XXX tenacious ||| hardworking XXX tough,3,hard-hardestXX,hard,hardest,hard XXX harder ||| hard XXX hardest ||| harder XXX hardest,3,little**LT**tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,tenacious**GT**tough,,,,,,,hardworking**LT**tenacious,hardworking**EQ**tough,,,,,,,hard**LT**harder,hard**LT**hardest,harder**LT**hardest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",shorter-tinyXX,shorter,tiny,little XXX tiny,1,tenacious-toughXX,tenacious,tough,tenacious XXX tough ||| hardworking XXX tenacious ||| hardworking XXX tough,3,hard-hardestXX,hard,hardest,hard XXX harder ||| hard XXX hardest ||| harder XXX hardest,3,little**LT**tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,tenacious**LT**tough,,,,,,,hardworking**LT**tenacious,hardworking**LT**tough,,,,,,,hard**LT**harder,hard**LT**hardest,harder**LT**hardest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",scant-meagreXX,scant,meagre,few XXX scant ||| few XXX meagre ||| few XXX limited ||| meagre XXX scant ||| limited XXX scant ||| limited XXX meagre,6,awful-bad-lookingXX,awful,bad-looking,awful XXX shitty,1,healthy-healthiestXX,healthy,healthiest,healthier XXX healthiest ||| healthier XXX healthy ||| healthiest XXX healthy,3,few**LT**scant,,,,,,,,,,,few**GT**meagre,,,,,,,,,,few**LT**limited,meagre**EQ**scant,limited**LT**scant,limited**LT**meagre,,,,awful**LT**shitty,,,,,,,,,,,,,,,healthier**LT**healthiest,healthier**GT**healthy,healthiest**GT**healthy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",scant-meagreXX,scant,meagre,few XXX scant ||| few XXX meagre ||| few XXX limited ||| meagre XXX scant ||| limited XXX scant ||| limited XXX meagre,6,awful-bad-lookingXX,awful,bad-looking,awful XXX shitty,1,healthy-healthiestXX,healthy,healthiest,healthier XXX healthiest ||| healthier XXX healthy ||| healthiest XXX healthy,3,few**EQ**scant,,,,,,,,,,,few**LT**meagre,,,,,,,,,,few**EQ**limited,meagre**GT**scant,limited**EQ**scant,limited**LT**meagre,,,,awful**LT**shitty,,,,,,,,,,,,,,,healthier**LT**healthiest,healthier**GT**healthy,healthiest**GT**healthy
