Title,Description,Keywords,concept_1,premise_1,hypothesis_1,concept_2,premise_2,hypothesis_2,concept_3,premise_3,hypothesis_3,concept_4,premise_4,hypothesis_4,concept_5,premise_5,hypothesis_5,Answer.concept_1,Answer.concept_2,Answer.concept_3,Answer.concept_4,Answer.concept_5,Answer.q1_valid,Answer.q2_valid,Answer.q3_valid,Answer.q4_valid,Answer.q5_valid
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",kohlrabi,"Typically, a kohlrabi has a greenish color.","Typically, a kohlrabi can take up to a year to grow to maturity.",meteorology,Meteorology are all about the weather.,Meteorology has always been a science.,graveyard,"Generally, graveyards can be viewed.","Typically, graveyards produce large amounts of ash.",kingdom,"Generally, a kingdom may be ruled by a king, queen, prince, princess, count, baron, earl, viscount","Typically, a kingdom may have a king, queen, princes, princesses, etc.",walking stick,"Generally, a walking stick can consist of a stick.","Generally, a walking stick can be considered to be a hand tool.",kohlrabi,meteorology,graveyard,kingdom,walking stick,2,3,2,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",kohlrabi,"Typically, a kohlrabi has a greenish color.","Typically, a kohlrabi can take up to a year to grow to maturity.",meteorology,Meteorology are all about the weather.,Meteorology has always been a science.,graveyard,"Generally, graveyards can be viewed.","Typically, graveyards produce large amounts of ash.",kingdom,"Generally, a kingdom may be ruled by a king, queen, prince, princess, count, baron, earl, viscount","Typically, a kingdom may have a king, queen, princes, princesses, etc.",walking stick,"Generally, a walking stick can consist of a stick.","Generally, a walking stick can be considered to be a hand tool.",kohlrabi,meteorology,graveyard,kingdom,walking stick,1,3,3,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",patio,"Generally, patios can be considered to be part of the landscape.","Typically, patios can be found in residential areas, but can also be found on commercial properties.",lung cancer,"Generally, lung cancer is treated with surgery, radiation, chemotherapy, or both.","Typically, a lung cancer may have metastasized.",contribution,Contributions can be given.,"Contributions are gratefully accepted, but we cannot make any express or implied warranties.",bear,"Generally, a bear can be found in any forest.","Generally, bears are predisposed to hibernate during winter.",progress,"Generally, progress can be slow.","Generally, progress can consist of several steps.",patio,lung cancer,contribution,bear,progress,3,3,1,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",patio,"Generally, patios can be considered to be part of the landscape.","Typically, patios can be found in residential areas, but can also be found on commercial properties.",lung cancer,"Generally, lung cancer is treated with surgery, radiation, chemotherapy, or both.","Typically, a lung cancer may have metastasized.",contribution,Contributions can be given.,"Contributions are gratefully accepted, but we cannot make any express or implied warranties.",bear,"Generally, a bear can be found in any forest.","Generally, bears are predisposed to hibernate during winter.",progress,"Generally, progress can be slow.","Generally, progress can consist of several steps.",patio,lung cancer,contribution,bear,progress,3,1,1,2,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",patio,"Generally, patios can be considered to be part of the landscape.","Typically, patios can be found in residential areas, but can also be found on commercial properties.",lung cancer,"Generally, lung cancer is treated with surgery, radiation, chemotherapy, or both.","Typically, a lung cancer may have metastasized.",contribution,Contributions can be given.,"Contributions are gratefully accepted, but we cannot make any express or implied warranties.",bear,"Generally, a bear can be found in any forest.","Generally, bears are predisposed to hibernate during winter.",progress,"Generally, progress can be slow.","Generally, progress can consist of several steps.",patio,lung cancer,contribution,bear,progress,3,3,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",knight,Knights can be made of any material.,Knights are known for their bravery.,artichoke,Artichokes can be found in many parts of the world.,Artichokes are an excellent source of vitamin C.,imposter,"Typically, an imposter can be spotted.","Typically, an imposter produces a fake identity to gain access to sensitive information.",freshwater crocodile,Freshwater crocodiles should be considered a protected species.,Freshwater crocodiles may have evolved to eat fish.,attacker,"Typically, attackers have to compromise a user's device.","Typically, attackers are able to exploit vulnerabilities.",knight,artichoke,imposter,freshwater crocodile,attacker,3,3,3,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",knight,Knights can be made of any material.,Knights are known for their bravery.,artichoke,Artichokes can be found in many parts of the world.,Artichokes are an excellent source of vitamin C.,imposter,"Typically, an imposter can be spotted.","Typically, an imposter produces a fake identity to gain access to sensitive information.",freshwater crocodile,Freshwater crocodiles should be considered a protected species.,Freshwater crocodiles may have evolved to eat fish.,attacker,"Typically, attackers have to compromise a user's device.","Typically, attackers are able to exploit vulnerabilities.",knight,artichoke,imposter,freshwater crocodile,attacker,3,3,3,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",knight,Knights can be made of any material.,Knights are known for their bravery.,artichoke,Artichokes can be found in many parts of the world.,Artichokes are an excellent source of vitamin C.,imposter,"Typically, an imposter can be spotted.","Typically, an imposter produces a fake identity to gain access to sensitive information.",freshwater crocodile,Freshwater crocodiles should be considered a protected species.,Freshwater crocodiles may have evolved to eat fish.,attacker,"Typically, attackers have to compromise a user's device.","Typically, attackers are able to exploit vulnerabilities.",knight,artichoke,imposter,freshwater crocodile,attacker,2,3,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",constrictor,Constrictor can be found in the wild.,Constrictors have been bred for centuries to kill.,ottoman,Ottomans have always been a nation.,"Typically, an ottoman can be attached to a wall, table, etc.",onions,"Generally, onions are used to add flavor.","Generally, onions are eaten raw.",pistachios,"Generally, pistachios have a sweet, nutty flavour.","Generally, pistachios should be kept in the refrigerator.",measuring cup,"Typically, a measuring cup may have an outer surface.","Typically, a measuring cup is used for measuring.",constrictor,ottoman,onions,pistachios,measuring cup,3,3,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",constrictor,Constrictor can be found in the wild.,Constrictors have been bred for centuries to kill.,ottoman,Ottomans have always been a nation.,"Typically, an ottoman can be attached to a wall, table, etc.",onions,"Generally, onions are used to add flavor.","Generally, onions are eaten raw.",pistachios,"Generally, pistachios have a sweet, nutty flavour.","Generally, pistachios should be kept in the refrigerator.",measuring cup,"Typically, a measuring cup may have an outer surface.","Typically, a measuring cup is used for measuring.",constrictor,ottoman,onions,pistachios,measuring cup,1,2,1,2,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",constrictor,Constrictor can be found in the wild.,Constrictors have been bred for centuries to kill.,ottoman,Ottomans have always been a nation.,"Typically, an ottoman can be attached to a wall, table, etc.",onions,"Generally, onions are used to add flavor.","Generally, onions are eaten raw.",pistachios,"Generally, pistachios have a sweet, nutty flavour.","Generally, pistachios should be kept in the refrigerator.",measuring cup,"Typically, a measuring cup may have an outer surface.","Typically, a measuring cup is used for measuring.",constrictor,ottoman,onions,pistachios,measuring cup,3,2,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",dance floor,"Generally, a dance floor can be made of any material, including wood.","Generally, a dance floor can be used to create a dance.",piano stool,"Generally, a piano stool can be made of many different materials.","Typically, a piano stool can be removed from a piano to be replaced with another.",sailor,"Generally, a sailor can consist of any number of crewmen.","Typically, a sailor may be assigned to a ship's crew.",mast,"Typically, masts can be fastened to the hull.","Generally, masts can be found in many different sizes.",multicellular organism,Multicellular organisms are able to adapt to changes.,Multicellular organisms are able to adapt to changes in their environment.,dance floor,piano stool,sailor,mast,multicellular organism,3,3,1,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",dance floor,"Generally, a dance floor can be made of any material, including wood.","Generally, a dance floor can be used to create a dance.",piano stool,"Generally, a piano stool can be made of many different materials.","Typically, a piano stool can be removed from a piano to be replaced with another.",sailor,"Generally, a sailor can consist of any number of crewmen.","Typically, a sailor may be assigned to a ship's crew.",mast,"Typically, masts can be fastened to the hull.","Generally, masts can be found in many different sizes.",multicellular organism,Multicellular organisms are able to adapt to changes.,Multicellular organisms are able to adapt to changes in their environment.,dance floor,piano stool,sailor,mast,multicellular organism,3,3,1,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",dance floor,"Generally, a dance floor can be made of any material, including wood.","Generally, a dance floor can be used to create a dance.",piano stool,"Generally, a piano stool can be made of many different materials.","Typically, a piano stool can be removed from a piano to be replaced with another.",sailor,"Generally, a sailor can consist of any number of crewmen.","Typically, a sailor may be assigned to a ship's crew.",mast,"Typically, masts can be fastened to the hull.","Generally, masts can be found in many different sizes.",multicellular organism,Multicellular organisms are able to adapt to changes.,Multicellular organisms are able to adapt to changes in their environment.,dance floor,piano stool,sailor,mast,multicellular organism,2,3,1,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",meteorology,Meteorology are all about the weather.,Meteorology can be a science.,brussels sprouts,"Typically, brussels sprouts are cooked until tender.","Typically, brussels sprouts are eaten raw.",abrasion,"Typically, an abrasion may have been caused by a sharp object.","Typically, an abrasion may be caused by an impact with a hard object.",lowers cholesterol levels,"Generally, a lowers cholesterol levels are a good thing.","Generally, a lowers cholesterol levels are better than a higher cholesterol levels.",dough,"Generally, doughs can be made of any combination of flour, water.","Generally, doughs are knead.",meteorology,brussels sprouts,abrasion,lowers cholesterol levels,dough,3,2,3,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",meteorology,Meteorology are all about the weather.,Meteorology can be a science.,brussels sprouts,"Typically, brussels sprouts are cooked until tender.","Typically, brussels sprouts are eaten raw.",abrasion,"Typically, an abrasion may have been caused by a sharp object.","Typically, an abrasion may be caused by an impact with a hard object.",lowers cholesterol levels,"Generally, a lowers cholesterol levels are a good thing.","Generally, a lowers cholesterol levels are better than a higher cholesterol levels.",dough,"Generally, doughs can be made of any combination of flour, water.","Generally, doughs are knead.",meteorology,brussels sprouts,abrasion,lowers cholesterol levels,dough,1,2,1,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",meteorology,Meteorology are all about the weather.,Meteorology can be a science.,brussels sprouts,"Typically, brussels sprouts are cooked until tender.","Typically, brussels sprouts are eaten raw.",abrasion,"Typically, an abrasion may have been caused by a sharp object.","Typically, an abrasion may be caused by an impact with a hard object.",lowers cholesterol levels,"Generally, a lowers cholesterol levels are a good thing.","Generally, a lowers cholesterol levels are better than a higher cholesterol levels.",dough,"Generally, doughs can be made of any combination of flour, water.","Generally, doughs are knead.",meteorology,brussels sprouts,abrasion,lowers cholesterol levels,dough,1,2,1,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",mover,"Generally, a mover can be made of any material that can be moved.","Generally, a mover can be made of any material.",progress,"Generally, progress can be slow.","Generally, progress may have been slow, but it was steady.",chair,"Generally, chairs have a back.","Generally, a chair can be used to sit down, but it can also be used standing.",water vapour,"Generally, water vapour can be used to cool a building.","Generally, water vapour can be seen in the atmosphere.",crusher,"Typically, a crusher can be made of steel or aluminum.","Typically, a crusher can be made of wood, metal, plastic, or ceramic.",mover,progress,chair,water vapour,crusher,1,1,2,2,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",mover,"Generally, a mover can be made of any material that can be moved.","Generally, a mover can be made of any material.",progress,"Generally, progress can be slow.","Generally, progress may have been slow, but it was steady.",chair,"Generally, chairs have a back.","Generally, a chair can be used to sit down, but it can also be used standing.",water vapour,"Generally, water vapour can be used to cool a building.","Generally, water vapour can be seen in the atmosphere.",crusher,"Typically, a crusher can be made of steel or aluminum.","Typically, a crusher can be made of wood, metal, plastic, or ceramic.",mover,progress,chair,water vapour,crusher,2,3,3,3,2
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",mover,"Generally, a mover can be made of any material that can be moved.","Generally, a mover can be made of any material.",progress,"Generally, progress can be slow.","Generally, progress may have been slow, but it was steady.",chair,"Generally, chairs have a back.","Generally, a chair can be used to sit down, but it can also be used standing.",water vapour,"Generally, water vapour can be used to cool a building.","Generally, water vapour can be seen in the atmosphere.",crusher,"Typically, a crusher can be made of steel or aluminum.","Typically, a crusher can be made of wood, metal, plastic, or ceramic.",mover,progress,chair,water vapour,crusher,1,3,2,2,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",playroom,"Generally, playrooms have been built.","Generally, playrooms are designed to be used by children of all ages.",laugh,"Generally, a laugh can be found in almost any story.","Generally, a laugh can be attached to just about any situation.",chair,"Generally, chairs have a back.","Generally, a chair can be considered to be part of the furniture.",sheath,"Generally, a sheath is used to protect the blade from damage.","Typically, a sheath can be found on a sword.",costume,Costumes can be found in the wardrobe.,"Generally, a costume may be made of any material.",playroom,laugh,chair,sheath,costume,3,1,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",playroom,"Generally, playrooms have been built.","Generally, playrooms are designed to be used by children of all ages.",laugh,"Generally, a laugh can be found in almost any story.","Generally, a laugh can be attached to just about any situation.",chair,"Generally, chairs have a back.","Generally, a chair can be considered to be part of the furniture.",sheath,"Generally, a sheath is used to protect the blade from damage.","Typically, a sheath can be found on a sword.",costume,Costumes can be found in the wardrobe.,"Generally, a costume may be made of any material.",playroom,laugh,chair,sheath,costume,1,3,2,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",playroom,"Generally, playrooms have been built.","Generally, playrooms are designed to be used by children of all ages.",laugh,"Generally, a laugh can be found in almost any story.","Generally, a laugh can be attached to just about any situation.",chair,"Generally, chairs have a back.","Generally, a chair can be considered to be part of the furniture.",sheath,"Generally, a sheath is used to protect the blade from damage.","Typically, a sheath can be found on a sword.",costume,Costumes can be found in the wardrobe.,"Generally, a costume may be made of any material.",playroom,laugh,chair,sheath,costume,3,1,1,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",freshwater crocodile,Freshwater crocodiles should be considered a protected species.,Freshwater crocodiles are found throughout the world's tropical regions.,germ,"Generally, a germs can consist of bacteria, viruses, fungi, protozoa, arthropods, etc.","Germs can be made of bacteria, viruses, fungi, protozoa, or other microorganisms.",laugh,"Generally, a laugh can be found in almost any story.","Generally, a laugh can be used to show that you are amused.",trench coat,"Typically, a trench coat may be worn with a blouse.","Typically, trench coats have a collar.",cerebral palsy,Cerebral palsy can be a debilitating condition.,Cerebral palsy have been reported in the literature.,freshwater crocodile,germ,laugh,trench coat,cerebral palsy,1,1,2,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",freshwater crocodile,Freshwater crocodiles should be considered a protected species.,Freshwater crocodiles are found throughout the world's tropical regions.,germ,"Generally, a germs can consist of bacteria, viruses, fungi, protozoa, arthropods, etc.","Germs can be made of bacteria, viruses, fungi, protozoa, or other microorganisms.",laugh,"Generally, a laugh can be found in almost any story.","Generally, a laugh can be used to show that you are amused.",trench coat,"Typically, a trench coat may be worn with a blouse.","Typically, trench coats have a collar.",cerebral palsy,Cerebral palsy can be a debilitating condition.,Cerebral palsy have been reported in the literature.,freshwater crocodile,germ,laugh,trench coat,cerebral palsy,3,2,1,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",freshwater crocodile,Freshwater crocodiles should be considered a protected species.,Freshwater crocodiles are found throughout the world's tropical regions.,germ,"Generally, a germs can consist of bacteria, viruses, fungi, protozoa, arthropods, etc.","Germs can be made of bacteria, viruses, fungi, protozoa, or other microorganisms.",laugh,"Generally, a laugh can be found in almost any story.","Generally, a laugh can be used to show that you are amused.",trench coat,"Typically, a trench coat may be worn with a blouse.","Typically, trench coats have a collar.",cerebral palsy,Cerebral palsy can be a debilitating condition.,Cerebral palsy have been reported in the literature.,freshwater crocodile,germ,laugh,trench coat,cerebral palsy,3,3,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",skier,"Generally, skiers are predisposed to falling over.","Generally, skiers have the right to ski.",commuter,Commuters are being urged to use public transport if possible.,"Generally, a commuter can consist of any person.",deck chair,"Typically, deck chairs are designed to be used in a seated position.","Typically, a deck chair can be found.",piano stool,"Generally, a piano stool can be made of many different materials.","Generally, a piano stool can be made of wood, plastic, or metal.",oasis,"Generally, an oasis can be used to create a safe haven.","Generally, an oasis can consist of several different types of water.",skier,commuter,deck chair,piano stool,oasis,3,3,3,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",skier,"Generally, skiers are predisposed to falling over.","Generally, skiers have the right to ski.",commuter,Commuters are being urged to use public transport if possible.,"Generally, a commuter can consist of any person.",deck chair,"Typically, deck chairs are designed to be used in a seated position.","Typically, a deck chair can be found.",piano stool,"Generally, a piano stool can be made of many different materials.","Generally, a piano stool can be made of wood, plastic, or metal.",oasis,"Generally, an oasis can be used to create a safe haven.","Generally, an oasis can consist of several different types of water.",skier,commuter,deck chair,piano stool,oasis,3,1,3,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",skier,"Generally, skiers are predisposed to falling over.","Generally, skiers have the right to ski.",commuter,Commuters are being urged to use public transport if possible.,"Generally, a commuter can consist of any person.",deck chair,"Typically, deck chairs are designed to be used in a seated position.","Typically, a deck chair can be found.",piano stool,"Generally, a piano stool can be made of many different materials.","Generally, a piano stool can be made of wood, plastic, or metal.",oasis,"Generally, an oasis can be used to create a safe haven.","Generally, an oasis can consist of several different types of water.",skier,commuter,deck chair,piano stool,oasis,3,3,3,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",onions,"Generally, onions are used to add flavor.","Generally, onions should be cooked until soft.",idol,"Generally, an idol can consist of any number of objects.","Generally, an idol can be considered to be a person who is worshipped by people.",locker room,"Generally, locker rooms are segregated by gender.","Generally, a locker room should be open to all.",mast,"Typically, masts can be fastened to the hull.","Typically, masts are attached to the ship's hull.",herbivorous animal,"Generally, herbivorous animals produce milk for their young.","Generally, herbivorous animals have to eat a lot to get enough calories.",onions,idol,locker room,mast,herbivorous animal,3,3,2,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",onions,"Generally, onions are used to add flavor.","Generally, onions should be cooked until soft.",idol,"Generally, an idol can consist of any number of objects.","Generally, an idol can be considered to be a person who is worshipped by people.",locker room,"Generally, locker rooms are segregated by gender.","Generally, a locker room should be open to all.",mast,"Typically, masts can be fastened to the hull.","Typically, masts are attached to the ship's hull.",herbivorous animal,"Generally, herbivorous animals produce milk for their young.","Generally, herbivorous animals have to eat a lot to get enough calories.",onions,idol,locker room,mast,herbivorous animal,3,1,2,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",onions,"Generally, onions are used to add flavor.","Generally, onions should be cooked until soft.",idol,"Generally, an idol can consist of any number of objects.","Generally, an idol can be considered to be a person who is worshipped by people.",locker room,"Generally, locker rooms are segregated by gender.","Generally, a locker room should be open to all.",mast,"Typically, masts can be fastened to the hull.","Typically, masts are attached to the ship's hull.",herbivorous animal,"Generally, herbivorous animals produce milk for their young.","Generally, herbivorous animals have to eat a lot to get enough calories.",onions,idol,locker room,mast,herbivorous animal,3,3,2,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",kohlrabi,"Typically, a kohlrabi has a greenish color.","Generally, a kohlrabi may be eaten raw.",interference,"Generally, interferences have to do with something.","Interference may be committed by any person, or by any combination.",offspring,"Generally, an offspring should be able to stand on its own two feet.","Generally, an offspring should be able to survive.",baseball player,"Generally, a baseball player should be able to hit a curveball.","Generally, a baseball player has to be able to hit.",llamas,"Generally, llamas have been domesticated.","Generally, llamas are raised for their meat.",kohlrabi,interference,offspring,baseball player,llamas,3,3,1,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",kohlrabi,"Typically, a kohlrabi has a greenish color.","Generally, a kohlrabi may be eaten raw.",interference,"Generally, interferences have to do with something.","Interference may be committed by any person, or by any combination.",offspring,"Generally, an offspring should be able to stand on its own two feet.","Generally, an offspring should be able to survive.",baseball player,"Generally, a baseball player should be able to hit a curveball.","Generally, a baseball player has to be able to hit.",llamas,"Generally, llamas have been domesticated.","Generally, llamas are raised for their meat.",kohlrabi,interference,offspring,baseball player,llamas,3,3,3,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",kohlrabi,"Typically, a kohlrabi has a greenish color.","Generally, a kohlrabi may be eaten raw.",interference,"Generally, interferences have to do with something.","Interference may be committed by any person, or by any combination.",offspring,"Generally, an offspring should be able to stand on its own two feet.","Generally, an offspring should be able to survive.",baseball player,"Generally, a baseball player should be able to hit a curveball.","Generally, a baseball player has to be able to hit.",llamas,"Generally, llamas have been domesticated.","Generally, llamas are raised for their meat.",kohlrabi,interference,offspring,baseball player,llamas,2,1,1,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",carcinoma,"Typically, a carcinoma should be treated with surgery.","Typically, carcinomas are slow growing.",offspring,"Generally, an offspring should be able to stand on its own two feet.","Typically, an offspring may be born with one or both parents.",nurse,"Generally, a nurse can be found in any hospital in the country.","Generally, a nurse can be composed of any number of individuals.",constrictor,Constrictor can be found in the wild.,"Typically, a constrictor produces a single bite.",stand,"Generally, a stand has two main components.","Typically, a stand can be made of wood or metal.",carcinoma,offspring,nurse,constrictor,stand,1,2,1,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",carcinoma,"Typically, a carcinoma should be treated with surgery.","Typically, carcinomas are slow growing.",offspring,"Generally, an offspring should be able to stand on its own two feet.","Typically, an offspring may be born with one or both parents.",nurse,"Generally, a nurse can be found in any hospital in the country.","Generally, a nurse can be composed of any number of individuals.",constrictor,Constrictor can be found in the wild.,"Typically, a constrictor produces a single bite.",stand,"Generally, a stand has two main components.","Typically, a stand can be made of wood or metal.",carcinoma,offspring,nurse,constrictor,stand,3,3,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",carcinoma,"Typically, a carcinoma should be treated with surgery.","Typically, carcinomas are slow growing.",offspring,"Generally, an offspring should be able to stand on its own two feet.","Typically, an offspring may be born with one or both parents.",nurse,"Generally, a nurse can be found in any hospital in the country.","Generally, a nurse can be composed of any number of individuals.",constrictor,Constrictor can be found in the wild.,"Typically, a constrictor produces a single bite.",stand,"Generally, a stand has two main components.","Typically, a stand can be made of wood or metal.",carcinoma,offspring,nurse,constrictor,stand,2,2,2,2,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",sibling,"Generally, siblings are expected to help one another.","Generally, siblings have very different personalities.",piano stool,"Generally, a piano stool can be made of many different materials.","Generally, a piano stool can be considered to be part of the piano.",oasis,"Generally, an oasis can be used to create a safe haven.","Typically, an oasis may be a place where people gather.",pickle,"Typically, pickles have a sweet, tangy taste.","Generally, a pickle can be made of several different types of pickles.",baseball player,"Generally, a baseball player should be able to hit a curveball.","Typically, a baseball player may have a career.",sibling,piano stool,oasis,pickle,baseball player,1,3,2,2,2
