Title,Description,Keywords,concept_1,premise_1,hypothesis_1,concept_2,premise_2,hypothesis_2,concept_3,premise_3,hypothesis_3,concept_4,premise_4,hypothesis_4,concept_5,premise_5,hypothesis_5
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",vegetation,"Generally, vegetation can be used to cover a large area.","Generally, a vegetation can consist of any plant.",work of art,"Generally, a work of art may be considered to be a work.","Generally, a work of art can only be appreciated.",scottish terrier,"Typically, a scottish terrier may be neutered or spayed.","Typically, a scottish terrier may be neutered or spayed before being adopted.",cavity,"Typically, cavities have to be cleaned out.","Generally, a cavity can be considered to be an opening in a material.",trigger,"Typically, a trigger produces an electrical impulse.","Generally, a trigger can consist of any number of elements."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",multicellular organism,Multicellular organisms are able to adapt to changes.,Multicellular organisms can adapt to environmental changes.,week,"During a work week, you may have a couple of hours to spare.","During a school week, you have to be in class.",conveyer,Conveyers are used to move items from one place to another.,"Generally, a conveyer is a device used to move objects.",crusher,"Typically, a crusher can be made of steel or aluminum.","Typically, a crusher can be used to crush a large number.",living room,"Generally, a living room can be used for several purposes.","Generally, living rooms have a ceiling height."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",shower curtain,"Generally, a shower curtain can be made from any material.","Generally, a shower curtain can be found in most bathrooms.",herbivorous animal,"Generally, herbivorous animals produce milk for their young.","Generally, herbivorous animals produce their food.",progress,"Generally, progress can be slow.","Generally, progress can be made.",sandwich maker,"Typically, a sandwich maker can be made.","Generally, a sandwich maker is used to cut the bread.",chalice,"Generally, a chalice can be made of silver, gold, or copper.","Typically, a chalice can be found in a church, temple, monastery, cemetery."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",yeast,"Typically, yeasts have the ability to metabolize alcohol.","Generally, a yeast can be considered to be a living organism.",horseback riding,"Generally, horseback ridings have two main types of ridings.","Generally, horseback riding is a great way to learn.",kingdom,"Generally, a kingdom may be ruled by a king, queen, prince, princess, count, baron, earl, viscount","Generally, a kingdom should be ruled by a king, who rules with an iron fist.",blind,"Generally, blinds can be installed in your home or business.","Generally, blinds can be attached to a window.",abrasion,"Typically, an abrasion may have been caused by a sharp object.","Typically, an abrasion are caused by an impact on the skin."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",microgreens,"Typically, microgreens produce their color.","Generally, microgreens may be added to a recipe.",ottoman,Ottomans have always been a nation.,Ottomans have always been proud of their heritage.,hay fever,"Typically, hay fever has to be diagnosed by a physician.","Generally, a hay fever may have its onset at any age.",genome,"Typically, a genome can consist of thousands of genes.","Generally, a genome can be considered to be composed of DNA.",other organism,"Generally, other organisms may be able to adapt.","Typically, other organisms produce chemical signals."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",germ,"Generally, a germs can consist of bacteria, viruses, fungi, protozoa, arthropods, etc.",Germs can be made of many different materials.,catapult,Catapults can be found in almost every area of the world.,"Catapults can be made of wood, stone, metal, or any other material.",hay fever,"Typically, hay fever has to be diagnosed by a physician.","Typically, hay fevers are caused by a bacterial infection.",ink pen,"Generally, an ink pen can be considered to be a writing instrument which is used to write.","Usually, an ink pen can be found in almost any pen store.",hay fever,"Typically, hay fever has to be diagnosed by a physician.","Typically, hay fever is triggered by a virus."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",congress,"Congress can be used to change the law, but only Congress can make laws.",Congress can be used to change the law.,can,"Generally, cans are used to store, transport, or serve food.","Generally, cans are used to store food or beverages.",measuring cup,"Typically, a measuring cup may have an outer surface.","Generally, a measuring cup can be purchased.",cavity,"Typically, cavities have to be cleaned out.","Typically, a cavity can be used to store a fluid.",consciousness,Consciousness can be composed of many different states.,Consciousness can consist of many different things.
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",organic compound,"Generally, organic compounds are formed in the body.","Generally, organic compounds are considered to be less toxic than their inorganic counterparts.",clause,"Generally, a clause can be found in a contract.","Generally, a clause can be found in a contract which is intended to be enforceable.",sandwich maker,"Typically, a sandwich maker can be made.","Generally, a sandwich maker should be able to make a sandwich with just about any ingredients.",mountain,"Generally, a mountain can be considered to be a large hill.","Typically, a mountain may have a single peak.",idol,"Generally, an idol can consist of any number of objects.","Generally, an idol can be made of wood, stone, metal, or any other material."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",can,"Generally, cans are used to store, transport, or serve food.","Generally, a can can be filled with any liquid.",microgreens,"Typically, microgreens produce their color.","Generally, microgreens may be grown from seed.",sheath,"Generally, a sheath is used to protect the blade from damage.","Generally, a sheath can be attached to a weapon to increase its durability.",giver,"Generally, a giver can be used to give something to someone else.","Generally, a giver can consist of any person.",idol,"Generally, an idol can consist of any number of objects.","Generally, an idol can be considered to be a person."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",cerebral palsy,Cerebral palsy can be a debilitating condition.,Cerebral palsy may be caused by damage to the brain.,adhesive bandage,"Typically, an adhesive bandage can be fastened to a patient's skin.","Typically, an adhesive bandage is applied to the skin.",reflector,"Typically, a reflector can consist of an array of individual reflectors.",Reflectors can be made of almost any material.,deck chair,"Typically, deck chairs are designed to be used in a seated position.","Typically, a deck chair has a backrest.",crusher,"Typically, a crusher can be made of steel or aluminum.","Generally, a crusher can be considered to be a device used to crush food."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",commuter,Commuters are being urged to use public transport if possible.,Commuters can be found in almost every part of the city.,pistachios,"Generally, pistachios have a sweet, nutty flavour.","Generally, pistachios can be roasted.",laser,"Generally, a laser may have an output power.","Typically, a laser produces a very narrow beam with high intensity.",kettle,"Generally, kettles can be used to boil water.","Generally, kettles are used for cooking.",ink pen,"Generally, an ink pen can be considered to be a writing instrument which is used to write.","Typically, an ink pen can be used to write a message."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",cook,Cooks have a lot to learn about cooking.,"Typically, a cook produces one or two dishes per day.",consciousness,Consciousness can be composed of many different states.,"Consciousness can be used to communicate with other people, but it is also used to communicate with God.",crusher,"Typically, a crusher can be made of steel or aluminum.","Typically, a crusher can be made of steel, aluminum, or other metal.",yodel,"Generally, a yodel can be composed of a single note.","Generally, a yodel can be considered to be a rhythmic, repetitive sound.",clay,"Generally, clays can be found in many places in the world.","Typically, a clay can be made of many different minerals."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",brussels sprouts,"Typically, brussels sprouts are cooked until tender.","Typically, brussels sprouts are cooked in a pan with olive oil.",skier,"Generally, skiers are predisposed to falling over.","Generally, skiers are allowed to use their own skis.",giver,"Generally, a giver can be used to give something to someone else.","Generally, givers are predisposed to give to those in need.",commuter,Commuters are being urged to use public transport if possible.,"Generally, a commuter can be considered to be someone who uses public transportation to get to work.",malaria parasite,"Typically, a malaria parasite may be transmitted to humans by a bite from an infected animal.","Typically, malaria parasites are transmitted to humans by mosquitoes."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",germ,"Generally, a germs can consist of bacteria, viruses, fungi, protozoa, arthropods, etc.",Germs are transmitted from person to person through bodily fluids.,time,"Generally, a time may be deemed to have passed if an employee's employment relationship with an employer terminates.",Time can be used to determine if a person is lying.,car park,"Generally, car parks can be found in the city centre, close to train stations.","Generally, a car park is considered to be a public place.",crew,Crews can be used to repair the ship.,Crews can be used to clean up oil spills.,shower curtain,"Generally, a shower curtain can be made from any material.","Generally, a shower curtain can be used to cover an entire room."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",cerebral palsy,Cerebral palsy can be a debilitating condition.,Cerebral palsy produces symptoms that vary.,bookmark,Bookmarks can be found in your bookmarks folder.,Bookmarks can be used to quickly navigate to a specific page.,progress,"Generally, progress can be slow.","Generally, progress can be considered to be the process by which something is improved over time.",lily,"Typically, a lily may be planted in the ground.","Generally, a lily is a small, white, evergreen shrub.",sector,"Generally, sectors are classified according to their level of economic development.","Generally, sectors are classified according to their economic importance to the economy."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",kohlrabi,"Typically, a kohlrabi has a greenish color.","Generally, kohlrabi is best eaten raw, but it can also be cooked.",bear,"Generally, a bear can be found in any forest.","Generally, a bear can be found in most areas.",melatonin,"Typically, melatonin may be used in combination with other drugs to treat insomnia.","Generally, melatonin should be taken before bedtime to help you fall asleep.",wire,"Typically, a wire is soldered to the circuit board.","Typically, a wire can be attached to a surface to form an electrical connection.",buttercup,"Typically, a buttercup may be seen in the wild only during spring.","Typically, a buttercup is a small, round, white flower."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",interference,"Generally, interferences have to do with something.","Generally, interferences can consist of anything that interferes with normal operation.",melatonin,"Typically, melatonin may be used in combination with other drugs to treat insomnia.","Generally, melatonin can be synthesized.",chair,"Generally, chairs have a back.","Generally, a chair can be placed in a room.",nature,Nature can be found in every corner of the globe.,Nature can be used to predict the future.,living room,"Generally, a living room can be used for several purposes.","Typically, a living room may have a TV, stereo system, DVD player, etc."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",colander,"Generally, a colander can be made of any material.","Generally, a colander has a flat bottom, which allows you to place your food directly.",kingdom,"Generally, a kingdom may be ruled by a king, queen, prince, princess, count, baron, earl, viscount","Generally, a kingdom has a king, who rules.",home,"Generally, a home can be attached to an existing structure.","Generally, a home is considered occupied.",gutter,"Generally, a gutter can consist of several layers of material.","Typically, a gutter can be removed from a roof to allow water drainage.",polo shirt,"Typically, a polo shirt has a button.","Typically, a polo shirt has a white collar."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",other organism,"Generally, other organisms may be able to adapt.","Generally, other organisms should be able to adapt to changes in their environment.",stimulant,Stimulants are stimulants that are used to treat ADHD.,Stimulants should be used with caution in children.,kohlrabi,"Typically, a kohlrabi has a greenish color.","Typically, kohlrabi have a sweet, mild flavor.",artichoke,Artichokes can be found in many parts of the world.,Artichokes can be found in almost any garden.,progress,"Generally, progress can be slow.","Generally, progress has been made in recent years."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",chalice,"Generally, a chalice can be made of silver, gold, or copper.","Generally, a chalice can be considered to be an object that is used to drink from.",congress,"Congress can be used to change the law, but only Congress can make laws.",Congress can be used to pass a bill.,commuter,Commuters are being urged to use public transport if possible.,"Generally, a commuter should take the bus.",mountain,"Generally, a mountain can be considered to be a large hill.","Mountains can be made of rock, sand, or gravel.",congress,"Congress can be used to change the law, but only Congress can make laws.","Generally, a congress can consist of any number of members."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",herbivorous animal,"Generally, herbivorous animals produce milk for their young.","Typically, a herbivorous animal may be attracted to a plant.",attacker,"Typically, attackers have to compromise a user's device.","Typically, an attacker can exploit a bug.",doghouse,"Generally, a doghouse can be made of wood or metal.","Generally, a doghouse can be attached to a house.",inference,"Generally, inferences are made based on a person's past behavior.","Generally, inferences have to be made from the facts.",morning,"On a sunny morning, you can feel the sun on your face.","On a fine morning, you can feel the sun on your face."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",ink pen,"Generally, an ink pen can be considered to be a writing instrument which is used to write.","Typically, an ink pen can be used to write on a paper.",dough,"Generally, doughs can be made of any combination of flour, water.","Generally, doughs can be stored in an airtight container in a cool, dry place.",crusher,"Typically, a crusher can be made of steel or aluminum.","Typically, a crusher can be made of metal or plastic.",trigger,"Typically, a trigger produces an electrical impulse.","Generally, a trigger can be considered to be an action that causes an event to occur.",process,"Typically, a process can be composed of multiple steps, each of which can be executed independently.","Generally, a process can be considered to be in progress only."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",oasis,"Generally, an oasis can be used to create a safe haven.","Generally, an oasis can be composed of several different types of oases.",doghouse,"Generally, a doghouse can be made of wood or metal.","Generally, a doghouse can be made of wood, metal, fiberglass, or plastic.",germ,"Generally, a germs can consist of bacteria, viruses, fungi, protozoa, arthropods, etc.","Generally, germs can be considered to be ""good"" or ""bad"" depending upon their ability to cause disease.",adhesive bandage,"Typically, an adhesive bandage can be fastened to a patient's skin.","Typically, an adhesive bandage may be used to cover the wound.",gutter,"Generally, a gutter can consist of several layers of material.","Typically, a gutter can be found in a building."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",tigers,"Generally, tigers may be killed for their meat.","Generally, tigers are solitary creatures.",brussels sprouts,"Typically, brussels sprouts are cooked until tender.","Generally, brussels sprouts should be eaten fresh or frozen.",skier,"Generally, skiers are predisposed to falling over.","Generally, skiers have a choice.",laser,"Generally, a laser may have an output power.","Typically, a laser is fired at a target, which bounces off its surface.",multicellular organism,Multicellular organisms are able to adapt to changes.,Multicellular organisms are able to adapt to changes in their environment by changing their physiology.
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",fat diet,"Generally, a fat diet may have some benefits for people.","Generally, fat diets have been shown to be associated with an increased risk of cardiovascular disease.",other organism,"Generally, other organisms may be able to adapt.","Generally, other organisms may have evolved the ability to produce their own vitamin D from sunlight.",baritone,"Generally, a baritone can be considered to be a male voice.","Generally, a baritone can get away with singing in a higher register than an alto.",crank,"Generally, cranks have two main components.","Generally, cranks are designed to work.",baseball player,"Generally, a baseball player should be able to hit a curveball.","Typically, a baseball player may be able to hit a ball."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",marriage,"Typically, a marriage may have been formed.","Generally, a marriage can be considered to be a union.",genome,"Typically, a genome can consist of thousands of genes.","Generally, a genome can be considered to be complete if it includes all genes.",gutter,"Generally, a gutter can consist of several layers of material.","Generally, gutters are installed in the street.",rowboat,"Generally, a rowboat should be able to float.","Generally, a rowboat is a rowed vessel with oars.",kitty,"Typically, a kitty may be placed in a kennel with other cats.","Generally, kitties can be trained."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",carnival,"Generally, a carnival is a celebration.","Typically, a carnival produces its own food.",consciousness,Consciousness can be composed of many different states.,Consciousness can consist of many different states.,adhesive bandage,"Typically, an adhesive bandage can be fastened to a patient's skin.","Generally, an adhesive bandage can be considered to be a medical device.",other organism,"Generally, other organisms may be able to adapt.","Generally, other organisms have been shown to be able to adapt to changes in their environments.",sheath,"Generally, a sheath is used to protect the blade from damage.","Generally, a sheath should be made."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",laser,"Generally, a laser may have an output power.","Generally, lasers have a narrow beam.",adhesive bandage,"Typically, an adhesive bandage can be fastened to a patient's skin.","Generally, an adhesive bandage can be considered to be a thin, flexible bandage.",nurse,"Generally, a nurse can be found in any hospital in the country.","Generally, nurses are paid by the hour.",home,"Generally, a home can be attached to an existing structure.","Generally, a home may be subject to a mortgage.",constrictor,Constrictor can be found in the wild.,Constrictors are known for their strength.
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",kitty,"Typically, a kitty may be placed in a kennel with other cats.","Typically, kitties have a tendency to eat their own poop.",week,"During a work week, you may have a couple of hours to spare.","During a work week, you have to be able to be flexible.",trench coat,"Typically, a trench coat may be worn with a blouse.","Typically, a trench coat may have two or three pockets.",kingdom,"Generally, a kingdom may be ruled by a king, queen, prince, princess, count, baron, earl, viscount","Generally, a kingdom should have a king.",oasis,"Generally, an oasis can be used to create a safe haven.","Generally, an oasis can be composed of several different types of structures."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",constrictor,Constrictor can be found in the wild.,"Typically, a constrictor produces a painful bite.",congress,"Congress can be used to change the law, but only Congress can make laws.","Generally, a congress can be found in the United States.",sandwich maker,"Typically, a sandwich maker can be made.","Typically, a sandwich maker has to be able to make a sandwich from scratch every day.",freshwater crocodile,Freshwater crocodiles should be considered a protected species.,Freshwater crocodiles may be found throughout the world's freshwater ecosystems.,crew,Crews can be used to repair the ship.,Crews have been working around the clock to restore power to customers.
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",malaria parasite,"Typically, a malaria parasite may be transmitted to humans by a bite from an infected animal.","Typically, a malaria parasite is transmitted by an infected mosquito.",inference,"Generally, inferences are made based on a person's past behavior.","Generally, inferences can be made from the data.",kitty,"Typically, a kitty may be placed in a kennel with other cats.","Typically, a kitty may have a litter box.",sheath,"Generally, a sheath is used to protect the blade from damage.","Generally, a sheath is made of a material.",sailor,"Generally, a sailor can consist of any number of crewmen.","Generally, a sailor can be found in any ship."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",graveyard,"Generally, graveyards can be viewed.","Generally, graveyards should be open to the public.",work of art,"Generally, a work of art may be considered to be a work.","Generally, a work of art can be removed from a museum.",idol,"Generally, an idol can consist of any number of objects.","Generally, an idol can be taken away from you at any time.",artichoke,Artichokes can be found in many parts of the world.,"Generally, an artichoke can be cooked.",llamas,"Generally, llamas have been domesticated.","Generally, llamas can be trained."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",marriage,"Typically, a marriage may have been formed.",Marriages have always been a big deal to me.,brussels sprouts,"Typically, brussels sprouts are cooked until tender.","Typically, brussels sprouts may have a bitter flavor.",measuring cup,"Typically, a measuring cup may have an outer surface.","Generally, a measuring cup may be used to determine the height.",meteorology,Meteorology are all about the weather.,Meteorology are all about weather.,playroom,"Generally, playrooms have been built.","Generally, playrooms are designed for children to play with."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",sheath,"Generally, a sheath is used to protect the blade from damage.","Typically, a sheath may have been made.",stand,"Generally, a stand has two main components.","Generally, a stand has to be built.",hive,"Generally, a hive can be composed of many different types of bees.","Generally, a hive can be composed of only one queen.",cleaner,Cleaners may be used to clean.,"Generally, a cleaner can be used to remove dirt, grease, oil, etc.",sermon,"Generally, sermons can be used to preach the Gospel.",Sermons can be found in the Church.
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",idol,"Generally, an idol can consist of any number of objects.","Generally, an idol can consist of any object.",polo shirt,"Typically, a polo shirt has a button.","Generally, a polo shirt should be worn with a tie.",chalice,"Generally, a chalice can be made of silver, gold, or copper.","Generally, a chalice can be made of any kind of glass.",mast,"Typically, masts can be fastened to the hull.","Generally, masts can be made of many materials, including wood.",vegetation,"Generally, vegetation can be used to cover a large area.","Generally, a vegetation can be composed of many different kinds of plants."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",gutter,"Generally, a gutter can consist of several layers of material.","Typically, a gutter can be attached to a vehicle's rear bumper.",bathrobe,"Typically, bathrobes may have been worn.","Generally, bathrobes are made to be worn.",polo shirt,"Typically, a polo shirt has a button.","Typically, polo shirts are worn with a tie.",nature,Nature can be found in every corner of the globe.,"Generally, nature can be considered to be a ""living"" entity.",clay,"Generally, clays can be found in many places in the world.","Typically, clays may have to be processed."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",adhesive bandage,"Typically, an adhesive bandage can be fastened to a patient's skin.","Generally, an adhesive bandage can be considered to be a bandage with an adhesive backing.",work of art,"Generally, a work of art may be considered to be a work.","Generally, a work of art can consist of many different elements.",yodel,"Generally, a yodel can be composed of a single note.","Generally, a yodel can be used to express a feeling.",organic compound,"Generally, organic compounds are formed in the body.","Typically, an organic compound may be synthesized from an organic precursor by a chemical synthesis process.",hay fever,"Typically, hay fever has to be diagnosed by a physician.","Typically, hay fever can be treated with an antihistamine."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",porcupine,"Generally, a porcupine should be left alone.","Generally, a porcupine is a small, furry mammal.",lung cancer,"Generally, lung cancer is treated with surgery, radiation, chemotherapy, or both.","Generally, lung cancers have a high mortality.",stimulant,Stimulants are stimulants that are used to treat ADHD.,Stimulants have been found to be effective in treating ADHD.,measuring cup,"Typically, a measuring cup may have an outer surface.","Generally, a measuring cup may be used for measuring.",sailor,"Generally, a sailor can consist of any number of crewmen.",Sailors are required to wear their uniforms at all times.
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",walking stick,"Generally, a walking stick can consist of a stick.","Generally, a walking stick can consist of a handle.",locker room,"Generally, locker rooms are segregated by gender.","Generally, locker rooms are private spaces.",trigger,"Typically, a trigger produces an electrical impulse.","Typically, a trigger can be made of any material.",archer,"Generally, an archer should be able to shoot a bow.","Typically, an archer may be able to use a bow to fire.",yodel,"Generally, a yodel can be composed of a single note.","Generally, a yodel can be found in a song."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",laser,"Generally, a laser may have an output power.","Generally, a laser can be considered to be an optical device that converts light.",stimulation,Stimulation can also be induced.,Stimulation can be used.,artichoke,Artichokes can be found in many parts of the world.,"Generally, an artichoke may be eaten raw or cooked.",multicellular organism,Multicellular organisms are able to adapt to changes.,Multicellular organisms are known for their ability to adapt to changing environments.,mountain,"Generally, a mountain can be considered to be a large hill.",Mountains can be found in every corner of the world.
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",crew,Crews can be used to repair the ship.,"Crews can be used to clean up oil spills, clean up hazardous waste sites, or clean up contaminated soil.",progress,"Generally, progress can be slow.","Generally, progress can consist of many things.",deck chair,"Typically, deck chairs are designed to be used in a seated position.","Typically, deck chairs are made of a material.",ottoman,Ottomans have always been a nation.,"Generally, an ottoman can be used to make a bed.",kettle,"Generally, kettles can be used to boil water.","Typically, kettles may be used to boil water for drinking purposes."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",clay,"Generally, clays can be found in many places in the world.","Typically, clays may have been used to make tools.",time,"Generally, a time may be deemed to have passed if an employee's employment relationship with an employer terminates.","Usually, a time can be found in a person's life where everything seems to be going right.",mover,"Generally, a mover can be made of any material that can be moved.","Generally, a mover may be considered to be a person who moves things.",news,"Generally, news may be delivered to you by email.","Typically, news can be made of any number of topics.",trench coat,"Typically, a trench coat may be worn with a blouse.","Typically, a trench coat may be worn with a shirt, blazer, trousers."
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",playroom,"Generally, playrooms have been built.","Generally, a playroom can be a place where children play.",parsnips,"Typically, parsnips may be eaten raw or cooked.","Generally, parsnips are eaten raw or cooked.",opera house,"Generally, an opera house can be made of wood, metal, or concrete.","Generally, an opera house can be made of many different materials.",carnival,"Generally, a carnival is a celebration.","Typically, a carnival has a theme.",bathrobe,"Typically, bathrobes may have been worn.","Generally, bathrobes are made of cotton."
