Title,Description,Keywords,word,pos,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,NumSenses
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",supplement,v,"to add something, especially to what you earn or eat, in order to increase it to an acceptable level",to add something to something to make it larger or better,,,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",suspend,v,"if small pieces of solid material are suspended in a gas or a liquid, they hang or float in the gas or liquid","if someone is suspended from work, school, etc., they are temporarily not allowed to work, go to school or take part in an activity because they have done something wrong","if something is suspended in a liquid or in Air, it floats in it without moving",to decide not to make a firm judgment about something until you know more about it,to hang,to hang something from something else,"to make someone leave school, a job, or an organization temporarily, especially because they have broken the rules","to officially stop something from continuing, especially for a short time","to stop or to cause to be not active, either temporarily or permanently",,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,8
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,n,a long narrow strip of material which is sometimes sticky on one side,a long thin piece of material used for various purposes such as marking out an area of ground or to tie things together,"a recording of a performance, piece of music, speech etc on tape","a special plastic box containing a length of tape that you can record sound and pictures on, videotape","a special plastic box containing a length of tape that you can record sound on, cassette",a string stretched out across the finishing line in a race and broken by the winner,a tape measure,"narrow length of sticky material used to stick things together, sellotape BrE , scotch tape AmE","narrow plastic material covered with a special magnetic substance, on which sounds, pictures, or computer information can be recorded and played","thin plastic in a long narrow strip with a magnetic covering which allows sounds or sounds and pictures to be recorded and played again, or a cassette, especially one on which sound is (to be) recorded",,,9
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,6
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,6
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",tape,v,"to fasten a package, box etc with tape",to record something on tape,to record sound or pictures onto a tape,to stick something onto something else using tape,"to tie a bandage firmly around an injured part of someone's body, strap","to use strips of sticky material, especially to fix two things together or to fasten a parcel",,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",transmission,n,"something that is broadcast on television, radio etc",the machinery that brings the power produced by the engine to the wheels of a vehicle,the parts of a vehicle that take power from the engine to the wheels,"the process of broadcasting something by radio, television, etc., or something which is broadcast",the process of passing something from one person or place to another,"the process of sending or passing of something from one person, place, or thing to another","the process of sending out of electrical signals, messages etc, by radio or similar equipment",,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",transmission,n,"something that is broadcast on television, radio etc",the machinery that brings the power produced by the engine to the wheels of a vehicle,the parts of a vehicle that take power from the engine to the wheels,"the process of broadcasting something by radio, television, etc., or something which is broadcast",the process of passing something from one person or place to another,"the process of sending or passing of something from one person, place, or thing to another","the process of sending out of electrical signals, messages etc, by radio or similar equipment",,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",transmission,n,"something that is broadcast on television, radio etc",the machinery that brings the power produced by the engine to the wheels of a vehicle,the parts of a vehicle that take power from the engine to the wheels,"the process of broadcasting something by radio, television, etc., or something which is broadcast",the process of passing something from one person or place to another,"the process of sending or passing of something from one person, place, or thing to another","the process of sending out of electrical signals, messages etc, by radio or similar equipment",,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",transmission,n,"something that is broadcast on television, radio etc",the machinery that brings the power produced by the engine to the wheels of a vehicle,the parts of a vehicle that take power from the engine to the wheels,"the process of broadcasting something by radio, television, etc., or something which is broadcast",the process of passing something from one person or place to another,"the process of sending or passing of something from one person, place, or thing to another","the process of sending out of electrical signals, messages etc, by radio or similar equipment",,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",transmission,n,"something that is broadcast on television, radio etc",the machinery that brings the power produced by the engine to the wheels of a vehicle,the parts of a vehicle that take power from the engine to the wheels,"the process of broadcasting something by radio, television, etc., or something which is broadcast",the process of passing something from one person or place to another,"the process of sending or passing of something from one person, place, or thing to another","the process of sending out of electrical signals, messages etc, by radio or similar equipment",,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",transmission,n,"something that is broadcast on television, radio etc",the machinery that brings the power produced by the engine to the wheels of a vehicle,the parts of a vehicle that take power from the engine to the wheels,"the process of broadcasting something by radio, television, etc., or something which is broadcast",the process of passing something from one person or place to another,"the process of sending or passing of something from one person, place, or thing to another","the process of sending out of electrical signals, messages etc, by radio or similar equipment",,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",transmission,n,"something that is broadcast on television, radio etc",the machinery that brings the power produced by the engine to the wheels of a vehicle,the parts of a vehicle that take power from the engine to the wheels,"the process of broadcasting something by radio, television, etc., or something which is broadcast",the process of passing something from one person or place to another,"the process of sending or passing of something from one person, place, or thing to another","the process of sending out of electrical signals, messages etc, by radio or similar equipment",,,,,,7
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",transmission,n,"something that is broadcast on television, radio etc",the machinery that brings the power produced by the engine to the wheels of a vehicle,the parts of a vehicle that take power from the engine to the wheels,"the process of broadcasting something by radio, television, etc., or something which is broadcast",the process of passing something from one person or place to another,"the process of sending or passing of something from one person, place, or thing to another","the process of sending out of electrical signals, messages etc, by radio or similar equipment",,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",transmission,n,"something that is broadcast on television, radio etc",the machinery that brings the power produced by the engine to the wheels of a vehicle,the parts of a vehicle that take power from the engine to the wheels,"the process of broadcasting something by radio, television, etc., or something which is broadcast",the process of passing something from one person or place to another,"the process of sending or passing of something from one person, place, or thing to another","the process of sending out of electrical signals, messages etc, by radio or similar equipment",,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",transmission,n,"something that is broadcast on television, radio etc",the machinery that brings the power produced by the engine to the wheels of a vehicle,the parts of a vehicle that take power from the engine to the wheels,"the process of broadcasting something by radio, television, etc., or something which is broadcast",the process of passing something from one person or place to another,"the process of sending or passing of something from one person, place, or thing to another","the process of sending out of electrical signals, messages etc, by radio or similar equipment",,,,,,2
