Title,Description,Keywords,event0,event1,event2,Answer.feedback,Answer.input_event,Answer.q1-obj-use1,Answer.q1-obj-use2,Answer.q1-obj-use3,Answer.q1-obj-use4,Answer.q1-obj1,Answer.q1-obj2,Answer.q1-obj3,Answer.q1-obj4,Answer.q2-obj-use1,Answer.q2-obj-use2,Answer.q2-obj-use3,Answer.q2-obj-use4,Answer.q2-obj1,Answer.q2-obj2,Answer.q2-obj3,Answer.q2-obj4,Answer.q3-obj-use1,Answer.q3-obj-use2,Answer.q3-obj-use3,Answer.q3-obj-use4,Answer.q3-obj1,Answer.q3-obj2,Answer.q3-obj3,Answer.q3-obj4,Answer.req-obj1-na,Answer.req-obj1-sense,Answer.req-obj2-na,Answer.req-obj2-sense,Answer.req-obj3-na,Answer.req-obj3-sense,Approve,Reject
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX maintains coffee at levels,PersonX quickly took the money,PersonX rents boat instead,{},PersonX maintains coffee at levels|PersonX quickly took the money|PersonX rents boat instead,{},{},{},{},{},{},{},{},take away,put the cash in,{},{},cash,containder,{},{},pay for the rent,rent out,{},{},money,ship,{},{},,0.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX runs head under cold water,PersonX sets a hat upon PersonY,PersonX wears a sweater to work,{},PersonX runs head under cold water|PersonX sets a hat upon PersonY|PersonX wears a sweater to work,transport water,turn on water flow,{},{},faucet spout,faucet handle,{},{},knit hat,make hat,{},{},yarn,pattern,{},{},buy sweater,make sweater,{},{},money,yarn,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX scares away trespassers,PersonX makes bread anyway,PersonX bosses animals around,{},PersonX scares away trespassers|PersonX makes bread anyway|PersonX bosses animals around,wave around in the air,chase after unwelcome people,{},{},gun,dog,{},{},bake the dough,put in mixer,{},{},pan,ingredients,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX soon found key,PersonX makes bread at work,PersonX saves the shelf from destruction,{},PersonX soon found key|PersonX makes bread at work|PersonX saves the shelf from destruction,{},{},{},{},{},{},{},{},bake at work,bake the bread,{},{},bread,oven,{},{},keep from destruction,save the shelf from,{},{},shelf,something capable of destruction,{},{},,0.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX brings a piston to a mechanic,PersonX gets the tools together,PersonX reports every test,{},PersonX brings a piston to a mechanic|PersonX gets the tools together|PersonX reports every test,remove piston,remove piston from,{},{},tools,car,{},{},organize tools,know what tools are needed,{},{},toolbox,instructions,{},{},write results on,show results,{},{},paper,monitor,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX keeps a close watch on the dog,PersonX drives home a car,PersonX grabs milk from the fridge,{},PersonX keeps a close watch on the dog|PersonX drives home a car|PersonX grabs milk from the fridge,{},{},{},{},{},{},{},{},start engine of car,power car to drive,maneuver car,{},key,gas,steering wheel,{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX pulls the sheet away from PersonY,PersonX divides the handbags into classes,PersonX takes glassware to protect,{},PersonX pulls the sheet away from PersonY|PersonX divides the handbags into classes|PersonX takes glassware to protect,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes a train to disney world,PersonX shows another bill,PersonX supplies the cooler with provisions,{},PersonX takes a train to disney world|PersonX shows another bill|PersonX supplies the cooler with provisions,board train,hold clothes,{},{},ticket,suitcase,{},{},{},{},{},{},{},{},{},{},fill cooler,put in cooler,{},{},ice,drinks,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX never liked pigs,PersonX wears PersonX's bandana on PersonX's sleeve,PersonX sets PersonX's hat upon PersonY,{},PersonX never liked pigs|PersonX wears PersonX|PersonX sets PersonX,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX presents another pie,PersonX includes every house,PersonX applies PersonX's clothes unto PersonY,{},PersonX presents another pie|PersonX includes every house|PersonX applies PersonX,hold pie,serve pie,{},{},box,platter,{},{},{},{},{},{},{},{},{},{},wear,wear,wear,wear,shirt,pants,sweater,jacket,1.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX delivers up the wheat to god,PersonX takes pills every night,PersonX finds key soon,{},PersonX delivers up the wheat to god|PersonX takes pills every night|PersonX finds key soon,{},{},{},{},{},{},{},{},hold the medication,wash down the medicine,{},{},medicine bottle,drink,{},{},{},{},{},{},{},{},{},{},,0.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX produces another movie,PersonX scares away bees,PersonX strikes fear into the hearts,{},PersonX produces another movie|PersonX scares away bees|PersonX strikes fear into the hearts,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX throws PersonY's silver into the scale,PersonX explains the chart in terms,PersonX gets a bike last month,{},PersonX throws PersonY|PersonX explains the chart in terms|PersonX gets a bike last month,weigh on the scale,weigh the silver,{},{},precious metal,a scale,{},{},{},{},{},{},{},{},{},{},acquire the bike last month,receive last month,{},{},money,a bicycle,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes a card to PersonY's mom,PersonX thanks the speaker for PersonY's assistance,PersonX locks his kid out of the house,{},PersonX takes a card to PersonY|PersonX thanks the speaker for PersonY|PersonX locks his kid out of the house,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX uses PersonX's book well,PersonX takes their action too far,PersonX brings mask to PersonY's face,{},PersonX uses PersonX|PersonX takes their action too far|PersonX brings mask to PersonY,{},{},{},{},a book,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sees plants in the window,PersonX gets a car last month,PersonX takes milk out of the freezer,{},PersonX sees plants in the window|PersonX gets a car last month|PersonX takes milk out of the freezer,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},remove,store milk,{},{},milk,freeze,{},{},0.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX holds the bible in the church,PersonX spends donuts with friends,PersonX leaves home at night,{},PersonX holds the bible in the church|PersonX spends donuts with friends|PersonX leaves home at night,carry in the church,handle the Bible inside,{},{},Bible,a church,{},{},{},{},{},{},{},{},{},{},evacuate in the evening,abandon the house,{},{},home,shoes,{},{},1.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX carries the boxes back,PersonX settles the account peacefully,PersonX sends money jar,{},PersonX carries the boxes back|PersonX settles the account peacefully|PersonX sends money jar,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives car a speeding ticket,PersonX finds a window unto PersonX's souls,PersonX earns coins to pay,{},PersonX gives car a speeding ticket|PersonX finds a window unto PersonX|PersonX earns coins to pay,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,,0.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX purchases cards online,PersonX gets coal for christmas,PersonX wires radiators to cool,{},PersonX purchases cards online|PersonX gets coal for christmas|PersonX wires radiators to cool,pay for card,connect online site,{},{},credit card,computer,{},{},{},{},{},{},{},{},{},{},secure wires,remove bolts on radiator,{},{},pliers,wrench,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX helps the dog along,PersonX searches every room,PersonX turns PersonX's painting to the wall,{},PersonX helps the dog along|PersonX searches every room|PersonX turns PersonX,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX does clean around the house,PersonX gains money by means,PersonX explains in detail the blueprint,{},PersonX does clean around the house|PersonX gains money by means|PersonX explains in detail the blueprint,clean house,to clean house,{},{},vacuum,cleaner,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,,0.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sets deadbolts to the house,PersonX rules the district for years,PersonX drives car from work one,{},PersonX sets deadbolts to the house|PersonX rules the district for years|PersonX drives car from work one,set deadbolts,set deadbolts,{},{},hammer,tools,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sends dogs to the convention,PersonX gives PersonX's sister card,PersonX uses board to explain,{},PersonX sends dogs to the convention|PersonX gives PersonX|PersonX uses board to explain,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX finally found the dog,PersonX quickly found gold,PersonX holds PersonY's clothes during behavior,{},PersonX finally found the dog|PersonX quickly found gold|PersonX holds PersonY,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX places a wall in the way,PersonX gives the girl a phone,PersonX drives skateboard down the road,{},PersonX places a wall in the way|PersonX gives the girl a phone|PersonX drives skateboard down the road,move,move it,{},{},wall,tool,{},{},{},{},{},{},{},{},{},{},ride,ride on,{},{},skateboard,road,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX carries the toys away,PersonX measures the flour accurately,PersonX carries the dinner outside,{},PersonX carries the toys away|PersonX measures the flour accurately|PersonX carries the dinner outside,carry toys,carry toys,{},{},a box,bag,{},{},{},{},{},{},{},{},{},{},carry dinner,carry dinner,{},{},a container,box,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX needs another shoe,PersonX forgets the ball at home,PersonX puts string on PersonY's wrist,{},PersonX needs another shoe|PersonX forgets the ball at home|PersonX puts string on PersonY,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX turns PersonY dog away,PersonX sees giraffe in the wild,PersonX expects pigs in return,{},PersonX turns PersonY dog away|PersonX sees giraffe in the wild|PersonX expects pigs in return,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX dips a toe into the tub,PersonX drives boat fast,PersonX beats back the door,{},PersonX dips a toe into the tub|PersonX drives boat fast|PersonX beats back the door,fill the bathtub,dry off feet,{},{},water,towel,{},{},drive watercraft around,refill the gas tank,{},{},lake,gas,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,1.0,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX uses a stick as a tool,PersonX sees kids outside,PersonX lights a fire under the pot,{},PersonX uses a stick as a tool|PersonX sees kids outside|PersonX lights a fire under the pot,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},light fire,light fire,{},{},wood,lighter,{},{},0.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sends PersonX's dog to die,PersonX brings thee presents,PersonX prevents the drinks from coming,{},PersonX sends PersonX|PersonX brings thee presents|PersonX prevents the drinks from coming,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX hears cats nearby,PersonX plays kite at a park,PersonX gets food back,{},PersonX hears cats nearby|PersonX plays kite at a park|PersonX gets food back,{},{},{},{},{},{},{},{},hold kite,let out or pull in kite,{},{},string,reel,{},{},hold food,hold food,{},{},bag,plate,{},{},0.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX punches him in the eye,PersonX sells PersonY's bike at a price,PersonX makes pasta at home,{},PersonX punches him in the eye|PersonX sells PersonY|PersonX makes pasta at home,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},to make pasta,to make the pasta,{},{},flour,pasta maker,{},{},0.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sees eels inside,PersonX turns the enemy 's face,PersonX adapts the chair to the needs,{},PersonX sees eels inside|PersonX turns the enemy |PersonX adapts the chair to the needs,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX traces the drawing in this book,PersonX stops and get coat,PersonX places the orb in the hands,{},PersonX traces the drawing in this book|PersonX stops and get coat|PersonX places the orb in the hands,trace,trace,{},{},pencil,pen,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes chips to dinner,PersonX makes the team a banner,PersonX provides pamplets for patients,{},PersonX takes chips to dinner|PersonX makes the team a banner|PersonX provides pamplets for patients,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX pulls the child back,PersonX throws money to the winds,PersonX watches television at home,{},PersonX pulls the child back|PersonX throws money to the winds|PersonX watches television at home,grab,touch,{},{},arms,hands,{},{},{},{},{},{},{},{},{},{},see shows,keep entertained,{},{},eyes,tv set,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes cars out for a ride,PersonX takes dog out for a walk,PersonX drops pizza on the floor,{},PersonX takes cars out for a ride|PersonX takes dog out for a walk|PersonX drops pizza on the floor,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,,0.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts PersonX's fish to death,PersonX sees dogs outside,PersonX prevents the spider from making,{},PersonX puts PersonX|PersonX sees dogs outside|PersonX prevents the spider from making,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX becomes a corpse instead,PersonX pays dollars back,PersonX makes cupcakes better,{},PersonX becomes a corpse instead|PersonX pays dollars back|PersonX makes cupcakes better,{},{},{},{},{},{},{},{},give back,receive the dollars,{},{},dollars,a person,{},{},bake,make cupcakes better than,{},{},cupcakes,another person,{},{},0.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX eats tacos everyday,PersonX adapts cars to conditions,PersonX lights a fire under the logs,{},PersonX eats tacos everyday|PersonX adapts cars to conditions|PersonX lights a fire under the logs,make tacos,make tacos,{},{},ingredients,pans,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX raises prices to purchase,PersonX washes cups by hand,PersonX finally found the spider,{},PersonX raises prices to purchase|PersonX washes cups by hand|PersonX finally found the spider,{},{},{},{},{},{},{},{},to wash cups,to place cups in,{},{},soap,water,{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX cooks eggs perfectly,PersonX does sing around the house,PersonX puts shampoo in PersonX's hair,{},PersonX cooks eggs perfectly|PersonX does sing around the house|PersonX puts shampoo in PersonX,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX prevents the dog from entering,PersonX avoids trains much,PersonX forgets the food at home,{},PersonX prevents the dog from entering|PersonX avoids trains much|PersonX forgets the food at home,prevent from entering,prevent from entering,{},{},canine,pooch,{},{},avoid,avoid,{},{},track vehicle,track bullet,{},{},forget at home,forget at home,forget at home,{},sandwich,leftovers,fruit,{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX falls every step,PersonX gives PersonX's husband flowers,PersonX lets cat inside,{},PersonX falls every step|PersonX gives PersonX|PersonX lets cat inside,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX studies the scroll in detail,PersonX strikes fork into the heart,PersonX lets horses back,{},PersonX studies the scroll in detail|PersonX strikes fork into the heart|PersonX lets horses back,study in detail,{},{},{},parchment,{},{},{},stab into the heart with,{},{},{},a utensil,{},{},{},guide the horses back,close around the horses,{},{},reins,fences,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX turns table away from PersonY,PersonX always carried the groceries,PersonX accidentally spilled milk,{},PersonX turns table away from PersonY|PersonX always carried the groceries|PersonX accidentally spilled milk,{},{},{},{},{},{},{},{},bring food in,carry around,{},{},bags,food,{},{},{},{},{},{},{},{},{},{},,0.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX finds mustard in the fridge,PersonX giveth PersonY's dollars for the sheep,PersonX brings pears back home,{},PersonX finds mustard in the fridge|PersonX giveth PersonY|PersonX brings pears back home,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},carry the fruit,store the fruit,{},{},a basket,a fridge,{},{},0.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX shows another dollar,PersonX uses brush in a way,PersonX breaks bread in two places,{},PersonX shows another dollar|PersonX uses brush in a way|PersonX breaks bread in two places,show off,reveal to others,{},{},money,coin,{},{},{},{},{},{},{},{},{},{},break in two places,break in two places,{},{},pastry,food,{},{},1.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes film to develop,PersonX looks cat in the eyes,PersonX sends soda to a conference,{},PersonX takes film to develop|PersonX looks cat in the eyes|PersonX sends soda to a conference,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},carry sodas,carry sodas,{},{},Boxes,car,{},{},0.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gets chips from the vending machine,PersonX puts teeth under PersonX's pillow,PersonX enters PersonX's father 's apartment,{},PersonX gets chips from the vending machine|PersonX puts teeth under PersonX|PersonX enters PersonX,pay for the snack in the machine,hold the coins,{},{},coins,purse,{},{},place under pillow,cover the tooth,{},{},tooth,pillow,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX adds fuel to the fire,PersonX makes necklace for PersonX's friend,PersonX creates painting in PersonY's image,{},PersonX adds fuel to the fire|PersonX makes necklace for PersonX|PersonX creates painting in PersonY,{},{},{},{},{},{},{},{},to make necklace,to design necklace,{},{},chain,beads,{},{},to paint the image,to have a source,{},{},paint,picture,{},{},0.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX never found food,PersonX learns the Flute by heart,PersonX meets students ' dog,{},PersonX never found food|PersonX learns the Flute by heart|PersonX meets students,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sells paintings at a price,PersonX brings thee laptop,PersonX searches every car,{},PersonX sells paintings at a price|PersonX brings thee laptop|PersonX searches every car,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX understands clearly the pipe,PersonX supplies the cat with food,PersonX makes pottery in PersonX's spare time,{},PersonX understands clearly the pipe|PersonX supplies the cat with food|PersonX makes pottery in PersonX,{},{},{},{},{},{},{},{},feed,give to the pet,{},{},a pet,kibble,{},{},create a vase,be available,{},{},clay,free time,{},{},,0.0,,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX plays video games with PersonY's friends,PersonX sees cats outside,PersonX brings the car to terms,{},PersonX plays video games with PersonY|PersonX sees cats outside|PersonX brings the car to terms,play video games with,play,{},{},PersonY's friends,video games,{},{},view outside,view outside,{},{},cat,another cat,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX understands the saw better,PersonX lights every candle,PersonX breaks every bone in PersonY's body,{},PersonX understands the saw better|PersonX lights every candle|PersonX breaks every bone in PersonY,{},{},{},{},{},{},{},{},light candle,light candle,{},{},lighter,match,{},{},hit against body,hit against body,{},{},bat,rock,{},{},,0.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX wears sandals to work,PersonX puts cash in my wallet,PersonX gives a tomato plant away,{},PersonX wears sandals to work|PersonX puts cash in my wallet|PersonX gives a tomato plant away,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX applies PersonX's medicine unto PersonY,PersonX sees sunrays in the window,PersonX saves bike from destruction,{},PersonX applies PersonX|PersonX sees sunrays in the window|PersonX saves bike from destruction,qualify them to distribute medicine,qualify them to distribute medicine,{},{},diploma,certificate,{},{},{},{},{},{},{},{},{},{},remove rust from the bike,cover up the bare metal on the bike,{},{},sand paper,paint,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX prohibits cars in the territories,PersonX takes cat out for a walk,PersonX takes the truck as a result,{},PersonX prohibits cars in the territories|PersonX takes cat out for a walk|PersonX takes the truck as a result,to protect cars,to protect cars,{},{},a fence,a guard dog,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX ties Hat around PersonX's neck,PersonX posts picture on fb,PersonX makes cards in terms,{},PersonX ties Hat around PersonX|PersonX posts picture on fb|PersonX makes cards in terms,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX submits letters to a publisher,PersonX finds clothing in the attic,PersonX handles cats well,{},PersonX submits letters to a publisher|PersonX finds clothing in the attic|PersonX handles cats well,to submit to publisher,to type the letters,{},{},letter,computer,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gets drugs anyway,PersonX finds soup in the freezer,PersonX plays a drum in the formation,{},PersonX gets drugs anyway|PersonX finds soup in the freezer|PersonX plays a drum in the formation,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
