Title,Description,Keywords,id1,premise1,hypothesis1,nearest_neighbors1,label1,id2,premise2,hypothesis2,nearest_neighbors2,label2,id3,premise3,hypothesis3,nearest_neighbors3,label3,id4,premise4,hypothesis4,nearest_neighbors4,label4,id5,premise5,hypothesis5,nearest_neighbors5,label5
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",147425,"In this last respect, at least, it is true that love is blind.",Love is blind.,"[311451, 339053, 318138, 292654, 37477]",neutral,285768,"In the case of the April 19, 1998, World Trade Center bombing, it was a timely decision to order the evacuation of the World Trade Center.",The evacuation of the World Trade Center was timely.,"[217317, 58485, 161010, 175136, 153447]",entailment,309537,"He is, of course, the son of a great artist, but he is also a great artist in his own right.",He is a great artist in his own right.,"[82198, 18326, 31253, 127277, 114820]",entailment,241097,"If we don't change our ways, we'll be just like those","If we don't change our ways, we'll be just like those who don't change their ways.","[317572, 290881, 108006, 271249, 388288]",entailment,241731,"The secretary has found that without prompt guidance, some members of the regulated community would have difficulty complying with the requirements of the HIPAA and insured individuals will not understand the benefit to them of having a certificate of prior coverage to present upon entering the individual health insurance market.","Without prompt guidance, it would be difficult to get certain members of the community being regulated to comply with HIPPA.","[76789, 114895, 14906, 242468, 277648]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",302292,How many children does she have?,How many do they have?,"[347721, 113700, 159600, 96848, 155989]",contradiction,55806,A local group of 10 or so of us are all members of the same bowling league.,There are only 10 people in the bowling league.,"[363666, 330181, 320532, 100682, 48648]",neutral,19404,The leader of the world's greatest nation has not been as bold as he should have been.,The president has not been as bold as he should have been.,"[137678, 260219, 137462, 231808, 204017]",neutral,65012,The list of the top 100 stocks in the Dow Jones Industrial Average is dominated by big American companies.,There are many small companies in the Dow Jones Industrial Average.,"[331006, 76229, 113762, 248409, 248287]",contradiction,274561,The language of the country's constitution is considered to be the most important legal document.,The constitution is the most important legal document.,"[280040, 360369, 318112, 273097, 294162]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",97119,"In the 1960s, the police department instituted a series of reforms to improve the quality of police work.",The police department's reforms were too radical.,"[9529, 152431, 322887, 161828, 95696]",contradiction,263830,"If the wage bill continues to rise, it will have to be cut.",The wage bill will have to be cut.,"[45250, 241453, 136957, 288355, 284514]",entailment,273686,"The title of the article is, ""I don't want to go to jail.""",The defendant wanted to stay out of jail.,"[100597, 83360, 300161, 344841, 8411]",neutral,121144,"In a way, all this might be a blessing.","In a way, all this might be a curse.","[222278, 175052, 320424, 219295, 98434]",neutral,136392,"And, while we're at it, we should also be asking whether the United States is any more capable of solving its problems than is the Soviet Union.",The United States is not the Soviet Union.,"[226399, 342127, 162692, 316364, 310682]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",187359,We have not yet seen how the characters will play out in the novel.,The characters are not yet fully developed.,"[354914, 160501, 47319, 363693, 250677]",neutral,331157,"In a way, the first model was a simplification of the second, which had a more complex relationship between the first and second model.",The first model was a simplification of the second model.,"[23456, 220184, 188543, 19116, 150157]",contradiction,272721,"The government has also promised to build a railway line from Moscow to St. Petersburg, which will allow passengers to travel in the opposite direction to that of the trip.",The railway line will be built from Moscow to St. Petersburg.,"[216044, 17900, 217844, 328733, 124471]",neutral,102897,We received a copy of the full analysis.,A copy of the full analysis was forwarded to us.,"[9125, 38373, 353308, 204981, 267834]",entailment,175572,She is not an alcoholic.,She is a teetotaler.,"[114937, 23366, 201604, 138314, 79775]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",77761,"It's time to go, said Miss Mapp.",Miss Mapp was getting impatient.,"[291590, 224923, 202851, 46358, 328618]",entailment,117613,The way in which he said it made it sound like he was going to go on a long trip.,He is going on a long trip.,"[111703, 97404, 339830, 258990, 155906]",entailment,28367,The author's greatest triumph was the creation of a character that was as convincing as it was improbable.,The author is known for creating improbable characters.,"[321493, 148541, 385386, 98280, 57113]",neutral,109577,"The Lord is my shepherd, I shall not want.","The Lord is my shepherd, I shall want.","[337533, 235900, 76728, 71790, 238537]",contradiction,3587,"In this case, the standardization is to be applied to the standard form, which is not the form of the standard.","The standardization is to be applied to the standard form, which is the form of the standard.","[64801, 319542, 357872, 134372, 45478]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",321148,The answer is simple.,The answer is easy.,"[119120, 47248, 315646, 166336, 255852]",neutral,323640,"The area is one of the last in the city to be redeveloped, and it is already home to several million dollars worth of new development.",The area is not redeveloped.,"[47498, 169797, 230481, 158921, 43369]",neutral,289424,"She was the best in the class, the most successful.",She was the best in the class.,"[336716, 76905, 251179, 283268, 78286]",neutral,180943,There is a question in my mind.,He was thinking about something.,"[46654, 358711, 101015, 187727, 171334]",entailment,294009,"The whole country has been earmarked for a major revamp, with the bulk of the investment going into the north-east, which is home to most of the country's big cities.",There are many cities in France.,"[146046, 29052, 224214, 292910, 316817]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",289737,New York State Constitution,The New York State Constitution,"[35811, 220627, 133250, 225383, 375353]",neutral,318910,"If the reports are true, the price of gasoline will be higher.",The reports are not true.,"[77728, 359714, 337333, 107658, 241659]",contradiction,147389,"The report's key findings were that the state had experienced an increase in the number of births to unmarried women, and that these births were more likely to be out of wedlock than those in the previous decade.",The report's key findings were that the state had experienced an increase in the number of births to married women.,"[114604, 339350, 11108, 337679, 81921]",contradiction,185866,Many of the problems that the Foundation has worked to solve over the past 30 years are rooted in the legal system's failure to serve the poor and low-income.,The legal system is not serving the poor and low-income.,"[220675, 363774, 288255, 6631, 19986]",contradiction,121987,The reader's desire to get the facts straight is the key to the story's success.,The writer of the story tried to get the facts straight.,"[228792, 352240, 50919, 35147, 367243]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",343772,This process is the way the government has decided to deal with the issue of cyber security.,The government has decided to deal with cyber security in a different way.,"[68523, 302731, 78754, 151746, 151389]",neutral,349227,The number of jobs lost in the U.S. during the last recession was nearly equal to the number of jobs created in the first three years of the Clinton administration.,Clinton's economic policies had a significant impact on the economy.,"[204837, 236829, 362751, 364005, 177804]",entailment,346968,He was not as willing to follow as he had been before.,He was willing to follow as he had been before.,"[285757, 386896, 75975, 344597, 265854]",contradiction,253689,The fourteenth-century church of San Francesco is one of the most famous in Venice.,The church of San Francesco was built in the 1340s.,"[10347, 237258, 242343, 25607, 353172]",neutral,170026,It was easy to see that he was upset.,He was upset.,"[80225, 158607, 344131, 224474, 82295]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",356213,You can't have it both ways.,The person is being asked if he can have it both ways.,"[233241, 159254, 309164, 57119, 110180]",neutral,331785,The SSA's proposed regulations will not affect state plan requirements.,The SSA's proposed regulations will affect state plan requirements.,"[188820, 133561, 131482, 94550, 126179]",contradiction,134716,"The school is situated in a magnificent location, with a view of the bay and mountains.",The view is magnificent.,"[20588, 329144, 206264, 305625, 191562]",neutral,145866,The same is true of a lot of these cases.,The same is not true of a lot of these cases.,"[364822, 388399, 351092, 103832, 76204]",contradiction,37798,"I like the smell of the paint, but I hate the smell of the paint on my hands.",I like the smell of the paint on my hands.,"[206132, 384639, 221314, 187393, 157348]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",196738,"At a recent conference, a speaker was introduced as a former U.S. Secretary of State.",Former U.S. Secretaries of State are important people.,"[85313, 328746, 381269, 282600, 126781]",entailment,334976,"The many signs in the parking lot and on the walls say, ""This parking lot is reserved for handicapped persons only.""",The parking lot is reserved for handicapped persons only.,"[2621, 63001, 46243, 34589, 189983]",entailment,72774,"It is a common misconception that a financial system that is not backed by gold is a ""paper"" system.","A financial system that is not backed by gold is a ""paper"" system.","[71701, 95868, 238537, 99568, 164464]",contradiction,28097,"When I was a child, I loved to lie in the sun and read.",I used to lie in the sun and read a lot.,"[285467, 216195, 276818, 347830, 76989]",neutral,245042,"The number of available parking spaces in the city is decreasing, but the number of people is increasing.","The city is expanding, but the amount of land available for parking is decreasing.","[305174, 246858, 297245, 272916, 343120]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",44419,It is impossible to know whether the land was inhabited by humans before the arrival of the Spaniards.,The land was inhabited by humans before the arrival of the Spaniards.,"[308432, 94834, 326932, 69158, 208701]",neutral,86812,"This finding, in combination with the other findings, strongly suggests that the problem is due to poor quality control.",The quality control of the study is not good enough to say that the problem is due to poor quality control.,"[51283, 214415, 18955, 203313, 359407]",contradiction,144920,"As of 2005, the population of the city was about 300,000.","The city has more than 300,000 people.","[202761, 86527, 68380, 153256, 43703]",entailment,86550,"I am a writer, a writer of prose.",I am a writer of poetry.,"[335824, 219336, 116517, 205615, 80025]",contradiction,156744,The secretary said that she had heard that it was too soon to start talking about the end of an era.,It was too soon to start talking about the end of an era.,"[59711, 283114, 308839, 186306, 208437]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",122561,"For many of us, the journey to our destination is not only the end of a journey, but also the beginning of a new life.",I am starting a new life.,"[237162, 264908, 230505, 189537, 9796]",neutral,190026,"However, this does not mean that all teaching should be based on these two concepts.",The two concepts are not the only ones that should be used.,"[168880, 98025, 244183, 384701, 71113]",neutral,253934,I'm not sure.,I'm not sure about that.,"[138905, 315346, 238333, 63373, 93756]",entailment,139774,I can't find my book.,I must have lost my book.,"[11928, 126775, 30606, 205654, 325629]",entailment,123364,The first condition was that the cat be white.,The cat must be white.,"[304825, 224771, 44591, 15578, 391478]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",267656,A direct effect of a rise in a gas's atmospheric concentration is a rise in the concentration of other gases.,A rise in a gas's atmospheric concentration causes a rise in the concentration of other gases.,"[250354, 148067, 326324, 109558, 34779]",entailment,270978,A few hundred feet from the back of the house.,The distance is a few hundred feet from the back of the house.,"[83407, 366676, 216786, 197234, 384815]",entailment,22777,"As I mentioned, I have a brother who is a neurosurgeon.",I have a brother who is a doctor.,"[362192, 312203, 28541, 154028, 287309]",contradiction,100401,"As the house was being built, it was necessary to clear the land.",The land had to be cleared.,"[333924, 356346, 380133, 34883, 190083]",entailment,44343,"For example, in a large organization, a person may have a role in a number of different areas.",The person has a role in a number of different areas.,"[361641, 129604, 44460, 293674, 184450]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",181002,"The window's window is round, and the window's window is square.","The window's window is square, and the window's window is round.","[268845, 241700, 20536, 108447, 328334]",contradiction,214076,One of the best ways to obtain uniformly high quality services is to ensure that grantees' legal work management and supervision is rigorous and effective.,Rigorous and effective intimidation tactics are crucial to high quality services.,"[183278, 248084, 209665, 339579, 65158]",contradiction,213000,"The main reason for this is that it is a town with a long history, where the locals are proud of their town and are very friendly.",The people of this town are friendly.,"[301404, 187328, 114229, 212643, 351249]",entailment,365801,"But in the same way that you can't be sure that the next big earthquake will be the last, you can't be sure that the next big fiscal crisis will be the last.",The next big fiscal crisis will be the last.,"[121383, 113263, 212304, 184426, 192607]",contradiction,42880,"The police are, in effect, the government's private army.",The police are a private army.,"[95077, 158053, 180012, 305044, 171205]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",106426,"The test of the poet is the thing that has to be true, that is to say, the things that are true are the things that the poet has to be able to see.",The test of the poet is to see the truth.,"[262531, 204964, 216263, 361957, 53941]",entailment,152366,I've heard that there's a growing demand for these jobs.,There is a growing demand for these jobs.,"[380320, 358287, 191520, 230373, 89031]",entailment,24939,It was only when I was well into my thirties that I started to take my own work seriously.,I was too young to take my work seriously.,"[194556, 80561, 16920, 97525, 367782]",neutral,132304,"But I had to come, and I did come, and I'm here, and I'm going to stay, and I'm going to make a success of it, and I'm going to make a success of it for the children, and I'm going to make a success of it for the people of this country, and I'm going to make a success of it for myself.",He was going to make a success of it for himself.,"[389454, 207793, 126854, 390632, 30706]",neutral,286405,The gay rights groups claim the ex-gay movement is a public relations front for conservative efforts to discriminate against gays.,The ex-gay movement is a public relations front for conservative efforts to discriminate against gays.,"[132488, 267145, 201396, 178226, 14534]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",355082,It is said that he can see into the future.,It is possible that he could have seen the future.,"[295401, 91449, 117715, 267363, 328029]",entailment,40889,"In the fourth quarter of 1997, sales of PCs and peripherals reached a record $3.3 billion.",The PC and peripheral sales were the highest in the fourth quarter of 1997.,"[64462, 182795, 355335, 368553, 224944]",neutral,274979,"That's a nice story, Mr. Ames.",The man was a little bit suspicious.,"[206863, 24226, 96307, 187504, 12914]",neutral,278842,Effects of ETS on the Economy,ETS is a great economic benefit,"[44613, 391129, 370438, 173155, 127657]",entailment,287788,"At the moment, it is not possible to choose a single theme for the final year of school, but the focus is on the student's personal development.",The focus is on the student's ability to choose a single theme for the final year of school.,"[182626, 171644, 10806, 223688, 111207]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",217657,The preemption requirement of the final rule is necessary for the national organ sharing system to be effective across state lines.,The requirement for the final rule will help the organ sharing system to be most effective.,"[231915, 286634, 182486, 305137, 198996]",entailment,144988,"""No, no, no!"" cried Poirot.",Poirot was very upset.,"[363861, 15071, 90037, 255723, 254717]",neutral,339553,"The government had to protect the shipping lanes in order to get their treasure home, and this meant keeping hold of as much of the Caribbean (or the Spanish Main, as it was then known) as possible.",The government was well protected from pirates.,"[124148, 56290, 294308, 132745, 243274]",neutral,228020,The two competing theories of how people learn,The two theories of learning.,"[228449, 160756, 365828, 124825, 305137]",entailment,27795,"If the center of the solar system is located in the Milky Way, then it must be that the Milky Way is located in the center of the galaxy.",The center of the galaxy is located in the Milky Way.,"[258394, 305956, 100502, 344538, 264038]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",60456,"""Don't let it be so,"" she said.",She said this to herself.,"[155020, 342355, 98514, 187073, 159160]",neutral,32640,"A New York Times article about the film said that ""Kissed is a devastatingly funny and thought-provoking film.""",The film is a work of fiction.,"[195423, 178313, 383741, 234905, 66380]",contradiction,91453,The former manager was not charged with any crime.,The former manager was charged with a crime.,"[61558, 333170, 179646, 48620, 105956]",contradiction,270767,The single most important thing you can do to make your company more successful is to build a culture of creativity.,Creativity is the most important thing for a company.,"[174298, 251996, 135319, 53156, 167131]",entailment,258908,The fact that the United States was willing to use force to stop the massacre in Mogadishu in 1993 is not in dispute.,The United States claims that it did not use force to stop the massacre in Mogadishu in 1993.,"[161828, 279734, 241236, 76170, 340806]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",271951,"This man is a world-class photographer, and his work is to be found in many galleries and museums.","This man is a world-class author, and his work is to be found in many bookstores and libraries.","[241124, 101941, 95255, 46458, 216772]",contradiction,213958,A contradiction is a false statement that is self-contradictory.,A contradiction is a false statement that is not self-contradictory.,"[293927, 18375, 361338, 9150, 205622]",contradiction,326012,"In a sense, the self-consciousness of a self-contained society can be a sign of a highly sophisticated culture.",A highly sophisticated culture is self-conscious.,"[43674, 384556, 53129, 54047, 385121]",entailment,107901,I think that you should do it.,You should do it.,"[340904, 252430, 97901, 1962, 348949]",neutral,302561,"He is an excellent speaker, but I am not sure he is an effective teacher.","He is an excellent teacher, but I am not sure he is an effective speaker.","[32608, 149932, 322448, 201458, 60310]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",32729,"Even if it is not clear that there is a causal relationship between the two factors, the study is still valuable because it has provided us with some insight into the relationship between the two factors.",The study has provided us with some insight into the relationship between the two factors.,"[314961, 180005, 68529, 277808, 374838]",entailment,63589,One of the great features of a person's character is his or her willingness to take risks.,People love to take risks.,"[192954, 56566, 87404, 197648, 245429]",neutral,134636,"When I was a kid, I thought that I would grow up to be a sailor, but I didn't want to go to sea. I wanted to be a writer.",I wanted to be a sailor.,"[195541, 273805, 363044, 158172, 369703]",contradiction,140289,The other nodded.,The other person shook his head no.,"[67938, 610, 110471, 106703, 342806]",contradiction,119438,The report was widely criticized for being too critical of the government.,The report was too critical of the government.,"[215483, 14544, 80952, 45101, 363455]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",92678,A new report from the World Health Organization found that one in five people in the world is infected with the HIV virus.,Many people in the world are infected with the HIV virus.,"[378607, 206418, 25360, 9122, 77911]",entailment,143008,"Although the media reports of the incident were inconclusive, it was later revealed that the dead body was that of a person who had been working for the United States government.",The dead body was that of a person who had been working for the United States government.,"[336420, 279802, 273757, 236051, 255561]",contradiction,44830,The O.J. Simpson trial was not a high crime and misdemeanor.,The O.J. Simpson trial was a high crime and misdemeanor.,"[300082, 216716, 363103, 330241, 147563]",contradiction,196424,"""That's what I've been saying,"" he said.",He agreed with what I said.,"[279186, 391652, 200498, 95349, 98464]",entailment,193563,"In the 1950s, the Fifties, it was difficult to imagine that a group of highly educated young people could be engaged in a conspiracy to overthrow the government.",The Fifties were a time of a general decline in morals.,"[217051, 187616, 372672, 83131, 15460]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",119619,"If you are looking for a more sophisticated form of this story, you will find it in the second chapter of the book ""The Making of the Atomic Bomb"" by Richard Rhodes.","If you are looking for a more sophisticated form of this story, you will find it in the first chapter of the book ""The Making of the Atomic Bomb"" by Richard Rhodes.","[209581, 87788, 303775, 349800, 52223]",contradiction,24933,"When it comes to advertising, consumers do not respond to the quality of the product or service, but to the persuasive power of the advertising.",Consumers respond to the persuasive power of the advertising.,"[113480, 298574, 332425, 31782, 107736]",neutral,175468,The following two possibilities are listed as examples of how the creation of a public relations campaign might be used to generate support for a proposed program.,The public relations campaign would be used to create support for the program.,"[105307, 15447, 82422, 70047, 388680]",neutral,224041,He said he was looking for a job.,He was looking for a job.,"[302797, 237503, 276315, 33262, 125936]",contradiction,293316,It is no coincidence that the same areas of concern and action also include those of major concern to the local community.,The local community is concerned about the same areas.,"[343495, 289705, 206264, 392641, 245144]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",311764,You can't be a serious artist if you're a woman.,A woman can be a serious artist.,"[281362, 20547, 328525, 285026, 179697]",contradiction,106662,There is no way to know whether the agreement will hold.,The agreement will hold.,"[389770, 5046, 182561, 207601, 216362]",contradiction,160916,What we call leadership is leadership.,Leadership is a skill that can be learned.,"[174952, 47909, 212406, 343610, 139378]",contradiction,35764,Lines 3 through 5 show the effect of changing the method of payment for the exchange of LC/AO mail between the U.S. and all other FPAs.,Lines 3 through 5 show the effect of changing the method of repayment for loans.,"[19215, 155560, 70347, 179202, 105470]",contradiction,275587,"I've always found that whenever I've had a problem, I've found that the best way to solve it is to ask for help.","When you have a problem, you should ask for help.","[99359, 204407, 47846, 245998, 50900]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",80800,"She'd tried to explain that she was sick, but he didn't believe her.",She was lying.,"[207924, 173418, 228367, 366586, 307960]",neutral,63927,The plan was to have the music industry representatives come to New York City to discuss how to create a global music industry.,The music industry representatives have not come to New York City to discuss how to create a global music industry.,"[268261, 68844, 277017, 367226, 258473]",contradiction,252434,"When a family of four is evicted from their home, they have little choice but to seek shelter in a homeless shelter.",The family of four was evicted from their home because they were homeless.,"[95001, 386165, 65763, 276667, 24089]",neutral,23886,I've been told that there are many other animals that have more of a natural propensity to live in groups than we do.,We are not a naturally social species.,"[252306, 324417, 85564, 236886, 141046]",neutral,172044,"On the morning of the trial, the court's public information officer told reporters that the trial would begin at 9:30 a.m. The trial began at 9:30 a.m.",The trial began at 9:30 a.m.,"[32274, 82766, 373799, 256336, 308561]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",158924,The case is based on the plaintiff's claim that the defendant's negligent hiring practices caused the plaintiff to suffer a disabling injury.,The plaintiff did not suffer a disabling injury.,"[340071, 119525, 159979, 173612, 201536]",contradiction,255995,The tragedy of his loss is that he could have done so much more.,He could have done more.,"[350397, 242537, 244029, 286483, 121940]",entailment,99541,"A Critical Infrastructure Security Review Process for Critical Infrastructure Protection Act of 2002 ( H.R. 2222, 109th Congress, July 30, 2002).","The act of 2002 is talked about in the bill HR 2222, which was signed into law on July 30, 2002.","[150396, 255967, 236935, 113911, 369405]",contradiction,45896,Does he have a driver's license?,Does he have a license to drive?,"[204551, 291972, 278375, 51128, 380067]",contradiction,189901,I can't say that I was in the least surprised.,I was not surprised by the result.,"[305062, 379245, 327052, 219651, 355222]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",307405,"Ayer was at pains to show that his account of the external world was not merely subjective, but objective.",Ayer's account of the external world is not objective.,"[312328, 344506, 359697, 7976, 126245]",contradiction,197955,"The data may be interpreted in many ways, but the basic message is that nothing is as simple as it seems.",Data can be interpreted in many ways.,"[86787, 256467, 190317, 257338, 84148]",neutral,361627,This program has a long history of helping those in need.,The program has been able to help those in need.,"[103840, 159274, 378898, 251565, 309417]",entailment,110434,"This theory has been hotly debated for decades, but the most recent evidence suggests that the theory is probably correct.",The theory is probably correct.,"[122026, 146717, 298199, 279870, 4094]",entailment,19512,"And if they did not see themselves as a vanguard, it was because they were trying to avoid being a vanguard.",They did not want to be a vanguard.,"[141228, 272641, 147590, 352886, 207319]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",213880,"A few years ago, most of the people in the United States who were dying of AIDS were gay men.",The gay community is dying out.,"[74052, 168619, 380704, 254279, 235675]",entailment,53630,"The reason the consumer has so much power is that the economy is a giant, self-organizing machine.","The economy is a giant, self-organizing machine.","[289469, 280159, 230065, 206803, 233925]",entailment,165448,This is the third in a series of articles about the advantages of using the Internet to improve student learning.,The Internet is a great way to improve student learning.,"[242757, 92963, 111901, 157910, 223431]",entailment,155767,"A few months ago, in a quiet moment in the shower, I began to weep.",I never cried in the shower.,"[138222, 320397, 48578, 330395, 359139]",neutral,300332,The plan is to reduce the use of nonrenewable energy by a third.,The plan is to reduce the use of nonrenewable energy.,"[59244, 338589, 9916, 361930, 27391]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",241561,"It is not, as the joke has it, the same as being president.",It is not the same as being president.,"[93909, 71307, 374473, 250728, 356844]",contradiction,365984,Many people think that this law is an example of what can happen when people get too involved in politics.,This law is an example of what can happen when people get too involved in politics.,"[356042, 95803, 392116, 188389, 216632]",contradiction,53397,”I don’t know.,I don’t know this.,"[46671, 308282, 169449, 180277, 240208]",neutral,95357,He's playing hardball.,He's playing with his money.,"[264103, 285443, 183660, 44558, 382354]",neutral,281188,"At that time, I was about ten years old.",I was not ten years old at that time.,"[64319, 62433, 191515, 257620, 236520]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",134182,"A new president, who would bring new ideas and a new vision to the White House.",The new president is not bringing new ideas and a new vision to the White House.,"[293891, 117674, 168261, 354211, 81632]",contradiction,52246,"He would have been proud of the design, which he called a series of triangles.","He would have been proud of the design, which he called a series of circles.","[178339, 284016, 8159, 378203, 357872]",contradiction,14352,The short run to the town was uneventful.,It didn't take long to get to the town.,"[294581, 90641, 331292, 40184, 386629]",entailment,251980,The provisions allow the Service to coordinate the work of the FRA and other agencies in order to better serve the public.,The provisions allow the Service to coordinate the work of the FRA and other agencies.,"[380127, 31952, 50702, 316542, 95658]",entailment,164617,"The land was now owned by the state, and they were selling it off to private owners.",The state wanted to sell the land to private owners.,"[266655, 87298, 188613, 127782, 122869]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",161262,"In the last two decades, however, the percentage of the labor force with a college degree has increased from 10 percent to 30 percent.",The percentage of the labor force with a college degree has not increased as much as previously thought.,"[120431, 22060, 307777, 128597, 287834]",neutral,135374,It is the first time that the British government has allowed a foreign power to run a covert operation against the British people.,The British government has never allowed a foreign power to run a covert operation against the British people.,"[87826, 134187, 312525, 101997, 24159]",entailment,328993,I'm afraid that I can't tell you much about it.,He didn't want to tell her anything.,"[141111, 226763, 55654, 60061, 362713]",neutral,135684,"I have the money, but I don't have the time.","I have the time, but I don't have the money.","[12691, 92357, 358870, 110755, 110905]",contradiction,11521,"The president, who was born in St. Louis, has never visited the city of his birth.",The president has visited St. Louis.,"[29538, 60033, 6395, 156143, 210621]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",228925,It was a well-known fact that it was almost impossible to get a good photograph of the Queen Mother without her having a headache.,The Queen Mother had a headache.,"[158896, 386178, 41232, 110783, 53156]",entailment,101376,At the top of the stairs is a small room with a window overlooking the street.,The window is in the middle of the room.,"[108380, 175458, 54216, 151944, 96553]",contradiction,172613,That's a good idea.,This is a good idea.,"[189088, 292380, 250278, 220797, 82356]",neutral,106634,"The report's conclusions are based on interviews with hundreds of current and former state employees, as well as an analysis of public records and other documents.",The report's conclusions are based on interviews with hundreds of current and former state employees.,"[102614, 309818, 217050, 133013, 268325]",neutral,269739,It was no accident that the break-in occurred at the time it did.,The break-in was not an accident.,"[377657, 392040, 241468, 251718, 315168]",entailment
