Title,Description,Keywords,Input.facts,Input.sentence,Input.model,Answer.coverage,Answer.feedback,Answer.quality,Answer.tm,Approve,Reject
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Green Man | Type : coffee shop | customer rating : 3 out of 5 | near : All Bar One,Green Man is a coffee shop near All Bar One. It has a customer rating of 3 out of 5 stars.,a_star,4,{},2,5.953,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : yes | near : Crowne Plaza Hotel,"The Phoenix is a French pub near the Crowne Plaza Hotel in the riverside area. It has a 5 out of 5 customer rating, cheap food and is family friendly.",neurologic,4,GOOD,2,14.734,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : yes | near : Crowne Plaza Hotel,"The Phoenix is a French pub near the Crowne Plaza Hotel in the riverside area. It has a 5 out of 5 customer rating, cheap food and is family friendly.",neurologic,4,{},3,42.014,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : yes | near : Crowne Plaza Hotel,"The Phoenix is a French pub near the Crowne Plaza Hotel in the riverside area. It has a 5 out of 5 customer rating, cheap food and is family friendly.",neurologic,4,{},3,9.906,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Wildwood | Type : restaurant | food : Indian | area : city centre | family friendly : no | near : Raja Indian Cuisine,Wildwood is a Indian restaurant near Raja Indian Cuisine in the city centre. It is not family friendly.,a_star,4,{},3,271.104,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Wildwood | Type : restaurant | food : Indian | area : city centre | family friendly : no | near : Raja Indian Cuisine,Wildwood is a Indian restaurant near Raja Indian Cuisine in the city centre. It is not family friendly.,a_star,4,{},3,21.378,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Wildwood | Type : restaurant | food : Indian | area : city centre | family friendly : no | near : Raja Indian Cuisine,Wildwood is a Indian restaurant near Raja Indian Cuisine in the city centre. It is not family friendly.,a_star,4,{},3,6.729,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : moderate | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Mill is a family - friendly restaurant serving English food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.,neurologic,4,{},3,16.213,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : moderate | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Mill is a family - friendly restaurant serving English food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.,neurologic,3,{},3,10.729,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : moderate | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Mill is a family - friendly restaurant serving English food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.,neurologic,4,{},3,17.173,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Zizzi | Type : coffee shop | customer rating : high | near : Burger King,Zizzi is a highly rated coffee shop near Burger King.,a_star,4,{},3,10.6,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Zizzi | Type : coffee shop | customer rating : high | near : Burger King,Zizzi is a highly rated coffee shop near Burger King.,a_star,4,{},3,4.513,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Zizzi | Type : coffee shop | customer rating : high | near : Burger King,Zizzi is a highly rated coffee shop near Burger King.,a_star,4,{},3,7.146,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Zizzi | Type : pub | area : riverside,In the riverside area is a pub called Zizzi.,neurologic,2,{},1,338.92,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Zizzi | Type : pub | area : riverside,In the riverside area is a pub called Zizzi.,neurologic,4,{},2,47.409,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Zizzi | Type : pub | area : riverside,In the riverside area is a pub called Zizzi.,neurologic,3,{},3,10.067,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 1 out of 5 | area : riverside | family friendly : yes | near : Café Sicilia,The Mill is a kid friendly pub in riverside near Café Sicilia with a moderate price range that serves fast food and has a customer rating of 1 out of 5.,a_star,4,{},3,162.287,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 1 out of 5 | area : riverside | family friendly : yes | near : Café Sicilia,The Mill is a kid friendly pub in riverside near Café Sicilia with a moderate price range that serves fast food and has a customer rating of 1 out of 5.,a_star,4,{},2,23.733,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 1 out of 5 | area : riverside | family friendly : yes | near : Café Sicilia,The Mill is a kid friendly pub in riverside near Café Sicilia with a moderate price range that serves fast food and has a customer rating of 1 out of 5.,a_star,4,{},3,50.114,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : Café Rouge,The Cricketers is a cheap restaurant serving English food located in the city centre near Café Rouge with a customer rating of 5 out of 5. It is family - friendly.,a_star,3,{},3,10.163,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : Café Rouge,The Cricketers is a cheap restaurant serving English food located in the city centre near Café Rouge with a customer rating of 5 out of 5. It is family - friendly.,a_star,4,{},2,37.867,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : Café Rouge,The Cricketers is a cheap restaurant serving English food located in the city centre near Café Rouge with a customer rating of 5 out of 5. It is family - friendly.,a_star,4,{},3,55.762,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : French | price : moderate | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Vaults is a French pub near Raja Indian Cuisine in the riverside area. It is kid friendly and moderately priced.,a_star,3,It's a Good one,2,15.73,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : French | price : moderate | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Vaults is a French pub near Raja Indian Cuisine in the riverside area. It is kid friendly and moderately priced.,a_star,4,{},3,21.444,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : French | price : moderate | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Vaults is a French pub near Raja Indian Cuisine in the riverside area. It is kid friendly and moderately priced.,a_star,3,{},2,58.693,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Green Man | Type : coffee shop | customer rating : 3 out of 5 | near : All Bar One,Green Man is a coffee shop near All Bar One. It has a customer rating of 3 out of 5 stars.,neurologic,4,{},3,8.128,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Green Man | Type : coffee shop | customer rating : 3 out of 5 | near : All Bar One,Green Man is a coffee shop near All Bar One. It has a customer rating of 3 out of 5 stars.,neurologic,4,{},3,16.294,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Green Man | Type : coffee shop | customer rating : 3 out of 5 | near : All Bar One,Green Man is a coffee shop near All Bar One. It has a customer rating of 3 out of 5 stars.,neurologic,4,{},3,121.318,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : no | near : Raja Indian Cuisine,"The Vaults is a Japanese pub located in the city centre near Raja Indian Cuisine. It is not family - friendly, cheap, and has a customer rating of 5 out of 5.",neurologic,4,{},3,181.733,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : no | near : Raja Indian Cuisine,"The Vaults is a Japanese pub located in the city centre near Raja Indian Cuisine. It is not family - friendly, cheap, and has a customer rating of 5 out of 5.",neurologic,2,It's a Good one,3,20.409,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : no | near : Raja Indian Cuisine,"The Vaults is a Japanese pub located in the city centre near Raja Indian Cuisine. It is not family - friendly, cheap, and has a customer rating of 5 out of 5.",neurologic,3,{},2,31.17,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : restaurant | food : Fast food | price : more than £ 30 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Phoenix is a children friendly fast food restaurant in riverside near Raja Indian Cuisine. They have a price range of more than £ 30,a_star,4,{},2,21.584,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : restaurant | food : Fast food | price : more than £ 30 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Phoenix is a children friendly fast food restaurant in riverside near Raja Indian Cuisine. They have a price range of more than £ 30,a_star,4,{},3,11.637,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : restaurant | food : Fast food | price : more than £ 30 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Phoenix is a children friendly fast food restaurant in riverside near Raja Indian Cuisine. They have a price range of more than £ 30,a_star,4,,3,23.775,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Strada | Type : coffee shop | customer rating : 1 out of 5 | near : All Bar One,Strada is a coffee shop near All Bar One. It has a customer rating of 1 out of 5.,a_star,4,GOOD,2,8.759,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Strada | Type : coffee shop | customer rating : 1 out of 5 | near : All Bar One,Strada is a coffee shop near All Bar One. It has a customer rating of 1 out of 5.,a_star,4,{},3,17.831,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Strada | Type : coffee shop | customer rating : 1 out of 5 | near : All Bar One,Strada is a coffee shop near All Bar One. It has a customer rating of 1 out of 5.,a_star,4,{},3,37.01,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Strada | Type : pub | customer rating : low | near : Express by Holiday Inn,Strada is a pub near Express by Holiday Inn with a low customer rating.,neurologic,4,{},2,74.198,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Strada | Type : pub | customer rating : low | near : Express by Holiday Inn,Strada is a pub near Express by Holiday Inn with a low customer rating.,neurologic,4,{},2,7.37,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Strada | Type : pub | customer rating : low | near : Express by Holiday Inn,Strada is a pub near Express by Holiday Inn with a low customer rating.,neurologic,4,{},3,7.506,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : Fast food | price : more than £ 30 | customer rating : high | area : riverside | family friendly : yes | near : Café Sicilia,"Located in riverside near Café Sicilia, The Phoenix is a children friendly pub that serves Fast food with a high customer rating. The price range is more than £ 30.",neurologic,4,{},3,17.339,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : Fast food | price : more than £ 30 | customer rating : high | area : riverside | family friendly : yes | near : Café Sicilia,"Located in riverside near Café Sicilia, The Phoenix is a children friendly pub that serves Fast food with a high customer rating. The price range is more than £ 30.",neurologic,4,{},3,41.484,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : Fast food | price : more than £ 30 | customer rating : high | area : riverside | family friendly : yes | near : Café Sicilia,"Located in riverside near Café Sicilia, The Phoenix is a children friendly pub that serves Fast food with a high customer rating. The price range is more than £ 30.",neurologic,4,{},3,32.879,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | customer rating : average | family friendly : no | near : Café Sicilia,"The Cricketers restaurant near Café Sicilia has an average customer rating and is not family - friendly, but the Cricketers is a restaurant.",a_star,3,{},3,16.371,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | customer rating : average | family friendly : no | near : Café Sicilia,"The Cricketers restaurant near Café Sicilia has an average customer rating and is not family - friendly, but the Cricketers is a restaurant.",a_star,3,{},1,38.189,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | customer rating : average | family friendly : no | near : Café Sicilia,"The Cricketers restaurant near Café Sicilia has an average customer rating and is not family - friendly, but the Cricketers is a restaurant.",a_star,4,{},3,13.755,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Wildwood | Type : restaurant | food : Italian | area : city centre | family friendly : no | near : Raja Indian Cuisine,Wildwood is a Italian restaurant near Raja Indian Cuisine in the city centre. It is not family - friendly.,a_star,3,{},3,14.897,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Wildwood | Type : restaurant | food : Italian | area : city centre | family friendly : no | near : Raja Indian Cuisine,Wildwood is a Italian restaurant near Raja Indian Cuisine in the city centre. It is not family - friendly.,a_star,4,{},2,145.583,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Wildwood | Type : restaurant | food : Italian | area : city centre | family friendly : no | near : Raja Indian Cuisine,Wildwood is a Italian restaurant near Raja Indian Cuisine in the city centre. It is not family - friendly.,a_star,2,{},2,14.97,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Blue Spice | Type : restaurant | food : English | area : riverside | family friendly : yes | near : Rainbow Vegetarian Café,Blue Spice is a family - friendly restaurant in riverside near the Rainbow Vegetarian Café. It serves English food.,neurologic,4,,2,5.21,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Blue Spice | Type : restaurant | food : English | area : riverside | family friendly : yes | near : Rainbow Vegetarian Café,Blue Spice is a family - friendly restaurant in riverside near the Rainbow Vegetarian Café. It serves English food.,neurologic,4,{},2,127.064,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Blue Spice | Type : restaurant | food : English | area : riverside | family friendly : yes | near : Rainbow Vegetarian Café,Blue Spice is a family - friendly restaurant in riverside near the Rainbow Vegetarian Café. It serves English food.,neurologic,4,{},3,4.965,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Green Man | Type : pub | customer rating : 3 out of 5 | near : All Bar One,Green Man is a pub near All Bar One. It is rated 3 out of 5.,a_star,4,{},2,15.324,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Green Man | Type : pub | customer rating : 3 out of 5 | near : All Bar One,Green Man is a pub near All Bar One. It is rated 3 out of 5.,a_star,4,{},3,61.861,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Green Man | Type : pub | customer rating : 3 out of 5 | near : All Bar One,Green Man is a pub near All Bar One. It is rated 3 out of 5.,a_star,4,{},3,8.355,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Plough | Type : restaurant | food : Chinese | price : high | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Plough is a high priced Chinese restaurant in riverside near Raja Indian Cuisine. It is not family friendly.,a_star,4,{},3,125.065,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Plough | Type : restaurant | food : Chinese | price : high | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Plough is a high priced Chinese restaurant in riverside near Raja Indian Cuisine. It is not family friendly.,a_star,2,none,2,19.373,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Plough | Type : restaurant | food : Chinese | price : high | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Plough is a high priced Chinese restaurant in riverside near Raja Indian Cuisine. It is not family friendly.,a_star,4,{},3,20.085,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 1 out of 5 | area : city centre | family friendly : no | near : Café Sicilia,The Mill is a moderately priced pub serving fast food in the city centre area near Café Sicilia. They have a 1 out of 5 rating and are not kids friendly.,a_star,4,{},3,28.03,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 1 out of 5 | area : city centre | family friendly : no | near : Café Sicilia,The Mill is a moderately priced pub serving fast food in the city centre area near Café Sicilia. They have a 1 out of 5 rating and are not kids friendly.,a_star,4,{},3,25.196,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 1 out of 5 | area : city centre | family friendly : no | near : Café Sicilia,The Mill is a moderately priced pub serving fast food in the city centre area near Café Sicilia. They have a 1 out of 5 rating and are not kids friendly.,a_star,4,{},3,63.688,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Cotto | Type : coffee shop | near : The Bakers,Cotto is a coffee shop near The Bakers.,a_star,4,{},3,7.967,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Cotto | Type : coffee shop | near : The Bakers,Cotto is a coffee shop near The Bakers.,a_star,4,{},3,6.695,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Cotto | Type : coffee shop | near : The Bakers,Cotto is a coffee shop near The Bakers.,a_star,4,{},3,10.246,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : pub | food : Italian | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Waterman is a pub serving Italian food near Raja Indian Cuisine in the riverside area. It is kids friendly and has a price range of £ 20 - 25.,a_star,3,{},2,126.459,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : pub | food : Italian | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Waterman is a pub serving Italian food near Raja Indian Cuisine in the riverside area. It is kids friendly and has a price range of £ 20 - 25.,a_star,4,{},3,44.257,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : pub | food : Italian | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Waterman is a pub serving Italian food near Raja Indian Cuisine in the riverside area. It is kids friendly and has a price range of £ 20 - 25.,a_star,4,{},3,12.696,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Indian | price : more than £ 30 | customer rating : high | area : riverside | family friendly : no | near : Express by Holiday Inn,The Punter is a restaurant providing Indian food in Riverside near Express by Holiday Inn. The price range is more than £ 30 and has a high customer rating. It is not children friendly.,a_star,4,{},3,10.317,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Indian | price : more than £ 30 | customer rating : high | area : riverside | family friendly : no | near : Express by Holiday Inn,The Punter is a restaurant providing Indian food in Riverside near Express by Holiday Inn. The price range is more than £ 30 and has a high customer rating. It is not children friendly.,a_star,2,good,3,14.496,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Indian | price : more than £ 30 | customer rating : high | area : riverside | family friendly : no | near : Express by Holiday Inn,The Punter is a restaurant providing Indian food in Riverside near Express by Holiday Inn. The price range is more than £ 30 and has a high customer rating. It is not children friendly.,a_star,2,{},3,8.446,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : high | family friendly : yes | near : Café Sicilia,The Cricketers is a child friendly coffee shop near Café Sicilia with a high customer rating.,a_star,4,{},2,6.226,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : high | family friendly : yes | near : Café Sicilia,The Cricketers is a child friendly coffee shop near Café Sicilia with a high customer rating.,a_star,4,{},3,19.972,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : high | family friendly : yes | near : Café Sicilia,The Cricketers is a child friendly coffee shop near Café Sicilia with a high customer rating.,a_star,4,{},3,12.588,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : restaurant | food : Italian | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Waterman is a restaurant in riverside near Raja Indian Cuisine. It serves Italian food for less than £ 20. It is not family - friendly.,a_star,2,{},3,23.612,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : restaurant | food : Italian | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Waterman is a restaurant in riverside near Raja Indian Cuisine. It serves Italian food for less than £ 20. It is not family - friendly.,a_star,4,{},3,19.262,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : restaurant | food : Italian | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Waterman is a restaurant in riverside near Raja Indian Cuisine. It serves Italian food for less than £ 20. It is not family - friendly.,a_star,3,{},3,6.045,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : pub | food : French | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"In riverside, Giraffe pub offers French food and a kid friendly environment. It is located near Raja Indian Cuisine.",neurologic,3,{},3,21.67,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : pub | food : French | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"In riverside, Giraffe pub offers French food and a kid friendly environment. It is located near Raja Indian Cuisine.",neurologic,4,{},3,31.37,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : pub | food : French | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"In riverside, Giraffe pub offers French food and a kid friendly environment. It is located near Raja Indian Cuisine.",neurologic,3,{},3,9.048,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : restaurant | food : Italian | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is a restaurant in riverside near Raja Indian Cuisine. They serve Italian food for less than £ 20. It's not family - friendly.,a_star,3,{},1,20.304,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : restaurant | food : Italian | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is a restaurant in riverside near Raja Indian Cuisine. They serve Italian food for less than £ 20. It's not family - friendly.,a_star,3,{},3,7.993,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : restaurant | food : Italian | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is a restaurant in riverside near Raja Indian Cuisine. They serve Italian food for less than £ 20. It's not family - friendly.,a_star,4,{},3,88.832,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : more than £ 30 | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Raja Indian Cuisine,An expensive and highly rated Japanese pub near Raja Indian Cuisine in riverside is The Wrestlers. It is not child friendly.,neurologic,3,{},3,36.738,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : more than £ 30 | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Raja Indian Cuisine,An expensive and highly rated Japanese pub near Raja Indian Cuisine in riverside is The Wrestlers. It is not child friendly.,neurologic,4,{},3,44.022,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : more than £ 30 | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Raja Indian Cuisine,An expensive and highly rated Japanese pub near Raja Indian Cuisine in riverside is The Wrestlers. It is not child friendly.,neurologic,3,{},3,26.8,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : cheap | customer rating : average | area : city centre | family friendly : yes | near : Café Rouge,The Cricketers is a restaurant providing English food located in the city centre near Café Rouge with an average customer rating and family - friendly with a cheap price range.,a_star,3,{},2,13.458,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : cheap | customer rating : average | area : city centre | family friendly : yes | near : Café Rouge,The Cricketers is a restaurant providing English food located in the city centre near Café Rouge with an average customer rating and family - friendly with a cheap price range.,a_star,4,{},3,18.438,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : cheap | customer rating : average | area : city centre | family friendly : yes | near : Café Rouge,The Cricketers is a restaurant providing English food located in the city centre near Café Rouge with an average customer rating and family - friendly with a cheap price range.,a_star,4,{},3,11.579,,
