Title,Description,Keywords,Event,xAttr_1,xAttr_2,xAttr_3,xAttr_4,xAttr_5,xAttr_6,xAttr_7,xAttr_8,xAttr_9,xAttr_10,xReact_1,xReact_2,xReact_3,xReact_4,xReact_5,xReact_6,xReact_7,xReact_8,xReact_9,xReact_10,oReact_1,oReact_2,oReact_3,oReact_4,oReact_5,oReact_6,oReact_7,oReact_8,oReact_9,oReact_10
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX has two kids,resentful,impatient,uncomfortable,unhospitable,ungregarious,reclusive,turbulent,stern,frustrated,vicious,not fulfillment in life.,not happy and contented,not attachment,//,//,//,//,//,//,//,moody,melancholy,irascible,unhappy,plaintive,not attachment reciprocated,unloved,churlish,hideous,querulous
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX decides to visit PersonY,frigid,reclusive,dismal,loved,obnoxious,vicious,sullen,hostile,inhabited,sullen,surly,hideous,remorseful,petulant,grumpy,livid,subdued,moody,prickly,anxious,blue,upset,sad,remorseful,queasy,livid,unhappy,dismal,grouchy,grieving
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX keeps PersonY's hand,ornery,hateful,brave,appalling,quarrelsome,hideous,severe,obnoxious,spiteful,sullen,plaintive,anxious,crabby,upset,hideous,subdued,sedate,dismal,livid,prickly,mad,moody,anxious,cranky,unexcited,sad,subdued,crabby,petulant,morose
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX folds PersonX's tent,inactive,quiet,staid,delicate,stative,indolent,unadventurous,lackadaisical,slothful,exhausted,disorganized,confused,slovenly,unorganized,not like a good friend,disturbed,//,//,//,//,not glad to have help,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hath PersonY ear,agreeable,subdued,unexcited,stifle,staid,grave,apathetic,uneager,amusing,not intriguing,not relieved to have somebody who listens,//,//,//,//,//,//,//,//,//,not like they were a good listener,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX defeats PersonX's purpose,wiggly,unaggressive,limp,puny,weak,shaky,not self-defeating,subscript,inferior,not despondent,patient,not confident.,not like a failure,easy-going,//,//,//,//,//,//,not hurt.,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX folds in PersonX's lap,not loner,not worrisome,cheerful,hilarious,jolly,inflexible,wooden,gleeful,unafraid,not malleable,rosy,joyful,jocular,glad,jolly,not organized.,jaunty,gleeful,overjoyed,cheerful,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX keeps it between the ditches,clueless,vicious,unethical,wicked,oblivious,criminal,shameful,bewildered,absent-minded,unmindful,not confident.,//,//,//,//,//,//,//,//,//,not safe.,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX keeps score,confused,satisfied,necessary,disturbed,unorganized,important,useful,slovenly,unresentful,unprepared,lethal,wide-eyed,unhelpful,noncompetitive,ignorant,inexperienced,not responsible for tallying points,spiteful,gullible,burdensome,not like the game is measured fairly,uninformed,noncompetitive,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX heads out the door,evasive,unready,unprepared,not rushed,motionless,vacant,idle,undetermined,slothful,unwilling,fastidious,devoted,nonchalant,heartfelt,emotional,cordial,earnest,sedate,zealous,hearty,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX defeats PersonY's purpose,green,dissatisfy,open,benevolent,fall_short_of,queasy,jealous,docile,incompetent,not brave person,jealous,fall_short_of,unmerciful,queasy,happy,unsatisfied,glad,innocent,humble,merciless,instructive,jocular,jubilant,hilarious,gleeful,hilarious,happy,jolly,lighthearted,jocular
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX follows PersonY to the door,unhelpful,indifferent,insensitive,spiteful,burdensome,incurious,unthoughtful,independent,unpatriotic,self-reliant,turbulent,not felt bitter,unruly,disobedient,naughty,//,//,//,//,//,humble,unashamed,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX keeps the baby,hate,unloving,nonchalant,nonchalant,nonchalant,insensitive,inconsiderate,appalling,frigid,hate,unexcited,dismal,querulous,stifle,plaintive,remorseful,prickly,undetermined,cranky,upset,happy,ungrateful,unangry,sane,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hears PersonX's music,unwitting,listless,lackadaisical,extinct,dormant,indolent,lost,stative,lazy,absent-minded,restless,irascible,stormy,grouchy,vigorous,moody,gruesome,blue,fiery,excited,bored,uninterested,aloof,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX defends PersonX's country,disloyal,cautious,chicken,fearful,afraid,scared,bashful,disloyal,timid,egotistical,not powerful.,humble,humble,not nationalist,//,//,//,//,//,//,jubilant,overjoyed,joyful,glad,rosy,not all is lost.,hilarious,gleeful,jocular,humble
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX forgets PersonX's homework,mindful,recalling,mindful,attentive,not absentminded,recalling,remembering,attentive,prepared,remembering,overjoyed,content,innocent,overjoyed,happy-go-lucky,jolly,joyful,tranquil,pleased,happy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX forgets to do PersonX's homework,resourceful,diligent,tranqil,attentive,remembering,vibrant,skilled,remembering,recalling,peaceful,radiant,hilarious,glad,lighthearted,merry,not irritated,reassure,happy,jocular,joyful,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX deletes everything,dirty,filthy,secure,shabby,unfairly,unkempt,bold,drugged,grimy,brave,dauntless,brave,unafraid,courageous,bold,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hears PersonY's music,not observant,forgetful,uncreative,vulgar,absent-minded,incurious,aloof,inelegant,uninterested,inattentive,remorseful,cranky,grumpy,upset,anxious,morose,wrathful,gratified,enraged,mad,not like someone appreciates their art,not angered,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX fulfills PersonX's dream,unskilled,unsure,unmotivated,undetermined,green,helpless,unsuccessful,incompetent,flat,lost,miserable,enraged,blue,unhappy,dejected,joyless,depressed,sorrowful,humble,down,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX demands PersonX's rights,anxious,frightened,unassertive,bashful,demure,unangry,cowardly,bashful,doubtful,hesitant,ringed,captive,dissatisfy,blame,freeze,grounded,grouchy,fall_short_of,obstruct,block,not threatened,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hears a crash,unmindful,oblivious,bewildered,not observant,unmindful,vacant,absent-minded,vacant,lost,not observant,ordered,clear,bold,not concern,not scared.,organized,oriented,clearheaded,courageous,unafraid,not concern,not pain,not fear,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX fulfills PersonX's mission,undedicated,dissatisfy,jealous,unsatisfied,queasy,dissatisfy,grouchy,humble,humble,queasy,unskilled,negligible,trifling,puny,unable,untalented,paltry,unimportant,inexpert,petty,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX keeps the ball rolling,flexible,wobbly,groggy,inconsistent,unreliable,dizzy,wiggly,vulnerable,fickle,unsteady,not informative.,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX fulfills PersonX's purpose,incompetent,unfocused,not driven,lost,ineffective,undetermined,unsuccessful,unsure,//,//,plaintive,irate,unhappy,gloomy,miserable,enraged,churlish,anxious,subdued,queasy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX describes in detail in chapter,indefinite,implicit,simple,undetailed,inaccurate,not detail-oriented,not thourough,silent,inexhaustive,vague,unreliable,reckless,irresponsible,not smart because they were able to explain something.,//,//,//,//,//,//,not they can now understand something they couldn't before and it feels good.,bored,uninterested,aloof,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX keeps the kitten,unprotective,unreliable,hot-headed,cruel,piercing,irresponsible,biting,harsh,nasty,hideous,wrathful,miserable,anguished,melancholy,enraged,churlish,moody,livid,glum,mad,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hears a snap,not observant,rash,deafening,foolhardy,shrill,unquiet,unguarded,breezy,unguarded,squeaking,courageous,not scared there is an intruder,not alarmed,unafraid,calm,calm,dauntless,bold,assured,assured,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX describes in detail later,dopey,unscientific,numerical,daft,nonsensical,imprecise,idiotic,silly,stupid,unintelligent,idle,lazy,vacant,motionless,slothful,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX fulfils PersonX's needs,livid,dismal,grouchy,querulous,remorseful,crabby,starve,sad,ungrateful,petulant,malnourished,unloved,lonely,not fulfilled.,//,//,//,//,//,//,lonely,unloved,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX keeps track of PersonY,despairing,ordinary,woeful,discouraged,murky,oblivious,standard,gloomy,wretched,nonchalant,bad,worst,evil,sneering,miserable,worse,demonic,//,//,//,hilarious,cheerful,jaunty,overjoyed,glad,happy,jocular,jubilant,rosy,lighthearted
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX designs PersonY system,unskilled,incapable,untalented,incompetent,uncreative,green,uninspired,inept,unable,green,inexpert,incompetent,bad,uninspired,miserable,worse,demonic,unable,incapable,evil,prickly,anxious,grouchy,remorseful,upset,dismal,irritable,crabby,irascible,glum
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX fulfils PersonY's needs,avaricious,miserable,greedy,prejudiced,unhelpful,stingy,apathetic,indifferent,selfish,lethal,not very good,not important to y,"not satisfied,grateful",not needed,//,//,//,//,//,//,not security,"not satisfied,thankfull",not much better,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX keeps track of the number,nonspecific,undetailed,uncomplicated,cursory,inaccurate,unaware,imprecise,unfocused,absent-minded,not obsessive,noncompetitive,unsatisfied,dissatisfy,fall_short_of,grouchy,jealous,queasy,not good about himself,rested,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX furthers PersonX's ends,frigid,tactful,unfocused,vigilant,fussy,watchful,discreet,unloving,methodical,guarded,incompetent,unresourceful,not a sense of independence at taking care of himself,inept,not closer to realizing his goal(s),dull,not a sense of accomplishment from his self promotion,//,//,//,delighted,pleased,desirous,attracted,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hears music,organized,clear,unperceptive,morose,clearheaded,not ponderous,oriented,systematic,ordered,gullible,sleepy,lackadaisical,plaintive,tense,sulky,cantankerous,queasy,irate,sore,enraged,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX kicks off PersonY's shoes,unhelpful,uncivil,rested,not casual,methodical,respectful,thoughtful,impolite,hot-headed,saucy,not relieved to have his feet up,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX furthers PersonY's ends,unhelpful,burdensome,lazy,not magnanimous,undetermined,spiteful,unsure,lethal,//,//,prickly,plaintive,grouchy,dismal,grouchy,livid,churlish,morose,unhappy,moody,happy,jocular,not betrayed,delightful,cheerful,joyful,radiant,overjoyed,glad,gleeful
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hears nothing,meddlesome,studious,conscious,cultured,attentive,concerned,knowledgeable,not dumb,not hard of hearing,shrewd,hearing,not lonely.,//,//,//,//,//,//,//,//,jocular,jubilant,joyful,merry,jaunty,hilarious,gleeful,jolly,happy,cheerful
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gains weight,nonfat,jaunty,leanness,healthy,skinny,nonfat,buoyant,scrawny,emaciated,secure,happy,jolly,not content with themself,unable,unsexy,tranquil,unskilled,lighthearted,inexpert,incompetent,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX kisses PersonX's date,timid,frank,unambitious,afraid,meek,open,cowardly,cautious,scared,fearful,sore,melancholy,stifle,moody,cantankerous,not turned on,sad,calm,enraged,irritable,not horny,disliked,lonely,unloved,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX helps PersonY learn,severe,dense,crass,daft,dense,belligerent,moronic,saucy,stupid,resentful,querulous,upset,wrathful,glum,churlish,mad,irate,grumpy,sulky,blue,ungrateful,not satisfied and happy to get help,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets PersonX's grades,pessimistic,grim,hopeless,wretched,corny,unintelligent,silly,idiotic,not desiring,dopey,unable,grouchy,overjoyed,mad,irate,irascible,joyful,pleased,upset,cranky,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX develops PersonX's talents,unsure,helpless,unskilled,not hard working,incompetent,"not aspiring, dedicated",green,undetermined,//,//,hideous,clumsy,clumsy,moody,dismal,incompetent,cantankerous,inexpert,livid,demonic,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX kisses PersonY on the mouth,blushing,timid,disliking,cool,cool,spiteful,unsociable,spiteful,frightened,aloof,unhappy,not love,stifle,serene,sad,enraged,sore,sedate,surly,crabby,frigid,unloving,appalling,hate,spiteful,subdued,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX helps PersonY up,lethal,severe,frosty,unkind,hideous,hateful,uncompassionate,icy,belligerent,burdensome,lethal,unhelpful,burdensome,unhelpful,not  helpful,lethal,not like they are needed,burdensome,spiteful,spiteful,unsupported,masculine,beefy,stout,ungrateful,daring,stocky,macho,portly,ungrateful
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets PersonX's grades up,lazy,stupid,stupid,unintelligent,uncommitted,gullible,lazy,silly,dopey,wide-eyed,not smarter and improved,moronic,idiotic,dopey,not happy.,foolish,daft,dense,stupid,corny,not happy.,humble,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX knocks on wood,turbulent,piercing,pitiful,pitiful,unlucky,vicious,nasty,cruel,loathsome,hideous,not superstitious,restless,flustered,tense,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX helps PersonY walk,not loving.,not helpful.,not a caretaker,not a nurse,//,//,//,//,//,//,anguished,livid,morose,wrathful,melancholy,irascible,grouchy,miserable,fall_short_of,grieving,ungrateful,ungrateful,not grateful.,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX develops PersonY theory,unguarded,stupid,illogical,idiotic,negligent,disorganized,heedless,quixotic,thoughtless,superficial,cranky,hideous,grumpy,anguished,grouchy,unsatisfied,irritable,gloomy,remorseful,melancholy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets PersonX's life together,irresponsible,uncommitted,childlike,youthful,childlike,green,unfledged,unfledged,immature,infantile,depressed,defenseless,wobbly,shaky,dejected,sorrowful,limp,wiggly,flimsy,incomplete,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hems and haw,daring,definite,certain,ordered,untalented,self-assured,rusty,assured,fearless,not unconfident,superb,not relieved that they avoided escalation,not guilty for being dishonest,not embarrassed about fumbling over their words,better,goodness,good,not forced into something,unregretful,best,not angry at personx for not being straighforward,not like personx disagrees with them,not determined to discover the truth,not confused about personx's meaning,not like personx wont help,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX diagnoses PersonY,insensitive,gullible,burdensome,unhelpful,wide-eyed,spiteful,amateur,burdensome,unhelpful,inexperienced,not knowledgable,unhelpful,burdensome,lethal,spiteful,not like theyve helped the person,//,//,//,//,enforce,assured,confident,peaceful,tranqil,cool,unconcerned,content,unworried,composed
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX knocks out of the box,guarded,incapable,lithe,dextrous,vigilant,unskilled,flimsy,discreet,defenseless,incompetent,constructive,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets PersonX's marching orders,unreliable,disobedient,naughty,irresponsible,unmotivated,undependable,unruly,undedicated,turbulent,dominant,not informed about what must be done,not finished.,not accomplished.,"not responsible, relieved",//,//,//,//,//,//,not expectant that personx will carry out the task,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hikes in the woods,aching,slothful,lethargic,weary,lackadaisical,stative,flimsy,lazy,dangerous,lethal,discontent,mad,grieving,gloomy,remorseful,miserable,not happy.,cantankerous,anxious,surly,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX dies of cancer,happy,not sickly,remorseless,not non-energetic,unregretful,joyful,glad,lucky,merciless,unmerciful,live,alive,living,//,//,//,//,//,//,//,jaunty,merry,jubilant,hilarious,cheerful,rosy,glad,lighthearted,happy,overjoyed
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets PersonX's paycheck,staid,miserable,calm,lean,not hard working,serene,sedate,poor_people,paltry,grave,lean,livid,irascible,mad,sedate,sulky,irascible,grouchy,poor_people,prickly,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX knows PersonY enough,desirous,uninvolved,not decided,remorseful,not chill,sad,grieving,enraged,unaware,grouchy,churlish,surly,cantankerous,far-off,sad,wrathful,hideous,distant,anxious,irascible,quarrelsome,freezing,frosty,severe,unsociable,frigid,belligerent,unknown,hideous,ignore
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hikes in the woods one day,unadventurous,motionless,sluggish,inactive,lazy,indolent,unadventurous,stative,staid,lackadaisical,mad,not refreshed,sad,irascible,moody,cranky,prickly,livid,crabby,fall_short_of,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX knows PersonY intimately,spiteful,frosty,reclusive,undemonstrative,quarrelsome,unfriendly,terrible,tame,hate,spiteful,lonely,unloved,not happy to know person,//,//,//,//,//,//,//,unloved,not good because x likes them,lonely,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX digs in PersonX's heels,docile,docile,lenient,bending,shaky,flexible,impressionable,serene,grave,plastic,churlish,remorseful,gruesome,sad,crabby,morose,prickly,moody,impressionable,irritable,not unappreciated,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hires a personal trainer,aching,lazy,queasy,dangerous,shabby,ill,unadventurous,unhealthy,lethargic,lethal,unsatisfied,glum,jealous,humble,gloomy,dissatisfy,fall_short_of,grouchy,not accomplished.,panicky,not obligated to work and deliver,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX knows anything,absent-minded,unaware,unmindful,oblivious,inexperienced,not insightful,ignorant,idiotic,bewildered,clueless,idiotic,corny,silly,foolish,idiotic,dopey,moronic,muffled,dense,nonsensical,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets PersonY information,dense,stupid,idiotic,muffled,foolish,incurious,moronic,uninterested,disinterested,daft,not like they did their job,not bad for his act.,//,//,//,//,//,//,//,//,not like they did what they were supposed to,not angry about their privacy being disturbed,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX knows anything about PersonY,quarrelsome,stupid,unfriendly,hostile,impetuous,appalling,rash,uninformed,hateful,obnoxious,uninvolved,//,//,//,//,//,//,//,//,//,assured,calm,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hits a ball,feeble,limp,not exstatic,lethargic,wobbly,not enthused,lazy,idle,wiggly,flimsy,stifle,subdued,woeful,serene,gloomy,unexcited,pitiful,tranquil,subdued,unexcited,discouraged,calm,pitiful,murky,hopeless,carefree,despairing,happy-go-lucky,assured,pessimistic
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX knows the answer,wide-eyed,stupid,moronic,corny,uninformed,idiotic,uninformed,dopey,foolish,inexperienced,foolish,stupid,unintelligent,dopey,stupid,idiotic,daft,silly,idiotic,moronic,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hits a tree,responsible,unangry,handy,nimble,lithe,accomplished,deft,dextrous,adept,dutiful,tranquil,ordered,joyful,nonchalant,jolly,glad,systematic,lighthearted,clearheaded,overjoyed,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX discharges PersonY's duty,defenseless,daring,quixotic,feeble,modest,idiotic,reckless,rash,thoughtless,betraying,irresponsible,innocent,irresponsible,unreliable,undutiful,unfaithful,well-intentioned,betraying,enforce,reckless,exhilarated,jaunty,agile,elated,unassisted,jolly,amused,perky,ecstatic,overjoyed
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX knows what PersonY meant,corny,daft,uninterested,muffled,indifferent,foolish,idiotic,not intuitive,stupid,disinterested,not that he know the person,inexperienced,gullible,wide-eyed,ignorant,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets PersonY removed,close,agreeable,not relationship,near,not vindictive,//,//,//,//,//,sad,melancholy,subdued,morose,worst,anxious,anguished,cranky,grumpy,blue,organized,lighthearted,good,ordered,superb,clearheaded,jolly,happy-go-lucky,systematic,tranquil
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX discusses PersonX's problems,shut,unreceptive,not extrovert,sneaky,unenthusiastic,persnickety,shady,unconcerned,fold,cool,doubtful,not clear headed,unsupported,enforce,abandoned,timid,diffident,unsure,shy,not ok,amused,intrigued,bored,uninterested,unconcerned,interested,excited,nonchalant,aloof,interest
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hits on PersonY,polite,respectful,humane,tactful,generous,respectful,kind,deferential,not flirty,human,remorseful,miserable,querulous,irritable,grumpy,wrathful,blue,surly,sulky,subdued,blue,anxious,plaintive,gruesome,anguished,miserable,prickly,grouchy,irritable,glum
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets PersonY start,unfinished,impotent,wobbly,shaky,flimsy,defenseless,not done,wiggly,puny,limp,demonic,miserable,bad,sneering,worst,worse,evil,//,//,//,worse,evil,sneering,worst,bad,demonic,miserable,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX knows whats going on,bewildered,unintelligent,unmindful,unaware,bewildered,gullible,absent-minded,unaware,dopey,vacant,absent-minded,bewildered,vacant,not annoyed that others think he is clueless,unaware,oblivious,unmindful,lost,clueless,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX discusses PersonY's problems,starve,unhelpful,nonchalant,miserly,muted,not gossippy,take,burdensome,insensitive,inarticulate,lighthearted,reassure,humble,happy-go-lucky,gleeful,nonchalant,not ok,convincing,jolly,carefree,carefree,moody,nonchalant,irritable,glum,unaffected,grumpy,churlish,gleeful,crabby
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hits something,unreactive,not emotive,be_well,not expressive,gentle,nonviolent,tranquil,unsurprised,//,//,not guilt,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets PersonY's credit card,stupid,frank,open,dopey,foolish,honest,daft,frank,corny,well-intentioned,irascible,morose,well-intentioned,remorseful,crabby,prickly,gruesome,unfearful,calm,tranqil,ordered,oriented,organized,systematic,clearheaded,clear,nonchalant,unconcerned,thankless,oblivious
