Title,Description,Keywords,Event,xAttr_1,xAttr_2,xAttr_3,xAttr_4,xAttr_5,xAttr_6,xAttr_7,xAttr_8,xAttr_9,xAttr_10,xReact_1,xReact_2,xReact_3,xReact_4,xReact_5,xReact_6,xReact_7,xReact_8,xReact_9,xReact_10,oReact_1,oReact_2,oReact_3,oReact_4,oReact_5,oReact_6,oReact_7,oReact_8,oReact_9,oReact_10,Answer.how_common,Answer.how_common_opposite,Answer.opposite-event-answer
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is bullied at school,self-assured,fearless,daring,fearless,brave,plucky,macho,self-assured,muscular,outspoken,goodness,terrific,elate,radiant,elated,lighthearted,ecstatic,jubilant,happy,jolly,reassure,feeble,weak,nonchalant,gleeful,happy-go-lucky,powerless,lighthearted,defenseless,jolly,1,0,PersonX is the bully at school
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes ballistic,calm,soft,calm,tranquil,sedate,quiet,kind,sensible,softly,not illtempered,fond,unangry,amicable,amiable,friendly,//,//,//,//,//,not victimized,not chastised,//,//,//,//,//,//,//,//,1,1,PersonX goes stiff
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonX's character,outspoken,gain,awesome,win,unreserved,positive,determined,keep,favorite,stupendous,won,win,attentive,find,aware,gain,profit,not ashamed and lost,found,keep,//,//,//,//,//,//,//,//,//,//,0,1,Person X supports Person Y's character.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can n't find one,not searching,systematic,win,ordered,won,found,saved,winning,keep,oriented,overjoyed,patient,easy-going,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX can easily  find one
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX explains PersonY's actions,unreliable,imbecile,daft,secret,calculating,quixotic,secretive,silly,subdued,reckless,miserable,demonic,worst,bad,enforce,evil,sneering,worse,//,//,gratified,pleased,//,//,//,//,//,//,//,//,2,2,PersonX gives misleading info
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes bankrupt,guarded,terrific,funny,fortunate,amiable,vigilant,circumspect,jubilant,amusing,clever,tranquil,overjoyed,joyful,lighthearted,gleeful,jolly,overjoyed,happy-go-lucky,pleased,unstressed,//,//,//,//,//,//,//,//,//,//,-1,-1,PersonX wins a lottery
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonX's cool,macho,enterprising,bold,gentle,intrepid,masculine,unfearful,gritty,plucky,not easy-goer,unstressed,not in control of things they couldn't actually control,//,//,//,//,//,//,//,//,lithe,graceful,not bad because someone is hurting them for no good reasohn,adept,nimble,//,//,//,//,//,2,0,PersonX loses PersonX's heat
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can not find PersonX's car keys,methodical,populated,retentive,occupied,accomplished,patient,meticulous,comprehending,remembering,careful,easy-going,patient,easy-going,patient,not irritated,easy-going,not shame,patient,easy-going,easy-going,pleased,patient,not irritated,unangry,gratified,easy-going,//,//,//,//,2,1,personx finds personx's keys immediately
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is bullied in school,jolly,intractable,fearless,daring,happy,gleeful,plucky,emboldened,jolly,overjoyed,overjoyed,wanted,gleeful,not like an outcast,jubilant,be_well,happy,cheerful,radiant,joyful,subscript,humble,mediocre,servant,modest,shoddy,inferior,feeble,defenseless,humble,0,1,PersonX is helped in school
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX explains PersonY's reasons,burdensome,unsure,unsocial,lethal,not expressive,spiteful,lethal,spiteful,undetermined,burdensome,jealous,fall_short_of,queasy,grouchy,dissatisfy,unsatisfied,//,//,//,//,abandoned,unsupported,//,//,//,//,//,//,//,//,0,0,PersonX explains PersonY's ignorance
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes begging,rich,hopeful,nifty,terrific,unmotivated,sufficient,plush,lavish,prosperous,abundant,prestigious,elated,cheery,illustrious,magnificent,stunning,jubilant,ecstatic,arrogant,pompous,lethal,not bothered,unhelpful,burdensome,spiteful,//,//,//,//,//,0,1,PersonX donates money to charity.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is camping in the woods,staid,fearful,meek,scared,staid,unadventurous,not outdoorsy,unadventurous,incompetent,afraid,dissatisfy,upset,surly,churlish,miserable,morose,demonic,blue,queasy,moody,//,//,//,//,//,//,//,//,//,//,1,1,PersonX is staying inside
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes blind,alert,gleeful,glorious,not disabled,not resilient,hilarious,aware,joyful,radiant,rosy,unafraid,dauntless,brave,courageous,bold,not sad.,//,//,//,//,not sad.,//,//,//,//,//,//,//,//,//,2,2,PersonX goes deaf
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can not find PersonX's keys,tactful,vigilant,trim,discreet,meticulous,mindful,guarded,circumspect,tidy,fussy,nonchalant,gratified,carefree,lighthearted,reassure,happy-go-lucky,lighthearted,responsible,sane,assured,jolly,carefree,patient,happy-go-lucky,unangry,gleeful,reassure,easy-going,nonchalant,lighthearted,0,1,PersonX found PersonX's keys
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX exposes oneself,decent,generous,net,tactful,respectful,pertinent,apt,well-behaved,amiable,respectful,not scorned,upset,disgusted,bored,grouchy,enraged,wrathful,annoyed,irate,depressed,bold,exalted,courageous,dauntless,courageous,brave,unafraid,not angered,unafraid,unsurprised,1,1,Person X protects oneself.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is caught and arrested,well-intentioned,glad,not accused,dauntless,happy,unashamed,remorseless,joyful,innocent,not victim,cheerful,pleased,overjoyed,joyful,elated,tranquil,overjoyed,joyful,overjoyed,rosy,enforce,unprotective,unprotected,//,//,//,//,//,//,//,1,1,PersonX was never found.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can not find PersonY anywhere,assured,happy,ordered,content,calm,unworried,organized,confident,systematic,not demoralized,gleeful,clear,oriented,lighthearted,ordered,reassure,reassure,nonchalant,easy-going,jolly,win,won,gain,winning,goodness,unconcerned,unregretful,existing,attentive,best,0,0,Personx found persony
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is coming to town,calm,serene,stifle,tranquil,sedate,shamed,disinherit,bored,dishonor,dishonored,queasy,unsatisfied,not happy.,fall_short_of,dissatisfy,grouchy,jealous,not happy.,//,//,not happy.,not happy.,//,//,//,//,//,//,//,//,1,1,PersonX is leaving town.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes bowling,slothful,extinct,dormant,lazy,listless,sluggish,lethargic,not a player,not a participant,exhausted,rested,serene,fall_short_of,jealous,calm,queasy,unsatisfied,grave,stifle,unexcited,not also happy,//,//,//,//,//,//,//,//,//,0,2,personx stays home
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonX's purse,retentive,tactful,remembering,vigilant,methodical,alert,meticulous,mindful,guarded,retentive,content,unconcerned,joyful,pleased,lighthearted,happy,happy-go-lucky,happy,tranqil,composed,//,//,//,//,//,//,//,//,//,//,-1,-1,PersonX loses PersonX's watch
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can not find PersonY's car keys,gratified,pleased,pleased,skilled,not frazzled,clearheaded,clear,potent,capable,oriented,easy-going,jubilant,jolly,gleeful,joyful,happy-go-lucky,merry,cheerful,lighthearted,jolly,jubilant,happy,peaceful,jocular,unworried,cool,gleeful,calm,content,jaunty,0,0,personx took persony's car keys
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is completely ruined,tactful,meticulous,lithe,watchful,vigilant,careful,responsible,guarded,discreet,alert,reasonable,calm,sound,not devastated,sane,unworried,hopeful,composed,peaceful,cool,//,//,//,//,//,//,//,//,//,//,2,2,PersonX is completely built
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX expresses PersonX's anger,nonexplosive,amicable,not vent,fond,friendly,amiable,not flare up,//,//,//,not little good,joyful,happy-go-lucky,pleased,enforce,unangry,content,lighthearted,happy,gleeful,plucky,masculine,overjoyed,dauntless,jolly,pleased,content,dauntless,tranquil,shameless,1,1,PersonX holds in PersonX's anger.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes bowling with PersonX's friends,hateful,icy,exhausted,extinct,stative,belligerent,spiteful,frigid,sober,lackadaisical,queasy,enraged,sulky,surly,anxious,querulous,sore,cranky,moody,grouchy,dismal,irascible,querulous,sore,sulky,mad,blue,irritable,irascible,miserable,1,1,PersonX goes swimming with PersonX's friends
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can not find a job,hasty,adept,athletic,adept,lumbering,diligent,unwieldy,invulnerable,systematic,organized,sane,valuable,not bad about themselves,beneficial,happy,massive,vital,precious,memorable,unstressed,glad,gleeful,jocular,joyful,jaunty,jolly,overjoyed,merry,cheerful,lighthearted,1,1,PersonX is working.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can not find it anywhere,gain,won,aware,profit,not haphazard,careful,keep,tactful,not disoriented,cognizant,cool,composed,calm,happy,patient,composed,unworried,content,calm,peaceful,//,//,//,//,//,//,//,//,//,//,1,1,PersonX finds an item.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX expresses PersonX's thanks,thankless,ungrateful,ungrateful,not well-mannered,//,//,//,//,//,//,depressed,not happy.,miserable,not humbled,dejected,sorrowful,ungrateful,unhappy,troubled,down,melancholy,querulous,irascible,irritable,anguished,not appreciated,not appreciated.,irate,upset,anxious,1,1,PersonX expresses PersonX's complaints
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is cut short,easy-going,calm,confident,unshy,daring,patient,assured,not irritated,unabashed,//,happy,not embarassed,sane,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,0,1,built up
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is difficult at first,peaceful,confident,unconcerned,calm,incompetent,assured,composed,cool,content,unfearful,depressed,cheerful,well-intentioned,amiable,bored,pleasant,happy,innocent,impressionable,nice,patient,pleased,not frustrated by personx,patient,easy-going,gratified,easy-going,//,//,//,0,1,PersonX is easy at first
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can not find one,happy-go-lucky,overjoyed,resourceful,ordered,profit,able,competent,accomplished,oriented,gleeful,easy-going,patient,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,2,2,PersonX finds it
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX expresses PersonX's views,fearful,helpless,green,burdensome,lethal,frightened,cowardly,unhelpful,undetermined,not empathetic,not that others know him better,not relieved.,not good about himself for helping his friend express himself,not nervous.,//,//,//,//,//,//,not shocked.,not relieved.,ungrateful,//,//,//,//,//,//,//,1,1,PersonX keeps PersonX's views to themselves.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX expresses PersonY thanks,resentful,strict,unkind,belligerent,harsh,cruel,stern,nasty,irritable,hateful,anguished,irascible,grieving,plaintive,blue,mad,gruesome,upset,wrathful,grumpy,irritable,mad,morose,enraged,glum,remorseful,blue,not appreciated,irate,queasy,1,0,PersonX forgets PersonY thanks
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX cancels PersonX's appointment,slothful,not undisciplined,intent,vacant,motionless,idle,lazy,committed,//,//,gratified,pitiful,pessimistic,coarse,gloomy,wretched,enforce,desperate,pleased,grim,//,//,//,//,//,//,//,//,//,//,0,1,PersonX keeps PersonX's appointment
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX expresses PersonY views,soft,softly,spiteful,burdensome,piano,shy,uninformative,devious,sedate,lethal,muffled,not glad for having voiced a better perspective,daft,moronic,not compelled,stupid,foolish,dense,dopey,idiotic,not happy someone adheres to their thinking,//,//,//,//,//,//,//,//,//,1,1,personx ignores persony views
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is driving to school,apathetic,morose,melancholy,unconcerned,queasy,anguished,irritable,dispassionate,miserable,cantankerous,humble,unsatisfied,apathetic,disinterested,unenthusiastic,anxious,discontented,discontent,upset,unconcerned,//,//,//,//,//,//,//,//,//,//,2,2,PersonX is driving away from school
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonX's reason,positive,enterprising,plucky,intrepid,assured,not self doubting,undoubted,feisty,definite,assured,well-intentioned,innocent,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,0,0,personx finds a reason
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX faces PersonY's fear,meek,puny,flimsy,cautious,impotent,afraid,lethal,scared,unhelpful,timid,bleak,sardonic,strict,nasty,awful,cranky,irritable,vicious,biting,unsupportive,abandoned,enforce,unsupported,//,//,//,//,//,//,//,1,1,personx runs away from persony's fear
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX cares a jackstraw,nonchalant,stupid,thoughtless,insensitive,superficial,fierce,callous,heedless,impulsive,quixotic,clumsy,incapable,inept,inexpert,spiteful,unable,not entertained,untalented,burdensome,unskilled,glum,cantankerous,queasy,petulant,upset,morose,unhappy,sad,sulky,subdued,0,0,PersonX cares a fruit knife
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes bowling with PersonY,lazy,lethargic,not playfull,inactive,idle,staid,unadventurous,not compitant,sluggish,//,irate,remorseful,jealous,gruesome,prickly,irascible,dissatisfy,melancholy,sulky,upset,upset,querulous,queasy,cranky,sad,anguished,subdued,plaintive,moody,livid,-1,0,PersonX goes running with PersonY.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonX's shirt,prepared,watchful,guarded,methodical,watchful,retentive,mindful,not broke,vigilant,alert,amusing,innocent,happy-go-lucky,carefree,delightful,nonchalant,ecstatic,jocular,reassure,cheery,//,//,//,//,//,//,//,//,//,//,-1,0,PersonX finds PersonX's shirt
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes bowling with PersonY's friends,severe,unsociable,condescending,hostile,reclusive,unfriendly,frigid,unsociable,sullen,unsociable,moody,morose,blue,petulant,plaintive,remorseful,gruesome,depressed,jealous,queasy,deserted,melancholy,grumpy,churlish,remorseful,surly,crabby,melancholy,queasy,irate,1,1,PersonX goes for  hiking with PersonY's friends
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX cares much,nonchalant,appalling,frigid,spiteful,nonchalant,uncooperative,not collaborative,unloving,insensitive,hate,not connected to other people and things,unsatisfied,restless,unloving,queasy,hate,appalling,discontent,envious,anxious,//,//,//,//,//,//,//,//,//,//,2,0,PersonX is a corporate raider
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX falls by the wayside,macho,confident,stout,fearless,brave,rested,rash,courageous,not forgotten,bold,elated,not forgotten,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,-1,PersonX remains the center of attention
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes by the wayside,guarded,active,puny,discreet,tactful,methodical,vibrant,thrifty,industrious,meek,profit,keep,cognizant,overjoyed,not used up,attentive,found,happy,jaunty,jolly,//,//,//,//,//,//,//,//,//,//,1,1,PersonX goes into the house.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is due today,belated,unpunctual,overdue,unreliable,not tourist,not doesn't make sense,unexpected,mercurial,undependable,not doesn't make sense,staid,not excited about a new soul coming to the family,serene,unexcited,bored,calm,assured,calm,bored,serene,dismal,gloomy,irate,grave,anguished,sad,livid,subdued,wrathful,cantankerous,1,1,PersonX is going today
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonX's soul,circumspect,hopeful,vigilant,fussy,methodical,overconfident,guarded,alert,not stonehearted,discreet,stupendous,radiant,jocular,joyful,compassionate,jolly,rosy,lighthearted,jaunty,cheerful,//,//,//,//,//,//,//,//,//,//,1,0,PersonX gains PersonX's soul
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX falls into PersonY's hands,wise,unprepared,daring,discerning,quick-witted,careless,dextrous,idiotic,untrusting,perceptive,dauntless,not uncertain to tell at this juncture.,bold,potent,skilled,brave,capable,unafraid,not silly.,courageous,not uncertain to tell at this juncture.,weak,not surprised.,defenseless,powerless,feeble,//,//,//,//,-1,0,PersonX avoids the trap
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonY arm,vigilant,circumspect,meticulous,lithe,guarded,watchful,discreet,guarded,discreet,methodical,glad,hilarious,jolly,joyful,lighthearted,overjoyed,jaunty,cheerful,jubilant,happy,not traumatized,//,//,//,//,//,//,//,//,//,-2,-2,PersonX loses PersonY leg
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is feeling much better,not conflicted,adolescent,youthful,immature,childish,childlike,poor,not healthier,green,not recovering,exasperated,worsen,evil,worse,not feeling better,bad,disadvantageously,aggravating,badly,ill,//,//,//,//,//,//,//,//,//,//,1,-1,PersonX is coming down with an illness
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX carries PersonY into execution,undutiful,cowardly,irresponsible,gleeful,nonchalant,cowardly,meek,reassure,frightened,meek,defenseless,lighthearted,merry,powerless,glad,feeble,rosy,responsive,compassionate,lively,attached,not dead maybe since they are being carried to their execution,respected,praised,//,//,//,//,//,//,-1,0,PersonX carries PersonY into forgiveness
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping,not hippie,not free spirited,staid,not naturalist,unadventurous,//,//,//,//,//,not adventerous,not fascinated,not satisfied and happy,//,//,//,//,//,//,//,tiny,wee,small,unimportant,petty,//,//,//,//,//,0,2,PersonX stays home
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is finally born,motionless,sluggish,block,lifeless,incomplete,freeze,unfree,listless,enforce,grounded,indifferent,incurious,uninterested,disinterested,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX is still in the womb
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonY time,hardworking,busy,responsible,active,spry,accomplished,studious,adept,brisk,diligent,lighthearted,content,happy-go-lucky,jolly,joyful,gleeful,tranquil,overjoyed,happy,pleased,pleased,gratified,not felt sad,//,//,//,//,//,//,//,0,0,PersonX gains PersonY time
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping again,indolent,bored,tranquil,sedate,calm,unadventurous,subdued,staid,sleepy,serene,enraged,morose,cranky,cantankerous,irritable,sulky,grouchy,not like sleeping out in nature is refreshing,wrathful,querulous,//,//,//,//,//,//,//,//,//,//,2,2,PersonX stays home
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is getting a divorce,inhabited,not alone,radiant,agreeable,cheery,ecstatic,lighthearted,jocular,jaunty,sympathetic,cool,unfearful,peaceful,happy,ecstatic,jocular,jaunty,assured,unworried,carefree,jolly,merry,radiant,happy,cheerful,joyful,hilarious,jubilant,unangry,glad,1,2,PersonX is getting a marriage
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX falls on PersonX's face,tactful,accomplished,discreet,careful,graceful,quick-witted,sensible,excellent,smart,brainy,composed,uninjured,be_well,not in pain from the injury,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,-1,0,PersonX falls on PersonX's butt
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX carries the can,burdensome,languid,helpless,powerless,incompetent,lazy,lethargic,inactive,incapable,lethal,untrustworthy,queasy,fall_short_of,grouchy,dissatisfy,not good about themselves,unsatisfied,suspicious,jealous,unsure,livid,mad,gloomy,unhappy,grouchy,not well taken care of,enraged,sad,upset,irritable,1,0,PersonX lost the can
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is getting dirty,dextrous,nimble,not unhygenic,circumspect,thoughtful,watchful,active,vibrant,lithe,meticulous,pristine,spotless,tidy,clean,spotless,clean,pristine,tidy,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX is a very clean person
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping during the weekend,gloomy,sulky,irascible,unexcited,gloomy,murky,remorseful,churlish,prickly,queasy,joyless,flustered,restless,tense,dissatisfy,queasy,blue,jealous,enraged,fall_short_of,not also happy,//,//,//,//,//,//,//,//,//,1,1,PersonX stays away from camping during the weekend.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is getting fat,nutritious,industrious,diligent,studious,healthy,hasty,hardworking,enterprising,spry,scrawny,composed,well-intentioned,not good and satisfied,innocent,not very ashamed about it,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,0,0,PersonX is getting skinny
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX falls on PersonX's knees,merciless,not compulsive,glad,happy,joyful,remorseless,unregretful,nonreflective,not defeated.,unmerciful,joyful,happy,jolly,hilarious,jocular,overjoyed,jubilant,gleeful,glad,cheerful,//,//,//,//,//,//,//,//,//,//,-1,-1,PersonX  slaps  PersonX's  face.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping in the woods,soft,glossy,lethargic,unskilled,staid,even-tempered,smooth,not adventuresome,gleaming,silky,drab,assured,shabby,unhealthy,wan,ill,calm,sick,tense,restless,//,//,//,//,//,//,//,//,//,//,-1,0,PersonX stays in a hotel.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonY's purse,mindful,watchful,circumspect,not absent minded,methodical,retentive,methodical,thoughtful,fussy,remembering,jocular,lighthearted,tranquil,jolly,joyful,overjoyed,gleeful,overjoyed,lighthearted,glad,gleeful,nonchalant,carefree,happy,gleeful,joyful,sane,jolly,hilarious,reassure,-1,-1,PersonX finds PersonY's purse.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches PersonY,feeble,disinterested,impotent,unquestionable,puny,convinced,authentic,respectful,generous,confident,not like they were at the right place at the right time,not like a hero,not satisfied to find the culprit,enforce,humble,spiteful,unhelpful,burdensome,lethal,//,not glade,ungrateful,unashamed,out,enforce,unsafe,not fortunate to escape injury,dangerous,//,//,0,0,PersonX lets PersonY go.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping with PersonX's friends,unfriendly,hateful,unadventurous,frigid,unsociable,freezing,guarded,sullen,staid,obnoxious,morose,grouchy,enraged,wrathful,cantankerous,subdued,livid,miserable,mad,not outdoorsy,irate,unwanted,sore,annoyed,upset,unloved,disliked,wrathful,grouchy,lonely,0,0,PersonX goes to a house with PersonX's friends
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses face,smarmy,proud,pompous,not in pain,exacting,grand,overconfident,turbulent,sardonic,jagged,assured,unashamed,not like they didn't have control of themselves,unangry,exalted,calm,composed,//,//,//,//,//,//,//,//,//,//,//,//,//,0,1,PersonX earns others' respect
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches PersonY's eyes,dismal,gruesome,gruesome,homely,hateful,unnoticeable,not good looking,unappealing,unsightly,hateful,calm,not admired by person,unnoticed,assured,//,//,//,//,//,//,uninterested,aloof,bored,calm,assured,//,//,//,//,//,1,1,personx is ignored by persony
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping with PersonY's friends,ornery,sore,churlish,anxious,grumpy,prickly,unhappy,enraged,hideous,frosty,livid,moody,gloomy,sad,querulous,irate,cantankerous,miserable,grumpy,cranky,tranquil,not happy.,subdued,staid,serene,grave,sedate,bored,unexcited,calm,1,1,Person X is relaxing at home with Person Y.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is getting old,not tired.,not elderly.,not scared.,junior,not aging,//,//,//,//,//,jolly,hopeful,jaunty,rosy,amused,rested,jubilant,hilarious,agile,jovial,//,//,//,//,//,//,//,//,//,//,1,1,PersonX was just born.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX falls to PersonY's knees,steel,jaunty,merry,cheerful,not humbled,happy,radiant,stout,strong,hopeful,unsurprised,not in awe,not sad and depressed that person wants to leave,unsurprised,//,//,//,//,//,//,not as if person is being forced into a situation that person does not want to stay in.,//,//,//,//,//,//,//,//,//,1,1,Person X supports person Y.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches heat,careful,meek,shy,lucky,timid,timidity,cautious,not in trouble,not a rablerouser,afraid,unashamed,assured,unashamed,calm,happy-go-lucky,carefree,nonchalant,jolly,reassure,gleeful,not in charge,synergistic,conciliatory,//,//,//,//,//,//,//,1,2,personx is in the clear
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping with friends,novel,quirky,not woodsy,guarded,demure,unfamiliar,unsocial,incoming,exotic,occasional,energized,grouchy,plaintive,moody,mad,cantankerous,invigorated,grumpy,queasy,remorseful,gruesome,subdued,irate,crabby,miserable,wrathful,anxious,grumpy,blue,crabby,0,1,PersonX stays home.
