Title,Description,Keywords,Input.sclid1,Input.sclmin1,Input.sclmax1,Input.pairs1,Input.n1,Input.sclid2,Input.sclmin2,Input.sclmax2,Input.pairs2,Input.n2,Input.sclid3,Input.sclmin3,Input.sclmax3,Input.pairs3,Input.n3,Answer.Answer.sclid1.1,Answer.Answer.sclid1.10,Answer.Answer.sclid1.11,Answer.Answer.sclid1.12,Answer.Answer.sclid1.13,Answer.Answer.sclid1.14,Answer.Answer.sclid1.15,Answer.Answer.sclid1.2,Answer.Answer.sclid1.3,Answer.Answer.sclid1.4,Answer.Answer.sclid1.5,Answer.Answer.sclid1.6,Answer.Answer.sclid1.7,Answer.Answer.sclid1.8,Answer.Answer.sclid1.9,Answer.Answer.sclid2.1,Answer.Answer.sclid2.10,Answer.Answer.sclid2.11,Answer.Answer.sclid2.12,Answer.Answer.sclid2.13,Answer.Answer.sclid2.14,Answer.Answer.sclid2.15,Answer.Answer.sclid2.16,Answer.Answer.sclid2.17,Answer.Answer.sclid2.18,Answer.Answer.sclid2.19,Answer.Answer.sclid2.2,Answer.Answer.sclid2.20,Answer.Answer.sclid2.21,Answer.Answer.sclid2.22,Answer.Answer.sclid2.23,Answer.Answer.sclid2.24,Answer.Answer.sclid2.25,Answer.Answer.sclid2.26,Answer.Answer.sclid2.27,Answer.Answer.sclid2.28,Answer.Answer.sclid2.3,Answer.Answer.sclid2.4,Answer.Answer.sclid2.5,Answer.Answer.sclid2.6,Answer.Answer.sclid2.7,Answer.Answer.sclid2.8,Answer.Answer.sclid2.9,Answer.Answer.sclid3.1,Answer.Answer.sclid3.2,Answer.Answer.sclid3.3,Approve,Reject
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXserious-frivolous,frivolous,serious,real XXX solemn ||| real XXX serious ||| grave XXX real ||| grave XXX solemn ||| grave XXX serious ||| serious XXX solemn,6,expensive-cheapXX,expensive,cheap,affordable XXX inexpensive ||| affordable XXX cheap ||| cheap XXX inexpensive,3,new-newestXX,new,newest,new XXX newer ||| new XXX newest ||| newer XXX newest,3,real**LT**solemn,,,,,,,real**LT**serious,grave**GT**real,grave**GT**solemn,grave**GT**serious,serious**EQ**solemn,,,,affordable**EQ**inexpensive,,,,,,,,,,,affordable**LT**cheap,,,,,,,,,,cheap**EQ**inexpensive,,,,,,,new**LT**newer,new**LT**newest,newer**LT**newest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXserious-frivolous,frivolous,serious,real XXX solemn ||| real XXX serious ||| grave XXX real ||| grave XXX solemn ||| grave XXX serious ||| serious XXX solemn,6,expensive-cheapXX,expensive,cheap,affordable XXX inexpensive ||| affordable XXX cheap ||| cheap XXX inexpensive,3,new-newestXX,new,newest,new XXX newer ||| new XXX newest ||| newer XXX newest,3,real**GT**solemn,,,,,,,real**LT**serious,grave**GT**real,grave**GT**solemn,grave**GT**serious,serious**GT**solemn,,,,affordable**EQ**inexpensive,,,,,,,,,,,affordable**EQ**cheap,,,,,,,,,,cheap**EQ**inexpensive,,,,,,,new**LT**newer,new**LT**newest,newer**LT**newest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXnecessary-unnecessary,unnecessary,necessary,needed XXX required ||| indispensable XXX needed ||| indispensable XXX required ||| indispensable XXX necessary ||| necessary XXX needed ||| necessary XXX required ||| essential XXX needed ||| essential XXX indispensable ||| essential XXX required ||| essential XXX necessary,10,XXfat-lean,lean,fat,chubby XXX overweight ||| chubby XXX fat ||| chubby XXX obese ||| fat XXX overweight ||| fat XXX obese ||| obese XXX overweight,6,firm-firmestXX,firm,firmest,firm XXX firmer ||| firm XXX firmest ||| firmer XXX firmest,3,needed**EQ**required,essential**GT**necessary,,,,,,indispensable**GT**needed,indispensable**EQ**required,indispensable**GT**necessary,necessary**EQ**needed,necessary**EQ**required,essential**GT**needed,essential**GT**indispensable,essential**EQ**required,chubby**LT**overweight,,,,,,,,,,,chubby**LT**fat,,,,,,,,,,chubby**LT**obese,fat**LT**overweight,fat**LT**obese,obese**GT**overweight,,,,firm**LT**firmer,firm**LT**firmest,firmer**LT**firmest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXnecessary-unnecessary,unnecessary,necessary,needed XXX required ||| indispensable XXX needed ||| indispensable XXX required ||| indispensable XXX necessary ||| necessary XXX needed ||| necessary XXX required ||| essential XXX needed ||| essential XXX indispensable ||| essential XXX required ||| essential XXX necessary,10,XXfat-lean,lean,fat,chubby XXX overweight ||| chubby XXX fat ||| chubby XXX obese ||| fat XXX overweight ||| fat XXX obese ||| obese XXX overweight,6,firm-firmestXX,firm,firmest,firm XXX firmer ||| firm XXX firmest ||| firmer XXX firmest,3,needed**LT**required,essential**LT**necessary,,,,,,indispensable**GT**needed,indispensable**GT**required,indispensable**GT**necessary,necessary**GT**needed,necessary**EQ**required,essential**GT**needed,essential**LT**indispensable,essential**LT**required,chubby**LT**overweight,,,,,,,,,,,chubby**LT**fat,,,,,,,,,,chubby**LT**obese,fat**LT**overweight,fat**LT**obese,obese**GT**overweight,,,,firm**LT**firmer,firm**LT**firmest,firmer**LT**firmest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXnecessary-unnecessary,unnecessary,necessary,needed XXX required ||| indispensable XXX needed ||| indispensable XXX required ||| indispensable XXX necessary ||| necessary XXX needed ||| necessary XXX required ||| essential XXX needed ||| essential XXX indispensable ||| essential XXX required ||| essential XXX necessary,10,XXfat-lean,lean,fat,chubby XXX overweight ||| chubby XXX fat ||| chubby XXX obese ||| fat XXX overweight ||| fat XXX obese ||| obese XXX overweight,6,firm-firmestXX,firm,firmest,firm XXX firmer ||| firm XXX firmest ||| firmer XXX firmest,3,needed**EQ**required,essential**EQ**necessary,,,,,,indispensable**GT**needed,indispensable**EQ**required,indispensable**GT**necessary,necessary**EQ**needed,necessary**EQ**required,essential**EQ**needed,essential**LT**indispensable,essential**EQ**required,chubby**LT**overweight,,,,,,,,,,,chubby**LT**fat,,,,,,,,,,chubby**LT**obese,fat**EQ**overweight,fat**LT**obese,obese**GT**overweight,,,,firm**LT**firmer,firm**LT**firmest,firmer**LT**firmest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXnecessary-unnecessary,unnecessary,necessary,needed XXX required ||| indispensable XXX needed ||| indispensable XXX required ||| indispensable XXX necessary ||| necessary XXX needed ||| necessary XXX required ||| essential XXX needed ||| essential XXX indispensable ||| essential XXX required ||| essential XXX necessary,10,XXfat-lean,lean,fat,chubby XXX overweight ||| chubby XXX fat ||| chubby XXX obese ||| fat XXX overweight ||| fat XXX obese ||| obese XXX overweight,6,firm-firmestXX,firm,firmest,firm XXX firmer ||| firm XXX firmest ||| firmer XXX firmest,3,needed**LT**required,essential**GT**necessary,,,,,,indispensable**GT**needed,indispensable**GT**required,indispensable**GT**necessary,necessary**GT**needed,necessary**GT**required,essential**GT**needed,essential**LT**indispensable,essential**GT**required,chubby**LT**overweight,,,,,,,,,,,chubby**LT**fat,,,,,,,,,,chubby**LT**obese,fat**GT**overweight,fat**LT**obese,obese**GT**overweight,,,,firm**LT**firmer,firm**LT**firmest,firmer**LT**firmest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXnecessary-unnecessary,unnecessary,necessary,needed XXX required ||| indispensable XXX needed ||| indispensable XXX required ||| indispensable XXX necessary ||| necessary XXX needed ||| necessary XXX required ||| essential XXX needed ||| essential XXX indispensable ||| essential XXX required ||| essential XXX necessary,10,XXfat-lean,lean,fat,chubby XXX overweight ||| chubby XXX fat ||| chubby XXX obese ||| fat XXX overweight ||| fat XXX obese ||| obese XXX overweight,6,firm-firmestXX,firm,firmest,firm XXX firmer ||| firm XXX firmest ||| firmer XXX firmest,3,needed**EQ**required,essential**GT**necessary,,,,,,indispensable**GT**needed,indispensable**GT**required,indispensable**GT**necessary,necessary**GT**needed,necessary**GT**required,essential**LT**needed,essential**LT**indispensable,essential**GT**required,chubby**GT**overweight,,,,,,,,,,,chubby**LT**fat,,,,,,,,,,chubby**LT**obese,fat**GT**overweight,fat**LT**obese,obese**GT**overweight,,,,firm**LT**firmer,firm**LT**firmest,firmer**LT**firmest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",open-closedXX,open,closed,sealed XXX shut ||| closed XXX shut ||| closed XXX sealed,3,XXample-meager,meager,ample,sufficient XXX wide ||| good XXX wide ||| good XXX sufficient ||| full XXX wide ||| full XXX sufficient ||| full XXX good,6,few-fewestXX,few,fewest,few XXX fewer ||| few XXX fewest ||| fewer XXX fewest,3,sealed**LT**shut,,,,,,,closed**EQ**shut,closed**LT**sealed,,,,,,,sufficient**LT**wide,,,,,,,,,,,good**LT**wide,,,,,,,,,,good**GT**sufficient,full**GT**wide,full**GT**sufficient,full**GT**good,,,,few**LT**fewer,few**LT**fewest,fewer**LT**fewest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",open-closedXX,open,closed,sealed XXX shut ||| closed XXX shut ||| closed XXX sealed,3,XXample-meager,meager,ample,sufficient XXX wide ||| good XXX wide ||| good XXX sufficient ||| full XXX wide ||| full XXX sufficient ||| full XXX good,6,few-fewestXX,few,fewest,few XXX fewer ||| few XXX fewest ||| fewer XXX fewest,3,sealed**GT**shut,,,,,,,closed**EQ**shut,closed**LT**sealed,,,,,,,sufficient**LT**wide,,,,,,,,,,,good**LT**wide,,,,,,,,,,good**LT**sufficient,full**GT**wide,full**GT**sufficient,full**GT**good,,,,few**LT**fewer,few**LT**fewest,fewer**LT**fewest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",open-closedXX,open,closed,sealed XXX shut ||| closed XXX shut ||| closed XXX sealed,3,XXample-meager,meager,ample,sufficient XXX wide ||| good XXX wide ||| good XXX sufficient ||| full XXX wide ||| full XXX sufficient ||| full XXX good,6,few-fewestXX,few,fewest,few XXX fewer ||| few XXX fewest ||| fewer XXX fewest,3,sealed**EQ**shut,,,,,,,closed**EQ**shut,closed**EQ**sealed,,,,,,,sufficient**LT**wide,,,,,,,,,,,good**LT**wide,,,,,,,,,,good**EQ**sufficient,full**GT**wide,full**GT**sufficient,full**GT**good,,,,few**LT**fewer,few**LT**fewest,fewer**LT**fewest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",open-closedXX,open,closed,sealed XXX shut ||| closed XXX shut ||| closed XXX sealed,3,XXample-meager,meager,ample,sufficient XXX wide ||| good XXX wide ||| good XXX sufficient ||| full XXX wide ||| full XXX sufficient ||| full XXX good,6,few-fewestXX,few,fewest,few XXX fewer ||| few XXX fewest ||| fewer XXX fewest,3,sealed**EQ**shut,,,,,,,closed**EQ**shut,closed**LT**sealed,,,,,,,sufficient**LT**wide,,,,,,,,,,,good**LT**wide,,,,,,,,,,good**GT**sufficient,full**EQ**wide,full**GT**sufficient,full**GT**good,,,,few**GT**fewer,few**GT**fewest,fewer**LT**fewest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",open-closedXX,open,closed,sealed XXX shut ||| closed XXX shut ||| closed XXX sealed,3,XXample-meager,meager,ample,sufficient XXX wide ||| good XXX wide ||| good XXX sufficient ||| full XXX wide ||| full XXX sufficient ||| full XXX good,6,few-fewestXX,few,fewest,few XXX fewer ||| few XXX fewest ||| fewer XXX fewest,3,sealed**GT**shut,,,,,,,closed**EQ**shut,closed**LT**sealed,,,,,,,sufficient**GT**wide,,,,,,,,,,,good**LT**wide,,,,,,,,,,good**LT**sufficient,full**LT**wide,full**LT**sufficient,full**EQ**good,,,,few**LT**fewer,few**LT**fewest,fewer**LT**fewest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",virtuous-wickedXX,virtuous,wicked,sinful XXX wrong ||| immoral XXX sinful ||| immoral XXX wrong ||| evil XXX sinful ||| evil XXX wrong ||| evil XXX immoral,6,hot-coldXX,hot,cold,chilly XXX icy ||| chilly XXX frigid ||| chilly XXX refrigerated ||| chilly XXX frozen ||| chilly XXX cold ||| chilly XXX cool ||| icy XXX refrigerated ||| frigid XXX icy ||| frigid XXX refrigerated ||| frigid XXX frozen ||| frozen XXX icy ||| frozen XXX refrigerated ||| cold XXX icy ||| cold XXX frigid ||| cold XXX refrigerated ||| cold XXX frozen ||| cold XXX cool ||| cool XXX icy ||| cool XXX frigid ||| cool XXX refrigerated ||| cool XXX frozen,21,loud-loudestXX,loud,loudest,loud XXX louder ||| loud XXX loudest ||| louder XXX loudest,3,sinful**GT**wrong,,,,,,,immoral**GT**sinful,immoral**GT**wrong,evil**LT**sinful,evil**GT**wrong,evil**LT**immoral,,,,chilly**LT**icy,frigid**LT**frozen,frozen**EQ**icy,frozen**GT**refrigerated,cold**LT**icy,cold**LT**frigid,cold**EQ**refrigerated,cold**LT**frozen,cold**GT**cool,cool**LT**icy,cool**LT**frigid,chilly**LT**frigid,cool**LT**refrigerated,cool**LT**frozen,,,,,,,,chilly**EQ**refrigerated,chilly**LT**frozen,chilly**LT**cold,chilly**GT**cool,icy**GT**refrigerated,frigid**GT**icy,frigid**GT**refrigerated,loud**LT**louder,loud**LT**loudest,louder**LT**loudest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",virtuous-wickedXX,virtuous,wicked,sinful XXX wrong ||| immoral XXX sinful ||| immoral XXX wrong ||| evil XXX sinful ||| evil XXX wrong ||| evil XXX immoral,6,hot-coldXX,hot,cold,chilly XXX icy ||| chilly XXX frigid ||| chilly XXX refrigerated ||| chilly XXX frozen ||| chilly XXX cold ||| chilly XXX cool ||| icy XXX refrigerated ||| frigid XXX icy ||| frigid XXX refrigerated ||| frigid XXX frozen ||| frozen XXX icy ||| frozen XXX refrigerated ||| cold XXX icy ||| cold XXX frigid ||| cold XXX refrigerated ||| cold XXX frozen ||| cold XXX cool ||| cool XXX icy ||| cool XXX frigid ||| cool XXX refrigerated ||| cool XXX frozen,21,loud-loudestXX,loud,loudest,loud XXX louder ||| loud XXX loudest ||| louder XXX loudest,3,sinful**GT**wrong,,,,,,,immoral**LT**sinful,immoral**GT**wrong,evil**GT**sinful,evil**GT**wrong,evil**GT**immoral,,,,chilly**GT**icy,frigid**GT**frozen,frozen**GT**icy,frozen**GT**refrigerated,cold**LT**icy,cold**LT**frigid,cold**EQ**refrigerated,cold**LT**frozen,cold**GT**cool,cool**LT**icy,cool**LT**frigid,chilly**LT**frigid,cool**EQ**refrigerated,cool**LT**frozen,,,,,,,,chilly**EQ**refrigerated,chilly**LT**frozen,chilly**LT**cold,chilly**EQ**cool,icy**GT**refrigerated,frigid**GT**icy,frigid**LT**refrigerated,loud**LT**louder,loud**LT**loudest,louder**LT**loudest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",virtuous-wickedXX,virtuous,wicked,sinful XXX wrong ||| immoral XXX sinful ||| immoral XXX wrong ||| evil XXX sinful ||| evil XXX wrong ||| evil XXX immoral,6,hot-coldXX,hot,cold,chilly XXX icy ||| chilly XXX frigid ||| chilly XXX refrigerated ||| chilly XXX frozen ||| chilly XXX cold ||| chilly XXX cool ||| icy XXX refrigerated ||| frigid XXX icy ||| frigid XXX refrigerated ||| frigid XXX frozen ||| frozen XXX icy ||| frozen XXX refrigerated ||| cold XXX icy ||| cold XXX frigid ||| cold XXX refrigerated ||| cold XXX frozen ||| cold XXX cool ||| cool XXX icy ||| cool XXX frigid ||| cool XXX refrigerated ||| cool XXX frozen,21,loud-loudestXX,loud,loudest,loud XXX louder ||| loud XXX loudest ||| louder XXX loudest,3,sinful**GT**wrong,,,,,,,immoral**LT**sinful,immoral**EQ**wrong,evil**GT**sinful,evil**GT**wrong,evil**GT**immoral,,,,chilly**LT**icy,frigid**EQ**frozen,frozen**EQ**icy,frozen**GT**refrigerated,cold**LT**icy,cold**LT**frigid,cold**GT**refrigerated,cold**LT**frozen,cold**GT**cool,cool**LT**icy,cool**LT**frigid,chilly**LT**frigid,cool**EQ**refrigerated,cool**LT**frozen,,,,,,,,chilly**EQ**refrigerated,chilly**LT**frozen,chilly**EQ**cold,chilly**GT**cool,icy**GT**refrigerated,frigid**GT**icy,frigid**GT**refrigerated,loud**LT**louder,loud**LT**loudest,louder**LT**loudest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",virtuous-wickedXX,virtuous,wicked,sinful XXX wrong ||| immoral XXX sinful ||| immoral XXX wrong ||| evil XXX sinful ||| evil XXX wrong ||| evil XXX immoral,6,hot-coldXX,hot,cold,chilly XXX icy ||| chilly XXX frigid ||| chilly XXX refrigerated ||| chilly XXX frozen ||| chilly XXX cold ||| chilly XXX cool ||| icy XXX refrigerated ||| frigid XXX icy ||| frigid XXX refrigerated ||| frigid XXX frozen ||| frozen XXX icy ||| frozen XXX refrigerated ||| cold XXX icy ||| cold XXX frigid ||| cold XXX refrigerated ||| cold XXX frozen ||| cold XXX cool ||| cool XXX icy ||| cool XXX frigid ||| cool XXX refrigerated ||| cool XXX frozen,21,loud-loudestXX,loud,loudest,loud XXX louder ||| loud XXX loudest ||| louder XXX loudest,3,sinful**GT**wrong,,,,,,,immoral**LT**sinful,immoral**GT**wrong,evil**EQ**sinful,evil**GT**wrong,evil**GT**immoral,,,,chilly**LT**icy,frigid**LT**frozen,frozen**EQ**icy,frozen**GT**refrigerated,cold**GT**icy,cold**LT**frigid,cold**EQ**refrigerated,cold**LT**frozen,cold**GT**cool,cool**LT**icy,cool**LT**frigid,chilly**LT**frigid,cool**EQ**refrigerated,cool**LT**frozen,,,,,,,,chilly**EQ**refrigerated,chilly**LT**frozen,chilly**LT**cold,chilly**LT**cool,icy**GT**refrigerated,frigid**LT**icy,frigid**LT**refrigerated,loud**LT**louder,loud**LT**loudest,louder**LT**loudest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",virtuous-wickedXX,virtuous,wicked,sinful XXX wrong ||| immoral XXX sinful ||| immoral XXX wrong ||| evil XXX sinful ||| evil XXX wrong ||| evil XXX immoral,6,hot-coldXX,hot,cold,chilly XXX icy ||| chilly XXX frigid ||| chilly XXX refrigerated ||| chilly XXX frozen ||| chilly XXX cold ||| chilly XXX cool ||| icy XXX refrigerated ||| frigid XXX icy ||| frigid XXX refrigerated ||| frigid XXX frozen ||| frozen XXX icy ||| frozen XXX refrigerated ||| cold XXX icy ||| cold XXX frigid ||| cold XXX refrigerated ||| cold XXX frozen ||| cold XXX cool ||| cool XXX icy ||| cool XXX frigid ||| cool XXX refrigerated ||| cool XXX frozen,21,loud-loudestXX,loud,loudest,loud XXX louder ||| loud XXX loudest ||| louder XXX loudest,3,sinful**GT**wrong,,,,,,,immoral**EQ**sinful,immoral**GT**wrong,evil**GT**sinful,evil**GT**wrong,evil**GT**immoral,,,,chilly**LT**icy,frigid**GT**frozen,frozen**GT**icy,frozen**GT**refrigerated,cold**LT**icy,cold**LT**frigid,cold**EQ**refrigerated,cold**LT**frozen,cold**EQ**cool,cool**LT**icy,cool**LT**frigid,chilly**LT**frigid,cool**LT**refrigerated,cool**LT**frozen,,,,,,,,,chilly**GT**frozen,chilly**GT**cold,chilly**GT**cool,icy**GT**refrigerated,frigid**GT**icy,frigid**GT**refrigerated,loud**LT**louder,loud**LT**loudest,louder**LT**loudest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXmature-green,green,mature,overripe XXX ripe ||| mature XXX overripe ||| mature XXX ripe,3,XXnoxious-innocuous,innocuous,noxious,harmful XXX toxic ||| deadly XXX harmful ||| deadly XXX toxic,3,noble-noblestXX,noble,noblest,noble XXX nobler ||| noble XXX noblest ||| nobler XXX noblest,3,overripe**GT**ripe,,,,,,,mature**LT**overripe,mature**GT**ripe,,,,,,,harmful**LT**toxic,,,,,,,,,,,deadly**GT**harmful,,,,,,,,,,deadly**EQ**toxic,,,,,,,noble**LT**nobler,noble**LT**noblest,nobler**LT**noblest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXmature-green,green,mature,overripe XXX ripe ||| mature XXX overripe ||| mature XXX ripe,3,XXnoxious-innocuous,innocuous,noxious,harmful XXX toxic ||| deadly XXX harmful ||| deadly XXX toxic,3,noble-noblestXX,noble,noblest,noble XXX nobler ||| noble XXX noblest ||| nobler XXX noblest,3,overripe**GT**ripe,,,,,,,mature**GT**overripe,mature**EQ**ripe,,,,,,,harmful**LT**toxic,,,,,,,,,,,deadly**GT**harmful,,,,,,,,,,deadly**GT**toxic,,,,,,,noble**LT**nobler,noble**LT**noblest,nobler**LT**noblest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXmature-green,green,mature,overripe XXX ripe ||| mature XXX overripe ||| mature XXX ripe,3,XXnoxious-innocuous,innocuous,noxious,harmful XXX toxic ||| deadly XXX harmful ||| deadly XXX toxic,3,noble-noblestXX,noble,noblest,noble XXX nobler ||| noble XXX noblest ||| nobler XXX noblest,3,overripe**GT**ripe,,,,,,,mature**LT**overripe,mature**EQ**ripe,,,,,,,harmful**LT**toxic,,,,,,,,,,,deadly**GT**harmful,,,,,,,,,,deadly**EQ**toxic,,,,,,,noble**LT**nobler,noble**LT**noblest,nobler**LT**noblest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXmature-green,green,mature,overripe XXX ripe ||| mature XXX overripe ||| mature XXX ripe,3,XXnoxious-innocuous,innocuous,noxious,harmful XXX toxic ||| deadly XXX harmful ||| deadly XXX toxic,3,noble-noblestXX,noble,noblest,noble XXX nobler ||| noble XXX noblest ||| nobler XXX noblest,3,overripe**GT**ripe,,,,,,,mature**LT**overripe,mature**EQ**ripe,,,,,,,harmful**LT**toxic,,,,,,,,,,,deadly**GT**harmful,,,,,,,,,,deadly**EQ**toxic,,,,,,,noble**LT**nobler,noble**LT**noblest,nobler**LT**noblest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXmature-green,green,mature,overripe XXX ripe ||| mature XXX overripe ||| mature XXX ripe,3,XXnoxious-innocuous,innocuous,noxious,harmful XXX toxic ||| deadly XXX harmful ||| deadly XXX toxic,3,noble-noblestXX,noble,noblest,noble XXX nobler ||| noble XXX noblest ||| nobler XXX noblest,3,overripe**GT**ripe,,,,,,,mature**LT**overripe,mature**EQ**ripe,,,,,,,harmful**LT**toxic,,,,,,,,,,,deadly**GT**harmful,,,,,,,,,,deadly**GT**toxic,,,,,,,noble**LT**nobler,noble**LT**noblest,nobler**LT**noblest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXcomposed-discomposed,discomposed,composed,calm XXX serene ||| calm XXX cool ||| cool XXX serene,3,realistic-unrealisticXX,realistic,unrealistic,impractical XXX unrealistic ||| impossible XXX unrealistic ||| impossible XXX impractical,3,poor-poorestXX,poor,poorest,poor XXX poorer ||| poor XXX poorest ||| poorer XXX poorest,3,calm**EQ**serene,,,,,,,calm**GT**cool,cool**LT**serene,,,,,,,impractical**LT**unrealistic,,,,,,,,,,,impossible**GT**unrealistic,,,,,,,,,,impossible**GT**impractical,,,,,,,poor**LT**poorer,poor**LT**poorest,poorer**LT**poorest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXcomposed-discomposed,discomposed,composed,calm XXX serene ||| calm XXX cool ||| cool XXX serene,3,realistic-unrealisticXX,realistic,unrealistic,impractical XXX unrealistic ||| impossible XXX unrealistic ||| impossible XXX impractical,3,poor-poorestXX,poor,poorest,poor XXX poorer ||| poor XXX poorest ||| poorer XXX poorest,3,calm**LT**serene,,,,,,,calm**EQ**cool,cool**GT**serene,,,,,,,impractical**GT**unrealistic,,,,,,,,,,,impossible**GT**unrealistic,,,,,,,,,,impossible**GT**impractical,,,,,,,poor**LT**poorer,poor**LT**poorest,poorer**LT**poorest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXcomposed-discomposed,discomposed,composed,calm XXX serene ||| calm XXX cool ||| cool XXX serene,3,realistic-unrealisticXX,realistic,unrealistic,impractical XXX unrealistic ||| impossible XXX unrealistic ||| impossible XXX impractical,3,poor-poorestXX,poor,poorest,poor XXX poorer ||| poor XXX poorest ||| poorer XXX poorest,3,calm**LT**serene,,,,,,,calm**EQ**cool,cool**LT**serene,,,,,,,impractical**LT**unrealistic,,,,,,,,,,,impossible**GT**unrealistic,,,,,,,,,,impossible**GT**impractical,,,,,,,poor**LT**poorer,poor**LT**poorest,poorer**LT**poorest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXcomposed-discomposed,discomposed,composed,calm XXX serene ||| calm XXX cool ||| cool XXX serene,3,realistic-unrealisticXX,realistic,unrealistic,impractical XXX unrealistic ||| impossible XXX unrealistic ||| impossible XXX impractical,3,poor-poorestXX,poor,poorest,poor XXX poorer ||| poor XXX poorest ||| poorer XXX poorest,3,calm**LT**serene,,,,,,,calm**EQ**cool,cool**LT**serene,,,,,,,impractical**EQ**unrealistic,,,,,,,,,,,impossible**GT**unrealistic,,,,,,,,,,impossible**GT**impractical,,,,,,,poor**GT**poorer,poor**LT**poorest,poorer**LT**poorest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXcomposed-discomposed,discomposed,composed,calm XXX serene ||| calm XXX cool ||| cool XXX serene,3,realistic-unrealisticXX,realistic,unrealistic,impractical XXX unrealistic ||| impossible XXX unrealistic ||| impossible XXX impractical,3,poor-poorestXX,poor,poorest,poor XXX poorer ||| poor XXX poorest ||| poorer XXX poorest,3,calm**EQ**serene,,,,,,,calm**EQ**cool,cool**EQ**serene,,,,,,,impractical**EQ**unrealistic,,,,,,,,,,,impossible**GT**unrealistic,,,,,,,,,,impossible**GT**impractical,,,,,,,poor**LT**poorer,poor**LT**poorest,poorer**LT**poorest,,
