Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रामचरितमानस गोस्वामी जी का सर्वाति लोकप्रिय ग्रंथ रहा है ।,ramcharitmanas goswami g sarwati popular book is,0-0 1-1 4-3 5-4 8-6,0-0 1-1 2-2 3-3 4-3 6-3 7-3 5-4 6-5 9-5 8-6,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यह अष्टभुजाकार है ।,this is of octagon type .,0-0 1-3 2-1 3-5,0-0 2-1 1-2 1-3 1-4 3-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जन्म,birth,0-0 0-0 0-0 0-0 0-0 0-0 0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",पिछले मार्ग से इसका ज्यादा पानी नजफगढ़ झील में जाने लगा ।,lots of water flows into nazadgad lake .,6-5 7-6 11-7,5-2 6-3 6-4 0-5 1-5 2-5 3-5 4-5 5-5 6-5 7-6 11-7,8 9 10,0 1
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",श्रेणी : स्वतंत्रता सेनानी,category : freedom fighter,0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3,0-0 1-1 2-2 3-3,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",गूगल और अन्य सर्च इंजनों की खोज करने पर विकिपीडिया के लेख परिणामों में प्रमुखता से उभरते हैं ।,when searching in google or other search engines &#44; among the results wikipedia articles appear at the top .,0-3 2-5 3-6 4-7 9-12 11-13 18-18,13-2 0-3 1-4 2-5 3-6 4-7 5-10 9-12 11-13 12-14 10-16 16-17 17-18 18-18,6 7 8 14 15,0 1 8 9 11 15
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कलिधर्माधर्म निरुपण,kalidharmadharm representation,0-0,0-0 1-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके अधीन आने वाला कार्यक्षेत्र एन डी एम सी क्षेत्र कहलाता है ।,come under the scope kshatre ndmc is called in thi name .,1-1 6-5 11-6 12-11,2-0 1-1 0-2 4-3 5-4 9-4 5-5 6-5 7-5 8-5 10-5 11-6 10-7 12-11,3,8 9 10
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हिन्दी में वीकिपीडिया की शुरुआत जुलाई 2003 में हुई थी ।,in hindi wikipedia started in july 2003 .,0-1 1-0 5-5 6-6 7-4 10-7,1-0 0-1 2-2 7-4 5-5 4-6 6-6 8-6 9-6 10-7,3,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बालक रामबोला की बुद्धि बड़ी प्रखर थी ।,child rambola was very intelligent .,1-1 6-2 7-5,0-0 0-1 1-1 2-1 3-1 4-1 5-1 6-2 7-5,,3 4
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रफ़ी - लता मंगेशकर के साथ,rafi-along with latha mangeshkar,0-0 2-2 3-3 5-1,0-0 1-0 4-0 5-1 2-2 3-3,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",सरस्वती विहार नरेला मॉडल टाउन,saraswati vihar &#44; narela model town,0-0 1-1 2-3 0-0 1-1 2-3 0-0 1-1 2-3,0-0 1-1 2-2 2-3 3-3 4-3 3-4 4-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हिन्दी अभिनेता,hindi actors,0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",श्रेणी : ज्योतिष,category : horoscope,0-0 1-1 2-2,0-0 1-1 2-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इनमें सलामत रहो तथा वो जब याद आये -LRB- लता मंगेशकर के साथ -RRB- उल्लेखनीय है ।,be safe with this and when you remember -lrb- latha mangeshkar -rrb-,3-4 5-5 6-7 8-8 9-9 10-10 12-2 13-11,2-0 12-2 1-3 3-4 5-5 6-7 8-8 7-9 9-9 10-10 14-10 13-11,0 4 11 15 16,1 6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आज हिन्दी विकिपीडिया मे करीब लेख है ।,there are about articles in hindi wikipedia .,1-5 2-6 5-3 7-7,0-0 4-2 3-3 4-3 5-3 3-4 1-5 2-6 6-7 7-7,,1
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",एक बहुत बड़े अनुपात में बच्चे माध्यमिक विद्यालयों में शिक्षा ग्रहण कर रहे हैं ।,in vary large ratio children are taking education in middle school .,1-1 2-2 3-3 4-0 8-8 9-7 10-6 13-5 14-11,4-0 0-1 1-1 2-2 3-3 5-4 13-5 10-6 11-6 9-7 8-8 6-9 7-10 14-11,12,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",निम्न लिखित दिल्ली के जिलों और उपजिलों की सूची है : -,the following is the list of districts and sub-districts of delhi,2-10 3-9 4-6 5-7 6-8 7-5 8-4 9-2,1-0 0-1 9-2 7-3 8-4 7-5 4-6 5-7 6-8 3-9 2-10,10 11,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राम साध्य है साधन नहीं - प्रोफ़ेसर महावीर सरन जैन,ram is possible &#44; resourceless - professor mahaveer saran jain,0-0 1-4 2-1 5-5 6-6 7-7 8-8 9-9,0-0 2-1 1-2 1-3 1-4 3-4 4-4 5-5 6-6 7-7 8-8 9-9,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",शाहजहाँ का शासनकाल स्थापत्य कला के लिए याद किया जाता है ।,shahjahan &amp;apos;s reign is remembered for its architectural art .,0-0 1-1 2-2 3-7 4-8 6-5 7-4 10-3 11-9,0-0 1-1 2-2 10-3 7-4 8-4 9-4 5-5 6-5 2-6 3-7 4-8 11-9,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उच्च सदन या विधान परिषद के सदस्यों का चुनाव अप्रत्यक्ष ढंग से ६ वर्षों के लिए होता है ।,election for the members of upper house or legislative council is indirect way for 6 years .,0-5 1-6 2-7 3-8 4-9 5-4 9-11 12-14 13-15 15-13 17-10 18-16,7-1 5-2 6-3 5-4 0-5 1-6 2-7 3-8 4-9 17-10 8-11 9-11 10-11 16-11 10-12 11-12 14-13 15-13 12-14 13-15 18-16,,0
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राजकीय पॉलिटेकनिक संस्थान-पटना मुजफ्फरपुर दरभंगा सहरसा पूर्णिया गया भागलपुर मोतिहारी,state polytchnic institute &#44; patna &#44; muzaffarpur &#44; darbhanga &#44; purnea &#44; gaya . bhagalpur &#44; motihari,1-1 3-6 4-8 8-14 9-16,0-0 0-1 1-1 2-1 1-2 2-3 2-4 3-5 3-6 6-7 4-8 5-10 7-12 7-13 8-14 9-15 9-16,,9 11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",स्थापत्य,architecture,0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राज घाट में राष्ट्रपिता महात्मा गाँधी तथा निकट ही अन्य बड़े व्यक्तियों की समाधियां हैं ।,there are tombs of mahatma gandhi and other important leaders at raj ghat .,0-11 1-12 4-4 5-5 6-6 9-7 12-3 13-2 14-1 15-13,14-1 10-2 11-2 13-2 12-3 4-4 5-5 6-6 9-7 2-10 0-11 1-12 15-13,3 7 8,0 8 9
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",चक्के पे चक्का - बच्चो का गीत,children song- six on sixes,0-4,0-1 0-2 1-3 0-4 1-4 2-4 3-4 4-4 5-4 6-4,,0
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इस मिनार को स़ूफी संत कुतुबुद्दीन बख्तियार काकी की स्मृति में बनवाया गया था ।,this tower was built in the memory of sufi sage quthabudin bakthiar kaki .,0-0 7-12 8-7 9-6 10-4 11-3 14-13,0-0 1-1 13-2 11-3 12-3 13-3 10-4 8-5 9-6 8-7 7-9 2-10 3-10 7-10 4-11 5-11 7-11 6-12 7-12 14-13,,8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",तुलसीदासजी उस अद्भुत छविको निहार कर शरीर की सुधि ही भूल गये ।,tulasidassji admiring the addhut rotate image to the body remember the forgotten,0-0 4-4,0-0 1-1 7-2 2-3 3-3 3-4 4-4 5-4 6-4 4-5 5-6 8-9 9-10 10-11,11 12,7 8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कुछ अत्यंत महत्त्वपूर्ण इमारतों में राष्ट्रपति भवन केन्द्रीय सचिवालय राजपथ संसद भवन और विजय चौक आते हैं ।,some most important buildings are rashtrapati bhavan &#44; central secretariat &#44; rajpat &#44; parliament and vijay chowk .,0-0 2-2 3-3 6-6 7-8 8-9 9-11 10-13 12-14 13-15 14-16 17-17,0-0 1-1 2-2 3-3 3-4 5-5 6-5 6-6 7-8 8-9 9-11 10-13 12-14 13-15 14-16 17-17,4 11 15 16,7 10 12
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हनुमान का नामकरण,naming hanumana,0-1 2-0,2-0 0-1 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसमें विश्व के किसी भी नवीनतम नगर से होड़ लेने की क्षमता है ।,it has capacity to compete with any of the new city in the world .,1-13 2-7 8-4 11-2 13-14,12-1 10-2 11-2 9-3 4-4 5-4 6-4 8-4 9-4 7-5 8-5 3-6 8-6 2-7 2-8 0-11 0-12 1-13 13-14,,0 9 10
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आज इन नदियों में नगर का अधिकतर मैला ही गिरता है ।,today &#44; most of these rivers muddy the city falls,0-0 1-4 2-5 5-3 7-6,0-0 6-2 5-3 1-4 2-5 7-6 8-6 9-6 6-7 4-8 10-9,3 11,1
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उस समय रफ़ी हज के लिए गए हुए थे ।,at that time rafiq had gone to haj,1-2 2-3 3-7,0-0 0-1 0-2 1-2 2-3 3-4 3-5 6-5 7-5 8-5 9-5 4-6 5-6 3-7,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली से प्रकाशित समाचार पत्र,newspaper published from delhi,0-3 1-2 2-1 3-0,3-0 4-0 2-1 1-2 0-3,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",ये गर्मी का मुख्य अंग हैं ।,this is the main part of summer .,0-0 1-6 2-5 3-3 4-4 5-1 6-7,0-0 5-1 2-2 3-3 4-4 2-5 1-6 6-7,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",लेकिन इससे रफ़ी को स्थानीय ख्याति के अतिरिक्त और कुछ नहीं मिला ।,but he got only local fame and nothing else .,0-0 4-4 5-5 8-6 12-9,0-0 3-2 5-3 4-4 5-5 8-6 7-7 9-7 10-7 11-7 1-8 12-9,2 6,1
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आज दिल्ली भारत की एक प्रमुख राजनैतिक सास्कृतिक एवं वाणिज्यिक केन्द्र है ।,today delhi is india &amp;apos;s important political &#44; cultural and commercial center .,0-0 1-1 2-3 3-4 5-5 6-6 7-8 8-9 9-10 10-11 11-2 12-12,0-0 1-1 11-2 2-3 3-4 4-5 5-5 6-6 7-7 7-8 8-9 9-10 10-11 12-12,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जय बिहार -LRB- अंग्रेजी में समाचार-विचार का पोर्टल -RRB-,jai bihar -lrb- in english &#44; samachar-vichar &amp;apos;s portal -rrb-,0-0 1-1 2-2 3-4 4-3 5-6 6-7 7-8 8-9,0-0 1-1 2-2 4-3 3-4 5-6 6-7 7-8 8-9,,5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार के विश्वविद्यालय,university of bihar,0-2 1-1 2-0,2-0 1-1 0-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",पुरानी दिल्ली १६३८ के बाद मुग़ल सम्राटों की राजधानी रही ।,old delhi was the capital of mugal empire after 1638 .,0-0 1-1 2-9 4-8 5-6 7-5 8-4 10-10,0-0 1-1 7-3 8-4 7-5 5-6 6-7 3-8 4-8 2-9 9-9 10-10,,2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",वसंत विहार नजफगढ़ दिल्ली छावनी,vansant vihar &#44; najpahd &#44; delhi area .,0-0 1-1 2-3 3-5,0-0 1-1 2-3 4-4 3-5 4-6 4-7,,2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसमें नई दिल्ली सम्मिलित है जो ऐतिहासिक पुरानी दिल्ली के बाद बसा था ।,it includes new delhi after the historic old delhi is situated,1-2 2-3 3-1 4-9 6-6 7-7 8-8 10-4 11-10,0-0 0-1 3-1 1-2 2-3 10-4 5-5 9-5 6-6 7-7 8-8 4-9 11-10,12 13,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",और पश्चिमी ओर रिज क्षेत्र है ।,and east side is reej sector .,0-0 1-1 2-2 3-4 5-3 6-6,0-0 1-1 2-2 5-3 3-4 3-5 4-5 6-6,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यहाँ से मौर्य वंश गुप्त वंश तथा अन्य कई राजवंशो ने देश के अधिकतर हिस्सों पर राज किया ।,. maurya dynasty &#44; gupta dynasty and other dynasties has ruled in most of the parts of country .,2-1 3-2 4-4 5-5 6-6 7-7 9-8 11-17 12-13 18-18,0-0 2-1 3-2 4-4 5-5 6-6 7-7 8-8 9-8 9-9 10-9 9-10 12-11 13-12 12-13 13-14 14-15 13-16 11-17 18-18,1 15 16 17,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",सर जो तेरा चकराए -LRB- प्यासा - 1957 -RRB- हास्य गीत,sar jo tera chakraye -lrb- pyasa-1957 -rrb- &#44; comedy song,2-2 3-3 4-4 5-5 8-6 9-8 10-9,0-0 1-1 2-2 3-3 4-4 5-5 6-5 7-5 8-6 9-8 10-9,,7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जबकि अन्य 40 % भिन्न भाषाओं में है ।,the other 40 % is in different languages,0-0 1-1 2-2 3-3 4-6 5-7 6-5 7-4,0-0 1-1 2-2 3-3 7-4 8-4 6-5 4-6 5-7,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली सीज़्मिक क्षेत्र-IV में आने से इसे बड़े भूकम्पों का संभावी बनाती है ।,delhi comes under seismic field-iv &#44; because of this there a big chance of coming earthquake,0-0 2-3 9-7,0-0 2-1 2-2 3-2 1-3 2-3 4-3 2-4 5-4 6-4 7-4 8-4 10-6 9-7 13-15,11 12,5 8 9 10 11 12 13 14
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",काशी में शेषसनातन जी के पास रहकर तुलसीदास ने पन्द्रह वर्ष तक वेद-वेदांग का अध्ययन किया ।,in kashi &#44; staying with sheshsanatan ji &#44; tulasidas studied ved-vedanga for fifteen years .,0-1 1-0 2-5 7-8 10-13 12-10 16-14,1-0 0-1 2-3 2-4 2-5 3-5 3-6 8-7 7-8 12-9 11-10 12-10 13-10 14-10 15-10 12-11 9-12 10-13 16-14,4 5 6,2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मजहरुल हक़ अरबी-फ़ारसी विश्वविद्यालय पटना,mazharul haque arabi-farsi university patna,0-0 2-2 3-3 4-4,0-0 1-1 2-2 3-3 4-4,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",१९०१ में ४ लाख की जनसंख्या के साथ दिल्ली एक छोटा नगर था ।,in 1901 delhi was a small city with a population of 4 lacs .,0-1 1-0 2-11 3-12 4-10 5-9 7-7 8-2 9-4 10-5 11-6 12-3 13-13,1-0 0-1 8-2 12-3 9-4 10-5 11-6 7-7 5-9 4-10 2-11 3-12 13-13,6,8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार के प्रसिद्ध व्यक्ति,famous person of bihar,0-3 1-2 2-0 3-1,2-0 3-1 1-2 0-3,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",श्रेणी : तुलसीदास,notes : tulsi das,0-0 1-1 2-2,0-0 1-1 2-2 2-3,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",शादी विवाह के दौरान ही प्रदेश की सांस्कृतिक प्रचुरता स्पष्ट होती है ।,rich culture of the area is evident during marriages .,1-8 6-3 11-5 12-9,7-1 6-2 6-3 5-4 11-5 8-6 3-7 0-8 1-8 12-9,2 4 9 10,0
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार का ऐतिहासिक नाम मगध है ।,bihar &amp;apos;s historical name is magath .,0-0 1-1 2-2 3-3 4-5 5-4 6-6,0-0 1-1 2-2 3-3 5-4 4-5 6-6,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",वे बड़े ही सुन्दर श्याम और गौर वर्ण के थे ।,those characters look black and beautiful,3-5 5-4 6-1,6-0 6-1 7-1 8-1 6-2 6-3 5-4 2-5 3-5 4-5,0 1 9 10,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली अपनी अधिकतम वर्षा जुलाई-अगस्त माह में मानसून से पाता है ।,delhi gets its maximum rainfall in july to august from the monsoon,0-0 1-2 2-3 3-4 6-5 7-11,0-0 1-2 2-3 3-4 6-5 4-6 7-11 8-11 9-11 10-11 11-11,5,1 7 8 9 10
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1979 - मेरे दोस्त किस्सा ये -LRB- फिल्म - दोस्ताना -RRB-,1979- mere dost kissa ye -lrb- film- dostana -rrb-,0-0 2-1 3-2 4-3 6-5 9-7 10-8,0-0 1-0 2-1 3-2 4-3 4-4 5-4 6-5 7-6 8-6 9-7 10-8,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",ब्रह्मा उन सबको लेकर वायुदेव के पास गये ।,brahma took all of them and went to vayudevata,0-0 2-8 5-3,0-0 5-3 2-4 2-5 2-6 3-7 1-8 2-8 3-8 4-8,6 7 8,1 2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1977 - क्या हुआ तेरा वादा -LRB- फ़िल्म - हम किसी से कम नहीं -RRB- -विजित,1977 - what happened to your promise -lrb- film - hum kissi se kam nahi -rrb-,0-0 1-1 2-2 6-7 7-8 8-9 9-10 14-15 15-11,0-0 1-1 2-2 2-3 3-3 4-5 5-6 6-7 7-8 8-9 9-10 10-11 15-11 11-12 12-13 13-14 14-15,,4
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",अंग्रेजों से १९४७ में स्वतंत्रता प्राप्त कर नई दिल्ली को भारत की राजधानी घोषित किया गया ।,after got independence from britishers in 1947 &#44; new delhi was declared as capital of india .,0-4 1-3 2-6 3-5 7-8 8-9 10-15 11-14 12-13 13-11 16-16,1-3 0-4 3-5 2-6 4-6 5-6 6-6 7-8 8-9 15-10 13-11 14-11 15-11 13-12 12-13 11-14 10-15 16-16,9,0 1 2 7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",केंद्रीय औषधीय शिक्षा एवं शोध संस्थान -LRB- नाइपर -RRB- हाजीपुर,entral medical education and research institute -lrb- naipar -rrb- &#44; hajipur,0-0 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-10,0-0 1-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 9-10,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",श्रीरामजी ने उसपर अपने हस्ताक्षर कर दिये और तुलसीदासजी को निर्भय कर दिया ।,sri rama put his signature on that and made extinguished tulasidas &amp;apos; fear -pipe-,3-3 4-4 7-7 8-10 10-9 13-13,0-0 0-1 1-1 2-2 3-3 4-4 7-7 10-8 9-9 10-9 11-9 12-9 8-10 13-13,5 6,5 6 11 12
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हाल ही में बी आर टी की सेवा अंबेडकर नगर और दिल्ली गेट के बीच आरंभ हुई है ।,recently b.r.t &amp;apos;s service has started in between ambedkar nagar and delhi gate .,0-0 6-2 7-3 8-8 9-9 10-10 11-11 12-12 14-7 18-13,0-0 1-0 2-0 3-1 4-1 5-1 6-2 7-3 8-4 15-5 13-7 14-7 8-8 9-9 10-10 11-11 12-12 18-13,16 17,6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उन्होने पुस्तक चुरानेके लिये दो चोर भेजे ।,he sent two thieves to steal the book,1-7 5-5,0-0 4-2 5-3 5-4 3-5 4-5 5-5 6-5 7-5 2-6 1-7,,1
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",१९११ में अंग्रेजी सरकार ने फैसला किया कि राजधानी को वापस दिल्ली लाया जाए ।,in 1911 &#44; the british government has decided that capital should bring back to delhi .,0-1 1-0 2-4 3-5 4-6 5-7 7-8 8-9 10-12 11-14 12-11 13-10 14-15,1-0 0-1 2-4 3-5 4-6 5-7 6-7 7-8 8-9 13-10 12-11 10-12 9-13 10-13 11-14 14-15,,2 3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",ये देश है वीर जवानों का देशभक्ति गीत,this country belongs to great warriors &#44; patriotic song,0-0 1-1 6-7 7-8,0-0 1-1 2-2 4-3 6-6 6-7 7-8,3 5,4 5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उत्तरी बिहार बागमती कोशी बूढी गंडक गंडक घाघरा और उनकी सहायक नदियों का समतल मैदान है ।,norther bihar is plain of baghmati &#44; koshi &#44; budhi gandak &#44; gandak &#44; ghaghra and supporting rivers .,1-1 2-0 5-10 6-12 7-14 8-15 11-17 16-18,0-0 2-0 1-1 2-2 2-3 3-5 3-6 3-7 3-8 4-9 5-10 6-12 7-14 8-15 10-16 11-17 16-18,9 12 13 14 15,4 11 13
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार - सांस्कृतिक परिचय एवं अन्य सामग्री,bihar : cultural introduction and other materials .,0-0 1-1 2-2 3-3 4-4 5-5 6-6,0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-7,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",गोस्वामीजी ने बजरंगबली हनुमानजी का ध्यान किया ।,goswamiji did the meditation of hanumanji .,0-0 3-5 4-4 7-6,0-0 1-0 2-1 4-2 5-3 4-4 3-5 7-6,6,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आज मेरे यार की शादी है - विवाह गीत,today is my friends wedding- wedding song,0-0 1-2 2-4 5-1 7-5 8-6,0-0 5-1 1-2 2-3 2-4 3-4 4-4 6-4 7-5 8-6,,
