Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कलिधर्माधर्म निरुपण,kalidharmadharm representation,0-0,0-0 1-0 1-1,,,6732.0,,1395278400938.0,0-0,unchanged,1395278394206.0,Submit,0-0 1-1,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कलिधर्माधर्म निरुपण,kalidharmadharm representation,0-0,0-0 1-0 1-1,,,9069.0,,1395286575593.0,0-0,unchanged,1395286566524.0,Submit,0-0 1-1,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके अधीन आने वाला कार्यक्षेत्र एन डी एम सी क्षेत्र कहलाता है ।,come under the scope kshatre ndmc is called in thi name .,1-1 6-5 11-6 12-11,2-0 1-1 0-2 4-3 5-4 9-4 5-5 6-5 7-5 8-5 10-5 11-6 10-7 12-11,3,8 9 10,109505.0,,1395385556938.0,1-1 3-1 4-4 5-5 6-5 7-5 8-5 9-4 10-7 11-6 12-11,0,1395385447433.0,Submit,1-1 2-0 4-3 11-6 12-11,8 9 10
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके अधीन आने वाला कार्यक्षेत्र एन डी एम सी क्षेत्र कहलाता है ।,come under the scope kshatre ndmc is called in thi name .,1-1 6-5 11-6 12-11,2-0 1-1 0-2 4-3 5-4 9-4 5-5 6-5 7-5 8-5 10-5 11-6 10-7 12-11,3,8 9 10,348356.0,,1395290697535.0,1-1 1-2 6-5 11-6 12-11,,1395290349179.0,Submit,0-8 0-9 0-10 1-1 1-3 2-0 3-0 4-4 5-5 6-5 7-5 8-5 9-4 10-7 11-6 12-11,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हिन्दी में वीकिपीडिया की शुरुआत जुलाई 2003 में हुई थी ।,in hindi wikipedia started in july 2003 .,0-1 1-0 5-5 6-6 7-4 10-7,1-0 0-1 2-2 7-4 5-5 4-6 6-6 8-6 9-6 10-7,3,3,28456.0,,1395335321775.0,0-1 1-0 5-5 6-6 7-4 8-3 9-3 10-7,3,1395335293319.0,Submit,0-1 1-0 2-2 4-3 5-5 6-6 7-4 10-7,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हिन्दी में वीकिपीडिया की शुरुआत जुलाई 2003 में हुई थी ।,in hindi wikipedia started in july 2003 .,0-1 1-0 5-5 6-6 7-4 10-7,1-0 0-1 2-2 7-4 5-5 4-6 6-6 8-6 9-6 10-7,3,3,68563.0,,1395237446684.0,0-1 1-0 5-5 6-6 7-4 8-4 9-4 10-7,3,1395237378121.0,Submit,0-1 1-0 2-2 4-3 5-5 6-6 7-4 10-7,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बालक रामबोला की बुद्धि बड़ी प्रखर थी ।,child rambola was very intelligent .,1-1 6-2 7-5,0-0 0-1 1-1 2-1 3-1 4-1 5-1 6-2 7-5,,3 4,43529.0,,1395304546276.0,1-1 3-4 5-4 6-2 7-5,2,1395304502747.0,Submit,0-0 1-1 4-3 6-2 7-5,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बालक रामबोला की बुद्धि बड़ी प्रखर थी ।,child rambola was very intelligent .,1-1 6-2 7-5,0-0 0-1 1-1 2-1 3-1 4-1 5-1 6-2 7-5,,3 4,42610.0,,1395304196201.0,1-1 2-1 3-4 6-2 7-5,,1395304153591.0,Submit,0-0 1-1 4-3 5-4 6-2 7-5,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रफ़ी - लता मंगेशकर के साथ,rafi-along with latha mangeshkar,0-0 2-2 3-3 5-1,0-0 1-0 4-0 5-1 2-2 3-3,,,30559.0,,1395290029058.0,unchanged,,1395289998499.0,Submit,unchanged,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रफ़ी - लता मंगेशकर के साथ,rafi-along with latha mangeshkar,0-0 2-2 3-3 5-1,0-0 1-0 4-0 5-1 2-2 3-3,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",सरस्वती विहार नरेला मॉडल टाउन,saraswati vihar &#44; narela model town,0-0 1-1 2-3 0-0 1-1 2-3 0-0 1-1 2-3,0-0 1-1 2-2 2-3 3-3 4-3 3-4 4-5,,,16715.0,,1395283007353.0,0-0 1-1 2-3,,1395282990638.0,Submit,0-0 1-1 2-3 3-4 4-5,2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",सरस्वती विहार नरेला मॉडल टाउन,saraswati vihar &#44; narela model town,0-0 1-1 2-3 0-0 1-1 2-3 0-0 1-1 2-3,0-0 1-1 2-2 2-3 3-3 4-3 3-4 4-5,,,18954.0,,1395286172280.0,0-0 1-1 2-3,,1395286153326.0,Submit,0-0 1-1 2-3 3-4 4-5,2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हिन्दी अभिनेता,hindi actors,0-0 1-1,0-0 1-1,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हिन्दी अभिनेता,hindi actors,0-0 1-1,0-0 1-1,,,,Nicely done by computer,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",श्रेणी : ज्योतिष,category : horoscope,0-0 1-1 2-2,0-0 1-1 2-2,,,44752.0,,1395275105107.0,1-1 2-2,unchanged,1395275060355.0,Submit,0-0 1-1 2-2,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",श्रेणी : ज्योतिष,category : horoscope,0-0 1-1 2-2,0-0 1-1 2-2,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इनमें सलामत रहो तथा वो जब याद आये -LRB- लता मंगेशकर के साथ -RRB- उल्लेखनीय है ।,be safe with this and when you remember -lrb- latha mangeshkar -rrb-,3-4 5-5 6-7 8-8 9-9 10-10 12-2 13-11,2-0 12-2 1-3 3-4 5-5 6-7 8-8 7-9 9-9 10-10 14-10 13-11,0 4 11 15 16,1 6,232613.0,,1395416771661.0,2-0 3-4 5-5 6-7 7-7 8-8 9-9 10-10 11-2 12-2 13-11 14-10,0 4 15 16,1395416539048.0,Submit,3-4 5-5 6-7 8-8 9-9 10-10 12-2 13-11,1 3 6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इनमें सलामत रहो तथा वो जब याद आये -LRB- लता मंगेशकर के साथ -RRB- उल्लेखनीय है ।,be safe with this and when you remember -lrb- latha mangeshkar -rrb-,3-4 5-5 6-7 8-8 9-9 10-10 12-2 13-11,2-0 12-2 1-3 3-4 5-5 6-7 8-8 7-9 9-9 10-10 14-10 13-11,0 4 11 15 16,1 6,173882.0,,1395426671367.0,2-0,4 5 7 11 12,1395426497485.0,Submit,1-1 3-4 6-7 8-8 9-9 10-10 13-11,2 3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आज हिन्दी विकिपीडिया मे करीब लेख है ।,there are about articles in hindi wikipedia .,1-5 2-6 5-3 7-7,0-0 4-2 3-3 4-3 5-3 3-4 1-5 2-6 6-7 7-7,,1,100692.0,,1395303924461.0,1-5 2-6 4-2 5-3 6-0 7-7,0,1395303823769.0,Submit,1-5 2-6 3-4 5-3 6-1 7-7,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आज हिन्दी विकिपीडिया मे करीब लेख है ।,there are about articles in hindi wikipedia .,1-5 2-6 5-3 7-7,0-0 4-2 3-3 4-3 5-3 3-4 1-5 2-6 6-7 7-7,,1,106693.0,,1395313830797.0,1-5 2-6 5-3 7-7,0,1395313724104.0,Submit,1-5 2-6 3-4 4-2 5-3 6-1 7-7,0
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",एक बहुत बड़े अनुपात में बच्चे माध्यमिक विद्यालयों में शिक्षा ग्रहण कर रहे हैं ।,in vary large ratio children are taking education in middle school .,1-1 2-2 3-3 4-0 8-8 9-7 10-6 13-5 14-11,4-0 0-1 1-1 2-2 3-3 5-4 13-5 10-6 11-6 9-7 8-8 6-9 7-10 14-11,12,,51156.0,,1395317185012.0,1-1 2-2 3-3 4-0 8-8 9-7 10-6 11-6 12-6 13-5 14-11,0,1395317133856.0,Submit,1-1 2-2 3-3 4-0 5-4 6-9 7-10 8-8 9-7 10-6 13-5 14-11,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",एक बहुत बड़े अनुपात में बच्चे माध्यमिक विद्यालयों में शिक्षा ग्रहण कर रहे हैं ।,in vary large ratio children are taking education in middle school .,1-1 2-2 3-3 4-0 8-8 9-7 10-6 13-5 14-11,4-0 0-1 1-1 2-2 3-3 5-4 13-5 10-6 11-6 9-7 8-8 6-9 7-10 14-11,12,,52166.0,,1395390181353.0,1-1 2-2 3-3 4-0 8-8 9-7 10-6 11-6 13-5 14-11,unchanged,1395390129187.0,Submit,1-1 2-2 3-3 4-0 5-4 6-9 7-10 8-8 9-7 10-6 13-5 14-11,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",निम्न लिखित दिल्ली के जिलों और उपजिलों की सूची है : -,the following is the list of districts and sub-districts of delhi,2-10 3-9 4-6 5-7 6-8 7-5 8-4 9-2,1-0 0-1 9-2 7-3 8-4 7-5 4-6 5-7 6-8 3-9 2-10,10 11,,87403.0,,1395328013137.0,0-0 0-1 1-0 1-1 2-10 3-9 4-6 5-7 6-8 7-3 7-5 8-4 9-2,unchanged,1395327925734.0,Submit,2-10 3-9 4-6 5-7 6-8 7-5 8-4 9-2,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",निम्न लिखित दिल्ली के जिलों और उपजिलों की सूची है : -,the following is the list of districts and sub-districts of delhi,2-10 3-9 4-6 5-7 6-8 7-5 8-4 9-2,1-0 0-1 9-2 7-3 8-4 7-5 4-6 5-7 6-8 3-9 2-10,10 11,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राम साध्य है साधन नहीं - प्रोफ़ेसर महावीर सरन जैन,ram is possible &#44; resourceless - professor mahaveer saran jain,0-0 1-4 2-1 5-5 6-6 7-7 8-8 9-9,0-0 2-1 1-2 1-3 1-4 3-4 4-4 5-5 6-6 7-7 8-8 9-9,,,79887.0,,1395303647850.0,0-0 1-3 2-1 3-4 4-4 5-5 6-6 7-7 8-8 9-9,unchanged,1395303567963.0,Submit,0-0 1-2 2-1 5-5 6-6 7-7 8-8 9-9,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राम साध्य है साधन नहीं - प्रोफ़ेसर महावीर सरन जैन,ram is possible &#44; resourceless - professor mahaveer saran jain,0-0 1-4 2-1 5-5 6-6 7-7 8-8 9-9,0-0 2-1 1-2 1-3 1-4 3-4 4-4 5-5 6-6 7-7 8-8 9-9,,,128721.0,,1395306569351.0,0-0 1-2 2-1 4-4 5-5 6-6 7-7 8-8 9-9,,1395306440630.0,Submit,0-0 2-1 3-4 5-5 6-6 7-7 8-8 9-9,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",शाहजहाँ का शासनकाल स्थापत्य कला के लिए याद किया जाता है ।,shahjahan &amp;apos;s reign is remembered for its architectural art .,0-0 1-1 2-2 3-7 4-8 6-5 7-4 10-3 11-9,0-0 1-1 2-2 10-3 7-4 8-4 9-4 5-5 6-5 2-6 3-7 4-8 11-9,,,24605.0,,1395317329614.0,0-0 1-1 2-2 2-6 3-7 4-8 5-5 6-5 7-4 8-4 9-4 10-3 11-9,unchanged,1395317305009.0,Submit,0-0 1-1 2-2 3-7 4-8 6-5 7-4 10-3 11-9,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",शाहजहाँ का शासनकाल स्थापत्य कला के लिए याद किया जाता है ।,shahjahan &amp;apos;s reign is remembered for its architectural art .,0-0 1-1 2-2 3-7 4-8 6-5 7-4 10-3 11-9,0-0 1-1 2-2 10-3 7-4 8-4 9-4 5-5 6-5 2-6 3-7 4-8 11-9,,,29677.0,,1395335005697.0,0-0 1-1 2-2 3-7 4-8 5-5 6-5 7-4 8-4 9-4 10-3 11-9,,1395334976020.0,Submit,0-0 1-1 2-2 3-7 4-8 6-5 7-4 10-3 11-9,6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उच्च सदन या विधान परिषद के सदस्यों का चुनाव अप्रत्यक्ष ढंग से ६ वर्षों के लिए होता है ।,election for the members of upper house or legislative council is indirect way for 6 years .,0-5 1-6 2-7 3-8 4-9 5-4 9-11 12-14 13-15 15-13 17-10 18-16,7-1 5-2 6-3 5-4 0-5 1-6 2-7 3-8 4-9 17-10 8-11 9-11 10-11 16-11 10-12 11-12 14-13 15-13 12-14 13-15 18-16,,0,201723.0,,1395295982531.0,0-5 1-6 2-7 3-8 4-9 5-4 6-2 9-11 11-12 12-14 13-15 14-13 15-13 16-10 17-10 18-16,,1395295780808.0,Submit,0-5 1-6 2-7 3-8 4-9 5-4 6-3 7-1 8-0 9-11 10-12 12-14 13-15 15-13 17-10 18-16,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उच्च सदन या विधान परिषद के सदस्यों का चुनाव अप्रत्यक्ष ढंग से ६ वर्षों के लिए होता है ।,election for the members of upper house or legislative council is indirect way for 6 years .,0-5 1-6 2-7 3-8 4-9 5-4 9-11 12-14 13-15 15-13 17-10 18-16,7-1 5-2 6-3 5-4 0-5 1-6 2-7 3-8 4-9 17-10 8-11 9-11 10-11 16-11 10-12 11-12 14-13 15-13 12-14 13-15 18-16,,0,129480.0,,1395353589485.0,0-5 1-6 2-7 3-8 4-9 5-4 6-3 7-1 9-11 10-12 11-12 12-14 13-15 14-13 15-13 16-11 17-10 18-16,,1395353460005.0,Submit,0-5 1-6 2-7 3-8 4-9 5-4 8-0 9-11 12-14 13-15 15-13 17-10 18-16,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राजकीय पॉलिटेकनिक संस्थान-पटना मुजफ्फरपुर दरभंगा सहरसा पूर्णिया गया भागलपुर मोतिहारी,state polytchnic institute &#44; patna &#44; muzaffarpur &#44; darbhanga &#44; purnea &#44; gaya . bhagalpur &#44; motihari,1-1 3-6 4-8 8-14 9-16,0-0 0-1 1-1 2-1 1-2 2-3 2-4 3-5 3-6 6-7 4-8 5-10 7-12 7-13 8-14 9-15 9-16,,9 11,82334.0,,1395312126681.0,1-1 3-6 4-8 8-14 9-16,5,1395312044347.0,Submit,0-0 1-1 2-2 2-4 3-6 4-8 6-10 7-12 8-14 9-16,3 5 7 9 11 13 15
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राजकीय पॉलिटेकनिक संस्थान-पटना मुजफ्फरपुर दरभंगा सहरसा पूर्णिया गया भागलपुर मोतिहारी,state polytchnic institute &#44; patna &#44; muzaffarpur &#44; darbhanga &#44; purnea &#44; gaya . bhagalpur &#44; motihari,1-1 3-6 4-8 8-14 9-16,0-0 0-1 1-1 2-1 1-2 2-3 2-4 3-5 3-6 6-7 4-8 5-10 7-12 7-13 8-14 9-15 9-16,,9 11,63012.0,,1395373593984.0,1-1 2-3 2-4 3-6 4-8 8-14 9-16,,1395373530972.0,Submit,0-0 1-1 2-2 3-6 4-8 6-10 7-12 8-14 9-16,5 7 9 11 13 15
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",स्थापत्य,architecture,0-0,0-0,,,,Nicely done by computer,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",स्थापत्य,architecture,0-0,0-0,,,2876.0,,1395275241570.0,,unchanged,1395275238694.0,Submit,0-0,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राज घाट में राष्ट्रपिता महात्मा गाँधी तथा निकट ही अन्य बड़े व्यक्तियों की समाधियां हैं ।,there are tombs of mahatma gandhi and other important leaders at raj ghat .,0-11 1-12 4-4 5-5 6-6 9-7 12-3 13-2 14-1 15-13,14-1 10-2 11-2 13-2 12-3 4-4 5-5 6-6 9-7 2-10 0-11 1-12 15-13,3 7 8,0 8 9,174346.0,,1395418540527.0,0-11 1-12 4-4 5-5 6-6 9-7 13-2 14-1 15-13,3 7 8,1395418366181.0,Submit,0-11 1-12 2-10 4-4 5-5 6-6 9-7 10-8 11-9 12-3 13-2 14-1 15-13,0
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राज घाट में राष्ट्रपिता महात्मा गाँधी तथा निकट ही अन्य बड़े व्यक्तियों की समाधियां हैं ।,there are tombs of mahatma gandhi and other important leaders at raj ghat .,0-11 1-12 4-4 5-5 6-6 9-7 12-3 13-2 14-1 15-13,14-1 10-2 11-2 13-2 12-3 4-4 5-5 6-6 9-7 2-10 0-11 1-12 15-13,3 7 8,0 8 9,175179.0,,1395405958688.0,0-0 0-11 1-12 3-4 4-4 5-5 6-6 7-7 8-7 9-7 12-3 13-2 14-1 15-13,unchanged,1395405783509.0,Submit,0-11 1-12 2-10 4-4 5-5 6-6 9-7 10-8 11-9 12-3 13-2 14-1 15-13,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",चक्के पे चक्का - बच्चो का गीत,children song- six on sixes,0-4,0-1 0-2 1-3 0-4 1-4 2-4 3-4 4-4 5-4 6-4,,0,45582.0,,1395283662449.0,0-4,,1395283616867.0,Submit,0-4 1-3 2-2 4-0 6-1,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",चक्के पे चक्का - बच्चो का गीत,children song- six on sixes,0-4,0-1 0-2 1-3 0-4 1-4 2-4 3-4 4-4 5-4 6-4,,0,94770.0,,1395290493371.0,0-4,3 5,1395290398601.0,Submit,0-4 1-3 2-2 4-0 6-1,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इस मिनार को स़ूफी संत कुतुबुद्दीन बख्तियार काकी की स्मृति में बनवाया गया था ।,this tower was built in the memory of sufi sage quthabudin bakthiar kaki .,0-0 7-12 8-7 9-6 10-4 11-3 14-13,0-0 1-1 13-2 11-3 12-3 13-3 10-4 8-5 9-6 8-7 7-9 2-10 3-10 7-10 4-11 5-11 7-11 6-12 7-12 14-13,,8,70073.0,,1395325545471.0,0-0 7-12 8-7 9-6 10-4 11-3 12-3 13-2 14-13,2,1395325475398.0,Submit,0-0 1-1 3-8 4-9 5-10 6-11 7-12 8-7 9-6 10-4 11-3 14-13,5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इस मिनार को स़ूफी संत कुतुबुद्दीन बख्तियार काकी की स्मृति में बनवाया गया था ।,this tower was built in the memory of sufi sage quthabudin bakthiar kaki .,0-0 7-12 8-7 9-6 10-4 11-3 14-13,0-0 1-1 13-2 11-3 12-3 13-3 10-4 8-5 9-6 8-7 7-9 2-10 3-10 7-10 4-11 5-11 7-11 6-12 7-12 14-13,,8,132477.0,,1395336124785.0,0-0 1-1 7-12 8-7 9-6 10-4 11-3 12-2 13-2 14-13,,1395335992308.0,Submit,0-0 3-8 4-9 5-10 6-11 7-12 8-7 9-6 10-4 11-3 14-13,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",तुलसीदासजी उस अद्भुत छविको निहार कर शरीर की सुधि ही भूल गये ।,tulasidassji admiring the addhut rotate image to the body remember the forgotten,0-0 4-4,0-0 1-1 7-2 2-3 3-3 3-4 4-4 5-4 6-4 4-5 5-6 8-9 9-10 10-11,11 12,7 8,295367.0,,1395381078866.0,0-0 1-3 2-2 3-4 4-5 5-1 6-7 7-6 9-9 10-10 11-11 12-11,unchanged,1395380783499.0,Submit,0-0 2-3 3-5 4-1 6-8 8-9 10-11,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",तुलसीदासजी उस अद्भुत छविको निहार कर शरीर की सुधि ही भूल गये ।,tulasidassji admiring the addhut rotate image to the body remember the forgotten,0-0 4-4,0-0 1-1 7-2 2-3 3-3 3-4 4-4 5-4 6-4 4-5 5-6 8-9 9-10 10-11,11 12,7 8,199314.0,,1395321428587.0,0-0 2-3 3-4 4-4 4-5 5-4 5-6 7-2 8-9 9-10 11-11,12,1395320707181.0,Submit,0-0 4-4 6-8 10-11,7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कुछ अत्यंत महत्त्वपूर्ण इमारतों में राष्ट्रपति भवन केन्द्रीय सचिवालय राजपथ संसद भवन और विजय चौक आते हैं ।,some most important buildings are rashtrapati bhavan &#44; central secretariat &#44; rajpat &#44; parliament and vijay chowk .,0-0 2-2 3-3 6-6 7-8 8-9 9-11 10-13 12-14 13-15 14-16 17-17,0-0 1-1 2-2 3-3 3-4 5-5 6-5 6-6 7-8 8-9 9-11 10-13 12-14 13-15 14-16 17-17,4 11 15 16,7 10 12,99134.0,,1395379528609.0,0-0 2-2 3-3 4-4 6-6 6-7 7-8 8-9 8-10 9-11 9-12 10-13 11-13 12-14 13-15 14-16 17-17,unchanged,1395379429475.0,Submit,0-0 1-1 2-2 3-3 5-5 6-6 7-8 8-9 9-11 10-13 12-14 13-15 14-16 16-4 17-17,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कुछ अत्यंत महत्त्वपूर्ण इमारतों में राष्ट्रपति भवन केन्द्रीय सचिवालय राजपथ संसद भवन और विजय चौक आते हैं ।,some most important buildings are rashtrapati bhavan &#44; central secretariat &#44; rajpat &#44; parliament and vijay chowk .,0-0 2-2 3-3 6-6 7-8 8-9 9-11 10-13 12-14 13-15 14-16 17-17,0-0 1-1 2-2 3-3 3-4 5-5 6-5 6-6 7-8 8-9 9-11 10-13 12-14 13-15 14-16 17-17,4 11 15 16,7 10 12,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हनुमान का नामकरण,naming hanumana,0-1 2-0,2-0 0-1 1-1,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हनुमान का नामकरण,naming hanumana,0-1 2-0,2-0 0-1 1-1,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसमें विश्व के किसी भी नवीनतम नगर से होड़ लेने की क्षमता है ।,it has capacity to compete with any of the new city in the world .,1-13 2-7 8-4 11-2 13-14,12-1 10-2 11-2 9-3 4-4 5-4 6-4 8-4 9-4 7-5 8-5 3-6 8-6 2-7 2-8 0-11 0-12 1-13 13-14,,0 9 10,269390.0,,1395377803475.0,1-12 1-13 2-7 2-8 2-11 4-6 8-4 9-4 10-3 11-2 12-1 13-14,,1395377534085.0,Submit,0-0 1-13 2-7 3-6 5-9 6-10 7-5 8-4 11-2 13-14,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसमें विश्व के किसी भी नवीनतम नगर से होड़ लेने की क्षमता है ।,it has capacity to compete with any of the new city in the world .,1-13 2-7 8-4 11-2 13-14,12-1 10-2 11-2 9-3 4-4 5-4 6-4 8-4 9-4 7-5 8-5 3-6 8-6 2-7 2-8 0-11 0-12 1-13 13-14,,0 9 10,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आज इन नदियों में नगर का अधिकतर मैला ही गिरता है ।,today &#44; most of these rivers muddy the city falls,0-0 1-4 2-5 5-3 7-6,0-0 6-2 5-3 1-4 2-5 7-6 8-6 9-6 6-7 4-8 10-9,3 11,1,78685.0,,1395373705453.0,0-0 1-4 2-5 5-3 7-6 8-6,3 10 11,1395373626768.0,Submit,0-0 1-4 2-5 4-8 5-3 6-2 7-6 9-9,1 7
