Title,Description,Keywords,goal1,goal2,goal3,Answer.goal1_distractor_1,Answer.goal1_distractor_2,Answer.goal1_distractor_3,Answer.goal1_distractor_4,Answer.goal1_impossible,Answer.goal1_impossible_reason,Answer.goal2_distractor_1,Answer.goal2_distractor_2,Answer.goal2_distractor_3,Answer.goal2_distractor_4,Answer.goal2_impossible,Answer.goal2_impossible_reason,Answer.goal3_distractor_1,Answer.goal3_distractor_2,Answer.goal3_distractor_3,Answer.goal3_distractor_4,Answer.goal3_impossible,Answer.goal3_impossible_reason
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",satisfy PersonX's need,develop PersonX's resources,do PersonY's work well,PersonX is not what PersonX is looking for.,PersonX has a restraining order against PersonX.,{},{},,{},PersonX does not have access to training.,PersonX is in a confined prison cell.,{},{},,{},PersonX was fired several days ago.,PersonX is not as smart as PersonY.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",leave PersonX's homes,live with PersonX's husband,tell PersonY to come,Person X is agoraphobic.,Person X is under house arrest.,{},{},,{},Person X has kids and Person X's husband is a sex offender.,Person X's husband won't let Person X move back in.,{},{},,{},Person X's phone battery is dead.,Person X is too proud to ask.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",leave PersonX's homes,live with PersonX's husband,tell PersonY to come,PersonX can't find their keys.,The door on PersonX's home is stuck.,Someone is blocking PersonX's way.,The door know has come off.,,{},PersonX's husband is abusive.,PersonX's husband has moved out and left no address.,PersonX has taken a job in another state.,{},,{},PersonY won't answer the phone.,PersonX has laryngitis.,PersonX doesn't speak the same language as PersonY.,PersonX is shy.,,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",leave PersonX's homes,live with PersonX's husband,tell PersonY to come,PersonX is on house arrest.,PersonX is still on the least for another year.,{},{},,{},PersonX has a job in another state.,PersonX's husband has a restraining order against PersonX.,{},{},,{},PersonX's girlfriend would be mad.,PersonX is shy.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",visit PersonY's family,buy a new pair,take PersonY back,PersonX is on a business trip,PersonX feels awkward going to PersonY's house after breaking up,{},{},,{},PersonX doesn't have enough money,The shoes are all sold out,{},{},,{},PersonX can never trust PersonY again,PersonX knows they need to move on,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",visit PersonY's family,buy a new pair,take PersonY back,PersonY's family is on vacation.,PersonY's family has a restraining order against PersonX.,PersonX is in prison.,{},,{},PersonX doesn't have the money.,The store is sold out.,The product isn't available online.,{},,{},PersonY doesn't want to get back together with PersonX.,PersonX is too prideful to ask for PersonY back.,PersonY is with someone else now.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",visit PersonY's family,buy a new pair,take PersonY back,Cant get vacation time,Is not invited by Y,{},{},,{},Has no money,Is not near a store,Does not have a permit,{},,{},Y is not open to reconcilation,Has a restraing order against them,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ensure PersonY's survival,keep PersonY back,regain PersonX's health,PersonX has no food to share.,PersonX cannot find PersonY.,{},{},,{},PersonY is stronger than PersonX.,PersonY already left.,{},{},,{},PersonX is not a physician.,PersonX cannot do magic.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ensure PersonY's survival,keep PersonY back,regain PersonX's health,PersonY is adventurous and takes a lot of risks.,PersonX and PersonY are lost in the wilderness and don't know when they'll be saved.,{},{},,{},PersonY is lying to everyone and PersonX can't go on sticking up for them.,PersonX is moving to another state and will no longer be around to help PersonY.,{},{},,{},PersonX has terminal cancer and will not liver much longer.,PersonX has two bad knees and is no longer able to exercise.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ensure PersonY's survival,keep PersonY back,regain PersonX's health,PersonX has no control over fate.,PersonY won't listen to reason.,{},{},,{},PersonY has already left the building.,PersonX is not in charge.,{},{},,{},PersonX's heart is irreparably damaged.,PersonX has no self control.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",meet PersonX's fate,take PersonX's eyes off PersonY,read PersonY's letter,They have too many responsibilities to do so,They were saved by an onlooker,{},{},,{},They're too attracted to persony,They're a spy sent to track persony,{},{},,{},The letter is in a sealed envelope,Persony keeps the letter on them at all time.s,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",meet PersonX's fate,take PersonX's eyes off PersonY,read PersonY's letter,{},{},{},{},on,Fate is what you make of it.  You can change your fate as nothing is set in stone.,PersonY is so attractive.,PersonY is so engaging.,PersonY is so graceful.,{},,{},PersonX doesn't know where PersonY's letter is.,PersonY told PersonX not to read the letter.,PersonY's letter is locked in a safe and PersonX doesn't have the key.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",meet PersonX's fate,take PersonX's eyes off PersonY,read PersonY's letter,{},{},{},{},on,Goal makes no sense.,PersonX is captivated by PersonY.,PersonX has been ordered to watch PersonY.,{},{},,{},PersonX cannot read.,PersonX can't find PersonY's letter.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",open PersonY's eyes,come back home,save a lot of money,Persony had their eyes injured and they're swollen shut,Persony doesn't trust personx.,{},{},,{},They were kicked out of their house,They're too drunk to remember their way home.,{},{},,{},They have too many financial emergencies that keep coming up.,They're addicted to gambling.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",open PersonY's eyes,come back home,save a lot of money,PersonY refuses to hear the truth.,PersonY's eyes are squinted closed because of the dust storm.,{},{},,{},PersonX's parents have forbidden PersonX to return home.,The new stepfather does not like PersonX.,{},{},,{},PersonX makes just enough money to pay for necessities.,PersonX has a gambling problem.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",open PersonY's eyes,come back home,save a lot of money,PersonX doesn't have permission to touch PersonY.,PersonY's eyes are glued shut.,{},{},,{},PersonX has no money for a taxi.,PersonX is lost in the city.,{},{},,{},PersonX has to buy a certain product.,PersonX doesn't know how to haggle.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",accomplish PersonX's mission,attract PersonY attention,maximize PersonX's profits,PersonX is a volunteer.,PersonX is a valuable employee.,{},{},,{},PersonX can't whistle.,PersonX can't scream loud enough.,{},{},,{},PersonX is not tech savy.,PersonX has little experience.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",accomplish PersonX's mission,attract PersonY attention,maximize PersonX's profits,PersonX is physically weak,PersonX is tied up,{},{},,{},PersonY is deaf,PersonX is too far away,{},{},,{},PersonX has no customers,PersonX has no business skills,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",accomplish PersonX's mission,attract PersonY attention,maximize PersonX's profits,He can't pass the qualification test.,His criminal history record will not allow it.,{},{},,{},PersonY is deaf and can't hear.,PersonY is in another country.,{},{},,{},PersonX fell ill.,PersonX can't work because doctors ordered bed rest.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY to look,provide PersonY example,use PersonY's resources,PersonX is dreaming and can't speak,PersonX lost their voice,{},{},,{},PersonX's memory failed,PersonX can't locate the right example,{},{},,{},PersonX isn't authorized to use the account,PersonX doesn't know where the resources are,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY to look,provide PersonY example,use PersonY's resources,PersonX is embarrassed,PersonX is in a different building,{},{},,{},PersonX does not know how to explain,PersonX speaks a different language,PersonX is an idiot,{},,{},PersonX has a restraining order from PersonY,PersonY is on vacation,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY to look,provide PersonY example,use PersonY's resources,PersonY is at work.,PersonY is sleeping.,{},{},,{},PersonX has no example.,PersonY won't answer the phone.,{},{},,{},PersonY won't let PersonX use their resources.,PersonY's resources are locked in their desk.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",find the perfect one,do n't say anything,find the perfect pair,"There is no ""perfect one""",Person X is immobile,{},{},,{},{},{},{},{},on,Not grammatically correct and stupid,"There is no such thing as ""the perfect pair""",Person X has no taste,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",find the perfect one,do n't say anything,find the perfect pair,The perfect item is on another continent.,Perfection doesn't exist.,{},{},,{},{},{},{},{},on,This doesn't make sense.,None of the sets match.,The pair was already purchased.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",find the perfect one,do n't say anything,find the perfect pair,PersonX has looked everyone and the perfect one doesn't exist.,The perfect one has already been purchased by someone else.,{},{},,{},{},{},{},{},on,This doesn't make sense.,The perfect pair has been stolen from the store.,The store doesn't have PersonX's size.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",provide PersonY opportunity,give PersonY pleasure,eat PersonX's supper,They don't have any open spots left for persony,They aren't in charge of hiring for positions.,{},{},,{},PersonX is feeling ill and isn't in the mood.,PersonY is off on vacation.,{},{},,{},Is too sick and can't get up from bed.,PersonX has the stomach flu.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",provide PersonY opportunity,give PersonY pleasure,eat PersonX's supper,PersonY isn't speaking to PersonX due to a fight.,PersonY doesn't want PersonX's help.,PersonY isn't interested in the opportunity.,{},,{},PersonY isn't romantically interested in PersonX.,PersonY isn't in the mood.,PersonY is involved with someone else.,{},,{},PersonX doesn't know how to cook.,PersonX's power went out so PersonX can't cook or heat up anything.,PersonX's supper fell on the floor and is dirty.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",provide PersonY opportunity,give PersonY pleasure,eat PersonX's supper,{},{},{},{},on,"This goal makes no sense, the sentence feels incomplete.",PersonX and PersonY are divorced,PersonX has erectile dysfunction,{},{},,{},PersonX is still at work,PersonX's supper got left out and is spoiled,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make a loud noise,prove PersonY wrong,take PersonY's money,PersonX lost their voice,PersonX doesn't want to wake up the dog,{},{},,{},PersonX does not have the answer,PersonY makes a good point,{},{},,{},PersonX feels morally conflicted,PersonX can't reach PersonY's wallet,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make a loud noise,prove PersonY wrong,take PersonY's money,Person X's children are asleep in the next room.,Person X is hiding from a burglar in the pantry.,{},{},,{},Person Y is not wrong.,Person X doesn't have the necessary proof.,{},{},,{},Person X already owes Person Y money and doesn't want to owe more.,Person Y needs that money much more than Person X does.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make a loud noise,prove PersonY wrong,take PersonY's money,PersonX is in a coma.,PersonX is sleeping and can't wake up.,PersonX is incapacitated due to a bad car wreck.,{},,{},PersonY turns out to be right.,PersonX doesn't have the time due to their job hours.,PersonX doesn't have the motivation to prove PersonY wrong due to depression.,{},,{},PersonX doesn't want to end up in prison.,PersonY can beat up PersonX.,PersonY has their money locked in a safe and PersonX doesn't have the key.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonX's appearance,raise PersonX's hat,look after PersonX's interests,PersonX got lost on the way there.,PersonX overslept.,{},{},,{},PersonX's hat fell off.,PersonX has messy hair.,{},{},,{},PersonX is confused.,PersonX has to care for others too.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonX's appearance,raise PersonX's hat,look after PersonX's interests,PersonX is required to be at a court date.,PersonX is in prison for theft.,{},{},,{},PersonX cannot afford a hat.,PersonX is at a black tie dinner where that would be inappropriate.,{},{},,{},PersonX is not strong enough to defend against others.,PersonX has no interests because he is a sociopath.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonX's appearance,raise PersonX's hat,look after PersonX's interests,{},{},{},{},on,This goal makes no sense!,PersonX is playing a character in a drama,PersonX is at a halloween party with his girlfriend,{},{},,{},PersonX is too busy,PersonX is flying to another country for work,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",write PersonX's life,complete PersonY's work,blow PersonX's horn,PersonX doesn't know how to write.,PersonX doesn't have a life to write about.,{},{},,{},PersonY already finished it.,PersonX doesn't know how to do the work.,{},{},,{},No one is around to listen to PersonX,PersonX didn't do anything to brag about.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",write PersonX's life,complete PersonY's work,blow PersonX's horn,PERSON X HAS NO DETAIL ABOUT PERSON Y,PERSON X DOES NOT HAVE ANY WRITING SKILLS.,{},{},,{},PERSON X DOES NOT KNOW WHAT TO COMPLETE.,PERSON X IS CONFUSED.,{},{},,{},PERSON X HORN IS BROKE,PERSON X DOES NOT HAVE A CAR,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",write PersonX's life,complete PersonY's work,blow PersonX's horn,they have no time to do it,they are required to keep quiet about their life,they do not have the money to,they can not write,,{},person Y refuses to let them,they do not know how,person Y won't tell them what needs to be done,their boss said no or they'll be fired,,{},the horn is broken,the horn is at the cleaners,he can not find it,it is night time and he can't be loud,,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",depend upon the type,produce PersonX's effects,build PersonY's nest,The type has gone extinct.,The type has strict copyright laws on it.,{},{},,{},{},{},{},{},on,This goal makes no sense!,PersonX has no access to nest building materials.,PersonX is a quadriplegic who cannot build anything.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",depend upon the type,produce PersonX's effects,build PersonY's nest,{},{},{},{},on,I don't understand what this is asking?,{},{},{},{},on,This one also makes no sense? Please shoot me a message and let me know if I am doing this one wrong though. Thanks!,PersonX is not a bird.,PersonX does not have the supplies needed to build a nest.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",depend upon the type,produce PersonX's effects,build PersonY's nest,{},{},{},{},on,Sentence makes no sense.,{},{},{},{},on,Sentence makes no sense.,PersonX does not have the tools to build a nest.,PersonX does not have the knowledge to do this.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",love PersonX's country,lose PersonX's jobs,ask PersonY to take,PersonX doesn't respect the President,There is too much hatred in it lately,{},{},,{},PersonX needs money,The job is tenured,PersonX doesn't have a new job yet,{},,{},There is nothing to take.,PersonX can't decide what thing to take.,Everything PersonX want's to take is locked up.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",love PersonX's country,lose PersonX's jobs,ask PersonY to take,PersonX has never been to that country.,PersonX does not know where they're from.,{},{},,{},PersonX is signed into a 5 year contract.,PersonX is the owner of the company.,{},{},,{},{},{},{},{},on,The goal doesn't make sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",love PersonX's country,lose PersonX's jobs,ask PersonY to take,he does not like the way things are ran,he has love for another country,{},{},,{},he needs the money,he does not have another job to go to,he has bills to pay urgently,{},,{},{},{},{},{},on,to take what?
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY's girlfriend,ask PersonY to the dance,break PersonY's leg,Person Y's girlfriend is loyal to Person Y.,Person Y's girlfriend is a lesbian and Person X is a man.,{},{},,{},Person X is too shy to ask Person Y.,Person X is going to be out of town the night of the dance so can't go.,{},{},,{},Person X is too frightened of going to jail.,Person Y is too strong for Person X to hurt.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY's girlfriend,ask PersonY to the dance,break PersonY's leg,PersonX doesn't have an extra ticket.,PersonY has not given permission.,{},{},,{},PersonX is afraid to ask.,PersonY is going with someone else.,{},{},,{},PersonX is small and powerless.,PersonY runs away too fast.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY's girlfriend,ask PersonY to the dance,break PersonY's leg,The girlfriend just left the country,Their wife won't agree to the plan,{},{},,{},PersonY just agreed to go with someone else,PersonX can't afford tickets to the dance,{},{},,{},PersonX has no arms,PersonX does not know how to break a leg,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get fast food,move back home,pull over to the side of the road,The fastfood restaurant is closed.,It is snowing badly outside,{},{},,{},There is no more room at PersonX's home,PersonX already sold the house,{},{},,{},PersonX is in a middle of a bad traffic jam,The side of the road is blocked because there is road work.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get fast food,move back home,pull over to the side of the road,PersonX's parents bought a new car and so cut the amount of money they were sending to their child.,The fast food restaurants are now closed at 3:30 a.m.,{},{},,{},PersonX's father said they could not come back home.,PersonX's brother beat them too it and now there is no room for them.,{},{},,{},There is a semi-on their tale.,A truck hit PersonX's car.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get fast food,move back home,pull over to the side of the road,PersonX is stuck in traffic.,PersonX is on a healthy diet.,{},{},,{},PersonX's mother won't allow it.,PersonX's home has been destroyed in a fire.,{},{},,{},PersonX is in the middle of a highway.,PersonX is already late for work.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",find PersonX's mother,complete PersonX's education,lay PersonY's hands on,PersonX's mother is hiding in the basement.,PersonX was kidnapped by thieves.,{},{},,{},PersonX has no money to do so.,PersonX lives in a communist state that does not allow this.,{},{},,{},PersonY was born without hands.,PersonX has a restraining order on PersonY.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",find PersonX's mother,complete PersonX's education,lay PersonY's hands on,Person x does not know her name.,Person x does not have enough information.,{},{},,{},Person x has to work instead.,Person x does not have money.,{},{},,{},{},{},{},{},on,This literally makes no sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",find PersonX's mother,complete PersonX's education,lay PersonY's hands on,The mother lives in another country.,The mother’s information is private.,{},{},,{},PersonX doesn’t have enough money to finish school.,PersonX is getting bad grades.,{},{},,{},PersonY doesn’t allow PersonX to touch them.,PersonX doesn’t know PersonY we’ll.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",come home from school,sell PersonY's house,pay a lot of money,PersonX has detention.,A snowstorm buried the school in snow.,{},{},,{},PersonX is not a realtor.,PersonY does not want to sell.,{},{},,{},PersonX has no savings.,PersonX has a below minimum wage job.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",come home from school,sell PersonY's house,pay a lot of money,"It is still first period, and PersonX cannot leave yet",PersonX's bus has broken down,{},{},,{},PersonX does not legally own this other person's house,A crime spree in the neighborhood has deterred potential buyers,{},{},,{},PersonX's credit card was declined,The high-end department stores have already closed for the weekend,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",come home from school,sell PersonY's house,pay a lot of money,PersonX is still in class.,PersonX has to stay late in detention.,{},{},,{},PersonX is not a realtor.,PersonY has already found someone else to sell it.,{},{},,{},{},{},{},{},on,Goal makes no sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",be within PersonY's reach,get a good night's sleep,use PersonY expression,They're on an airplane to another country away from them.,They're fighting with persony at the moment.,{},{},,{},Their bed broke.,The dogs outside won't stop barking.,{},{},,{},Persony has forbidden them from using it.,PersonX doesn't remember what the expression was.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",be within PersonY's reach,get a good night's sleep,use PersonY expression,PersonX lost PersonY in the crowd,PersonX can't get on the raft because it will sink,{},{},,{},PersonX's cats are keeping them up all night,PersonX drank too much caffeine all day,{},{},,{},PersonX doesn't want to admit to being a fan of PersonY,PersonX can't reveal their secret friendship with PersonY,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",be within PersonY's reach,get a good night's sleep,use PersonY expression,PersonY is out of the country.,PersonX can't find PersonY,{},{},,{},The neighbors are celebrating with fireworks.,PersonX is stuffed up and can't breathe.,{},{},,{},{},{},{},{},on,An expression is unique to the person that has it. You can't use someone else's.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",save PersonY life,save PersonY's country,send PersonY to school,PersonX is too far away from the hospital,PersonX doesn't have any medical equipment,{},{},,{},PersonX doesn't have the votes,PersonX isn't allowed to interfere,{},{},,{},PersonX is not the parent or guardian of PersonY,school is closed because of snow,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",save PersonY life,save PersonY's country,send PersonY to school,PersonY needs a heart transplant.,PersonY needs a kidney transplant and PersonX only has one kidney.,{},{},,{},The rebels have taken control of the government.,Russia has already annexed PersonY's country.,{},{},,{},PersonY has the measles.,PersonY has an early morning doctor's appointment.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",save PersonY life,save PersonY's country,send PersonY to school,PersonY is drowning in freezing cold water.,PersonX is not an educated doctor.,{},{},,{},PersonX lives far from PersonY and cannot get transportation to get there.,PersonX does not have an army to back them.,{},{},,{},PersonX does not have funds to do so.,PersonY is not willing to go to school.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",go to PersonY's car,get a flu shot,take PersonY's car,PersonY's car is far away.,PersonY will not allow it.,{},{},,{},There are no flu shots.,PersonX is allergic to the shot.,{},{},,{},PersonY will not let PersonX take the car.,PersonX can not find the car.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",go to PersonY's car,get a flu shot,take PersonY's car,PersonY’s car just exploded.,PersonY left before X could get there,{},{},,{},PersonX skin is too sensitive for needles,PersonX is allergic to the shot,{},{},,{},PersonY has a restraining order against X,PersonY has left town and is on a trip,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",go to PersonY's car,get a flu shot,take PersonY's car,PersonX fell and broke their leg.,PersonX just got called into work.,{},{},,{},PersonX lost their job and cannot afford a flu shot.,PersonX's immune system is too low from sickness to get a flu shot.,{},{},,{},PersonY's little sister borrowed PersonY's car.,The car is out of gas and PersonX is broke.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonX's something,make PersonY noise,give PersonY the appearance,PersonX does not have any money,PersonX was recently made unemployed,{},{},,{},{},{},{},{},on,I do not understand this sentence,{},{},{},{},on,This makes no sense
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonX's something,make PersonY noise,give PersonY the appearance,PersonX doesn't have enough money to buy the thing.,PersonX can't find the thing.,{},{},,{},PersonX is very shy.,PersonX is deaf.,{},{},,{},PersonY doesn't want anything from PersonX.,PersonY likes their appearance better.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonX's something,make PersonY noise,give PersonY the appearance,{},{},{},{},on,Goal makes no sense.,{},{},{},{},on,Goal makes no sense.,{},{},{},{},on,Goal makes no sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",rid PersonY's bicycle,get in PersonY's car,hat PersonY's job,PersonX does not own PersonY's bicycle,PersonX does not have a buyer for the bicycle,{},{},,{},PersonX is paralysed,PersonY's car is locked,{},{},,{},{},{},{},{},on,Number three is nonsensical
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",rid PersonY's bicycle,get in PersonY's car,hat PersonY's job,PersonX can't break the lock on the bike,PersonY is riding the bike.,{},{},,{},PersonY won't let them in,PersonX doesn't have a key,{},{},,{},PersonX wants PersonY's job,PersonX doesn't know what the job is,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",rid PersonY's bicycle,get in PersonY's car,hat PersonY's job,PersonX doesn't know where the bike is,PersonX doesn't know where to take the bike to,the bike is chained to a fence,the bike is locked in the garage,,{},PersonX doesn't know where the car is parked,the door is locked,PersonX can't find the keys,PersonX doesn't know which car belongs to PersonY,,{},{},{},{},{},on,"you cannot ""hat PersonY's job"""
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",solve PersonX's problem,work out PersonX's salvation,make PersonY estimate,PersonX has too many problems,PersonX's problem requires professional health,{},{},,{},PersonX is not religious,PersonX has committed too many sins,{},{},,{},PersonX cannot add up,PersonY will not provide the necessary information,{},{},,{}
