Title,Description,Keywords,generation,type,source,Answer.fluency,Answer.grammar,Answer.meaningful,Answer.overall
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How did you arrive at the Normandy roll call?,a_star_sample,roll | arrive | Normandy,2,2,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How did you arrive at the Normandy roll call?,a_star_sample,roll | arrive | Normandy,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How did you arrive at the Normandy roll call?,a_star_sample,roll | arrive | Normandy,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think improvements in the past decade have been made in Warsaw?,neurologic,Warsaw | improvements | past,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think improvements in the past decade have been made in Warsaw?,neurologic,Warsaw | improvements | past,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think improvements in the past decade have been made in Warsaw?,neurologic,Warsaw | improvements | past,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you feel about the merits of the role at this stage?,a_star_sample,stage | merits | role,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you feel about the merits of the role at this stage?,a_star_sample,stage | merits | role,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you feel about the merits of the role at this stage?,a_star_sample,stage | merits | role,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What improvements do you think Warsaw has made over the past decade?,a_star_beam,Warsaw | improvements | past,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What improvements do you think Warsaw has made over the past decade?,a_star_beam,Warsaw | improvements | past,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What improvements do you think Warsaw has made over the past decade?,a_star_beam,Warsaw | improvements | past,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do Olympic athletes have so much trouble balancing their engines?,a_star_sample,engines | Olympic | balancing,0,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do Olympic athletes have so much trouble balancing their engines?,a_star_sample,engines | Olympic | balancing,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do Olympic athletes have so much trouble balancing their engines?,a_star_sample,engines | Olympic | balancing,2,2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the period between the end of the Jurassic and the beginning of the Cretaceous?,a_star_beam,Jurassic | period | end,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the period between the end of the Jurassic and the beginning of the Cretaceous?,a_star_beam,Jurassic | period | end,2,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the period between the end of the Jurassic and the beginning of the Cretaceous?,a_star_beam,Jurassic | period | end,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the end of the Jurassic period?,neurologic,Jurassic | period | end,2,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the end of the Jurassic period?,neurologic,Jurassic | period | end,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the end of the Jurassic period?,neurologic,Jurassic | period | end,0,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why is receptor recognition so difficult?,a_star_sample,receptor | recognition | difficult,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why is receptor recognition so difficult?,a_star_sample,receptor | recognition | difficult,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why is receptor recognition so difficult?,a_star_sample,receptor | recognition | difficult,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","What year were you born and where do you live now, jean?",a_star_beam,year | jean | born,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","What year were you born and where do you live now, jean?",a_star_beam,year | jean | born,2,2,-2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","What year were you born and where do you live now, jean?",a_star_beam,year | jean | born,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you feel about this year's crop of rookies?,neurologic,year | jean | born,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you feel about this year's crop of rookies?,neurologic,year | jean | born,2,2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you feel about this year's crop of rookies?,neurologic,year | jean | born,2,2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you want to trial next?,neurologic,trial | division | efficient,0,0,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you want to trial next?,neurologic,trial | division | efficient,-2,-2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you want to trial next?,neurologic,trial | division | efficient,0,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is your favorite type of weather in Melbourne?,a_star_sample,weather | type | Melbourne,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is your favorite type of weather in Melbourne?,a_star_sample,weather | type | Melbourne,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is your favorite type of weather in Melbourne?,a_star_sample,weather | type | Melbourne,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is force mass acceleration?,neurologic,acceleration | force | mass,2,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is force mass acceleration?,neurologic,acceleration | force | mass,0,0,0,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is force mass acceleration?,neurologic,acceleration | force | mass,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who wrote this book is an anthropologist freak?,a_star_sample,wrote | freak | anthropologist,-2,-2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who wrote this book is an anthropologist freak?,a_star_sample,wrote | freak | anthropologist,-2,-2,0,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who wrote this book is an anthropologist freak?,a_star_sample,wrote | freak | anthropologist,-2,2,0,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How efficient is trial division?,a_star_beam,trial | division | efficient,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How efficient is trial division?,a_star_beam,trial | division | efficient,0,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How efficient is trial division?,a_star_beam,trial | division | efficient,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How small is the Amazon rain forest?,neurologic,small | Amazon | forest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How small is the Amazon rain forest?,neurologic,small | Amazon | forest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How small is the Amazon rain forest?,neurologic,small | Amazon | forest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","How do you translate this into English, Mr. Villere?",a_star_sample,Ville | translate | English,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","How do you translate this into English, Mr. Villere?",a_star_sample,Ville | translate | English,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","How do you translate this into English, Mr. Villere?",a_star_sample,Ville | translate | English,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the government going to get the money to pay for this?,neurologic,catholic | schools | government,2,2,-2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the government going to get the money to pay for this?,neurologic,catholic | schools | government,0,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the government going to get the money to pay for this?,neurologic,catholic | schools | government,2,2,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is force mass acceleration?,a_star_beam,acceleration | force | mass,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is force mass acceleration?,a_star_beam,acceleration | force | mass,0,2,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is force mass acceleration?,a_star_beam,acceleration | force | mass,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who is exempt from the ministry of justice?,a_star_sample,exempt | ministry | justice,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who is exempt from the ministry of justice?,a_star_sample,exempt | ministry | justice,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who is exempt from the ministry of justice?,a_star_sample,exempt | ministry | justice,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you arrive at the Normandy roll?,neurologic,roll | arrive | Normandy,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you arrive at the Normandy roll?,neurologic,roll | arrive | Normandy,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you arrive at the Normandy roll?,neurologic,roll | arrive | Normandy,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many streams are captured by the Rhine?,a_star_sample,streams | Rhine | captured,2,2,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many streams are captured by the Rhine?,a_star_sample,streams | Rhine | captured,0,-2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many streams are captured by the Rhine?,a_star_sample,streams | Rhine | captured,0,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How small is the Amazon rain forest?,a_star_beam,small | Amazon | forest,2,2,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How small is the Amazon rain forest?,a_star_beam,small | Amazon | forest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How small is the Amazon rain forest?,a_star_beam,small | Amazon | forest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Where are the government schools, where are the catholic schools?",a_star_beam,catholic | schools | government,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Where are the government schools, where are the catholic schools?",a_star_beam,catholic | schools | government,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Where are the government schools, where are the catholic schools?",a_star_beam,catholic | schools | government,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the role of the merits stage?,neurologic,stage | merits | role,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the role of the merits stage?,neurologic,stage | merits | role,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the role of the merits stage?,neurologic,stage | merits | role,2,2,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does the government agree with this group?,a_star_sample,group | agree | government,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does the government agree with this group?,a_star_sample,group | agree | government,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does the government agree with this group?,a_star_sample,group | agree | government,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who is balancing the engines of the Olympic Games?,neurologic,engines | Olympic | balancing,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who is balancing the engines of the Olympic Games?,neurologic,engines | Olympic | balancing,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who is balancing the engines of the Olympic Games?,neurologic,engines | Olympic | balancing,0,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How much oxygen is made by the sun?,a_star_sample,sun | made | oxygen,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How much oxygen is made by the sun?,a_star_sample,sun | made | oxygen,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How much oxygen is made by the sun?,a_star_sample,sun | made | oxygen,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How did you arrive at the Normandy roll call?,a_star_beam,roll | arrive | Normandy,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How did you arrive at the Normandy roll call?,a_star_beam,roll | arrive | Normandy,0,2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How did you arrive at the Normandy roll call?,a_star_beam,roll | arrive | Normandy,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose role is it to judge the merits of the case at this stage?,a_star_beam,stage | merits | role,2,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose role is it to judge the merits of the case at this stage?,a_star_beam,stage | merits | role,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose role is it to judge the merits of the case at this stage?,a_star_beam,stage | merits | role,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why is receptor recognition so difficult?,neurologic,receptor | recognition | difficult,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why is receptor recognition so difficult?,neurologic,receptor | recognition | difficult,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why is receptor recognition so difficult?,neurologic,receptor | recognition | difficult,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose idea was it to start a grand canal?,a_star_sample,grand | canal | start,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose idea was it to start a grand canal?,a_star_sample,grand | canal | start,0,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose idea was it to start a grand canal?,a_star_sample,grand | canal | start,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do Olympic athletes have so much trouble balancing their engines?,a_star_beam,engines | Olympic | balancing,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do Olympic athletes have so much trouble balancing their engines?,a_star_beam,engines | Olympic | balancing,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do Olympic athletes have so much trouble balancing their engines?,a_star_beam,engines | Olympic | balancing,0,2,-2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the type of weather forecast for Melbourne?,neurologic,weather | type | Melbourne,0,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the type of weather forecast for Melbourne?,neurologic,weather | type | Melbourne,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the type of weather forecast for Melbourne?,neurologic,weather | type | Melbourne,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first person you wrote a song for?,neurologic,wrote | freak | anthropologist,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first person you wrote a song for?,neurologic,wrote | freak | anthropologist,2,2,-2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first person you wrote a song for?,neurologic,wrote | freak | anthropologist,2,2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose hotels are being burned in Fresno?,a_star_sample,Fresno | hotels | burned,2,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose hotels are being burned in Fresno?,a_star_sample,Fresno | hotels | burned,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose hotels are being burned in Fresno?,a_star_sample,Fresno | hotels | burned,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why is receptor recognition so difficult?,a_star_beam,receptor | recognition | difficult,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why is receptor recognition so difficult?,a_star_beam,receptor | recognition | difficult,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why is receptor recognition so difficult?,a_star_beam,receptor | recognition | difficult,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you feel about the beach bells event?,a_star_sample,event | bells | beach,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you feel about the beach bells event?,a_star_sample,event | bells | beach,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you feel about the beach bells event?,a_star_sample,event | bells | beach,2,2,2,2
