Title,Description,Keywords,generation,type,source
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom did Carnegie's foundation support?,a_star_greedy,Carnegie | foundation | support
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","why are there all these technological improvements past, present, and future?",cgmh,Warsaw | improvements | past
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why does the primary gender - based discrimination provision in eu law not apply here?,tsmc,primary | law | EU
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",in the jurassic period was this the beginning of or the end of?,cgmh,Jurassic | period | end
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where are the improvements Warsaw has made over the past decade?,a_star_greedy,Warsaw | improvements | past
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what were all the requests made by the british colonial administration for?,tsmc,requests | made | British
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the period between the end of the Jurassic and the beginning of the Cretaceous?,a_star_greedy,Jurassic | period | end
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why are we the strongest victoria state region combined and the two strongest queensland state regions combined?,tsmc,strongest | Victoria | regions
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where exactly is jean - claude barrault right now?,cgmh,year | jean | born
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",applicants can carnegie mellon foundation provide support?,tsmc,Carnegie | foundation | support
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What year were you born and where did you get your first pair of jean shorts?,a_star_greedy,year | jean | born
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how does trial and error make the division process more efficient?,cgmh,trial | division | efficient
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How efficient is trial division?,a_star_greedy,trial | division | efficient
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where were all the warsaw pact reforms and improvements without ever getting past them?,tsmc,Warsaw | improvements | past
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","what mass does the "" elasticity and acceleration "" force actually transfer?",cgmh,acceleration | force | mass
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is force mass acceleration?,a_star_greedy,acceleration | force | mass
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How small is the Amazon rain forest?,a_star_greedy,small | Amazon | forest
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",maybe it was a small amazonian rain forest?,cgmh,small | Amazon | forest
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Where are the government schools, where are the catholic schools?",a_star_greedy,catholic | schools | government
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",which epoch would end up being the late jurassic period?,tsmc,Jurassic | period | end
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where were all the roman catholic federal government offices?,cgmh,catholic | schools | government
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How did you arrive at the Normandy roll call?,a_star_greedy,roll | arrive | Normandy
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what year was jean - claude born?,tsmc,year | jean | born
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how was rolland to arrive at the nearby historic chateau normandy?,cgmh,roll | arrive | Normandy
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you feel about the merits of the role at this stage?,a_star_greedy,stage | merits | role
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how is clinical - trial cell - division more efficient?,tsmc,trial | division | efficient
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do Olympic athletes have so much trouble balancing their engines?,a_star_greedy,engines | Olympic | balancing
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","which european union country is it "" that merits "" the role that the rd / rdf / rd dragnet plays?",cgmh,stage | merits | role
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",who describes elasticity uniformly. describes accelerations uniformly. forceless and massless are they?,tsmc,acceleration | force | mass
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why is receptor recognition so difficult?,a_star_greedy,receptor | recognition | difficult
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how small is the amazonian rain forest?,tsmc,small | Amazon | forest
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the type of weather in Melbourne?,a_star_greedy,weather | type | Melbourne
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","how much do you like the "" olympic ice hockey ball "" balancing on all the washing - machine washing machines?",cgmh,engines | Olympic | balancing
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why is understanding the interpersonal recognition process so difficult?,cgmh,receptor | recognition | difficult
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where are the government and the private roman catholic schools?,tsmc,catholic | schools | government
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who wrote this book is an anthropologist freak?,a_star_greedy,wrote | freak | anthropologist
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what weather type will hopetoun have now?,cgmh,weather | type | Melbourne
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",who would arrive at the normandy landings by roll - call?,tsmc,roll | arrive | Normandy
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","How do you translate this into English, Mr. Villere?",a_star_greedy,Ville | translate | English
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what stage is merits role of nsfnet?,tsmc,stage | merits | role
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","how often was freakonomy talking about "" war "" with anthropologists?",cgmh,wrote | freak | anthropologist
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",which engines are on the olympic water polo team load - balancing system?,tsmc,engines | Olympic | balancing
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who is exempt from the ministry of justice?,a_star_greedy,exempt | ministry | justice
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how do you translate into the english language?,cgmh,Ville | translate | English
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what could possibly possibly make t cell receptor pattern recognition so difficult?,tsmc,receptor | recognition | difficult
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many streams are captured by the Rhine?,a_star_greedy,streams | Rhine | captured
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why? is there a non - tax exempt federal department of justice,cgmh,exempt | ministry | justice
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what weather is alberton / melbourne international airport type in?,tsmc,weather | type | Melbourne
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does the government agree with this group?,a_star_greedy,group | agree | government
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how soon was the entire upper rhine - main area captured?,cgmh,streams | Rhine | captured
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",who would ever wrote freakonomics about anthropologists?,tsmc,wrote | freak | anthropologist
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How much oxygen is made by the sun?,a_star_greedy,sun | made | oxygen
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what happened did villeneuve de la tour translate it into english?,tsmc,Ville | translate | English
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",there was also a research group arguing that : how best not to agree to a government contract?,cgmh,group | agree | government
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why do the government exempts the justice ministry from this?,tsmc,exempt | ministry | justice
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose idea was it to start a grand canal?,a_star_greedy,grand | canal | start
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what was wrong with her after last night...?,cgmh,sun | made | oxygen
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why would rhinestones risk being easily captured while swimming in streams?,tsmc,streams | Rhine | captured
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what was causing him so damn much fifty - grand in debt?,cgmh,grand | canal | start
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what group called agree with government do?,tsmc,group | agree | government
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what is with all of these ( circuitry - based ) electronic switching technologies?,cgmh,
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",sunburn was made up entirely of dissolved oxygen. for what purpose?,tsmc,sun | made | oxygen
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","how has ever, for 30 years or more now, so many fresno county hotels are being burned?",cgmh,Fresno | hotels | burned
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is circuit switching?,a_star_greedy,
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","where else was she at the point lookout beach resort in northern victoria, australia?",cgmh,event | bells | beach
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose hotels were burned in Fresno?,a_star_greedy,Fresno | hotels | burned
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where does the canal - du - grand - champlain start?,tsmc,grand | canal | start
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What do you think of the beach bells event?,a_star_greedy,event | bells | beach
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",the catholics are now mainly concentrated there.,cgmh,catholics | concentrated | France
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",circuit switching does?,tsmc,
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does France have such a concentrated population of catholics?,a_star_greedy,catholics | concentrated | France
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how did all the resort hotels in fresno keep from being burned down?,tsmc,Fresno | hotels | burned
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why was gothic revival architecture designed here?,cgmh,main | Gothic | designed
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the main Gothic cathedral designed?,a_star_greedy,main | Gothic | designed
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why is this event being held at bellsouth international beach resort?,tsmc,event | bells | beach
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what was in the ancient anatolian civilization?,cgmh,Norman | team | Anatolia
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what was two more hours without having left a light on?,cgmh,percentage | light | December
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why are Norman and his team so interested in Anatolia?,a_star_greedy,Norman | team | Anatolia
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why are the french roman catholics so densely concentrated in southern france?,tsmc,catholics | concentrated | France
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the percentage of light in December?,a_star_greedy,percentage | light | December
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how big are all the main gothic revival cathedrals with spires designed specifically for?,tsmc,main | Gothic | designed
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do Dutch clergy respond to the influx of Muslim immigrants?,a_star_greedy,clergy | Dutch | influx
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why did clergymen in the dutch democratic republic and the sudden and sudden influx of huguenots all disappear?,cgmh,clergy | Dutch | influx
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what norman was'team from eastern anatolia '?,tsmc,Norman | team | Anatolia
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","how could a high - school education not only benefit "" highly skilled "" industrial workers?",cgmh,impact | education | workers
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why were their monthly wages only half that damn good?,cgmh,wages | work | good
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what were percentages of hours of light in late december out there?,tsmc,percentage | light | December
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the impact of education on workers?,a_star_greedy,impact | education | workers
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","clergymen were dutch, so why the sudden influx of french huguenots?",tsmc,clergy | Dutch | influx
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what are the percentages of oxygen and the zeolitothiazine content?,cgmh,percentage | oxygen | produce
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose wages do good work?,a_star_greedy,wages | work | good
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",when did france become truly an empire?,cgmh,France | rebuild | empire
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what impact is re - education having on migrant workers?,tsmc,impact | education | workers
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what function is ocular and biological apart from respiration?,cgmh,animals | biological | respiration
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How much oxygen does the human body produce as a percentage of total body weight?,a_star_greedy,percentage | oxygen | produce
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",who else would pay you good wages for all your hard work?,tsmc,wages | work | good
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",who else would dare come to investigate?,cgmh,geologist | investigate | surface
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose empire will rebuild France?,a_star_greedy,France | rebuild | empire
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what exactly was the second most common human neurological injury she herself had suffered death from?,cgmh,common | injury | site
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what is percentage of the oxygen in regolith such a sieve produce?,tsmc,percentage | oxygen | produce
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do animals have a biological need for respiration?,a_star_greedy,animals | biological | respiration
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What does it mean to investigate the surface of Mars like a geologist?,a_star_greedy,geologist | investigate | surface
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","when france finally begins in earnest to rebuild its empire, does it?",tsmc,France | rebuild | empire
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the most common site of injury?,a_star_greedy,common | injury | site
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the lake connecting to the Rhine?,a_star_greedy,lake | connecting | Rhine
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how do animals cope with biological respiration?,tsmc,animals | biological | respiration
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does Harvard want to reduce its holdings in fossil fuels?,a_star_greedy,Harvard | reduce | holdings
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how far is lake erie connecting to rhinebeck?,cgmh,lake | connecting | Rhine
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose imperialism is applied to other countries?,a_star_greedy,imperialism | applied | countries
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what geologist would ever seriously investigate the lunar surface?,tsmc,geologist | investigate | surface
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how much will the harvard university strategic planning exercise reduce the south texas holdings of the restaurant chain?,cgmh,Harvard | reduce | holdings
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How much water is made in Jacksonville?,a_star_greedy,Jacksonville | made | water
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how common is on - site traumatic brain injury?,tsmc,common | injury | site
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","why american imperialism ; and also, is there truly an ethnic asian people living "" down south in new - york - city "" all along?",cgmh,imperialism | applied | countries
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","where exactly are the three main rivers, connecting them to lake constance, the danube, and the rhine?",tsmc,lake | connecting | Rhine
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where are the words of wisdom inscribed?,a_star_greedy,words | wisdom | inscribed
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what stuff made up of salt water do you ever find in the aldeburghs bay?,cgmh,Jacksonville | made | water
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how well does she know my true nature - something that i find inscribed with words?,cgmh,words | wisdom | inscribed
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think the philosophical society was created?,a_star_greedy,philosophical | society | created
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how does the harvard university public library system reduce both its north american public library holdings and its operating costs dramatically?,tsmc,Harvard | reduce | holdings
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","when was the first real "" philosophical - cultural - political "" society created for us?",cgmh,philosophical | society | created
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which structures are most likely to cause strain?,a_star_greedy,cause | strain | structures
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",when imperialism is not being applied to developing countries right now?,tsmc,imperialism | applied | countries
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many colonists will be accepted in the area?,a_star_greedy,area | accepted | colonists
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","where jacksonville was made up entirely of fresh ocean water, but beyond that?",tsmc,Jacksonville | made | water
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where were they all heading off to?,cgmh,cause | strain | structures
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you partner with on the Internet?,a_star_greedy,
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how is wisdom compassion justice words inscribed?,tsmc,words | wisdom | inscribed
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",area : british south west africa first question : are huguenots joining us as colonists?,cgmh,area | accepted | colonists
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think the restaurant was converted into a weaver's workshop?,a_star_greedy,weaver | converted | restaurant
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","why then was "" the new american philosophical society created ""?",tsmc,philosophical | society | created
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what is the internet protocol field code for wap2?,cgmh,
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What resources are available for French in North America?,a_star_greedy,resources | French | America
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",weavers has recently converted it into a restaurant. is that it?,cgmh,weaver | converted | restaurant
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","what damage can "" strain - resistant "" structures cause?",tsmc,cause | strain | structures
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do materials contain residue?,a_star_greedy,materials | residue | contain
