Title,Description,Keywords,word5,word4,word7,word6,word1,word0,word3,word2,word9,word8,pmi14,pmi15,pmi16,pmi17,pmi10,pmi11,pmi12,pmi13,pmi18,pmi19,word15,word14,word17,word16,word11,word10,word13,word12,word19,word18,pmi8,pmi9,pmi6,pmi7,pmi4,pmi5,pmi2,pmi3,pmi0,pmi1
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",play,soil,people to,intended to,it should,estimates,the manner,decline,view of,in the interest,0.70012,0.042879,-0.398492,0.452284,-0.686174,-0.11081,0.006973,0.476976,0.70012,-0.686174,new,witness,district,that matter,it for,the initial,gains,fall,incidents,declared .,-0.686174,0.006973,0.006973,-1.379322,-0.398492,0.203683,0.006973,0.006973,0.294655,-0.088337
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",range,it is necessary,mines,attempts,loving,board of trustees,as,children,held,the rate,-0.147178,-0.11081,0.70012,-0.244342,0.294655,-0.280709,0.70012,0.294655,-0.552643,0.189294,municipal,is something,to help,coordinator,intended,right hand,are needed,69,to pay for,events,-0.216171,0.383783,0.189294,0.70012,-0.398492,-0.06202,0.156504,-0.128491,0.476976,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",ability to,municipalities,n't have,the car,carries a,termed,humor,chairman of the,noting,", president of",-0.599163,-0.11081,0.230116,0.582337,-0.686174,-0.096824,0.505964,-0.398492,0.476976,0.412438,widespread,a couple of,ruling,safety,as the,"been ,",n't a,"he said ,",ultimately,president and,0.566589,0.412438,0.582337,-0.216171,-0.398492,0.093984,0.52827,-0.478535,0.294655,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the gas,him,party,making it,super,defend,field,entry,they 'd,there was,-0.686174,0.214612,0.006973,-0.398492,0.258287,-0.398492,0.102283,0.258287,0.476976,0.70012,industry .,to others,matter .,although they,give them a,reference,conference,night,completes,come in,0.120301,-0.398492,0.294655,-0.080039,-0.243744,0.70012,0.006973,0.099346,-0.552643,0.412438
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",main,to drive,monday 's,the trees,chores,conduct,45,penalty,perfect,construction of,-0.552643,-0.398492,0.412438,-0.11081,0.412438,-0.216171,-0.050186,-0.398492,0.70012,-0.216171,the woman,horse,receiving,indication,confidence,legs,at the very,position,in this case,champions,0.363648,0.006973,-0.398492,0.70012,0.70012,-0.175349,0.140504,0.594759,-0.398492,0.476976
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",evenings,this country,rapid,textile,schedule,go to,were being,"an hour ,",press,draft,0.052093,0.363648,-0.803957,-1.24579,0.553516,-0.686174,0.70012,-0.909318,-0.398492,-0.0155,model,department,affected,", but not",principle,yesterday,but it 's,income tax,order,"training ,",-0.552643,-0.197822,0.533066,0.006973,-0.726996,-0.686174,0.70012,0.412438,0.294655,0.594759
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",", in the",3 p.m.,the head,a young,the award,interview,patrons,runs,he first,hear,-0.686174,-0.398492,-0.686174,0.412438,0.294655,0.006973,-0.211509,0.54857,0.363648,-0.686174,approve,is set,intention of,the individual,executed,attorney general,sunday,my,this time,started,0.006973,0.294655,-0.216171,0.006973,0.006973,0.07759,0.545969,0.189294,0.70012,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",kids,drive,certain,basis of,the help,'s all,"work ,",completed,types of,noticed,0.189294,-0.909318,0.70012,-0.033849,0.006973,0.412438,0.70012,0.294655,-0.552643,0.566589,calls the,i had,real,maker,spend,has said,public education,a master,stroke,well .,0.294655,0.006973,0.189294,0.033641,0.178823,0.412438,0.140504,-1.09164,0.189294,0.230116
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",none of,all of,funds,celebration,competing,they do n't,try to,all these,is required,question,0.594759,-0.766217,0.294655,0.189294,0.476976,-2.557977,0.412438,0.70012,0.70012,-0.187183,unfortunately,companies,passed,cleaner,version,play the,decision to,earning,as much,agent,-0.251889,-0.398492,-0.398492,0.541055,0.006973,-0.311481,-0.686174,-0.197822,-0.398492,0.189294
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the form of,yesterday afternoon,dark,never,the beginning,has come,"said ,",dedicated,wants,understanding,0.294655,-0.909318,-0.216171,-0.686174,-0.398492,0.476976,0.140504,-0.305402,0.70012,0.189294,fate,convey,something that,"army ,",legislature .,highly,example,republican party,talk about,on the subject,-0.255392,-0.489464,-0.205589,-0.503853,0.006973,-0.11081,-0.552643,0.494268,-0.147178,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",mail,no matter,traditionally,the necessity,"area ,",predicted,namely,"fall ,",especially,a nation,-0.367721,-0.686174,0.102283,0.70012,0.294655,0.248135,-0.156352,-0.147178,-0.398492,0.189294,to eat,makes,in right,opportunity,3,to wait,respect for,best,sale of,time when,-1.09164,-0.234189,-0.216171,-0.686174,-0.552643,0.006973,0.70012,-0.398492,0.517798,0.230116
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",meanwhile,expanded,meetings,", that is",rear,foreign,issued,price,", yet",notably,0.161123,0.230116,-0.280709,-0.45256,0.294655,0.006973,-0.398492,-0.216171,0.363648,0.294655,alliance,'d,in order,winds,status .,used the,", together",indeed,"1 ,",later .,-0.909318,-1.24579,0.294655,0.70012,0.189294,0.566589,0.337214,0.214612,0.200164,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",establishment of a,network,fundamental,husband,grave,the united states,and do,moderate,payment,plain,-0.398492,0.006973,0.294655,0.312354,0.545969,-1.09164,-1.034481,0.269337,0.70012,0.294655,", he says",no more,a special,talking to,eating,project .,town,gives,is back,precinct,0.006973,0.566589,-0.030768,-0.147178,0.006973,0.006973,-0.216171,-0.686174,-0.210751,-0.552643
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",officers,party that,of the old,spent in,the owners,numbers,not for,accept the,safe,manner,0.294655,0.412438,-1.09164,0.545969,-0.599163,0.70012,-0.398492,0.525767,0.294655,-0.552643,are under,faced with,that many,the name of,the verdict,bigger,anti-trust,let him,sponsor,retain,-0.398492,-0.909318,0.006973,-0.552643,0.006973,0.600036,-0.909318,-0.686174,-0.909318,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",annually,convenient,less,attempt,wednesday night,anywhere in the,wear a,the land,her own,women 's,0.412438,0.294655,-0.448503,-0.909318,0.412438,-0.182269,-0.686174,0.488811,-0.909318,0.006973,leader .,means to,needs to,we,does n't,entered,housing,for him,years later,rises,0.499449,-1.379322,-0.11081,-1.074832,0.294655,0.412438,-0.280709,0.70012,0.006973,-0.686174
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",distributed,a home,in one,lines and,plan .,just to,if,lose,that which,to cut,-0.216171,-0.11081,0.006973,0.064131,0.448806,-0.398492,0.189294,0.545969,0.488811,-0.552643,has made,population of,morning,using a,is offered,houses,bills,a school,excellent,the federal,0.006973,-0.216171,0.006973,-0.686174,0.70012,-0.686174,-0.909318,-0.31764,-1.24579,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",sponsored,constituted,", and not",object,interpretation,vary,game .,sufficient,happen,marks,0.294655,-0.398492,0.394738,0.412438,0.294655,-0.216171,0.517798,0.006973,0.70012,0.006973,governing,the reports,crowds,struck,pay .,i 'd,producer,parochial,law enforcement,operated,0.006973,-0.599163,0.006973,-0.552643,0.70012,0.412438,0.006973,0.620077,0.294655,-1.602465
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",useless,became the,whom,pas,virtues,you do n't,corp.,to win,be given the,marketing,0.566589,-0.909318,0.006973,0.5517,-0.311481,0.412438,-0.216171,-0.398492,0.294655,0.006973,the effect,meeting with,", he said",are a,degree from,accomplished,state of the,medical care,opponents,interviewed,0.476976,0.70012,-1.09164,-0.478535,0.545969,0.70012,0.006973,0.582337,-0.686174,-0.909318
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",united states and,the east,to eliminate,"jury ,",", thanks to",is in,", one",and the other,the president of,property .,-0.398492,-0.398492,0.294655,0.412438,0.006973,0.140504,0.006973,-0.053652,0.140504,-0.909318,entitled to,driver,field of,republican,reduction,leader of,ones,greatest,alan,the part of,0.70012,0.006973,0.476976,0.412438,-0.909318,-1.697775,0.006973,-0.311481,-0.298409,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",in part,establishment of,last,unless,certainly,part in the,the wife,6,area,united states in,-0.503853,0.006973,-0.07307,0.387745,-0.11081,0.294655,-0.398492,0.006973,-0.478535,-0.686174,he is the,is just,central,as possible,", before",a word,assist,the meaning of,replacement,she had,0.006973,0.184307,-0.07307,0.245058,0.093984,-0.398492,0.275237,0.294655,0.70012,-0.819706
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the red,to learn,stated,others,peter,force,confronted with,a blue,had nothing,"look ,",-0.398492,-0.151031,-0.147178,-0.909318,-0.200667,0.242287,-0.195968,-0.373491,-0.398492,0.377347,only,legislation .,entirely,prove,aid,well as,but the,is to,expected to,"help ,",0.70012,0.294655,-0.293132,0.112333,-0.686174,0.189294,-0.398492,0.294655,-0.01772,0.343445
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",ready to,chief,offered to,the light,elegant,two,the governor 's,short of,shortage,determination,0.70012,0.189294,0.381666,0.294655,-0.07307,-0.100658,0.454997,0.006973,0.006973,0.400015,", several",laws to,dismal,constitutional,organization,greater,known to,as a result,rule,the state of,-0.147178,0.363648,0.476976,0.294655,0.377347,-0.478535,0.70012,0.140504,0.217268,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the kind,setting,telling,due to,public and,hopes,light,", both of",an effort,so often,-1.379322,0.349918,0.381666,0.006973,-0.264961,0.006973,0.294655,-0.398492,0.492481,0.363648,congo,the word,conductor,golden,according to the,just as,in time,multiple,", both",admitted,-0.398492,0.294655,-0.552643,-0.280709,0.081081,0.071511,0.70012,-0.098388,0.230116,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",to raise,be spent,i 've been,a race,verdict,addition,well known,variation,more ',represented,0.294655,0.335477,0.294655,-0.909318,0.294655,0.189294,-0.398492,0.189294,-0.398492,0.70012,paid,chairs,present a,stock exchange,i never,applied to,provides,followers,track .,stepping,0.140504,0.294655,0.294655,0.294655,0.006973,0.566589,-0.398492,-0.686174,0.093984,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",have some,transmitter,will play,had already,14,them,'ve been,pointed out that,direction of the,was directed,-0.147178,0.294655,-0.398492,-0.147178,0.053493,0.412438,0.006973,-0.11081,-0.280709,0.363648,'s home,contact,now,'s name,in the early,came to,the rest of,electric,problem of,the end,0.006973,-0.686174,-0.909318,0.70012,0.70012,-0.686174,0.70012,0.517798,-0.07307,0.201129
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",efforts to,now that,of the people,been going,acceptance,society,pretty,continue,to attend,room,-0.280709,0.412438,-0.398492,-1.09164,-0.516275,-0.06202,0.006973,-0.216171,-0.398492,0.006973,catcher,languages,"much ,",of the greatest,'s a,of those,youngsters,for which,capacity,to watch,0.097945,0.294655,-0.909318,-0.503853,0.006973,0.582337,-0.037479,0.064131,-0.019003,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",evidence of,early,set up,province,sunday at,closed,the ussr,countries,immigration,vigorous,-0.398492,-0.147178,-0.29392,-0.147178,-0.503853,-1.497105,-1.24579,-0.686174,-0.686174,0.476976,to read,makes it,correct,way,someone,a matter of,papers,competent,approved,actors,-1.24579,-0.686174,0.582337,0.294655,0.194571,-0.280709,0.343445,-0.398492,-0.311481,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",division,performances of,registered,only one,youngest,per cent of,alongside,the way,27,elsewhere .,0.412438,0.269337,-0.552643,-0.909318,-1.004628,-0.909318,-0.280709,-0.398492,0.058006,-0.858025,lives,first two,precisely,drivers,issue of,attractive,emperor,smaller,of the world,in,0.294655,0.006973,-0.126559,0.006973,-0.909318,0.463731,-0.422023,0.294655,0.150074,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",each other,chain,billion,the prices,after a,librarians,massive,"way ,",a study,original,0.294655,0.70012,0.70012,-0.398492,-0.147178,0.412438,0.294655,-0.503853,-0.088337,-0.255392,the signatures,pair of,society and,had started,arose,the race,related,the formation,the middle,they did,-0.643615,0.006973,0.70012,0.248135,0.294655,-0.187183,-0.478535,-0.398492,0.517798,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",a new,complaint,yield of,able to,increases,to see,a big,indicated that,its independence,accompanied by a,-0.244342,0.161123,0.412438,0.093984,0.476976,-0.07307,-0.511821,0.038721,-0.216171,0.006973,additional,learned,shown,preserve the,", with",target,as an,east,a time,to realize,0.189294,0.412438,0.107056,-0.216171,-0.398492,-0.045213,0.448806,0.343445,-0.053652,0.140504
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",intends to,large,the agency,", there",to prevent,near,the problems,members of,obtained,get more,-0.398492,0.499449,0.044014,0.006973,0.294655,-0.398492,-0.909318,0.294655,-0.082639,0.230116,ninth,will help,corporations,while,boy who,nations and,two of,in the middle,baby,move,0.70012,0.093984,-0.124056,0.70012,-0.069988,-0.398492,0.195025,-0.216171,0.214612,0.258287
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the home of,will start,body,"20,000",woman 's,as soon,situations,extends,biggest,can get,0.006973,-0.147178,0.363648,0.140504,0.016626,0.294655,-0.216171,-0.364591,0.006973,0.476976,play .,oriental,pilot,station .,ride,a,the general,smell,position to,loose,0.70012,0.412438,0.70012,-0.787957,0.70012,0.70012,-0.398492,-0.216171,0.294655,0.189294
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",board of directors,a given,must,hospital,identified,", when",to do it,waiting,contain,and made,0.230116,0.294655,0.476976,0.220547,0.294655,0.240588,0.294655,0.394738,0.70012,0.294655,executives,to follow,term,guidance,driving,tell me,estimated,had made,i think that,", the two",0.412438,-0.216171,0.400015,-0.173775,-0.909318,0.70012,-0.11081,-0.216171,-0.084835,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",artist,completing,competence,forbidden,push,tried,practical,more of the,determined,widely,0.381666,-0.909318,-0.398492,-0.512903,0.071511,-1.379322,0.401627,0.613109,-0.561011,0.337214,du,the firm,recently,vision of,arranged,be made,in front,statement,at a,yet,-0.686174,-0.599163,-0.686174,-0.398492,0.294655,-0.686174,0.006973,-0.311481,0.237496,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the resolution,"hand ,",mark,funds to,we need,suggest,wheels,done .,fashion,tree,-1.09164,0.70012,0.081081,-1.379322,-0.398492,-1.09164,-0.398492,-0.398492,0.294655,0.412438,the test,changing,painting,the big,the un,i am,'ve got,interested in the,chapter of,limited,-0.398492,0.264802,0.294655,0.389965,-0.599163,0.381666,0.006973,-0.398492,-1.09164,-0.329499
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",danger,thinking,assignments,stay in,difficult,undertaken,states in,costs,not become,difficulty,0.412438,0.140504,-1.379322,0.006973,0.169492,0.189294,-0.686174,0.517798,0.006973,-0.11081,volume,the field of,hope for,the show,distinction,attack,aspects,correspondence,i could,", allowing",0.189294,0.006973,0.412438,0.006973,-0.311481,-0.11081,0.386462,0.140504,0.006973,-0.478535
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",streets,official,refer to,promises,already been,they can,because,the man who,thin,set aside,-0.909318,-0.216171,0.476976,-0.909318,-0.364591,-0.088337,-0.803957,0.412438,-0.686174,0.70012,away from the,deliberations,selections,fort,anything,in fact,five,numerous,bomber,measures,0.189294,0.006973,-0.147178,0.294655,-0.077585,0.189294,0.112333,-0.07167,0.102283,-1.24579
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",but this is,in the u.s.,to do a,and very,natural,lines,to have,met,to anyone,during,-0.298409,-0.11081,0.181775,0.412438,0.207643,0.294655,-0.398492,0.189294,0.140504,-0.140663,a state,happened,activities,on a,best .,a series,organized,colleagues,can be,families,0.159736,0.294655,-0.398492,0.294655,0.140504,-0.398492,0.053493,-0.175349,0.156504,-0.948539
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",boundaries,to run,", this is",tour of,mental,the fine,voluntarily,permit,happened in,do with,0.038721,0.70012,0.594759,0.32063,-0.552643,-0.686174,0.582337,0.169492,-0.734965,-0.280709,and during,number,headed,severe,are available,trying,"schools ,",strokes,direct,wrong,-1.24579,-0.909318,-0.909318,-1.24579,0.70012,0.006973,0.006973,0.70012,-0.398492,-1.24579
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",an opportunity,terribly,i 'm,the risk of,debates,spots,as a,planned,noted,day,0.006973,0.412438,-0.041817,-0.398492,0.119434,0.189294,0.517798,0.294655,0.064131,-0.280709,prior to,description,the mothers,beyond,sen.,on,"company ,",return to,afraid,", under",0.199738,0.381666,-0.909318,0.545969,-0.686174,0.412438,0.332395,-0.026179,-0.552643,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",to get to,the supreme,as early as,change,that each,ahead,back to,government and,situation,planning,-0.088337,-0.398492,0.566589,-0.367721,0.093984,0.294655,-0.909318,0.058266,0.189294,-0.686174,barrel,it also,once,returned to,to prevent the,center of,begin,shape of,troubled,existence,-0.160081,-0.050186,-0.234189,0.412438,-0.398492,0.70012,0.006973,0.053493,0.112333,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",to maintain,wind,the benefit,older,for a change,tuesday .,face of,fans,a position,", he",-0.216171,0.412438,-0.398492,0.112333,-0.686174,-0.398492,-1.602465,-0.06202,0.093984,0.448806,viewing,sharing,"show ,",think that,a first,over and,'s a,presents,part in,cost of,0.1729,0.476976,-0.147178,0.412438,-0.216171,-0.398492,-0.280709,-0.280709,0.70012,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",whatever,the little,not support,their way,wish to,state of,in view of,talked,even if,", quite",0.294655,-0.686174,-0.06202,-0.132789,0.499449,0.294655,0.006973,0.306216,-1.171682,0.140504,communications,working for,knowledge,to tell,a call,pointed out,company,of the law,allowed,he does,-0.398492,-0.398492,0.006973,0.294655,0.112333,-1.004628,0.363648,0.006973,-0.478535,-0.11081
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",a family,supper,conditions .,clothes,exception,attracted,a maximum,box,sacrifice,newspaper,-1.034481,0.253833,0.70012,0.006973,-0.909318,-0.469951,-0.147178,0.517798,-1.09164,-0.398492,average,the stage,everybody,revenues,opened,care for,cuts,classical,engaged in the,a good one,-0.909318,-0.11081,-0.147178,0.006973,0.517798,0.230116,0.006973,0.70012,0.006973,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",lack,and after,view,48,weather,stands,may,the country,meals,in for,-0.686174,-0.398492,0.294655,0.412438,-0.398492,0.248135,-0.398492,0.294655,-0.686174,0.557019,and gave,will run,looking for,pointed out to,level,are paid,equal to,", if not",went to,face the,0.412438,0.189294,0.517798,-0.06202,0.294655,-0.868496,0.040874,-0.156352,-0.503853,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",so it,patrol,religion,on behalf of,latter,one,phase,candidate,begins,pictures,-0.686174,-0.909318,-0.398492,0.70012,-0.398492,-0.216171,0.112333,0.476976,-0.686174,0.294655,beautiful,unanimity,who lives in,facing,history,pertinent,to head,offering,touched,to leave,-0.599163,-0.840325,-0.147178,-0.686174,0.70012,0.006973,0.442291,0.006973,-0.183879,-0.053652
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",in such,patient,critical,college .,adopted,period .,the question of,sessions,the man,act in,0.006973,-0.686174,0.230116,-0.175349,-0.280709,0.252095,-0.303182,-0.132789,-0.088337,-0.245113,", still",disposal,ideas,provide a,final,do n't know,look,and then,it,young man,0.294655,-0.044321,0.230116,0.189294,-0.216171,0.294655,0.006973,0.230116,0.294655,0.517798
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",other side,together,to bring,beyond the,give up,instances,going,moment,laid,and all of,-0.398492,0.517798,0.412438,-0.686174,0.081081,0.274036,0.594759,-0.909318,-0.398492,0.412438,aged,years is,flood,a case,the u.s.,joint,during a,taken to,wider,attacks on,-0.686174,-0.088337,0.189294,0.32063,0.258287,0.006973,-0.986279,-0.17913,0.006973,-0.552643
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",london,pattern,to seek,spoken,completely,commission,thus,call,the place,are trying,-1.09164,0.381666,0.343445,-0.398492,-0.216171,-0.398492,-0.552643,0.294655,0.294655,0.70012,connection,in every,wholly,admission,signals,deliver,sought to,problems of,made statements,in excess of,0.006973,-0.398492,-0.552643,-0.147178,-0.398492,-0.88033,0.006973,-0.398492,0.006973,0.093984
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",soviet union,delegates,expected to be,because of the,separated,stock market,rest of,team,elder,cut,0.294655,-0.398492,0.70012,0.412438,-0.803957,-0.686174,-0.686174,0.294655,0.140504,-0.280709,a specific,bang,raises,not come,capable of,survey,he got,really,tendency,to move,0.035144,0.006973,0.006973,0.70012,0.332395,-0.187183,0.566589,-0.11081,0.294655,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",usual,"in fact ,",passage of,said friday,the next,resigned,listen,ran,", there is",", that 's",0.33466,0.343445,-0.088337,0.613109,0.294655,-0.105505,0.189294,0.294655,0.363648,-0.216171,meet,top,work on,legal,south,without a,passed a,", national",minister,10 years,0.006973,-0.463031,0.70012,0.006973,-0.580814,-0.175349,0.332395,-0.216171,0.517798,0.067597
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",closer,today 's,neither a,just like,seems that,continues,to reduce,is very,underlying,her first,-0.147178,-0.147178,0.412438,-0.216171,-0.398492,0.230116,0.499449,-0.398492,0.412438,0.189294,ready,victims,", made",below the,head of,so many,she did,table,significance of,combined,-0.216171,0.294655,0.294655,0.294655,-0.07307,0.093984,0.189294,-0.147178,-0.686174,-0.686174
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",longer than,statements,since then,following,rescued,authority and,against,par,follow,make it,-0.208139,0.294655,0.006973,0.397839,0.70012,-0.247261,-1.697775,0.70012,0.006973,-0.267464,resumed,some of,attend,aspect,half,"jobs ,",kern,in that,themselves,pensions,-0.255392,0.374698,0.120301,-0.398492,0.363648,-0.909318,0.448806,0.212642,-0.909318,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",review,"stand ,",", said he",a broad range,during his,agents,preservation,settlement,took a,practices,-0.11081,-0.216171,0.412438,-0.088337,0.169492,0.70012,0.294655,0.166037,-0.329499,0.112333,called the,to increase,it all,south of,law which,road,demand,"ground ,",made .,demands,0.566589,0.517798,-0.398492,0.70012,-0.398492,0.006973,0.412438,-0.398492,-0.147178,0.412438
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",at all,consequences,to be taken,the success,the demand,major,america 's,put to,excess of,even,-0.713573,0.006973,0.70012,-0.216171,0.189294,0.545969,0.412438,0.006973,-0.216171,-0.398492,divided,words,more than the,be limited,administrator,include,possibility of,finished,he said :,a short,-0.276603,-0.216171,-0.909318,0.70012,-0.909318,-0.398492,0.294655,-0.216171,0.189294,0.363648
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",balance .,afford,boards,but then,protest,to return,place,unions,university,a plan,-0.686174,0.294655,0.412438,0.294655,-1.09164,-0.398492,0.70012,-0.280709,0.412438,0.006973,awareness,grateful,contested,upheld,financing,wonder,chance to,had provided,there are a,situation .,0.517798,0.493326,0.006973,-0.503853,0.294655,-0.398492,0.269337,-0.080039,0.70012,-0.909318
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",to produce,master 's,%,drew the,he added,and many,advisory,confronting the,a great,"states ,",-0.244342,0.006973,0.294655,-0.11081,-0.398492,0.230116,-0.280709,0.214612,0.70012,-0.746799,"force ,",am,: the,means of,reason to,draw,be given,crucial,impressive,", head of",-0.053652,-0.875416,0.294655,0.574957,-0.398492,-0.147178,-0.686174,0.412438,-0.686174,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the closing,get,manufacturing,fulfill,the best,of course,must be,traditional,platform,taxes,0.70012,0.081081,-0.398492,0.32063,0.412438,-0.686174,0.294655,0.294655,0.153576,-0.03242,below,aides,family,retail sales,than one,stand up,response to,be discussed,by the,labor,0.437756,0.006973,0.006973,0.70012,0.091314,-0.909318,0.294655,-0.155546,-0.962428,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",third,he gave,some,needs,the hospital,nor,years ago .,part,be reduced,earlier,-0.580814,0.394738,0.412438,-1.379322,0.081081,-0.088337,0.006973,-0.398492,-0.200667,0.70012,staff,likely to,"well ,",purchase,combination,", since",any longer,would not,crop,and i,0.157796,0.006973,-0.126559,-0.19651,-0.552643,0.303705,-0.29671,0.006973,-0.025817,0.332395
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",taken over,tremendous,filling,forecasts,that every,loud,reviewed,80,still,drops,-0.218699,0.140504,0.230116,0.294655,0.140504,0.412438,-0.398492,-1.497105,0.538852,0.006973,considered,she,commitment,eliminate,a letter to,competition,to lead,described the,becomes more,he said,-0.398492,-0.297023,0.294655,0.70012,0.006973,-0.398492,0.545969,0.412438,-0.398492,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the subject,thinks,", he added",the increase in,had an,purchasing,in terms,departure,people 's,eighth,-0.11081,-0.250856,-0.398492,-0.686174,-0.187183,-1.314783,0.294655,-0.686174,0.006973,-1.09164,stage,very well,referred to,tours,our own,states .,incident,signing,requires,playing a,0.006973,-1.09164,-0.398492,0.70012,-0.147178,0.189294,-0.398492,0.006973,0.294655,0.006973
