Title,Description,Keywords,SequenceId,Beginning,Middle,End
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",4y2MmrTqMhYOGf8nVR8PwA==,PersonX wakes up feeling limber and energetic,PersonX decides to go on a hike,PersonX becomes very smelly and dirty and takes a shower
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",NR8SqrZI55LQmkr+XB2caQ==,PersonX goes to a party,PersonX does n't know anyone,PersonX leaves the party and goes home.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",xuprbczkwY6gGD2m9quGPQ==,PersonX falls asleep in their bed,PersonX dreams last night,PersonX wakes up depressed after the dream they had
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",BBUmM6Q1LDrPASUDr8YMSg==,PersonX works fora paycheck,PersonX depends upon the amount,PersonX pays bills with the money
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Wnk51jgln8FvadcQyVqz7w==,PersonX sees a pretty girl,PersonX cuts a wide swath,PersonX asks the pretty girl on a date
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",tW3Z9WsG5Z7R4vAGZ9vbBA==,PersonX goes to the field,PersonX does n't know how to play,PersonX watches everyone else
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",vXwyn+4ljs3sRU+AX1flEg==,PersonX quits their job.,PersonX decides to go on vacation,PersonX goes to Hawaii.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",qzI/Lg/kCH2xiOyya2X+hw==,PersonX cant lose the client,PersonX depends upon the amount,PersonX makes the pitch of a lifetime
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",gaCq6CUJm1gkCJSBwXD4DQ==,PersonX decides to go fishing,PersonX cuts bait,PersonX catches lots of fish
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",9KUX3X4ZTl63wZB1o3GwCQ==,PersonX wants a new car,PersonX dreams of one,PersonX takes out a loan
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",iCWtYlzcsXMtfMyTSbLNXQ==,PersonX meets PersonY at a party,PersonX does n't know much about PersonY,PersonX asks PersonY a question
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",56LR+G6tUAGpvYl2zD6mUg==,PersonX forgets to make plans on Friday.,PersonX decides to go see a movie,PersonX runs into PersonY at the movie theater.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",tNcpOCfsc6jQT3ZT1Umfug==,PersonX has a part in the play.,PersonX depends upon the character,PersonX gets a standing ovation.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",IPUnk7+poStxrsDY0t6kiA==,PersonX hires a new employee,PersonX does n't know much about PersonY,PersonX watches person Y work
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",C7XGrOL54TP5eMNLv/GGyQ==,PersonX needs new shoes.,PersonX decides to go shopping,PersonX buys new shoes.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",9/awFegd3SC/ryPnmFKI2g==,PersonX is chopping a onion,PersonX cuts both ways,PersonX cuts his finger
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",n6sItCNYmlRNSJJ3eb/5IQ==,PersonX is thinking about going skiing,PersonX depends upon the conditions,PersonX has to wait to see what the weather is doing
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",I3fE8kbbogkvEBUzNq/BCQ==,PersonX is hot in the summer heat,PersonX decides to go swimming,PersonX cools off
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",6kWCZm/9twu08K+/9OlRMQ==,PersonX looks at a big piece of paper,PersonX cuts both ways,PersonX watches the paper fall to the ground
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",8mKVByHljJQz6CXc0j7gqQ==,PersonX Has to ride in the car with their sisters boyfriend for an hour.,PersonX does n't know much about PersonY,PersonX Really gets to know their sisters boyfriend a lot better over the drive.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",5Vkl6mZAkrB708nar+ptqw==,PersonX refused a marriage proposal.,PersonX dreams of one,PersonX goes on lots of dates.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PI+TiaBLlrfrbS/Xx8AIHg==,PersonX researches colleges,PersonX depends upon the degree,PersonX takes out life crushing student loans
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",//tMBYoUMurb3rYsc0bLrg==,PersonX did not want to go to math class,PersonX cuts class,PersonX got busted by her parents
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",KhblTcDL5DDaMWxH1wh/Sg==,PersonX is new to school,PersonX does n't know what to do at first,PersonX ask someone for help
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",9fFZXSNvpnQh3RmcU6oUvg==,PersonX looks up the closest Chinese resturant,PersonX decides to go there,PersonX eats a ton of food
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",zLO022zwzNhiKSzgPZ73XQ==,PersonX goes into the sauna,PersonX drenches in sweat,PersonX steps out of the sauna
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",jKHH3IqJ+x3wSYgBd7vcyA==,PersonX is building a dresser.,PersonX cuts corners,PersonX built an ugly dresser.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",2Ibf0RdbcqUFvFQ32QZgBg==,PersonX graduates high school,PersonX decides to go to college,PersonX starts taking classes
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",H9DYezq6ZV/IP2bMI19zjw==,PersonX went out for lunch.,PersonX does n't know what to eat,PersonX got the daily special.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",7nHWaW6nAiP310un4vivUA==,PersonX gets a job as a weather man.,PersonX depends upon the nature,PersonX is right a lot in his nature/ weather predictions.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",5YGzBQ0xJtwCnFruFeN21g==,PersonX likes to fit in with the croud,PersonX dresses alike,PersonX feels comfortable in the group
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ieQzotxxS/Tnxa8AZ5dyMQ==,PersonX is starving,PersonX does n't know what to eat,PersonX orders chinese takeout
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Yh5enUoHXZR4mjeNMaPhGQ==,PersonX needs to hire a secretary,PersonX depends upon the position,PersonX puts an ad in the local paper
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",K0z/bHcZlQcqYBx5iylHug==,PersonX PersonYawns for hours,PersonX decides to go to sleep,PersonX gets up to go to work
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",zomW5EGT5+4Gj4s/gsBdMg==,PersonX gets a present,PersonX does n't know what to expect,PersonX gets socks
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",tiD+eyWuaL+bKE3hGQZFug==,PersonX grows hair,PersonX cuts hair,PersonX sweeps up hair
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",LHBd/van6nQwqc+Fiu7stA==,PersonX leaves work early.,PersonX decides to go to the beach,PersonX swims in the water.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",n92ptK7nS/oXbvm8NXL+MQ==,PersonX puts out a call for protesters,PersonX depends upon the presence,PersonX holds up their sign during the protests
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",jryU41LaOKfsx9lpcQfx9A==,PersonX goes to Bermuda for vacation,PersonX decides to go to the beach,PersonX swims in the ocean
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",gKTQB/UvSj579PO+mv82/w==,PersonX wakes up late,PersonX dresses for school,PersonX is late for the school bus
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",OiTKbbaiFTEw/FiO/rJMeA==,PersonX gets a pile of firewood.,PersonX cuts it,PersonX stacks the wood high.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",6Scmo226ZhU96WL1ww2Clg==,PersonX goes into the store,PersonX does n't know what to get,PersonX walks up and down the aisle
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",+FWtwPrXSCL+pIvHH2aZDg==,PersonX won the lottery,PersonX decides to go to the casino,PersonX loses everything
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PdWTsYMd/f9Vu1ckBTJ8qw==,PersonX see someone they want to talk to.,PersonX does n't know what to say,PersonX says nothing.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",HHBxx4b1k/D3+7YDplOSBQ==,PersonX needs an onion for a job,PersonX cuts it fine,PersonX puts it in the dish
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",+0iL2agB8GBjZmP1IwGARQ==,PersonX orders a new pair of shoes,PersonX depends upon the size,PersonX returns the shoes
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",29XSyQYU0BJ6gYPuyL3auA==,PersonX goes into their closet,PersonX dresses in PersonX's clothes,PersonX goes to work
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",8W50ceWN8tvVokidXkp0fQ==,PersonX is ignored by their closest friend,PersonX does n't know what was wrong,PersonX confronts their friend
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",QPouZv50WIB1a+KfxDN8SA==,PersonX breaks PersonX's arm,PersonX decides to go to the doctor,PersonX asks for pain medicine
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",1aAKh/RstjCRIjiYIoP7Lg==,PersonX wields a pair of scissors,PersonX cuts my hair,PersonX marvels at their own barber skills
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PTMxr7l9BDIfhYUd6pHiZw==,PersonX loses a job when the company closes.,PersonX depends upon the state,PersonX looks for a different job.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",xD3Btb8dFVWvABXL4LcwYA==,PersonX needs new underpants,PersonX decides to go to the mall,PersonX buys underpants in bulk from the dollar store
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",sC16BIyBV8EaY2h35wMeDw==,PersonX goes on a date with PersonY,PersonX does n't know what was wrong,PersonX calls PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",jvWolODZV8R3fM/cbhXgLQ==,PersonX took out a $1000 loan to go on a trip,PersonX cuts off PersonX's nose to spite PersonX's face,PersonX missed PersonX's flight for the trip
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Kp6MEELRQm4l7kWf3/0EjA==,PersonX is trying to find his way home.,PersonX does n't know where to go,PersonX looks at a map.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",1fMP7yqp75B68oAiXLsWzw==,PersonX borrows clothes for the concert.,PersonX dresses in PersonY's clothes,PersonX looks better than PersonY.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",sb0as9EEZ1ZqDciTR/Mq6A==,PersonX gets on the bus.,PersonX decides to go to the mall,PersonX looks around and doesn't buy anything.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",X/OLjUwjOZd7XkA9dbR+Og==,PersonX receives the check from the judges,PersonX deposits PersonX's check,PersonX signs up for a new contest
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",w7Z4zDBlBvTF6IR6AKTibQ==,PersonX sentences PersonY to death,PersonX cuts off PersonY's head,PersonX disposes of PersonY's corpse
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",1bt/cobzWXfJahUsWpQ3sQ==,PersonX gets PersonYelled at by their boss.,PersonX does n't like PersonX's job,PersonX begins looking for a new job.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",bEQnmPN/V+6HpRyzmpaqUw==,PersonX wakes up late,PersonX dresses quickly,PersonX rushes out the door
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",NRwGVrNRuBjV/92FElO8kQ==,PersonX is bored.,PersonX decides to go to the mall,PersonX buys a shirt.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",KrFDpB2ucb+ya0yyucgjrQ==,PersonX receives some money from the renter,PersonX deposits a check,PersonX pays the bill with some of the money.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",WNAIvbViT6B57T4qS44lOQ==,PersonX grabs a katana,PersonX cuts off PersonY's head,PersonX hides the evidence
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ufO889lOF8KAsN552QotbQ==,PersonX goes on a diet.,PersonX does n't lose weight,PersonX quits the diet.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",o+UrgN/1gl2WprCDcnN/ag==,PersonX showers after exercising.,PersonX dresses to go back out to eat,PersonX gets takeout.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ZwVNMQHLS2GMg/TKZISywA==,PersonX onX receives the first paycheck from work,PersonX deposits a check,PersonX onX sees the bank balance increases
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",sAvhITixtSVsQ/LlpQ47LQ==,PersonX defeats PersonY in battle,PersonX cuts off PersonY's head,PersonX utters a prayer for PersonY's soul
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",iNI5mWWFMnuqZgxqyrpdPA==,PersonX is bored at home,PersonX decides to go to the movies,PersonX sits in the front row
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",XSZG0gfAJlWKcj8T6QemXg==,PersonX gets married to PersonY.,PersonX does n't love PersonY anymore,PersonX divorces PersonY.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",y5TRt/S6HK+6UmjPdQP4iA==,PersonX goes to the bank.,PersonX deposits a check,PersonX makes an order online.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",dSdVWvIhSed9G7VV5NHygw==,PersonX tries out for cheerleading,PersonX does n't make the cut,PersonX goes home upset
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",x0dGCPkXCPDKt+5XHGk65Q==,PersonX sees the guy at school that was talking about him,PersonX cuts off PersonY's retreat,PersonX punches him in the stomach for talking about him
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",kPgg+vcCtypvyo+lSOZGsw==,PersonX drives their car.,PersonX decides to go to the park,PersonX walks in the park.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",G1aW3isPYRLEXl4vnHs//w==,PersonX makes a date,PersonX dresses to kill,PersonX goes dancing with her date
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",CCRJDIq4q+NUbzgcxgAjHQ==,PersonX tries out for the team.,PersonX does n't make the team,PersonX joins the chess club instead.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",nX2nIVYEoPveUP9UzLFQlA==,PersonX is hungry.,PersonX decides to have a picnic,PersonX has a picnic with PersonY.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",uVGNOQBYB/dtlDCRq+dQgg==,PersonX hears PersonY calling their name,PersonX does n't pay attention,PersonX gets away with out having to talke
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",trwSLrxifLKjSnqut0skTw==,PersonX gets ready for a night out,PersonX dresses to kill,PersonX takes pictures of PersonX's outfit
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",TKCSO4iDN353GIaAQnsApA==,PersonX attends a grand opening.,PersonX cuts red tape,PersonX carefully closes the giant scissors.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",hVFHRtSsdP4BJuvc5uWoZw==,PersonX has too much junk,PersonX decides to have a PersonYard sale,PersonX makes some extra money
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",abGdtbR81+TQDtdigXgOpw==,PersonX catches the ball.,PersonX dribbles the ball,PersonX takes a shot.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",0xqVbQ1xJVWNjrLCF5ZCBA==,PersonX finds out they're adopted,PersonX does n't really care,PersonX appreciates their parents
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Cvo9uakevx+o2s1iwg82zQ==,PersonX sees PersonY struggling to catch PersonY's dog at the park.,PersonX decides to help,PersonX brings PersonY's dog back to PersonY.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",WygYyWGZuBGaC1yCkrrYFg==,PersonX has the power.,PersonX deprives PersonY of the power,PersonX continues to have the power.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",/VnBRcgdEYLuU1l+6WIAuw==,PersonX onX gathers some fabric to make a dress,PersonX cuts swathes,PersonX onX sows the swathes together
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",/dL7qoG/rhaJX4yhgtbCzw==,PersonX plays basketball at the park.,PersonX dribbles the ball,PersonX loses the ball to a child.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",MkiaVFd635XcqqxkLSy+4g==,PersonX sees PersonY struggling with groceries.,PersonX decides to help PersonY,PersonX is paid 5 dollars for their help.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",WgKNEoLvAvPm5wpQN8B/jw==,PersonX asks PErsonY if they need anything,PersonX decides to help PersonY out,PersonX moves PersonY's things
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",3P+7vxwh1M7xYzbeF2mjQw==,PersonX makes people sign waiver forms,PersonX derives PersonX's powers from the consent,PersonX then takes advantage of the waivees
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",zu8x2p5wUMM9KYGxSTwSeA==,PersonX blows out the candles,PersonX cuts the cake,PersonX serves the cake
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Xgdiu3c7fNtP7eD+gCj0sw==,PersonX runs down the court,PersonX dribbles the ball,PersonX trips and falls
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",fGkc4S4+Nd/lUEqXF6zfzQ==,PersonX goes to the meeting.,PersonX cuts the cheese,PersonX is laughed at by others.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",LTJ7Si0bLmcRLCPTV5vQfQ==,PersonX sees a man steal while shopping,PersonX does n't say anything,PersonX quickly checks out and leaves the store
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",UL7n4+gKrRrtt3voFQr6gQ==,PersonX onX goes to a job interview.,PersonX describes PersonX's experience,PersonX onX gets the job.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",UHh8TSQ2ffu6Y0oomXT/5A==,PersonX washes PersonX's clothes,PersonX dries PersonX's clothes,PersonX folds PersonX's clothing
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",1gJxbX3Z4GumjGYu02qEkw==,PersonX buys boots for hiking,PersonX decides to hike,PersonX finds a great swim hole while hiking
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",CgtYU//DBd157TmQeMk4bQ==,PersonX wakes up in complete darkness,PersonX does n't see anything,PersonX turns on the overhead light
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",mP+MurEWwGHVuxkHLKdMWQ==,PersonX watches PersonY deliver the baby,PersonX cuts the cord,PersonX holds the baby
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",jb9e5o0BOC+dtZcKprmu4Q==,PersonX witnessed a crime,PersonX describes PersonY's experience,PersonX solved the case
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",9RwOdhGZCRZw6UXr3A5hHw==,PersonX is failing math,PersonX decides to hire a tutor,PersonX aces the next test
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",JwD1wlnZmd12dcroSSa5pg==,PersonX picks up tissue,PersonX dries PersonX's eyes,PersonX blows their nose
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",dRfH0P3RSBOo2PHY/vZQjg==,PersonX observes PersonY watching a film,PersonX describes PersonY's experience,PersonX asks PersonY if they are accurate
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",X3RRliunSDEUNzo7C/jbrQ==,PersonX hears a sound in the basement.,PersonX decides to investigate,PersonX sees a raccoon in the basement.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",mUbQevRcAZ368aStSDy0ng==,PersonX puts a large deposit in the bank,PersonX does n't seem to work,PersonX shows everyone the bank balance
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",bQU6L0mlPbBNfhwlxxDiOg==,PersonX attends a recruitment event,PersonX decides to join,PersonX gets deployed to Iran
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",sFszE/8fv0O2JNsnVyLEgw==,PersonX is told that he is looking odd today,PersonX does n't think anything of it,PersonX is insulted by many people
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",6d7itrG3MDrmBI5KBgAmCQ==,PersonX speaks loudly so he can be heard,PersonX describes PersonY's experience,PersonX concludes the story and opens the floor to questions.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",cK4bQ5PXqgSqDZJonBf/Gg==,PersonX cries.,PersonX dries PersonX's tears,PersonX washes their face.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",0ugrZGSFmCWsGc06qxwtmA==,PersonX fails their driver's test.,PersonX does n't want anyone to know,PersonX tells everyone they haven't taken their driver's test yet.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",AYciLdtTmgc8fg73jmIv3w==,PersonX gives a lecture on biology,PersonX describes in detail in chapter,PersonX summaries the lecture
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",hTic4q3qUqO2OduMkMJEvg==,PersonX watches a sad movie.,PersonX dries PersonX's tears,PersonX throws away the tissue.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",JSSSWXIr/BjDC1xQxfdqAQ==,PersonX goes to bar.,PersonX does n't want to fight,PersonX leaves the bar.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",JKnf1vab9J5Z7OkNjcN++g==,PersonX begins to cry,PersonX dries PersonX's tears,PersonX removes their smudged makeup
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",YjUnHwzIVHCQFsiqvXf4jg==,PersonX orders a hamburger.,PersonX cuts the mustard,PersonX eats the hamburger when it arrives.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",q0nfG6sJROeXrAyopNS7aA==,PersonX is deciding who to let go at work.,PersonX decides to keep PersonY,PersonX gives PersonY the good news.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",vcIDaPvqOhHqCP23E7WHvg==,PersonX PersonY takes PersonY to the party.,PersonX does n't want to go,PersonX leaves the party.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",0L4IsJlaUwgo16y+Ztxb7w==,PersonX finishes a good book.,PersonX describes in detail in chapter,PersonX finds the sequel.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",BzNsx6V6PYp29nTbC1b9pw==,PersonX finds a watch,PersonX decides to keep it,PersonX wears it daily
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",XPrQk3vZL4hYc+4XdJuTEA==,PersonX gets a present from PersonY,PersonX cuts the ribbon,PersonX opens the present
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",izlHZZImz2uvektwrJ3tzw==,PersonX gets up for school,PersonX does n't want to go,PersonX pretends to be sick
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",QdDLJ1SVO6Nln25aJt/KDg==,PersonX scrubs clothing in a tub.,PersonX dries PersonY's clothes,PersonX folds the clothing and stores it.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",JCP7x18z4VrUydfmBXYZiw==,PersonX finds a wild cat,PersonX decides to keep the cat,PersonX buys the cat a cat bed
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",8zyJMrhAxy8FdU/UMiT6hw==,PersonX goes to the grand opening of a museum,PersonX cuts the ribbon,PersonX gets their picture taken
