Title,Description,Keywords,source,generation,type
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sam loudly slurps his soup as he quickly sucks down the whole bowl,Who was it for?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",thinking outside the box when fishing.,Is there a rule or a catch that needs to be caught?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","As my grandparents slept, I wiped the ceiling fan",Where were you when you wiped it?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",wanting to have an economical car.,Have you considered getting a used car?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jeff is crushed by the breakup and wants nothing to do with Carol anymore,Does Jeff see Carol every day?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",always talking down about yourself,Why are you constantly talking down about yourself?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Bill goes outside on the porch to smoke,Does Bill know when he is outside smoking?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being nervous to tell your sibling they're being cheated on.,Would you be scared that they will tell you?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I saw a book at the bookstore that I wanted so I bought it,Is the book available at the bookstore?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Bill decides to do some push-ups and calisthenics,Are Bill's arms strong enough?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Mike goes to see Haley in the choir and watches a repeat of the documentary later,Does Haley like watching the documentary?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I told my husband the dress my friend bought cost $100 less than mine did,Was there a reason the dress cost $100 less?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Dave throws in 75 dollars and tells the other two not to worry about it as it's his treat,When do the others get upset at Dave for the treat?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I made sure to double up on the liquor when fixing the novice drinker's cocktail,Is the novice drinker allowed to drink alcohol?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","I flipped through a book, highlighted passages with a marker, and put it back in my bag",Was the book good read?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I bribed my lawyer to do a better job,Do you think it would be ethical to bribe a lawyer?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Martha asks Kayla about her boyfriend that evening at dinner,Is Martha happy with the boyfriend she's with?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Chad gets in front of her kid and breaks the dog's neck,Is the dog hurting anybody?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I told my husband the dress I bought cost $100 less than it actually did,Why did you tell your husband it cost $100 less?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I reached for my brother's hand and blew my snot into it,Are your brother and you close friends?,pipeline
