Title,Description,Keywords,example,generic,always_generic,only_generic,ex_iloc,file_name,ex_num,pattern_num,pnum_gpt3,ppl_gpt3,need_anns,Answer.always_generic,Answer.ee,Answer.is_tricky,Answer.only_generic
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",cameras are used to find mistakes,cameras are used to capture the world around us .,All cameras are used to capture the world around us .,Cameras are only used to capture the world around us .,692,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,138,gpt3_typeP3_gens,3,1.583356982,3,2,32.934,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",cameras are used to find mistakes,cameras are used to capture the world around us .,All cameras are used to capture the world around us .,Cameras are only used to capture the world around us .,692,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,138,gpt3_typeP3_gens,3,1.583356982,3,2,22.284,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a salad spinner can be used for drying fruits,a salad spinner is a device used to spin salad leaves .,All salad spinners are a device used to spin salad leaves .,A salad spinner is only a device used to spin salad leaves .,891,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,88,gpt3_typeP4_gens,4,17.75713173,3,1,33.278,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a salad spinner can be used for drying fruits,a salad spinner is a device used to spin salad leaves .,All salad spinners are a device used to spin salad leaves .,A salad spinner is only a device used to spin salad leaves .,891,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,88,gpt3_typeP4_gens,4,17.75713173,3,1,58.997,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a salad spinner can be used for drying fruits,a salad spinner is a device used to spin salad leaves .,All salad spinners are a device used to spin salad leaves .,A salad spinner is only a device used to spin salad leaves .,891,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,88,gpt3_typeP4_gens,4,17.75713173,3,2,31.272,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",camera phones can be used to capture the world around us,cameras are used to capture the world around us .,All cameras are used to capture the world around us .,Cameras are only used to capture the world around us .,693,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,138,gpt3_typeP3_gens,3,1.859205651,3,0,22.765,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",camera phones can be used to capture the world around us,cameras are used to capture the world around us .,All cameras are used to capture the world around us .,Cameras are only used to capture the world around us .,693,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,138,gpt3_typeP3_gens,3,1.859205651,3,0,35.811,on,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",camera phones can be used to capture the world around us,cameras are used to capture the world around us .,All cameras are used to capture the world around us .,Cameras are only used to capture the world around us .,693,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,138,gpt3_typeP3_gens,3,1.859205651,3,0,27.06,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a salad spinner can be used to spin liquids,a salad spinner is a device used to spin salad leaves .,All salad spinners are a device used to spin salad leaves .,A salad spinner is only a device used to spin salad leaves .,892,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,88,gpt3_typeP3_gens,3,18.70538648,3,2,56.411,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a salad spinner can be used to spin liquids,a salad spinner is a device used to spin salad leaves .,All salad spinners are a device used to spin salad leaves .,A salad spinner is only a device used to spin salad leaves .,892,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,88,gpt3_typeP3_gens,3,18.70538648,3,1,49.57,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a salad spinner can be used to spin liquids,a salad spinner is a device used to spin salad leaves .,All salad spinners are a device used to spin salad leaves .,A salad spinner is only a device used to spin salad leaves .,892,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,88,gpt3_typeP3_gens,3,18.70538648,3,2,23.363,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",cameras can be used in remote places,cameras are used to capture the world around us .,All cameras are used to capture the world around us .,Cameras are only used to capture the world around us .,694,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,138,gpt3_typeP3_gens,3,2.315960485,3,0,10.858,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",cameras can be used in remote places,cameras are used to capture the world around us .,All cameras are used to capture the world around us .,Cameras are only used to capture the world around us .,694,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,138,gpt3_typeP3_gens,3,2.315960485,3,2,4.831,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",cameras can be used in remote places,cameras are used to capture the world around us .,All cameras are used to capture the world around us .,Cameras are only used to capture the world around us .,694,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,138,gpt3_typeP3_gens,3,2.315960485,3,2,7.74,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an onion spinner can be used to make onion rings,a salad spinner are used to make salads .,All salad spinners are used to make salads .,Salad spinners are only used to make salads .,893,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,67,gpt3_typeP3_gens,3,1.583356982,3,2,55.89,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an onion spinner can be used to make onion rings,a salad spinner are used to make salads .,All salad spinners are used to make salads .,Salad spinners are only used to make salads .,893,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,67,gpt3_typeP3_gens,3,1.583356982,3,2,132.883,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an onion spinner can be used to make onion rings,a salad spinner are used to make salads .,All salad spinners are used to make salads .,Salad spinners are only used to make salads .,893,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,67,gpt3_typeP3_gens,3,1.583356982,3,2,9.056,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some cameras are developed to capture the inside of our bodies,cameras are used to capture the world around us .,All cameras are used to capture the world around us .,Cameras are only used to capture the world around us .,695,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,138,gpt3_typeP3_gens,3,2.441154736,3,2,21.854,on,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some cameras are developed to capture the inside of our bodies,cameras are used to capture the world around us .,All cameras are used to capture the world around us .,Cameras are only used to capture the world around us .,695,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,138,gpt3_typeP3_gens,3,2.441154736,3,1,6.758,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some cameras are developed to capture the inside of our bodies,cameras are used to capture the world around us .,All cameras are used to capture the world around us .,Cameras are only used to capture the world around us .,695,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,138,gpt3_typeP3_gens,3,2.441154736,3,2,36.601,on,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a salad spinner can be used to make a fruit salad,a salad spinner are used to make salads .,All salad spinners are used to make salads .,Salad spinners are only used to make salads .,894,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,67,gpt3_typeP4_gens,4,12.04851371,3,0,7.022,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a salad spinner can be used to make a fruit salad,a salad spinner are used to make salads .,All salad spinners are used to make salads .,Salad spinners are only used to make salads .,894,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,67,gpt3_typeP4_gens,4,12.04851371,3,0,7.24,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a salad spinner can be used to make a fruit salad,a salad spinner are used to make salads .,All salad spinners are used to make salads .,Salad spinners are only used to make salads .,894,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,67,gpt3_typeP4_gens,4,12.04851371,3,0,7.901,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a special cake can be purchased when somebody is celebrating a birthday,cakes is purchased .,All cakes are purchased .,A cakes is only purchased .,696,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,337,gpt3_typeP3_gens,3,1.552441045,3,2,8.495,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a special cake can be purchased when somebody is celebrating a birthday,cakes is purchased .,All cakes are purchased .,A cakes is only purchased .,696,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,337,gpt3_typeP3_gens,3,1.552441045,3,0,5.75,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a special cake can be purchased when somebody is celebrating a birthday,cakes is purchased .,All cakes are purchased .,A cakes is only purchased .,696,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,337,gpt3_typeP3_gens,3,1.552441045,3,0,16.794,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a salad spinner can be used to make a salad smoothie,a salad spinner are used to make salads .,All salad spinners are used to make salads .,Salad spinners are only used to make salads .,895,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,67,gpt3_typeP4_gens,4,13.95361014,3,1,8.172,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a salad spinner can be used to make a salad smoothie,a salad spinner are used to make salads .,All salad spinners are used to make salads .,Salad spinners are only used to make salads .,895,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,67,gpt3_typeP4_gens,4,13.95361014,3,2,17.504,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a salad spinner can be used to make a salad smoothie,a salad spinner are used to make salads .,All salad spinners are used to make salads .,Salad spinners are only used to make salads .,895,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,67,gpt3_typeP4_gens,4,13.95361014,3,2,25.149,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",special cakes can be prepared,cakes is purchased .,All cakes are purchased .,A cakes is only purchased .,697,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,337,gpt3_typeP3_gens,3,1.583356982,3,1,10.055,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",special cakes can be prepared,cakes is purchased .,All cakes are purchased .,A cakes is only purchased .,697,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,337,gpt3_typeP3_gens,3,1.583356982,3,1,55.631,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",special cakes can be prepared,cakes is purchased .,All cakes are purchased .,A cakes is only purchased .,697,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,337,gpt3_typeP3_gens,3,1.583356982,3,1,29.161,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a wireless router can be connected to the internet via a wi-fi connection,a router should be connected to the Internet via an Ethernet cable .,All routers should be connected to the internet via an ethernet cable .,Routers should only be connected to the internet via an ethernet cable .,896,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,219,gpt3_typeP3_gens,3,1.583356982,3,1,8.457,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a wireless router can be connected to the internet via a wi-fi connection,a router should be connected to the Internet via an Ethernet cable .,All routers should be connected to the internet via an ethernet cable .,Routers should only be connected to the internet via an ethernet cable .,896,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,219,gpt3_typeP3_gens,3,1.583356982,3,2,33.707,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a wireless router can be connected to the internet via a wi-fi connection,a router should be connected to the Internet via an Ethernet cable .,All routers should be connected to the internet via an ethernet cable .,Routers should only be connected to the internet via an ethernet cable .,896,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,219,gpt3_typeP3_gens,3,1.583356982,3,0,133.937,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some cakes can be baked at home,cakes is purchased .,All cakes are purchased .,A cakes is only purchased .,698,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,337,gpt3_typeP3_gens,3,1.859205651,3,1,7.117,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some cakes can be baked at home,cakes is purchased .,All cakes are purchased .,A cakes is only purchased .,698,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,337,gpt3_typeP3_gens,3,1.859205651,3,1,36.029,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some cakes can be baked at home,cakes is purchased .,All cakes are purchased .,A cakes is only purchased .,698,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,337,gpt3_typeP3_gens,3,1.859205651,3,1,20.252,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a roof is an outside cover of a building,a roofs are made of a material .,All roofs are made of a material .,Roofs are only made of a material .,897,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,165,gpt3_typeP3_gens,3,1.552441045,3,2,4.896,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a roof is an outside cover of a building,a roofs are made of a material .,All roofs are made of a material .,Roofs are only made of a material .,897,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,165,gpt3_typeP3_gens,3,1.552441045,3,2,18.888,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a roof is an outside cover of a building,a roofs are made of a material .,All roofs are made of a material .,Roofs are only made of a material .,897,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,165,gpt3_typeP3_gens,3,1.552441045,3,0,41.123,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",cheesecakes can be baked at home,cakes is purchased .,All cakes are purchased .,A cakes is only purchased .,699,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,337,gpt3_typeP3_gens,3,2.315960485,3,1,5.43,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",cheesecakes can be baked at home,cakes is purchased .,All cakes are purchased .,A cakes is only purchased .,699,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,337,gpt3_typeP3_gens,3,2.315960485,3,1,67.248,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",cheesecakes can be baked at home,cakes is purchased .,All cakes are purchased .,A cakes is only purchased .,699,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,337,gpt3_typeP3_gens,3,2.315960485,3,1,52.869,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a roof of a car is made of glass,a roofs are made of a material .,All roofs are made of a material .,Roofs are only made of a material .,898,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,165,gpt3_typeP3_gens,3,1.583356982,3,0,28.029,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a roof of a car is made of glass,a roofs are made of a material .,All roofs are made of a material .,Roofs are only made of a material .,898,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,165,gpt3_typeP3_gens,3,1.583356982,3,0,13.534,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a roof of a car is made of glass,a roofs are made of a material .,All roofs are made of a material .,Roofs are only made of a material .,898,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,165,gpt3_typeP3_gens,3,1.583356982,3,0,26.036,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a roof can be made of something,a roofs are made of a material .,All roofs are made of a material .,Roofs are only made of a material .,899,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,165,gpt3_typeP3_gens,3,2.315960485,3,0,15.571,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a roof can be made of something,a roofs are made of a material .,All roofs are made of a material .,Roofs are only made of a material .,899,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,165,gpt3_typeP3_gens,3,2.315960485,3,0,47.361,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a roof can be made of something,a roofs are made of a material .,All roofs are made of a material .,Roofs are only made of a material .,899,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,165,gpt3_typeP3_gens,3,2.315960485,3,0,28.334,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a clock can be used to tell the current time,a clock is set to a specific time .,All clocks are set to a specific time .,A clock is only set to a specific time .,1059,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,121,gpt3_typeP4_gens,4,12.34450171,3,0,59.615,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a clock can be used to tell the current time,a clock is set to a specific time .,All clocks are set to a specific time .,A clock is only set to a specific time .,1059,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,121,gpt3_typeP4_gens,4,12.34450171,3,0,7.525,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a clock can be used to tell the current time,a clock is set to a specific time .,All clocks are set to a specific time .,A clock is only set to a specific time .,1059,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,121,gpt3_typeP4_gens,4,12.34450171,3,2,6.471,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a clock can be used as a timer,a clock is set to a specific time .,All clocks are set to a specific time .,A clock is only set to a specific time .,1060,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,121,gpt3_typeP4_gens,4,13.46107275,3,2,28.819,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a clock can be used as a timer,a clock is set to a specific time .,All clocks are set to a specific time .,A clock is only set to a specific time .,1060,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,121,gpt3_typeP4_gens,4,13.46107275,3,2,8.973,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a clock can be used as a timer,a clock is set to a specific time .,All clocks are set to a specific time .,A clock is only set to a specific time .,1060,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,121,gpt3_typeP4_gens,4,13.46107275,3,2,23.409,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a clock can be set to the current time,a clock is set to a specific time .,All clocks are set to a specific time .,A clock is only set to a specific time .,1061,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,121,gpt3_typeP4_gens,4,16.2707573,3,0,36.987,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a clock can be set to the current time,a clock is set to a specific time .,All clocks are set to a specific time .,A clock is only set to a specific time .,1061,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,121,gpt3_typeP4_gens,4,16.2707573,3,0,13.576,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a clock can be set to the current time,a clock is set to a specific time .,All clocks are set to a specific time .,A clock is only set to a specific time .,1061,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,121,gpt3_typeP4_gens,4,16.2707573,3,0,49.32,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a clock can be set to 24-hour mode,a clock is set to a specific time .,All clocks are set to a specific time .,A clock is only set to a specific time .,1062,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,121,gpt3_typeP3_gens,3,17.59528133,3,2,29.405,on,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a clock can be set to 24-hour mode,a clock is set to a specific time .,All clocks are set to a specific time .,A clock is only set to a specific time .,1062,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,121,gpt3_typeP3_gens,3,17.59528133,3,1,43.417,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a clock can be set to 24-hour mode,a clock is set to a specific time .,All clocks are set to a specific time .,A clock is only set to a specific time .,1062,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,121,gpt3_typeP3_gens,3,17.59528133,3,2,6.813,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a census can be a survey or a poll,a census is a count .,All census are a count .,A census is only a count .,1063,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,90,gpt3_typeP3_gens,3,1.583356982,3,2,22.352,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a census can be a survey or a poll,a census is a count .,All census are a count .,A census is only a count .,1063,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,90,gpt3_typeP3_gens,3,1.583356982,3,0,54.192,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a census can be a survey or a poll,a census is a count .,All census are a count .,A census is only a count .,1063,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,90,gpt3_typeP3_gens,3,1.583356982,3,1,31.607,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in sociology, a census is a study of a group of people",a census is a count .,All census are a count .,A census is only a count .,1064,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,90,gpt3_typeP3_gens,3,1.859205651,3,2,56.628,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in sociology, a census is a study of a group of people",a census is a count .,All census are a count .,A census is only a count .,1064,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,90,gpt3_typeP3_gens,3,1.859205651,3,0,36.986,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in sociology, a census is a study of a group of people",a census is a count .,All census are a count .,A census is only a count .,1064,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,90,gpt3_typeP3_gens,3,1.859205651,3,0,18.115,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a census can be used to take stock of the population,a census is a count .,All census are a count .,A census is only a count .,1065,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,90,gpt3_typeP3_gens,3,2.315960485,3,0,31.871,on,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a census can be used to take stock of the population,a census is a count .,All census are a count .,A census is only a count .,1065,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,90,gpt3_typeP3_gens,3,2.315960485,3,0,68.478,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a census can be used to take stock of the population,a census is a count .,All census are a count .,A census is only a count .,1065,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,90,gpt3_typeP3_gens,3,2.315960485,3,0,74.162,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","a ""census"" of people's opinions can be taken",a census is a count .,All census are a count .,A census is only a count .,1066,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,90,gpt3_typeP3_gens,3,2.441154736,3,2,6.62,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","a ""census"" of people's opinions can be taken",a census is a count .,All census are a count .,A census is only a count .,1066,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,90,gpt3_typeP3_gens,3,2.441154736,3,2,30.518,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","a ""census"" of people's opinions can be taken",a census is a count .,All census are a count .,A census is only a count .,1066,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,90,gpt3_typeP3_gens,3,2.441154736,3,0,26.17,on,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a camera can be used to make movies,a camera is used to take pictures of things .,All cameras are used to take pictures of things .,A camera is only used to take pictures of things .,1067,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,11,gpt3_typeP3_gens,3,1.552441045,3,2,53.897,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a camera can be used to make movies,a camera is used to take pictures of things .,All cameras are used to take pictures of things .,A camera is only used to take pictures of things .,1067,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,11,gpt3_typeP3_gens,3,1.552441045,3,2,27.904,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a camera can be used to make movies,a camera is used to take pictures of things .,All cameras are used to take pictures of things .,A camera is only used to take pictures of things .,1067,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,11,gpt3_typeP3_gens,3,1.552441045,3,2,6.586,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a digital camera can be used to take pictures of people,a camera is used to take pictures of things .,All cameras are used to take pictures of things .,A camera is only used to take pictures of things .,1068,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,11,gpt3_typeP3_gens,3,1.583356982,3,2,0.865,,1
