Title,Description,Keywords,object_use_id1,object_id1,object1,use_id1,use1,object_use_id2,object_id2,object2,use_id2,use2,object_use_id3,object_id3,object3,use_id3,use3,object_use_id4,object_id4,object4,use_id4,use4,Answer.obj1_category,Answer.obj1_typicality,Answer.obj2_category,Answer.obj2_typicality,Answer.obj3_category,Answer.obj3_typicality,Answer.obj4_category,Answer.obj4_typicality
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",rbu-SH2GQcNM-bmW2WNCbw==,5moST5yr0xmNhN1oyMh89w==,cars,v2rYm1X7_TyLw5UXvlSGIQ==,make into straps,rc-r51j65d_5nJlcmCg4NA==,SrJUXAZ50WwfPzVONRxang==,billing letter,yWptYRo5SdEn1f_sjJxKAw==,prove they owe money,rc1BWzTNYwVBOMvBu0YlpA==,OvAMbK0R96tdtEZ7Zs5QPg==,friend,Evj6IGx5CbW-chGNq419gw==,help them have a great time,rcDlVv4erJC1R6lRjVPVFQ==,gAwyeu-z-SQVE8v1Uau_2g==,contract,BWQilu66sVKmh5WmyR3kWg==,terminate PersonY,object,typicality_0,object,typicality_4,person,typicality_4,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",rbu-SH2GQcNM-bmW2WNCbw==,5moST5yr0xmNhN1oyMh89w==,cars,v2rYm1X7_TyLw5UXvlSGIQ==,make into straps,rc-r51j65d_5nJlcmCg4NA==,SrJUXAZ50WwfPzVONRxang==,billing letter,yWptYRo5SdEn1f_sjJxKAw==,prove they owe money,rc1BWzTNYwVBOMvBu0YlpA==,OvAMbK0R96tdtEZ7Zs5QPg==,friend,Evj6IGx5CbW-chGNq419gw==,help them have a great time,rcDlVv4erJC1R6lRjVPVFQ==,gAwyeu-z-SQVE8v1Uau_2g==,contract,BWQilu66sVKmh5WmyR3kWg==,terminate PersonY,object,typicality_1,object,typicality_4,person,typicality_4,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",xp_UbmQX9GjpbrbxXZAQsg==,QKE0l4z78bErB1Xs40OB_g==,frosting,0FOh-jqwF4K_H8cSVrPAMw==,put on the finished product,xpk3kQqbTGCRWuFxa_eXww==,q8Cyd2PV4-NXmnY_EFYPbA==,blowdryer,I3aQAXjsWqGEgyVH-0lt8w==,dry paint quickly,xpooDLZEtAG6htVDAXWw8g==,eNJJ5LNJVaE0Dd84FaoeYA==,doctor's office,cPZEEoGqudeef6lKe-heKQ==,steal medical supplies,xpq_x1q-z9M_kIIZ8DuA6Q==,Ktv8vWCage-YYPsS-OZDwA==,consule,XUb3JjyNOx4OkFKMbfJSDg==,to choose a tv show,object,typicality_3,object,typicality_2,object,typicality_1,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",xp_UbmQX9GjpbrbxXZAQsg==,QKE0l4z78bErB1Xs40OB_g==,frosting,0FOh-jqwF4K_H8cSVrPAMw==,put on the finished product,xpk3kQqbTGCRWuFxa_eXww==,q8Cyd2PV4-NXmnY_EFYPbA==,blowdryer,I3aQAXjsWqGEgyVH-0lt8w==,dry paint quickly,xpooDLZEtAG6htVDAXWw8g==,eNJJ5LNJVaE0Dd84FaoeYA==,doctor's office,cPZEEoGqudeef6lKe-heKQ==,steal medical supplies,xpq_x1q-z9M_kIIZ8DuA6Q==,Ktv8vWCage-YYPsS-OZDwA==,consule,XUb3JjyNOx4OkFKMbfJSDg==,to choose a tv show,object,typicality_4,object,typicality_2,place,typicality_3,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",gV8yEDJJO2v55Ps3mHqd9w==,Rl1FLl7kKsN8vU-6NSAd-g==,funds,2O5sNcBZsuOZOIRSjvnRlw==,bid on personx,gVLY2us08-KrR12tMiXYZg==,PKaew3X7GFBzjVJ23ldECg==,washin up liquid,h8ctzVL0Z9fBrzfOdBJo-g==,make a trampoline extra exciting.,gVm7ASvrMbDzUu-ivDfN6g==,6UVu67kZcmkZNVXxH2x28Q==,exercise bike,snefdoZLYQnDF-QlJis-ww==,test the bike wheels,gVo6lcKZMstaGWzAt0EAxg==,wZQK7rlpOgLijFLrhc4mHA==,paint,km9To1LtzKKJi-jOh72I0g==,use to vandalize,object,typicality_2,object,typicality_1,object,typicality_1,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",gV8yEDJJO2v55Ps3mHqd9w==,Rl1FLl7kKsN8vU-6NSAd-g==,funds,2O5sNcBZsuOZOIRSjvnRlw==,bid on personx,gVLY2us08-KrR12tMiXYZg==,PKaew3X7GFBzjVJ23ldECg==,washin up liquid,h8ctzVL0Z9fBrzfOdBJo-g==,make a trampoline extra exciting.,gVm7ASvrMbDzUu-ivDfN6g==,6UVu67kZcmkZNVXxH2x28Q==,exercise bike,snefdoZLYQnDF-QlJis-ww==,test the bike wheels,gVo6lcKZMstaGWzAt0EAxg==,wZQK7rlpOgLijFLrhc4mHA==,paint,km9To1LtzKKJi-jOh72I0g==,use to vandalize,object,typicality_3,object,typicality_2,object,typicality_3,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",lwk1-FHst4hWn_h_R6JcFQ==,bN6sTKEiZWf4PeCKXy_x6A==,tool box,dFG6rgGt1xxtVIzUYApwfg==,hide gold,lwqAdbgoVcfvX3YzHWUHLg==,Plvo50-NnJ0c8YanxX3p0g==,door lock,C46XIn_wHJ5ha-xJjcZAQA==,use as drawer knobs,lwqjFcLeAeIkfHWd3BF56w==,MS-RKF4Ejgm7Su_vI2J5lA==,laptop,3puXP5gWiTv55-xPRCGTTg==,set status on productivity tools to away,lxBNpYGDerQRkr-diHWl7A==,31PKJoJAynZnDIVm7lRWig==,computer,AdHdtvrnYonoulS-0dfArw==,access dating site,object,typicality_1,object,typicality_1,object,typicality_2,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",lwk1-FHst4hWn_h_R6JcFQ==,bN6sTKEiZWf4PeCKXy_x6A==,tool box,dFG6rgGt1xxtVIzUYApwfg==,hide gold,lwqAdbgoVcfvX3YzHWUHLg==,Plvo50-NnJ0c8YanxX3p0g==,door lock,C46XIn_wHJ5ha-xJjcZAQA==,use as drawer knobs,lwqjFcLeAeIkfHWd3BF56w==,MS-RKF4Ejgm7Su_vI2J5lA==,laptop,3puXP5gWiTv55-xPRCGTTg==,set status on productivity tools to away,lxBNpYGDerQRkr-diHWl7A==,31PKJoJAynZnDIVm7lRWig==,computer,AdHdtvrnYonoulS-0dfArw==,access dating site,object,typicality_2,object,typicality_2,object,typicality_2,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",oRO2zOKvHAKvbo1ESOj6OQ==,Q8Pm-E40HrO4XyTex_EsUA==,stove,K4g90ftZYUDG10PueRsPtQ==,light a fire on,oRWuUQslE-RgeW5RD4lFpA==,u6TGoldkdqvOvlmhppBOIg==,brown bag,Jts-PpcvwQDA2H8pkHeZCQ==,make a popcorn shaker,oRfeCICjhisPFFEyPyc4ng==,dV35Gr8_DFbXBtemj0Qc5Q==,ramada,qwBFxOg_NGzkZr9YAsNIAg==,relax under,oRkLyMYXNVDw6kL55qc5lQ==,RzG-YKPwvXQgJgltTdbw1A==,monopoly,xM1-Mwp2_ZKbzixFr61_LQ==,pretend they are rich with colorful money,object,typicality_4,object,typicality_4,object,typicality_2,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",oRO2zOKvHAKvbo1ESOj6OQ==,Q8Pm-E40HrO4XyTex_EsUA==,stove,K4g90ftZYUDG10PueRsPtQ==,light a fire on,oRWuUQslE-RgeW5RD4lFpA==,u6TGoldkdqvOvlmhppBOIg==,brown bag,Jts-PpcvwQDA2H8pkHeZCQ==,make a popcorn shaker,oRfeCICjhisPFFEyPyc4ng==,dV35Gr8_DFbXBtemj0Qc5Q==,ramada,qwBFxOg_NGzkZr9YAsNIAg==,relax under,oRkLyMYXNVDw6kL55qc5lQ==,RzG-YKPwvXQgJgltTdbw1A==,monopoly,xM1-Mwp2_ZKbzixFr61_LQ==,pretend they are rich with colorful money,object,typicality_3,object,typicality_2,object,typicality_3,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",5jc64LsU4VUqSj1TlzV0ag==,o5GDLOeOu8_D7Ug8xtF2NA==,bucks,Bvajjq3Yz9yPmc5HkyAgCw==,purchase an airplane trip,5jpwt-iTVgzHMnj_pfS3-A==,TXCSEGXACik1l5NraTNFqg==,transportation,jQuM6nw1wOyuQtrWIbDCTw==,get around,5jqhKUrmuwaFrw0eO1L8Eg==,xfxtJBbEfEPmIlbZP0ujuA==,keyhole,dJC8XylAhUWrW1gQHz2rrg==,keep a needle for later,5k0N5dTnkxkSrD0nldVxLQ==,dpQCtov9M5FmpnRV4mNzEA==,rental agent,0rQGUsxOKlmtB6AuwOzi2Q==,take on a date,object,typicality_4,object,typicality_4,object,typicality_1,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",5jc64LsU4VUqSj1TlzV0ag==,o5GDLOeOu8_D7Ug8xtF2NA==,bucks,Bvajjq3Yz9yPmc5HkyAgCw==,purchase an airplane trip,5jpwt-iTVgzHMnj_pfS3-A==,TXCSEGXACik1l5NraTNFqg==,transportation,jQuM6nw1wOyuQtrWIbDCTw==,get around,5jqhKUrmuwaFrw0eO1L8Eg==,xfxtJBbEfEPmIlbZP0ujuA==,keyhole,dJC8XylAhUWrW1gQHz2rrg==,keep a needle for later,5k0N5dTnkxkSrD0nldVxLQ==,dpQCtov9M5FmpnRV4mNzEA==,rental agent,0rQGUsxOKlmtB6AuwOzi2Q==,take on a date,object,typicality_3,object,typicality_4,object,typicality_1,person,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",02dwVFbU_2Xvi26SbpBfgw==,oJJytTQZq5VQfN8ScykzbQ==,chair,5l6DU8runYUQGxg1BOaOsQ==,play the piano,02geuw4xzGzOg9McHSJ-gQ==,wU7zjFt4RcYeV3O9q1j52A==,swim wear,eGU6OLUXrwflvLWXVGg-7g==,support their head like a pillow,02sGOvuJ1aDDGi7sI-xLGQ==,_CIfCaM1PJ_5BdXK6G9KCg==,look out,HNF9FMHqx_obaO2mVmRrjw==,watch for the cops,03-4MkXRTtca1YjV5IV8ow==,YzS0kGraQot3_4uArTZZAw==,work diary,4_pMwmfgyuR5FGGjRzQSFQ==,use as paperweight,object,typicality_1,object,typicality_1,action,typicality_3,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",02dwVFbU_2Xvi26SbpBfgw==,oJJytTQZq5VQfN8ScykzbQ==,chair,5l6DU8runYUQGxg1BOaOsQ==,play the piano,02geuw4xzGzOg9McHSJ-gQ==,wU7zjFt4RcYeV3O9q1j52A==,swim wear,eGU6OLUXrwflvLWXVGg-7g==,support their head like a pillow,02sGOvuJ1aDDGi7sI-xLGQ==,_CIfCaM1PJ_5BdXK6G9KCg==,look out,HNF9FMHqx_obaO2mVmRrjw==,watch for the cops,03-4MkXRTtca1YjV5IV8ow==,YzS0kGraQot3_4uArTZZAw==,work diary,4_pMwmfgyuR5FGGjRzQSFQ==,use as paperweight,object,typicality_4,object,typicality_1,action,typicality_4,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",ChP-QfkKlFmkwMkBfIxhpg==,vX2wlrNnbyURjwUCAsibVg==,treatment room,PkstbOkGKtLYvtywrfOrPA==,administer medical attention to someone,Ci7ZLK6owsoTk4ZO_q8HoA==,OOkH4rWTKEN4JxPbTWd5eA==,tram ticket,oZJj7TI9JCIXXE5ieMX5lw==,ride the train,CiGEYhXqjdm3XBV2i4-ARg==,zUp66Nd2ZQ0FszYwp0bSNg==,envelop,SFVP51mSU1-_24xWE9qsxw==,keep notes in,CiLecA_wqFeD4WIWmxFE5w==,3EK7pw6JgGnNO70J5eEsSw==,fence,gqudQE07C27CYmblabHe8w==,sell stolen goods to,object,typicality_4,object,typicality_4,object,typicality_2,object,typicality_0
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",ChP-QfkKlFmkwMkBfIxhpg==,vX2wlrNnbyURjwUCAsibVg==,treatment room,PkstbOkGKtLYvtywrfOrPA==,administer medical attention to someone,Ci7ZLK6owsoTk4ZO_q8HoA==,OOkH4rWTKEN4JxPbTWd5eA==,tram ticket,oZJj7TI9JCIXXE5ieMX5lw==,ride the train,CiGEYhXqjdm3XBV2i4-ARg==,zUp66Nd2ZQ0FszYwp0bSNg==,envelop,SFVP51mSU1-_24xWE9qsxw==,keep notes in,CiLecA_wqFeD4WIWmxFE5w==,3EK7pw6JgGnNO70J5eEsSw==,fence,gqudQE07C27CYmblabHe8w==,sell stolen goods to,object,typicality_3,object,typicality_4,object,typicality_3,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",QwnKSL8mmPc1i34WHHSzOg==,zbMWGdRo6_a8Z8iL_YE2ig==,petition,D1VDv1M2fxRtmiNc4qXUkw==,litter a yard with,QxrO284rNgwFfK06nDhgZw==,xEmGX7mHx2Aw4mm-r4O5Uw==,thermostat,RCch94dV0UH4JgWdD1KeDw==,play prank,QxyH2BnfeIeGnYKvq0biWg==,88zoy0sGv6re5m_F0oWwyA==,hovel,qs9bmyHu_rysRv_RJ9fJfg==,practice using a wrecking ball,Qy2n8Nhb2hZ3zfX6TQGfHg==,-WZOoYAzEbNfgdB9jJ4HLQ==,lab,WKIad-loJiCiX24x2S-Ycg==,study science,object,typicality_1,object,typicality_1,object,typicality_1,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",QwnKSL8mmPc1i34WHHSzOg==,zbMWGdRo6_a8Z8iL_YE2ig==,petition,D1VDv1M2fxRtmiNc4qXUkw==,litter a yard with,QxrO284rNgwFfK06nDhgZw==,xEmGX7mHx2Aw4mm-r4O5Uw==,thermostat,RCch94dV0UH4JgWdD1KeDw==,play prank,QxyH2BnfeIeGnYKvq0biWg==,88zoy0sGv6re5m_F0oWwyA==,hovel,qs9bmyHu_rysRv_RJ9fJfg==,practice using a wrecking ball,Qy2n8Nhb2hZ3zfX6TQGfHg==,-WZOoYAzEbNfgdB9jJ4HLQ==,lab,WKIad-loJiCiX24x2S-Ycg==,study science,object,typicality_1,object,typicality_3,place,typicality_2,place,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",QNtO-0YeT2BZyxHnhhuQ0g==,B6TotOFOk3MyhmK6VPOGsg==,buy a fitbit,emLVG7_TsuJkPlQANJVqow==,"get 10,000 steps a day",QO-jsZG-sIzC7Vn1thJP7w==,eYl7Z9f1cmkCXipTIIj8kw==,data plan,LXSo4m1qgjcXTy_0n__-Yg==,allow someone to access the internet on their cellphone,QO4999ZTfW1gRHBfnA78Ow==,lX0vpSwZpa_0zPXZqVmtqw==,van,3qi6Yl-rgYAY8ebgg_II8w==,leave the station,QOC7K_Y6xzC4rg59DMzdyA==,Hktc8vvIR6Pw_zRxz0Wvaw==,dog cage,rGH59FVapKr83kQKpcFgUg==,let the kids occupy themselves for hours,object,typicality_4,object,typicality_4,object,typicality_2,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",QNtO-0YeT2BZyxHnhhuQ0g==,B6TotOFOk3MyhmK6VPOGsg==,buy a fitbit,emLVG7_TsuJkPlQANJVqow==,"get 10,000 steps a day",QO-jsZG-sIzC7Vn1thJP7w==,eYl7Z9f1cmkCXipTIIj8kw==,data plan,LXSo4m1qgjcXTy_0n__-Yg==,allow someone to access the internet on their cellphone,QO4999ZTfW1gRHBfnA78Ow==,lX0vpSwZpa_0zPXZqVmtqw==,van,3qi6Yl-rgYAY8ebgg_II8w==,leave the station,QOC7K_Y6xzC4rg59DMzdyA==,Hktc8vvIR6Pw_zRxz0Wvaw==,dog cage,rGH59FVapKr83kQKpcFgUg==,let the kids occupy themselves for hours,action,typicality_3,object,typicality_4,object,typicality_3,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",_Xp9rBf7isG6LW0btrkvyQ==,45DJCyI825D92z-LXPOrig==,handheld arm,-kV-uK477b4ks4xrADQXog==,defend one's house,_YkI6ygpW8x8p87jollzQA==,XwtuvEvqEChborimzni4Yw==,container,MiYJ0A1f4ykGlxKwYFmSBw==,get the cover from,_Ymy2m57f9bwDaHZqKAdGg==,qmSX4xZNmqf3PHlILBNgbg==,thermomenter,P9ArG8ex6at1jqhM_Atu6g==,figure out what to wear,_ZSkJWruQ8jzjUjb1_SAEQ==,rQ4QMqtI5uAu_c_6JZdQFQ==,anesthetics,7uBxUE2PAtze-rIX0os3Sw==,get high,object,typicality_4,object,typicality_4,object,typicality_4,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",_Xp9rBf7isG6LW0btrkvyQ==,45DJCyI825D92z-LXPOrig==,handheld arm,-kV-uK477b4ks4xrADQXog==,defend one's house,_YkI6ygpW8x8p87jollzQA==,XwtuvEvqEChborimzni4Yw==,container,MiYJ0A1f4ykGlxKwYFmSBw==,get the cover from,_Ymy2m57f9bwDaHZqKAdGg==,qmSX4xZNmqf3PHlILBNgbg==,thermomenter,P9ArG8ex6at1jqhM_Atu6g==,figure out what to wear,_ZSkJWruQ8jzjUjb1_SAEQ==,rQ4QMqtI5uAu_c_6JZdQFQ==,anesthetics,7uBxUE2PAtze-rIX0os3Sw==,get high,object,typicality_3,object,typicality_2,object,typicality_3,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",6Y5UBSHfQhT6SGITqT8RqQ==,Lp0zW-jF04Tte23woxyWlg==,make up,CMwTgiGOiHPXwPYnaqz4bg==,duplicate,6YFOZa-3GxQj63NL1VyttA==,qtZTyj7maWNfKTi3MJi21w==,note,h8x0fW0A5odsYnCoF8Sirw==,dismiss the subject,6YJgOc7oGFz26578wcHCfQ==,8iGZwATwpw4RZ2sKRMtoJg==,filing system,n95NtQt3b5aOWQJDRkE4TA==,be organized,6YfuzSPT5c_oT1Zr66iq3A==,8O3ptnzh5Sh3AYgtwrMAoA==,baseball glove,bkWmQHBy3RpJIChma5tuyg==,wear as a hat,object,typicality_1,object,typicality_1,object,typicality_4,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",6Y5UBSHfQhT6SGITqT8RqQ==,Lp0zW-jF04Tte23woxyWlg==,make up,CMwTgiGOiHPXwPYnaqz4bg==,duplicate,6YFOZa-3GxQj63NL1VyttA==,qtZTyj7maWNfKTi3MJi21w==,note,h8x0fW0A5odsYnCoF8Sirw==,dismiss the subject,6YJgOc7oGFz26578wcHCfQ==,8iGZwATwpw4RZ2sKRMtoJg==,filing system,n95NtQt3b5aOWQJDRkE4TA==,be organized,6YfuzSPT5c_oT1Zr66iq3A==,8O3ptnzh5Sh3AYgtwrMAoA==,baseball glove,bkWmQHBy3RpJIChma5tuyg==,wear as a hat,object,typicality_3,object,typicality_2,object,typicality_4,object,typicality_0
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",HCX8K2Cmfn2lOvN97eGI6w==,sk8Q-kZg6jgyWxIKd6B_mQ==,blanket,WGIkvDEi54ZvL4IJU-xWTQ==,spread on the grass,HD006UtYIbqGL4YZQjFS-Q==,q_d81Qnd8rAgKg6esSlmoA==,assistant,nR3VuxE4R7n4Ci7kmuVeGA==,park your car,HD3xxJywAFHQz2g96BPvww==,Pqpx9B7UrLHzfgd-bEg2JQ==,baliff,2pnvCWTHpll0Os8A0DugsQ==,haul away people who won't listen,HDJsbKExq18SnR4Jxlz5DA==,snPkG2UZ_jdLpJdZDKtYxw==,steady arms,xa5gafW19Cip3PgJTFAuiA==,draw something,object,typicality_3,object,typicality_4,object,typicality_4,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",HCX8K2Cmfn2lOvN97eGI6w==,sk8Q-kZg6jgyWxIKd6B_mQ==,blanket,WGIkvDEi54ZvL4IJU-xWTQ==,spread on the grass,HD006UtYIbqGL4YZQjFS-Q==,q_d81Qnd8rAgKg6esSlmoA==,assistant,nR3VuxE4R7n4Ci7kmuVeGA==,park your car,HD3xxJywAFHQz2g96BPvww==,Pqpx9B7UrLHzfgd-bEg2JQ==,baliff,2pnvCWTHpll0Os8A0DugsQ==,haul away people who won't listen,HDJsbKExq18SnR4Jxlz5DA==,snPkG2UZ_jdLpJdZDKtYxw==,steady arms,xa5gafW19Cip3PgJTFAuiA==,draw something,object,typicality_4,person,typicality_4,person,typicality_4,other,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",Fu8Qz4N2QyhFVwvpfERJ2Q==,gLQPXEOMgR9FfpoKVkHgBA==,dustpan,YSBDrR-zNggco8IeCs4L5w==,use as a flat edge,FuCdpIO8ltwAgJwgl3fjhg==,F1zKAxC5MCGn08-z5Id6tg==,instructor,_Tf0sngnX-vCTKc21NQRrQ==,learn something new,FuGX0x8JSJSHhKMuJWqA8Q==,9auLevwV9dUsyzs2ZfolnA==,tasks,qgTvFD0Y5I1pPEP4SrQhqA==,learn a sense of discipline,FuYrcEKLC0A69sFzPFNpMw==,TsuSx_IGzKc2ofn6yuVXxg==,bartender,ZnXuR3MykyEk_0eKsXrZ2A==,moan about their day,object,typicality_4,person,typicality_4,action,typicality_4,person,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",Fu8Qz4N2QyhFVwvpfERJ2Q==,gLQPXEOMgR9FfpoKVkHgBA==,dustpan,YSBDrR-zNggco8IeCs4L5w==,use as a flat edge,FuCdpIO8ltwAgJwgl3fjhg==,F1zKAxC5MCGn08-z5Id6tg==,instructor,_Tf0sngnX-vCTKc21NQRrQ==,learn something new,FuGX0x8JSJSHhKMuJWqA8Q==,9auLevwV9dUsyzs2ZfolnA==,tasks,qgTvFD0Y5I1pPEP4SrQhqA==,learn a sense of discipline,FuYrcEKLC0A69sFzPFNpMw==,TsuSx_IGzKc2ofn6yuVXxg==,bartender,ZnXuR3MykyEk_0eKsXrZ2A==,moan about their day,object,typicality_1,object,typicality_4,object,typicality_3,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",NyOd_pNs0xc5_UvRL-qhAw==,fDU23DCkxh4sHCzupTEgXA==,marijuana,L3hewZ9-jfNq8vfuBDj4jg==,put into rolls,NyUOxdqBeutupi5JUyihrQ==,WnboE9agpAVIuRrMEVV70g==,vehicle,6KaxQ56jXLA4A--L8AAteQ==,transport them both,NyZdpO1fb3M6gXONyAq2iw==,t2bPFVe_shZBmULo3dYIRg==,lesson plant,10pzfGFHvULSY_dk-suK2Q==,assign homework and assignments,NyawuvaQAZ92jDZZoO557w==,velFgsDfh18RjyuJiehkjw==,aisles,KZpEaiTCnbkwhTVIV4J8xA==,hide items,object,typicality_4,object,typicality_4,object,typicality_4,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",NyOd_pNs0xc5_UvRL-qhAw==,fDU23DCkxh4sHCzupTEgXA==,marijuana,L3hewZ9-jfNq8vfuBDj4jg==,put into rolls,NyUOxdqBeutupi5JUyihrQ==,WnboE9agpAVIuRrMEVV70g==,vehicle,6KaxQ56jXLA4A--L8AAteQ==,transport them both,NyZdpO1fb3M6gXONyAq2iw==,t2bPFVe_shZBmULo3dYIRg==,lesson plant,10pzfGFHvULSY_dk-suK2Q==,assign homework and assignments,NyawuvaQAZ92jDZZoO557w==,velFgsDfh18RjyuJiehkjw==,aisles,KZpEaiTCnbkwhTVIV4J8xA==,hide items,object,typicality_4,object,typicality_3,object,typicality_4,object,typicality_2
