Title,Description,Keywords,ObjectUseId1,Object1,Use1,ObjectUseId2,Object2,Use2,ObjectUseId3,Object3,Use3
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",n4mJteo4drxv/Uap5mf5Aw==,glasses,get a clearer view,p/ma0iezFf9qTDA0UOQoqw==,garbage bin,put waste in,L6rKqsKAZuei4OcyjGJUHQ==,cough syrup,supress symptoms
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Vq2Yqwh8OfUcmwBDvdMTdw==,leash,walk the puppy,dY+eEazewKDi/rnbiHmilg==,icing,frost the cake,nydyxWjaG6knKDslhHOetw==,a dress,put on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",3qU4ypL2CIjo9u5aSto3OA==,debit card,place a hold on the room,+o2Q47nwjCb9IEAAwklawA==,items,choose to buy,Ah5X66OXEP/k+mpb9PZvww==,keyboard,press the keys
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",BEs2QV9UNRJOTYsJrFv6/Q==,coongressional apporval,pass the law,YYc4c8MxyvtA7kTu2gi3QQ==,Any kind of sack,carry his belonging,Umidl6capPm6ukB5t9R23w==,Prayer book,recite from
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",sTxys3I1r+eDotcMYdALhw==,stove,use for the heat,PYS81uZb06+pYK1MFB2Fjg==,debit card,pay for the movie,RjzaroM0s+yB4x1hOwb2XQ==,knife,Spread peanut butter with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Wz4Hyzx4tLaYt7yDUSDpLQ==,dance shoes,avoid slipping,7TCGje/lQCrMZLJ2HH44jA==,laptop,place online order,3HvuxRHiJ8yFceKXMPJHhg==,class,attend each week
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",CblNb8uB3/dABK5LKjI+ig==,dictionary,help learn new words,DgOdukd7gYRsu3EquM8yDQ==,shoelaces,tie firmly,CLVgJmymzrTicdcraj1dvA==,laptop,check grade
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",1NXzti9YdUcc2LWq8NDvHg==,notepads,write letters with,rZM8J0j03R/LBrO9GexBfw==,alcohol,make drinks,ppZiq8lC2M3/0MuF5ghtEA==,outfit,wear out
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",5cmDSBhbA/0q1k6YuEgnTw==,cleaner,cover the scratch,b9ull0ZO9GW/tN47pBDggw==,light,shine on the picture,Basa1+dZLuQH3i13Iewjdw==,a lure,trick fish into coming closer
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",zV7XdydyJIjOSnCxFQdeSQ==,tools,demolish a building,V/WZ58Y2T+1U9fbnGd0Acw==,insurance card,contact their insurance,7Nr2cOrW2TsjOwpboyCPhw==,grocery bag,store the treats in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",rjQbrcGJpwIKLh7Avm9XBg==,clothes,put in bag,TsOjMEVt1pF3XD4xIFR6mQ==,cabinet,store the movie,VX8RQa43ZWVAzlFbijRSGg==,mittens,protect their hands
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",RCf5Qo2y1n7aHY64Ry6jwA==,a medicine cabinet,get band aids from,BHMgkho59tTgl8dLUtW4og==,pillow,put head,ewi/6mCQgpJrrRVAqO7OWA==,change,give to customers
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",oj8h1rspYCCUjyUdAu11Lw==,fork,twirl noodles,vaFTq0P32lcyg4+1DSRaxg==,medicine,stop his coughing,2ktQfSNo2CIa8h5G9/kADw==,an internet connection,shop online
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",NTLt8qa3eFeNhtwm3fdQUQ==,knife,cut it in half,YdpTMQ3GQ+7v3j6+YPH85g==,stick,test the urine,hpdmbSO2otHbGxmaVQPhSg==,blanket,wrap the baby in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",pxl/oQtrlIaTjYiFvUKtFQ==,dollar bills,pay for the item,Cg0nkmRqW/z11SXVXj/glQ==,dishwasher,sanitize dishes,4cOz4wlteKtO5S/uGwRjow==,insurance,work with children
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",HiM5R+x9VB6z8ZTqwNFx7Q==,business cards,hand out,o6Frx7BlMRZ76NeulSSCEg==,poster,band to sign after the show,IQI5fwgkUsGRHQ3b+skW5g==,insurance,cover medical expenses
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",29G/sOa5EnRcgaLuMTbdAw==,glasses,serve the wine,o9KAdNCLsyF1oCrPr5imMQ==,a vehicle,transport themselves,c4UYYCA42jYaeLPE4Ocl4g==,lamp,illuminate the work area
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",PZzg3DlyCkc/AGDjzehO6A==,bus pass,ride the bus to the airport,3lGe+OUAjhTs4ngm/9vWfw==,A table,sit with their friend with and eat,z4cIKl6pnTRtj5PImqiTHg==,A glove compartment,Hold the vehicle registration
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",cmiYxK4i7Mv0k0Y4mg46gA==,prescribed medications,list for the triage nurse,mQGFcZ0pLxeWDX4YrU9TVA==,carafe,refill the drink,avhKvyggcLvyfTm8El9jGQ==,blankets,have tucked around them by PersonX
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",CQAUnoMxZzMXeeooIX5UvQ==,detergent,dissolve the grease,aQKT4eEraudfQG2yiLE1sA==,identification,prove the ticket name matches,bwz/7B3UKC+fTNH1/KWPcg==,lamp,see numbers
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",/+CR9TIdVOpUDhADbXmwDw==,calendar,Set appointment date,KQYBMPOUsu+1Q0tZCjmUqA==,envelope,put currency in,+6s6BikBAUSG4JHDvznWpQ==,closet,rummage through for his shirt
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",bWhzYAzI5v+MsYIRz8Heuw==,air conditioner,cool guest off with,tMqHRdohqd1g5FuoeDrFzA==,An umbrella,use when they visit England...,r3EYwjZZyQrZoZyrN/dJeQ==,speakers,play music that goes with their voice
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",qy6+iow7qOGNBxegubQ02A==,napkin,catch the drips,HQixKThNbm0r0UPy31+q/A==,map,know what trails to take,TLjV+W4PXhPnfhSQU+/7Iw==,pencil,write answers with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",kZeuBKpZjacrtMFp40+W3w==,screen,watch shows on,F5qmKNl621oQKZxsYyW/3w==,goggles,protect eyes from liquid,BUHpDj5yUtN5q69ojMWk0g==,automobile,get to the store
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",vMGC07SaXebblB3T8gTZ7A==,phone book,find the best place to go to,oElgwau01lUWiJjTRFyfLg==,marinara sauce,top the dish,gHcRyUV0kJUvbPVPxNWnVQ==,shop,buy the liquor
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",mjczPhU3oFgpclxZudRRsQ==,fingers,to dial in a number,tVHebkR0nhd7Gmhni8CSJw==,registration,show policeman,ShlRZC/7BO5OHw73K6zoHQ==,stove,cook at
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",O2vE2IsOTqSGEhVWqpwT1g==,a gift,buy at the store,STSUqa7OMnq4CDWeQvs3YA==,password,login to Facebook,So3ZNFSELeMxtEbm0XE9bw==,Capital,Disburse to personX
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",hUK9hlZbVObAYlkBQot1Qw==,boat,get out on the lake,US+r+qjYGbcZdSW3StmgGQ==,an easel,work on the picture,J4nOZKF/BTkHrYgdhlSeLQ==,hat,pull things out of
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",JoG7TCkHL1HeiSoDW8Kkvg==,spoon,stir with,+YsnbxrXcseKbmDEX5cAlA==,a tissue,hold the juice,2D+C35Fdi9jTS1kHVejmsw==,diapers,put on baby
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",1tahurSiuhjO9yeseD6BCw==,watering can,water the plants,logtuzODsTvXFM6c9j0k0A==,a car,go to the pound,AGHzA2YXF3/rNxbuvk4iMQ==,tee,put the ball on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",m7HOil6bHma6lVqDg/IWXA==,lighter,ignite the flame,LPSTg8SWtJsP2omVnu4xug==,car keys,start the car.,STRLiYOYElzmEeJEwR+zQg==,open seat,ride to the station
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",/KGXMwRKxjUxf42nH1CilQ==,chow,throw around,ipLuaLAgIp0x8gQ0lr8i5g==,knife,cut with,Ni0oHV8+5Sig5lCOOUVD6w==,resume,hand in while looking for a new job
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",3kf77T4lLdfhC67JL1FJ3g==,a van,get a friend,imsI6HzTDTMZuCffkiP2dA==,mixer,mix up batter,I0gU2rBhdw8vNhvyWoQcYQ==,oregano,make the pizza better
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",QmZduoNSMRzi6Mi6ySmeXQ==,a collar,put on the dog,1OglWQ0C/MlvVGajMy8Vpw==,costume,get into character,iyACj41U4dIrMc7OcqcmAg==,medicine,soothe sickness
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Pk15k+7ONz9k+siuRzYXUw==,glasses,be able to see the roads,rZjlj3dbBwPXBUcEqF8mhg==,map,know which street to turn on to get to the house,eCuaLhUtkQNu1UHHob1GXQ==,stick,poke at the logs
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",hEBb68dyRlhk7KYGYnZcew==,tranquilizer gun,shoot at the animal,shehCN80WdQlB2gkabt+lg==,fridge,put things into,ZX5rHFw1puQSBZn8dEeZKA==,a knife,cut off head
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",f1Bij8axjrhi7Fg+xWJuGg==,anesthesia,numb the gums,PZHtcg0D1GdiZSLRGoI7qA==,placard,designate his promotion,Vp11uLwaRwOSztBU1cK3ZQ==,Theater,talk and make the deal in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",XtnQ+7omMMNegM/HUgOaAA==,paper test,fill out,oiqOSkREFsknNC9/9ZCKaw==,field guide,identify the species,cUF/XU/0+dF/rznbkAQiFw==,presents,Give to others
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",cgFAA/Zf0lyRtkC8SAvDdg==,decorations,put up,MHYoj5KQfSEBM/TVqI7vpg==,chainsaw,cut wood into pieces,7XtpkagFDHZtRHP0k/lyFw==,safety equipment,use with the item
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",YW5eUsF2WJGjU7Bse390nw==,gun,scare the people,DYNDY2/7uduH6rml/RTOjg==,tent,sleep in,MK6Cd5fpGBI+57g0LLcMBA==,resume,give to potential employers
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",F+A8svrsSzDIugZCnH3Tqw==,sheet music,make learn the words,8ByvDb9JqsZyzLz4cz4QRg==,screws,install the door,Wp4ENb1U4Pr2LUWAdfJ3Nw==,marker,highlight pasage
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Nfo+WRdYHkB7IIhJ2PoTnA==,workout clothes,move around freely,ucQWygR2FYa9E7nS9d7AvQ==,examing chair,seat the patient,AvlqGY/IJEQ2laIi0Pd4NA==,test,read from
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",wi4uvNuylU7LWXbg1eCK7A==,purse,store the dollar bills,ZN0nMAxBItfdNWzsT2+XZQ==,eggs,hold the batter together,TyTkcdsw2FpUNiAbV6J26Q==,menu,price the cookies
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",H970f78Oz3KqHVydg1Ak/Q==,highlighter,mark books,8o3QEvTicQxFDtWMqIYVrA==,towel,cover themselves,Mc4N6E9kymi8V2SLH+njKg==,laptop,send apology emails
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",3GWfYYRmKaYJOBbgJPGUag==,prize,reward the achievement,x73Ca4Q94yLtIgg+nb+D8g==,spoon,stir the milk into the coffee,ea8AaeftqkohWycttbBkIg==,basketball goal,shoot the basketball
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",JnUjw1HWUUfSKOOYhPJVig==,footwear,prevent slipping,IuqskETLUbLW1WhNck1ZXw==,Batteries,Operate the flashlight,f73laNicvFdZTn8sJvR5bg==,a checkbook,write payments
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",mLriIKT+e+3oGu0md5dlZw==,rope,secure the poles,qG5+qHU6Jt59e/sy/0UP/A==,writing utensial,write down what they say,7j5fu2g525wlydV6nZNMBg==,a jacket,keep them dry
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",RWwnf3uW0bHgU7I//ITqaA==,desk,hold books,7lqpxFB6yxOit/PXJhUr/g==,a second job,get extra money,4D/13A2688ZNo1VknppxHQ==,cooler,hold the beer hes bringing
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",YFrDDGXCylFRmSX9QhbqDg==,purse,carry money and phone,cW1xuTw4Bzo4gggSce4RsA==,coat,wear outside,TooIOCUXn4qACx4C9lOy0Q==,uniform,follow the dress code
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",eIjl9AUoGGsQBd1SpHVUkw==,room,play in without being disturbed,TOl6V4Z4qzqQ724o/xukOQ==,facebook account,talk to PersonY,MXLoCv2JYZKLUc9kh2skWQ==,frosting,ice the cake
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",jU+mM7KH8EENX5uFlgCmyw==,A table,Set their collection on,Vnicq0qt+Y+OWGgt90cBJQ==,A phone,contact their friends,qlGlMf1gYZ0h3ef/X3O0/Q==,fork,eat tofu
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",uu5KcCoJsGk6jFRkVABsNw==,uniform,put person in jail,ThESTqdKekfvxPgABuf4Kg==,frying pan,heat the food,tKIWA9M3qp8SQko4yDV4oQ==,spoon,deliver the syrup
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",JEAnPXd36waMVdfec4h98w==,system,to input info,vv4nLE5LbGiFsst96ZDkAQ==,life vest,stay safe,TDlfyjartxNK9DulknwUIw==,a cup,pour coffee into
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",CkF+pfIFqiXRb3tOrouNRA==,registration,hand over,Tf2gNuBYi+jY9bSitrFSHA==,food,feed the new additions,r+Do6l9M+QuT+lByK9DzLQ==,syringe,deliver the high
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",5wHSsaYIRFfs591zvC0/DA==,pillow,organize on bed,KSAJ4FI1EFHuJPmkAcCnXg==,tissue,dry her eyes with,p1+8GDK7di3z8qlWd2khOA==,drivers' license,access health records
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",GsEvG7F92pTEANNDysloJg==,training license,legally work,hq715ocilCJ+FK/76v/0EQ==,lipstick,apply to their face,o2nQa35YoWJes7CjTCo3IQ==,bread,bite into
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",91NCI9S+RVVu4aiWsb7pFw==,pins,anchor some rope,IpFR95rvEUywqTqXqQHzzw==,Makeup,look attractive,li/rHWJmEHRd54/EGHuLyw==,fire extinguisher,put out the fire
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",VrrYJBiOzPMhWpERelYoTw==,Their vows notes,express their love,UEo1fpqnEhh9t2/sdes2ww==,marker,write on the sign,qson2x7X7nBrd+uDewuAFw==,hiking boots,protect the feet
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",a7Oy7/Cru8NWXe7pBh1QfQ==,cash counter,coune large numbers of bills,Po9ljpPGA9BPvNCl2NvyMw==,handcuffs,put on PersonX,KdcrQn2HVqmg/rKvZehMXw==,time card,keep track of hours on the job
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",c8sDlG+5yf/bHSGhPwcEFw==,costume,wear at rehearsal,LuXOEQa7ZVKg8IkyxTZO6w==,email account,contact realtor with,Ga2tK3WgtvdAnZw4XpgDIw==,Towel,Clean knife with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",+TbWEBRAVimzKqZNrb9gwQ==,paint brush,apply color,4LCfnozDKx497PhjdKzqrA==,wifi access,go online to check out the best deals.,6mBZbrTpIwdZ6XURhkSQqg==,documents,get signatures from PersonY
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ZYBhLbWCEC3u0wwghtQTgQ==,financial means,afford the price,OaBVHe8wyqozZ9r60CEIuw==,razor,slice worms,TdxRf8jOMYQDGbSFdr9/xg==,film,capture the image
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",/LJRsYjhfYHAR1ty6Zz2cQ==,music paper,play the music,2SNt0G+qZ1P1BGb4MHfaoQ==,shipping label,get the phone to its necessary repairing destination,LAdCN9Ze6JOpb/TsGo6DKQ==,spoon,scoop up Wheaties
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",KKzodmwR0UO+8Uv84llTRw==,door keys,lock the doors,qtIvelIf81eo9DZPiJ5Z1Q==,weapon,defend themselves,OxCUTBpuIrkCW53vYF7Hew==,cellphone,call the cops
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Crk2x6x0nZjNetHI2raAWw==,mouth guard,protect teeth,B+CFLWS/8h5r0+5YTKUf+Q==,reference,vouch for them,Puo1/tg9PWTYRJHq8shvRQ==,id card,prove they are 21
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",GpgEoQ/r0K/9o/Snn8NzUQ==,trumpet,play at band,yUx1pPa5mPAhAN+cjoFhnA==,email,send out resumer online,8jHlAfxdWvO8f8dOgSShsw==,Suitcase,carry their clothing
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",OiKD+ldgbGcNgGVNA892zg==,a dust sheet,protect furniture in the house.,PDj2Jukos6EpOi1ZwbBuvA==,game console,activate to play,kuPR5uJze3/D8UVh1UE/bQ==,cake pan,place cake on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",dG7nn+xGbqlcQOffTqMB8A==,a bowl,mix the eggs in,3tYbyMaBcjwqiQoAcSA5Fw==,a sail,move in the water,ZK6xs29cdnUjtwdzaCjVOw==,wet cloth,cover nose and mouth
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",8nvrEof2Yz+BR3ruAlMBmw==,goggles,look in the water,1+dJfftmwB5ZpvebbMSKkQ==,venitlation,air out the smoke,n/5In9epU1m9xfnV7TzXRg==,wrapping paper,add to the purchase
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Cgdv+1IMjAs6xtTFdoo8ig==,gun,shoot everyone.,sBmxEHBd4LLFW+B81ais9A==,smock,wear over clothes,muG7tcyitx7iB6m4cBNEzA==,silicone pad,grip the jar with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",aIohh3uml36WKhbFsLx79A==,monitor,look at content on,8f2DTPbfaAqEQUrT3VLChw==,radio,sell to X,w703Mjdv1IHQijdFZ/ptxQ==,writing utensils,write with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Kt5kRWAJHkQ6GgrExiuD9Q==,dress shoes,go with the suit,AVeRwGEn+R/Qjlnim5hh3w==,writing utensil,jot down the information,Ib3p42QEdKuIh+U/aqpusA==,kitchen,hold refrigerator
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",5JwMspblh2t1z+8rW/ZEKg==,ball,practice with,0pbO53WfBDDS4bvyuvi5GQ==,towel,dry off with,x1NxuaGPPojCo+I7XgsAfw==,plumbing tools,fix the Problem for PersonX
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",xlRaWOwWJG/MAwzwiVoCsQ==,an ad,to add,d7kkj2vj4fIRj+cxMsQZFg==,Pocket,hold the ticket,oHmm7eo5Glin5fQSGis3KQ==,a house,come back to
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",mPpEZk+VtfyiDOJmOobdwg==,a cooling rack,to place the cookie sheet on,nKytiyKZLuJkNC2ITrhuFg==,peanut butter,statisfy the craving,nwNuvyRhcMM63DZNewvMHw==,safe,put money into
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",rv6wu2shVLv14GZwFSVXdw==,pens,take notes.,Kh6CJn2xctiGZa/fxiyoHg==,microphone,perform at the fair,I6ZfJkr0KLuwgZJGjbQ9Yg==,bus,get to the town
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",EUYB0T6vHGMjDoNx2l9rcg==,backpack,turn upside down and empty,b3r/3TYtw9lZYLZN374Wjw==,address,mail to right place.,qlcielq/XcOxTsbyrHn8lQ==,a store,to buy ingredients
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Hip2hqIVtYWiAGdvOlLf4Q==,driver's license,show the cop,NH89lbq84/hFc2APkbIKKg==,controller,make character move,DvktajNU214dhbUGWDRGYA==,harness,lift the move the sofa safely
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",vboBabDpPse3yxJ4HRrWeA==,remote,change the volume,XlnOe7RLI2vbOHRYg4ngZw==,epinefrin,stop the allergic reaction to shellfish,vSYAo+HYEjdUORJzv2DMKA==,collar,keep the dog from getting lost
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",kav+ACXTJV0Vynn0litRxg==,pot,make the sauce in,0YTAuDGvUqeYTfjH7ak1Nw==,bible,get tales from,yYBetl7njwFBifdMY3wAMA==,present,give to the person
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",jazRQt8c/KyAmptcdq7u7A==,fruit,eat as dessert,2YxlImlQ1XGMfuxHj+D1gg==,calculator,add and subtract correctly,4GxJ0SFJQ742DYwbp6w8bg==,An airport,Arrive at their destination
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",sNOUvd5aXKny6KZY3z8w8g==,A car seat,sit in,XMKIDDPCSCZbQiMbCAnQVg==,mailbox,get the correspondence from,q/RdIuoQafeohJ6oswLR0w==,eye shadow,put on their eye lids
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",UVBINgZb4a0OqmZO0+CFcA==,telephone,associate the number to,St5RLAorKYX1pxKuyCETTw==,gigs,perform at,AQy2zFTlf6F/q4DxA2r+hg==,funds,pay for place
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",uRBCFIgmM461LHuXbEVzqg==,yard,find a spot for the hole,GvuHsc7G28fYduw8Icz0jg==,cell phone,dial their number,d9J0+tuavg187exhKhEKkQ==,diploma,show they graduated
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",c3hCvxDcgukQL1hMR7+F+w==,transporation,carry the person,07r6388H6c2TZO/S6X0x8Q==,whipped cream,make the pie better,8YyICjWwZDstqs64N1KHIw==,bubbles,exfoliate the skin
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",i1Li26Xdtf+gd0N/S9svHw==,ball,drop on the ground,I6mr1hH+K8K3H2P+wgjVYQ==,eyeglasses,view everything properly,mnykZ8aoWPbYo/MV2drQ6Q==,shutter,release to capture the image
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",R7mC9sIUujj9fyXFbeCwzQ==,soda,wash it down,vr4vQNsB7Ic1B6/ypFRKxQ==,engagement ring,propose to girlfriend since PersonX is now in a position to do so in life.,Ix2s5Q2fgvoCDkOhuyz+Aw==,lemonade,offer to the neighbors
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",auukoZjiHyZ52fMC9xdNYQ==,currency,pay for,bPzvr0NkhQxKFX5sb/raOg==,plug,unplug from outlet,JBzzoTNCdrJ72UzKUKp/RQ==,compost pile,compost core
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",K25SranLZywJF8fAR5mmrw==,notebooks,record is learned,1qnLHAPPjFODgOuBwzjAKg==,a plate,hold the meal on,uMGYQU4xlcMdkcLG6AWREA==,a soccer ball,practice the game
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",2AuA+cj36XvXikwXkBHSbQ==,a purse,put the tickets into,nt6ir+tpehsrnUeC/xz1Ow==,shopping list,remember what items to get,cCLKTcaSPMP3jRRRoJzM2g==,map,know how to get to PersonY's home
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",kT7U8Tu38enFaaS1iyxsMw==,A house,Exit into the street,L9FQ357kolWqwoe2+Iwy6A==,finances,purchase bike,sWLaeEJz8sQZOC7DoNamBg==,check,pay for the food
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",WOHzm5xK9rqcs/+DV0Brtw==,food,serve the guests,F8QhXP4sF2vqYMUXpGO8xQ==,rope,hold things together,b1L2x+RCOcWYu3vIYUbogw==,tickets,be able to travel
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",9bcZt+YtnIZENlZplFCPoA==,identification,get into the building,13AgdJq/x36RVTpNI6TBeg==,sticks,use as support when walking,RNrdNtnxhz+aw18MKDJbWQ==,registration,sign over to PersonY
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",7yqGi2CuhSvpKpm0pNmwOg==,leash,take the dog out with,sa2Rm7xPmwGA9ZwZ9GVwhA==,a battery,keep the alarm clock working.,rA/zKOKYFSPtyPj1vi2i2A==,wash cloth,wipe off
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",BQQiBsEd6ttMsjNKv1OkXw==,filter,clean liquid,ZhfRdjm9O56dLLllrlAttQ==,hiking shoes,keep feet comfortable,zof9kmudpDTQ4CltN1SG6A==,the shuttle,take to the hotel
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",FkT5618RiA4iMOKAX5if2g==,atm machine,take payment,8j7iDlctcE3+XyowZfvqDQ==,canvas,draw on,HEgEtTSajekMnRYqt8nvag==,paint,make designs with
