Title,Description,Keywords,sent0,id0,expected0,sent1,id1,expected1,sent2,id2,expected2,sent3,id3,expected3,sent4,id4,expected4,sent5,id5,expected5,sent6,id6,expected6,sent7,id7,expected7,sent8,id8,expected8,sent9,id9,expected9
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Saddam told Primakov he would cooperate completely with U.N. inspectors tasked with verifying that Iraq has rid itself of weapons of _____ destruction , Russia 's Foreign Ministry said in a statement .",956,mass destruction,Total released its results as crude oil prices were surging toward 100 dollars a barrel on fears of tight global supplies amid _____ demand .,147,robust demand,"For condos , the _____ reduction was $ 133,000 , or an average savings of $ 1,500 .",284,average reduction,"Harding swept into office in 1920 in one of the biggest landslides in the nation 's history , while Bush became president after losing the _____ vote .",33,popular vote,"It was the end of a _____ journey , one that U.S. diplomatic and intelligence officers monitored closely .",685,long journey,"The findings came a day after around 55 percent of the eligible 34 million electorate voted in the _____ round of the elections in Uttar Pradesh , which has a population of 160 million people .",413,first round,GERMANY : CUTS - Germany - Europe 's largest welfare state - may soon have to tighten its belt as it battles _____ unemployment and a soaring budget deficit .,808,high unemployment,"Ramzan Kadyrov headed the presidential security force at the time of his father 's death , caused by a bomb that ripped through the VIP bleachers at a _____ parade in the Chechen capital of Grozny .",184,military parade,"While partners at venture firms often invest their _____ money and serve as `` general partners '' in their venture funds - which bankroll entrepreneurial companies - the bulk of the capital comes from `` limited partners '' that are seeking higher returns - institutions such as pension funds , university endowments , and foundations .",118,own money,Storms that spawn west of the international dateline are called typhoons while those that form on the _____ side of the dateline are called hurricanes .,968,eastern side
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","In the Maldives , which was hit by the tsunamis , UNICEF and UN sister agencies are working with the government to coordinate an international relief effort that will include the _____ provision of water purification supplies , food , clothing for children , shelter supplies , and other basics .",96,immediate provision,The _____ peso strengthened to 6.100 pesos to the dollar from 6.120 pesos .,362,mexican peso,"In August , the 73-year-old Dalai Lama was admitted to a Mumbai hospital and underwent tests for _____ discomfort .",442,abdominal discomfort,"In New York , whose contest will prove the East Coast anchor of the March 7 round of primaries , he 's erased a _____ deficit to pull essentially even .",925,large deficit,"The PAD have occupied the _____ minister 's offices since late August , claiming that the elected People Power Party is running Thailand on behalf of ousted premier Thaksin Shinawatra , whom they accuse of corruption and nepotism .",204,prime minister,"What sets Truchard _ who wound up getting a Ph.D. in _____ engineering from the University of Texas _ apart from many successful entrepreneurs , however , may not be his background so much as his company and its culture .",611,electrical engineering,"The two-day conference of the so-called G6 , at a neo-Gothic mansion hotel near Stratford-upon-Avon , the birthplace of England 's most famous dramatist , William Shakespeare , will also tackle illegal immigration and _____ crime .",696,organized crime,"Still , Venus ? Rusedski ? Rafter ? What on earth are the Nos. 66-20-14 players doing in the _____ act on the paved earth of Flushing Meadow ? That 's the high fun of this 117th US Championships .",420,last act,"This is , after all , the story of a _____ girl named Susie -(- the extraordinary Saoirse Ronan -)- who has been raped and murdered , looking down on the aftermath of her demise from -- somewhere .",120,young girl,"She and her husband have a combined income of $ 20,040 a year , just $ 240 above the limit for getting _____ assistance .",923,extra assistance
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","British artist Damien Hirst set a _____ record Tuesday after a two-day sale of his work fetched some 111 million pounds -(- 198 million dollars , 140 million euros -)- , auction house Sotheby 's said Tuesday .",989,new record,"Montana Gov. Marc Racicot , one of the first state executives to encourage a Bush _____ bid , returned to Montana after visiting Bush in Texas and said that he turned down the attorney general 's job .",605,presidential bid,"That was in the seventh , when Troy O'Leary had their only _____ hit , a double sandwiched between singles by Damon Buford and Creighton Gubanich , and the Sox scored both of their runs to draw within 3-2 .",711,extra-base hit,"While recent internal conflicts have raised humanitarian concerns , none has seriously affected _____ security or economic interests .",123,american security,"The official , Vladimir Putin , chief of the Russian Federal Security Service , even suggested that the preferred option would be an _____ government , together with a sitting lower house , which he said would give the government greater legitimacy both at home and abroad .",381,acting government,"Over the years , Friday night _ `` The Man From U.N.C.L.E. , '' `` Burke 's Law , '' `` Dallas '' _ was appointment television night , when the networks could rely on finding the _____ family relaxed and at home .",486,nuclear family,"He 's also pleased with broader market 's _____ performance , especially considering the week 's string of disappointing news from technology bellwethers including Microsoft , Sun Microsystems and Intel .",154,overall performance,"Under the Ahtisaari-Chernomyrdin peace plan , the U.N. Security Council must authorize an international force and civilian administration that would be dispatched to Kosovo to ensure the _____ return of the estimated 850,000 refugees to the Serbian province .",673,safe return,Elastic bungee cords or _____ tape wrapped twice around the load are useful for that .,609,duct tape,"Every day , some 50 ships bearing a _____ load of 1.25 million tonnes goes through the waterway which links the Mediterranean and the Red Sea .",11,total load
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",That is up to the _____ police .,168,local police,He said Taylor would `` remain at home or in his farm like an _____ citizen '' during this period .,617,ordinary citizen,"Still , many in Japan are concerned about the _____ deterioration in relations with China and South Korea , and support a halt to the pilgrimages .",187,sharp deterioration,"This impartiality will go far in building _____ confidence and maintaining procedural justice , he added .",880,social confidence,The message was handed during a meeting between the _____ leader and Somali Information Minister Zakri Haj Mahmoud .,645,egyptian leader,Bruguera had won 19 consecutive matches at Roland Garros since losing to Ivan Lendl in the _____ round of 1992 .,516,first round,"But the order has not been given , with the Israelis hoping that the threat of a major escalation in the fighting will produce a _____ solution that will keep Hezbollah fighters north of the Litani River and lead to the dismantling of its militia .",94,diplomatic solution,The 2003 _____ campaign has Tests against New Zealand and a five-game Kangaroo tour of Britain .,52,australian campaign,"With North Korea , the United States is banking on the six-nation talks to persuade Pyongyang to accept economic and humanitarian assistance , as well as _____ help building a peacetime nuclear power reactor , in return for North Korea ending efforts to expand its nuclear arsenal of an estimated eight to ten nuclear warheads .",5,allied help,He described the DPP 's performance as `` excellent '' and said the Cabinet is doing a _____ job in implementing various projects .,244,good job
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",General Electric Co. said Monday it signed an agreement with a Russian manufacturer to form a _____ venture for industrial gas turbines and to discuss joint programs for supplying aircraft engines .,520,joint venture,"CBS used its _____ toy about twice per quarter , and it was most impressive on two second-half plays .",229,new toy,"Despite the _____ decline in the amounts of inhibitor produced by a primary tumor , some was still being secreted into the bloodstream , Folkman said .",870,dramatic decline,"Kryuchenkov added : `` For the past week , oil prices were influenced more by developments on global equity markets and fears of a potential US recession , which could dent demand for oil products and weigh on _____ growth , than any other oil fundamentals .",456,global growth,The _____ leg ends in Nicosia on Sunday night .,521,third leg,"Nonetheless , the ABA 's _____ president urged his peers to take a strong stand on the issue .",337,new president,"A parked car bomb exploded in a _____ district of central Baghdad on Thursday , killing 12 people and wounding another 57 , police said .",61,commercial district,"It 's also an offense that has established the Rams as a 14-point betting favorite over the American Football Conference champions , tied for the _____ price in Super Bowl history .",858,third-highest price,"Such a strategic alignment will not only assist the process of _____ integration in Southeast Asia but also bring ASEAN countries closer to the major players in East Asia , Badawi told a session of the World Economic Forum annual meeting in Davos .",59,regional integration,"To play the PGA Tour any sooner would mean forfeiting a major _____ extension , which he will use for the 2011 season .",230,medical extension
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","In response , rebel fighters are deploying ever-nastier terror attacks such as a twin suicide bombing that killed more than 30 children in Baghdad _____ month and the latest , videoed beheading of a foreign hostage .",914,last month,"Ravalomanana will choose an interior and a finance minister while all other members of the interim government will be designated by mutual agreement , with half chosen by Ravalomanana and the _____ half by Ratsiraka .",291,other half,"The maximum _____ level was dropped from .10 percent to .08 , the standard already enforced in most European nations .",448,blood-alcohol level,Hal T. Burks eased his big Freightliner to the _____ lane of I-75 as a shiny red Ford pickup came barreling down an on-ramp near the Georgia-Florida line .,623,left lane,"For the _____ time since he lost his job , the voucher enabled him to fill prescriptions for Synthroid , to control his hypothyroidism , and Xanax , for depression .",161,first time,"In a statement issued after the meeting , the 20 ministers said they have tasked the NRC at _____ level to consider the operational implications arising from the recently agreed joint assessment of the terrorist threat to NATO and Russian peacekeepers in the Balkans and the terrorist threat to the Euro - Atlantic area .",451,ambassadorial level,"Government negotiators reported losing contact with intermediaries _____ month , and it was unclear how the information reported by Bunchhay reached the military .",426,last month,"Zhang Zhongyi , a Chinese national , was still held by the kidnap - _____ group .",125,for-ransom group,"The troubled history of mergers of hardware manufacturers in the technology industry , including Compaq 's _____ acquisition of Digital Equipment in 1998 , must also make H-P shareholders wary .",809,own acquisition,Morocco goes into the _____ round of discussions with the European Union for a new agreement on fishing Thursday convinced that it holds the winning cards .,962,fifth round
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","After connecting to AOL , simply start your _____ browser -(- after adjusting its settings for cookie control -)- .",41,other browser,"Mitzna , widely believed as a dove in Israeli _____ circle , defeated then Ben Eliezer in Labor 's primary elections last November , leading the party to contest for the general elections , in which he was defeated by the right-wing Likud Party headed by Prime Minister Ariel Sharon .",113,political circle,"Barnier , speaking on France Inter radio , said that the `` _____ place '' to hold such a gathering is at the United Nations .",769,only place,"The strategy refers to Beijing 's attempt to lure away all the ROC 's allies by the turn of the century , to block Taiwan from joining any international organizations and to eliminate all the bargaining chips and clout that Taiwan has amassed in its efforts to seek an _____ footing with Beijing .",772,equal footing,"Biarritz leapfrogged Perpignan into fourth place of the French championship , the league 's final _____ spot , with a hard-fought 23-15 win on Saturday .",441,play-off spot,"Paula Creamer rallied to win the Fields Open for her fifth U.S. LPGA Tour title , birdieing four of the final five holes for a _____ victory over South Korea 's Jeong Jang on Saturday .",988,one-stroke victory,"In today 's automated world , it 's often impossible to find a human on the _____ end of a customer service line .",237,other end,"More significantly , with the Broncos in Giants territory and driving for what would have been a go-ahead score late in the third quarter , Williams stepped in front of a John Elway pass intended for Sharpe and made a _____ interception .",480,game-saving interception,"Unemployment among its 28,000 residents is well above the 9 percent _____ average at 23.5 percent , and goes up to 32 percent for those between the ages of 15 and 24 , according to the newspaper La Croix .",722,national average,"Houston would acquire the Raptors ' two first-round selections , the _____ pick _ acquired from Denver _ and the 12th pick .",92,fifth pick
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","In today 's report , the Labor Department said unit labor costs rose 2.5 percent in the first quarter , down from the initial estimate of a 2.7 percent increase , but higher than the _____ quarter when unit labor costs increased 2.4 percent .",275,fourth quarter,"Yet summer may bring the most _____ point of the entire campaign , especially if U.S. forces begin to withdraw , warned retired Marine Col. Gary Anderson , who has advised top U.S. officials on insurgencies .",236,dangerous point,"Meanwhile , Taliban sources from Kandahar said the _____ airliner sitting at the Kandahar airport has not been refueled .",34,hijacked airliner,"The report , which called for creating incentives for the industry to encourage the _____ sector 's positive participation , said that the added value for one barrel of crude oil when it is processed into petrochemicals reaches 3,000 U.S. dollars .",953,private sector,"Mitsubishi Fuso , the truck division , was spun off into a _____ company last year , but that did little to help the brand 's image .",637,separate company,"LEXINGTON , Kentucky _ Al Geiberger , winless on the Senior PGA Tour in 19 months , shoots a 5-under-par 67 to take the _____ lead in the dlrs 800,000 Bank One Classic at Kearney Hill Links .",761,second-round lead,And the Czech federation president believed the exodus of players out of the Czech Republic could only be a good thing for the _____ side .,137,national side,"At the same time , they appear to have disproportionately shouldered the stresses brought by a _____ change of lifestyle .",0,total change,"The Brazilian scored in the 32nd minute off a curling _____ kick from outside the area , sending goalkeeper Dida the wrong way .",103,free kick,A report by the Pakistan-based Afghan Islamic Press agency said the blast was caused by a rocket accidentally exploding in a _____ vehicle .,150,military vehicle
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Piracy has become rampant off the coast of Africa , especially in the waters near Somalia , which has been without an _____ government since 1991 .",143,effective government,"Security is especially tight in Jaffna , the _____ city in the battle zone , and many residents are unenthusiastic about the election .",68,main city,Each side has accused the others of trying to use the conference to gain control of a post-Saddam _____ government .,850,iraqi government,"You need to have a certain courage to speak out about an _____ situation which is the fault of the authorities , '' Ikea 's chief in Russia , Lennart Dahlgren , told Tuesday 's edition of the Izvestia daily .",824,unjust situation,"One of the more conservative selections , Washington lawyer Miguel Estrada , has a _____ list of admirers who call him one of the smartest and ethically rigorous lawyers they know .",996,long list,"His arrival in New York at Fiamma in SoHo , which reopened last week after a brief face-lift , is _____ news .",127,big news,Amendment supporters freely admit that giving a fertilized egg the legal status of a human being would affect a _____ range of medical decisions .,550,wide range,"His style at his old company was `` _____ door , '' but now he requires time with the door closed .",530,open door,Tokyo named former top UN diplomat Yasushi Akashi as a _____ envoy to drum up international financial support for the peace process .,28,special envoy,"He said apart from _____ expertise , Israel was strong in dry-zone farming and harnessing solar energy that could help the rural areas of this Indian Ocean island republic of 17.5 million people .",328,military expertise
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",The assault bore some resemblance to November _____ rampage in the Indian financial capital of Mumbai .,132,terrorist rampage,"The _____ head of the African Union , Amara Essy , and the AU 's current president , South Africa 's Thabo Mbeki , strongly condemned the coup , as did regional African bodies , including CEMAC and the Community of Sahel-Saharan States -(- CEN-SAD -)- .",776,acting head,"At the _____ time , U.S. bombers were pounding North Vietnam .",46,same time,"The trial opened under tight security in the _____ capital Monday , less than a week after a bomb on a Paris commuter train , thought to have been planted by Islamic fundamentalists , killed four people and injured more than 90 .",864,french capital,"One of the first things I do with a new patient is set her up with our massage therapist to talk about what images are peaceful and safe for this particular patient so she can go inside her _____ mind to that place , anytime she needs it .",12,own mind,ST GALLEN : _____ security surrounds Romania 's base in the Swiss town of St Gallen .,558,high-level security,The Koreans ' _____ run at the tournament ended in fourth place after a 3-2 loss against Turkey on Saturday in the bronze-medal match .,862,storybook run,"Opener Yasir Hameed , off-spinner Arshad Khan and paceman Shabbir Ahmed missed out on the contracts introduced _____ year .",580,last year,"They have been offered new jobs with larger mining companies in Chile that apply _____ technology and safety standards to extracting the copper , gold and other minerals that provide for about 40 percent of the government 's revenue .",449,modern technology,Technology issues led the stock market higher today despite an employment report that raised expectations of a _____ increase in interest rates later this month .,17,big increase
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",His win over Ancic was his ninth straight and comes after his _____ title of the year last week in Estoril .,363,first title,"Astin prescribed testosterone for Benoit , a _____ friend , in the past but would not say what , if any , medications he prescribed when Benoit visited his office Friday .",318,longtime friend,"_____ year , the 15 biggest steel companies accounted for 45 percent of total production , it said .",434,last year,"When U.N. members asked the United States to show its evidence that the shooting occurred more than 12 miles from the _____ coast , the United States agreed to make classified data available , a senior administration official said Friday .",805,cuban coast,"The contest for power has been sharpened by an election commission tally this week that showed that the Congress Party 's late surge in returns from rural seats pushed it past the Communists in the _____ vote , 33 percent to 30 percent .",577,popular vote,"The Dow Jones _____ average is down 9 at the 8,464 level after falling for four straight sessions .",818,industrial average,President Clinton recognizes the _____ cost of antipersonnel land mines and endorses their `` eventual '' abolition .,419,humanitarian cost,"One of the biggest problems during the four-year Koizumi government is the complete failure of _____ diplomacy , '' said Amaki , who is running in Sunday 's election as an independent .",377,japanese diplomacy,"The joint hearings are being held by the House Judiciary subcommittee on crime and the House Government Operations and Reform subcommittee on _____ security , international affairs and criminal justice .",750,national security,"At the same press conference , Mostafa Omar , the United Nations High Commissioner for Refugees ' regional representative , said the _____ batch of Iraqi refugees who have been living in a desert camp in Saudi Arabia since the 1991 Gulf War will go home July 29 .",63,first batch
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",He 's such a _____ prospect that he has taken out a $ 5 million insurance policy on himself .,342,hot prospect,"If he has made his mind up , he 's doing a _____ job keeping it a secret .",10,good job,"Rep. Jerrold Nadler , D-N.Y. , said people hit with large medical bills from _____ illness should not be held responsible for the costs they incur .",313,catastrophic illness,He won the French Legion of Honor for his _____ work into Napoleon 's death .,116,investigative work,"Lagos used the occasion to announce that the Mapuche will be given some 370,500 acres of _____ land , one third of it before the end of 2001 .",625,government-owned land,Talks in Germany moved into a _____ phase Saturday after the northern alliance in Kabul said it would let its delegates work on creating the council and allow an international security force .,832,decisive phase,"Zogby said he suggested Clinton or Secretary of State Madeleine Albright `` lay out benchmarks and goals '' for the _____ administration , clarifying U.S. views on such key issues as Jewish settlements , the future of Jerusalem , Palestinian rights , and the right to statehood .",248,next administration,The vice-governor said that China 's rural reform policy featuring the contract production responsibility system with a family as the _____ unit and its lifting of grain purchase prices have helped fire the farmers ' enthusiasm in farming .,468,basic unit,"If I left , it would 've been a good situation in terms of me developing as a _____ player .",920,hockey player,"If the turkey is frozen , thaw it in its original wrap in the refrigerator or submerged in _____ water .",717,cold water
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",So far the election is still being viewed in a _____ light .,664,positive light,"As of Monday , _____ gasoline was selling for $ 1.67 a gallon , on average , up from a recent low of $ 1.62 on Dec. 30 .",231,regular gasoline,"It is the fourth warning on either profit or revenue issued by the company for the _____ year ended Aug. 31 , 2003 .",114,fiscal year,"France Telecom was transformed into a limited company from a state agency on Jan. 1 , 1997 , paving the way for the _____ privatization .",523,partial privatization,"Security is Thailand 's primary concern ahead of an _____ summit which gathers 21 world leaders , including US President George W. Bush , in Bangkok next month .",361,asia-pacific summit,"With Milosevic 's _____ help , rebel Serbs took control of one third of Croatia 's territory in 1991 and two-thirds of Bosnia a year later .",297,military help,"In another development , police on Wednesday released the names and affiliations of seven men who were arrested last week and are suspected of involvement in recent terrorist attacks in the _____ city of Karachi .",524,southern city,He 's the _____ minister -- he 's the leader of the Iraqi people .,86,prime minister,"The oppsition leading _____ protest in Serbia has accused him of planning to instigate a conflict in Kosovo , Serbs ' ancient cultural center and touchstone of their identity but now dominated by ethnic Albanians , 90 percent of its 1.9 million people .",214,anti-milosevic protest,"Of his friends linked to the case , Terry Nichols is serving life in _____ prison for his role in the attack and Michael Fortier spent years in prison for his crimes before being released last year .",960,federal prison
