Title,Description,Keywords,ObjectUseId1,Beginning1,Middle1,End1,Step1,Object1,Use1,ObjectUseId2,Beginning2,Middle2,End2,Step2,Object2,Use2,ObjectUseId3,Beginning3,Middle3,End3,Step3,Object3,Use3,Answer.Step,Answer.rationale1,Answer.rationale2,Answer.rationale3
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",l4ZQw3uSD4Y9XfqiEg2nWA==,PersonX plays piano.,PersonX learns how to play guitar,PersonX performs on stage.,Beginning,music,play on piano,LXfx9sd6k+vIqarBoX/lvg==,PersonX meets PersonY at a party,PersonX exchanges phone numbers,PersonX calls PersonY the next day,Middle,pencil,make marks on paper,BoQxA3U+ccf56yixDU74wA==,PersonX walks to the street corner,PersonX gets a taxi,PersonX gets dropped off at the bar,Middle,map,show driver their destination,Beginning|Middle|Middle,Music is transferred from a piano so that others can listen and be entertained,A pencil allows the person to Mark whatever they want to have read in a visible way on a surface,A map allows the driver to see where somebody wants to go and the quickest way to get there
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",5zUHF3qbKhW4w41mZVzzwQ==,PersonX hit another car,PersonX has to call someone,PersonX received help from the tow truck,End,tow driver,load the truck,4Jfio72zKsofektMzC+ylg==,PersonX sees a person water skiing,PersonX thinks it would be easy,PersonX tries to water ski themselves,End,boat,tow him out on the water,+oc4MGQRNddPSEEJBLMcLw==,PersonX reads about a time machine,PersonX likes that idea,PersonX writes about a time traveler,Beginning,computer,research the information,End|End|Beginning,Transport a large object efficiently.,Cross a large body of water at a fast pace.,Interact with the internet in a user friendly manner.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",EvO6ZJcrAtKsLQGBmL9Eew==,PersonX takes a shower,PersonX is sparkling clean,PersonX gets dressed to go out,End,socks,put over their feet,LG6Q3DjCJ+JRt/617jumFw==,PersonX judges PersonY,PersonX issues PersonY edict,PersonX sends PersonY to jail,End,handcuff,restrain PersonY,Vo126LAG+WiBdRY1SeNRPw==,PersonX got a new car,PersonX never paid,PersonX 's car was repossessed,End,vehicle,be taken away,End|End|End,They don't want to get blisters.,Person Y is violent.,They need to sell it to pay the debt.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",5zRHrrY2wjgZeChG69IaIQ==,PersonX asks PersonY how much the rent is.,PersonX calls PersonY's landlord,PersonX moves into PersonY's apartment complex.,End,money,pay rent,O26tvwdt9lIgh33uB1Wbeg==,PersonX gets a new car,PersonX drives as fast,PersonX gets pulled over by the police,Beginning,temporary tags,put on automobile,eZOLf3jjeqGNWCdrY6vtwg==,PersonX buys a radio at the store.,PersonX listens to the radio,PersonX dances to the music.,End,music,dance to,End|Beginning|End,Rent has to be paid in order to live there.,When you first buy a car you get temporary tags until you get permanent plates.,Music is fun to dance to.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",PRfqQt+EDVAxmOV95plW9g==,PersonX gets a fish,PersonX covers in ice,PersonX takes the fish home and takes it out of the ice and into the refrigerator.,Beginning,bait,put on the hook,NmVYlwpXfcNOJphiyDXTpg==,PersonX can't get the program to run,PersonX uses PersonY approach,PersonX learns a successful new coding technique,End,software,put in the computer,T7RQlOsJFx+23K0SEHMXVw==,PersonX applies for the job.,PersonX fills every box,PersonX is hired.,Beginning,recommendation letter,allow manager to see opinions of you from previous managers,Beginning|End|Beginning,The bait is small enough to be pierced to put on the hook.,The software can be stored on a disk to put in the computer.,The recommendation letter has text relating to past experiences that can be read to allow the manager to see opinions from previous managers.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",VPjWkMHb4CVbnYCKD6GJaA==,PersonX tells PersonY to go on break.,PersonX covers PersonY area,PersonX helps the customers in PersonY's area.,Middle,watch,monitor length of the break taken by PersonY,4Haf1nhg44A7eEifSfQQIw==,PersonX is a mind reader,PersonX reads PersonY thoughts,PersonX shares PersonY's thoughts,Middle,Queen of Hearts,hide from Person Y,thimouyCrlJfpF7NY9CAug==,PersonX gets a costume at the store,PersonX celebrates halloween,PersonX has fun at a party,Middle,decorations,put up around their home,Middle|Middle|Middle,"A watch is an instrument you wear on your wrist to tell time. If you need to know how long your break is, you would use a watch to figure out how many minutes have passed.",Object is out of place for the event (use this as a last resort,Decorations are things you put up around a room to be festive. They can include streamers and balloons. If you are throwing a halloween party you would put up decorations in your house
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",I95eNuLpGtLtu8U0T3OohQ==,PersonX is filling out a form,PersonX ticks all the boxes,PersonX hands the form into the staff,Beginning,writing utensil,write with,GWbpQ83HuQmlXbkZ/mC00g==,PersonX shucks corn with PersonY,PersonX works as hard as PersonY could,PersonX finishes 10 more ears than PersonY,Beginning,corn husks,toss into a pile,fEVOiEj99NLxbDeyqpFctw==,PersonX gets dressed up,PersonX wants moneey so badly,PersonX asks people for money,Beginning,pants,cover legs,Beginning|Beginning|Beginning,Writing utensils can write down things on a form.,Corn husks are thrown to create a pile.,Pants cover legs so to be warm and look presentable outside.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",ksVj6BbsnZK0mmUzM5gggg==,PersonX enters the kitchen,PersonX makes waffles for breakfast,PersonX pours a cup of coffee,Beginning,dishwasher,empty and put away the dishes,rLhtO5TW9GNmmZPmzh11ww==,PersonX makes dinner but PersonY doesn't show up,PersonX eats PersonY dinner,PersonX sits on the couch crying,Beginning,serving platters,serve the food on the table,phh4P0sBZDKNUTSVibhFXQ==,PersonX looks at his dog by the door.,PersonX takes the dog outside,PersonX takes the dog for a walk.,Middle,jacket,take the dog outside,Beginning|Beginning|Middle,"In order to put away dishes, you need to get them for wherever they're stored.  Dishes are often stored in a dishwasher after running through their wash cycle.","When someone is going to eat, they want a place to put the food.  Serving platters are hard, flat surfaces that can hold food.","If someone takes their dog out for a walk, they'll want to stay warm when it's cold.  A jacket can give them a layer of warmth and protection."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",S8Z+/rZK9aXVjftC2cm8tg==,PersonX finishes shopping at the store,PersonX takes home with PersonY,PersonX sees what they have bought,Beginning,bag,put the purchases bought inside.,q9WlX2IbkFG81P7hHP7RlQ==,PersonX receives extra change,PersonX keeps the money,PersonX buys a soda,End,vending machine,select which drink he wants,ri5apWwhq71UJya/PJAKSA==,PersonX is building a house.,PersonX measures feet by feet,PersonX uses a tape measure.,Middle,measurer,measure size,Beginning|End|Middle,You can use a bag to bring purchases home after shopping. This makes it easy to hold all the items.,A vending machine is usually full of lots of drink choices.  You can select a drink from them.,A measurer is used to know feet and to measure size.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",lOwZNnjb4zwWzkTUe3xTCA==,PersonX wants to do good on the test.,PersonX tries so hard,PersonX celebrates that the test is over.,Middle,text book,review material,jXGBwMD1AwGjGPMdtiKKLA==,PersonX gives birth to PersonY,PersonX gets PersonY education,PersonX attends PersonY's graduation,Middle,books,teach PersonY,4iOTUaJzhmxR+f08Il5jgw==,PersonX drives to the party,PersonX dances to the music,PersonX pours themselves a drink to rehydrate,Beginning,auto,have transportation,Middle|Middle|Beginning,Tests are usually over what is said in the text book.  You need to go over what was in the text to prepare for the test.,Books can be used to teach a child.  Children like learning from books so it makes it easier.,"In order to drive, you need to have an auto vehicle.  It makes traveling from place to place faster and easier."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",Iot4R/zuk47lRLyG+phRDw==,PersonX attends a friends wedding,PersonX does something wrong,PersonX is asked to leave,Beginning,suit,dress nicely for event,RmHqS3WPXUqK/9ubr4ujXQ==,PersonX parties until its time to go to sleep,PersonX gets out of bed on the wrong side,PersonX forgets to hello to their boss,Beginning,drinks,enjoy while being with friends,a9DyFfHH83dvr4Vk0cgpNw==,PersonX closes the book,PersonX puts it away,PersonX writes a review about the book,End,camera,take a photo of the book,Beginning|Beginning|End,A suit is considered formal attire and would be considered respectful to wear for an event in which you need to look nice.,Drinks can help a person relax and can be enjoyed with friends when everyone else is drinking.,A camera is capable of taking photos when you need to remember something. You can take a photo of a book when you need to remember the book.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",+mpIfTcw5wYZVUltJuZwEw==,PersonX goes for a run,PersonX takes a rest,PersonX takes a shower and runs again,Beginning,athletic clothing,work out in,qfmJLF7nromjWWs8wp0mbg==,PersonX takes a vacation,PersonX takes a train to the capital city of,PersonX tries to avoid the tourist traps,Middle,ID,buy a travel card,gdHl5FOF72/eC1qjOdu26A==,PersonX buys a violin online,PersonX plays violin,PersonX puts on a show,Middle,tuner,keep the instrument in good condition,Beginning|Middle|Middle,Athletic clothing is the most conducive to working out in. Regular clothes would be uncomfortable and might get in the way.,They cannot buy a travel card without showing proof of identity.,They cannot keep the violin in tune without a tuner.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",7vIW/LIF0fELpma8tLya/w==,PersonX finishes dinning out,PersonX buys chocolate on the way home,PersonX takes a bus home,End,ticket,ride the public transport vehicle home.,Ni48dy8BM2Y+Wnqpu+fw3w==,PersonX hits their head,PersonX gets a headache,PersonX takes an asprin,End,Drugstore,Buy aspirin,Of+X5/Dnm14liM6dhgCASA==,PersonX bakes a cake,PersonX leaves flour in the hands,PersonX makes a mess of the kitchen,Beginning,bowl,mix the flour,End|End|Beginning,"in order to show one has paid for the right to ride, one must buy a ticket, this ticket is proof of purchase","drugstores stock all kinds of medical supplies, and would also stock aspirin where one can buy it","flour tends to stick to objects and can be difficult to work with, a bowl allows one to keep the flour from going all about"
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",6kMwLsl3BUN7a2vyY9NjQA==,PersonX invites PersonY on a date.,PersonX walks beside PersonY,PersonX holds PersonY's hand.,Beginning,rolodex,get person's address,Wb5Cw4GlkLIDql4tkQ7sbQ==,PersonX transfers to a new school,PersonX meets many new friends,PersonX goes to a theme park with friends,End,snack money,buy junk food at the park,THzhmP0HsSjnsUxLB2g3Sw==,PersonX packs PersonX's stuff,PersonX moves to colorado,PersonX buys a snowboard,End,a sporting goods store,look for new items,Beginning|End|End,A rolodex holds information about where you live.,Money is used in exchange for goods.,A sporting good store sells sporting items.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",QSvcNwArFlFwcDYZj87qdQ==,PersonX is out clothes shopping,PersonX buys a new pair of shoes,PersonX immediately puts on the new shoes,Middle,funds,purchase product,wD/50023dCWfk2kdId6PcQ==,PersonX takes tests all day,PersonX never ate,PersonX goes to the dining hall,End,bus fare,get on the bus,90NvlDAtGxifx2wBPbz6Yg==,PersonX works all week long,PersonX visits the beach this weekend,PersonX has so much fun,Middle,umbrella,set up on the sand,Middle|End|Middle,"Clothing stores require money as payment for items. To get the shoes, they need to pay money.","A bus takes passengers from one location to another. Payment of a fare is required to ride the bus. To get to the dining hall, PersonX needs money.","A beach umbrella provides shade and protection from sun damage to the skin. To safely enjoy their time at the beach, they need an umbrella."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",qO4CBZVJwLKfgqkYv9CcxQ==,PersonX gets a promotion,PersonX gets more money,PersonX buys a new car,Beginning,boss,give PersonX a promotion,yKAlqf8i9ukSuLJJq6TRFA==,PersonX gets money,PersonX is quite excited,PersonX buys a car,Beginning,clothes,wear at job,6QEfGXNapviJFux+XeqT/g==,PersonX goes to Las Vegas,PersonX sees the sights,PersonX goes back to their hotel room,Beginning,luggage,carry their clothes and personal items,Beginning|Beginning|Beginning,Someone has to actually appoint you to the new position and so a boss is needed to give the authority,When you have a job you need to look nice and professional and you need money to buy clothes.,Luggage will hold all your stuff so you can get it all on the plane and to the hotel easily.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",/Uf1xCOBb1KomYM10cmt/A==,PersonX slides PersonX's socks on.,PersonX pulls PersonX's socks up,PersonX grabs PersonX's shoes.,Beginning,foot cover,put on,zWnl/RhMSGD/wAamZdpiWg==,PersonX walks up to a terminal,PersonX puts PersonX's finger on a keypad,PersonX enters a code,End,transportation,travel to Mexico,H/7qowXl/zZFnoSovfBrlQ==,PersonX enters a writing contest,PersonX receives money in the literature,PersonX writes another story,End,paper,hold the literature.,Beginning|End|End,The floor is dirty.,It is too far to walk.,They want to submit it to another contest.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",tl0MtiBoG4NoDWUuXUsq3g==,PersonX makes a note about how much more PersonY knows,PersonX sets PersonY apart,PersonX tells PersonY they will be the teaching assistant for this project,Beginning,pen or pencil,use to write.,GJuox+ANb68vliIZ1Qp60g==,PersonX has plans for the day,PersonX wakes up one day,PersonX has a large breakfast,Middle,clock,make noise on time,z7/BVr2dM56LY8RuOlpHjA==,PersonX loses a job when the company closes.,PersonX depends upon the state,PersonX looks for a different job.,End,resume,post to jobsites,Beginning|Middle|End,Consolidate their ideas on a piece of paper.,Keep track of the time throughout the day.,Show their past experience and knowledge.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",rBomjoljwMLyvkmNI3JC7w==,PersonX finds a wounded duck,PersonX takes it to a veterinarian,PersonX takes the duck home,Middle,car,arrive at the office.,qslkblW5Y+RBzYk+ByK7iQ==,PersonX starts the PC,PersonX plays a game,PersonX wins some prizes,Middle,ball,throw in sport,Sv8R6g7IKpb95D6DUkBKyQ==,PersonX gets matches,PersonX sets fire to PersonY,PersonX runs away,Middle,gasoline,pour onto PersonY so the fire spreads faster,Middle|Middle|Middle,So they arrive safely.,So they can play the game.,To make the fire larger.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",eXaI0bULYWXp6v6W5oVdeA==,PersonX is broke,PersonX seeks PersonY's help,PersonX gets a loan from PersonY,End,a bank,hold the money,Ldf6lgztfMeaIF6PPblVpA==,PersonX climbs up the tree to pick fruit,PersonX hurts PersonX's knee,PersonX limps away without the fruit they picked,Beginning,a basket,hold the food,vDzZI+o/h3mEr/lekk4gDA==,PersonX throws ingredients into a bowl,PersonX mixes the ingredients together,PersonX pours the ingredients into a baking pan,Middle,tongs,blend the meal,End|Beginning|Middle,"Banks are institutions created to hold on to money, loans are given out by banks.",If you want to store fruit you need a container to hold them like a basket.,"Tongs can grip things, so it will allow someone to toss the ingredients without getting messy."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",IuUcoEbOWCBE0H+fCQ23iA==,PersonX watches TV in the middle of the night.,PersonX is having trouble sleeping,PersonX asks the their doctor for sleep medication.,End,car,get to the physician,wYjXuY6zVXcaJ1sPWY5Qaw==,PersonX greets me with a smile,PersonX takes my order,PersonX gives me my order.,End,food,give to orderer,Uu9iAcEGVhjwbPxP7ZNIpg==,PersonX trains for PersonYears,PersonX is a star football player,PersonX plays at the superbowl,End,wins,make the playoffs,End|End|End,A car can easily seat people inside it. It can make sure you get to a place on time and goes as fast as you want it.,The person needs to eat. They give them the food so they can get what they want in return.,Winning more games means you beat out other people. The better you are the more chance you will get to go to the playoffs.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",xxIfyQLl40IaQbYJy80PMw==,PersonX gets a boyfriend,PersonX french kisses,PersonX gets germs,Middle,breath mint,have fresh breath,oKncEcQbGJoq8dJcDsiwUw==,PersonX lays down in bed,PersonX sleeps so well,PersonX wakes up feeling refreshed,Beginning,blanket,keep it warm,ACwZgNGu1R4g4ezsctgehQ==,PersonX buys hair dye,PersonX changes PersonX's hair color,PersonX shows off,Beginning,debit card,make a purchase,Middle|Beginning|Beginning,You don't want to have stinky breath when you are kissing someone. That is all they will remember.,A blanket is soft and provides warmth. It helps you to shut out the cold when you have a blanket on you.,A debit card holds your money without having it physically to carry around. Goods cost money so you can pay for it with your money.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",9nC9zper6kXi3YwPD9X50Q==,PersonX takes the meat out of the fridge,PersonX makes sandwiches,PersonX sits down for lunch,Beginning,counter,place meat on,8coq5RC6nRNFiOax4iuWsw==,PersonX Goes to work at their shop,PersonX opens PersonX's own shop,PersonX starts serving customers,End,shopping bags,place goods inside,rMuo+8JEDPoE4DG+eYYCJA==,PersonX puts on their seat belt.,PersonX takes the car off road,PersonX finds an ideal camping spot.,Beginning,key,turn on the ignition,Beginning|End|Beginning,"the counter allows the meat to stand on, that way the room temperature will automatically defrost the meat bit by bit from the natural heat",the bags are empty and hollow and one can store items in it this way,the key will spark the car to life when rotated but only the key can spark the car so they need that to do it
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",ZtGdXkjBEOFau5ZKe3ztCA==,PersonX worked hard on their research,PersonX wins many awards,PersonX is recognized for achievements,Middle,plaque,receive as recognition,x1Ymb4PdP4yTboc4k9XG5Q==,PersonX falls into the mud,PersonX is covered in mud,PersonX wipes the mud off,End,shower,wash off,EmmTuUfrdX4UlBx4Y8vfcg==,PersonX gets a boyfriend,PersonX french kisses,PersonX gets germs,End,ointment,put on the cold sore,Middle|End|End,A plaque gives a summary that symbolizes a success and is given as a reward,A shower allows for a clean transport of water that breaks up the dirt on a person,Ointment moisturizer has a cold sore and numbs it reducing the pain
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",yXT/dWtGSzt6fHJ1aMM/rg==,PersonX looks for the perfect new car,PersonX finds the right one,PersonX buys the car of their dreams,End,a good job,pay for the car,hz3NYI99imi9fYuYjetShw==,PersonX went golfing,PersonX also watched,PersonX improved their golf game,Middle,hat,protect from the heat,SFkoOXzbnHHFaetynrQxbg==,PersonX is going on vacation,PersonX likes to fish,PersonX decides on a fishing trip,End,fishing poles,catch fish with,End|Middle|End,Obtain the funds required to purchase the product.,Prevent sun stroke.,Reel the fish in once hooked.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",WB0CWXligzSg5W73aQZUZg==,PersonX is dog sitting for PersonY,PersonX is walking PersonY's dog,PersonX gives PersonY's dog water after the walk,Middle,leash,restrain the animal,fdvSh5D2Gvc8c0kUgbf8bw==,PersonX signs a new lease,PersonX packs all PersonX's things,PersonX moves their things to their new apartment,Middle,some boxes,pack other items,pA9tcPZA451T4dxb4sJIeQ==,PersonX prepares dinner,PersonX eats dinner,PersonX washes the dishes,End,soap,clean the utensils and dinnerware,Middle|Middle|End,The leash is used to tie to animal making it easier to control and transport.,The boxes can hold more items and hand can so they are good for transporting items.,"The soap is a cleaner used for dishes and other human things,  Soap can help break down dirt and grime for easy removal."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",ErikFiPBJVYFTvzrpessHg==,PersonX drives down to the store,PersonX gets lots of candy,PersonX gets ready for the trick-or-treaters,Middle,coins,pay for the candy,qLaRw+slnyzcV9T9VtLl6g==,PersonX gets cake batter all over their jewelry,PersonX washes jewelry by hand,PersonX puts it on once clean,Middle,towel,dry the item,QJbp44pQ5jFFqrAUsArPtg==,PersonX loses their toy,PersonX finds another,PersonX plays with the new toy,End,rug,sit on while playing,Middle|Middle|End,Candy is sold in exchange for payment. Coins are a form of payment.,Washing something gets it wet. Towels are used to dry things.,Rugs protect the floor from damage while playing on the floor.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",8abTtN68nEMnxPA8mIh31w==,PersonX is unemployed,PersonX takes a job,PersonX is able to work before dipping into savings,Middle,suit,look their best during the interview,i9WBR4yTTtCRqhVGTKtbfw==,PersonX makes a chore chart,PersonX gives PersonY an allowance,PersonX takes PersonY to the store,Middle,purse,get the money from,66N39l7Y/0f0xQ7Sbl4PoA==,PersonX invites PersonY on a date,PersonX treats PersonY well,PersonX buys a new ring for PersonY,End,camera,take pictures of it,Middle|Middle|End,A suit allows a person to look professional and well groomed.,A purse is a cloth bag that holds money and other items to keep them safe and can be carried by handles.,A camera records an image to be viewed or printed later.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",waJuTtkkrp5VG4b0IMXW8g==,PersonX takes a guitar lesson,PersonX plays PersonY's guitar,PersonX plays on stage at a bar,Middle,music,read and play,0CDWFo/vJvFw/1yoBTQrww==,PersonX writes a new song,PersonX is a big hit,PersonX gets a contract,Middle,cds,record themselves and sell,skFq0OzjYI9rTSEIeFL8eQ==,PersonX calls all PersonY's friends,PersonX gets all PersonY's friends together,PersonX throws a party for PersonY,End,plates,put all the edibles on,Middle|Middle|End,Music sheets show what note to play and how long to play it.,CDs are a cheap way to get  your music into the hands of buyers.,A plate makes it easier to achieve portion control.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",QkoXKn2kJTgXsRxcRiUHWQ==,PersonX on PersonX buys candy at the store,PersonX eats the candy,PersonX throws away the candy wrapper,Beginning,basket,hold the candy,Cgdd4QaJ6wuwuOIfs6Z2nQ==,PersonX picks up keys from table,PersonX puts keys in PersonX's purse,PersonX walks out the door,End,light switch,turn off lights while leaving,9HgGdPjxkDbOqsuL3k6jOA==,PersonX wants to commit arson,PersonX puts gas,PersonX lights fire,Middle,rags,dip in the gasoline and throw around the house,Beginning|End|Middle,A basket is used to hold items. Candy is stored in a basket to keep the pieces contained.,A light switch is used to turn lights on and off. Lights are turned off when they aren't used to save energy.,A rag is used to absorb liquids. A rag will soak up gas.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",9BK5gMG1XcW7JR01NOrwBA==,PersonX goes to church,PersonX holds the bible in PersonX's hand,PersonX begins to read the bible,Beginning,dress clothes,look fancy,9F+NbRZRQjpiVGAreG0OCQ==,PersonX finds a table,PersonX is eating at a restaurant,PersonX leaves a tip,Middle,food,consume,Z71XjPM7DDAj/Qt9DZWFeA==,PersonX gets into their car,PersonX starts driving,PersonX drives to the grocery store,End,GPS,find the location,Beginning|Middle|End,So they look good in front of others. To show respect.,They are hungry. They are in a restaurant.,So they don't miss it. So they can find out where it is.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",nEhOXhe+SoOjcMipr/I1ug==,PersonX was robbed,PersonX buys a new gun,PersonX tries the gun out at the range,Beginning,jewelry,wear,z44OzoRyZpDZ77SvwNvNOg==,PersonX gets married.,PersonX spends many PersonYears,PersonX gets divorced.,Beginning,wedding rings,place on their fingers during the cermony,MimnUdtGJ1BKuOJlfW8PPA==,PersonX gets out the checkbook,PersonX pays the rent,PersonX mails the rent,Middle,table,press on while writing,Beginning|Beginning|Middle,"If they weren't wearing jewelry, the robber wouldn't have taken it.",Rings are a symbolic token of commitment.,A table is a steady solid surface that make writing easier.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",n6lvkSsfc3MQyyc7K8epBg==,PersonX gets hit by PersonY,PersonX does n't want to see PersonY again,PersonX breaks up with PersonY,Beginning,ambulance,be taken to the hospital in,hU/jcut4fXsHXeq0rCbEew==,PersonX feels slower than the other players in the game,PersonX increases PersonX's speed,PersonX is now faster than the other players,Middle,remote control,join the action,7x61qZqT7OuZdO4Y3U2Wbw==,PersonX throws a cup of water in PersonY's face.,PersonX produces PersonY reaction,PersonX quickly runs away.,Beginning,liquid,fill cup,Beginning|Middle|Beginning,Ambulances are special vehicles designed to transport injured people to hospitals. The person that was hit was injured and needs transportation to hospital.,"The game is played with remote controls.  Person wants to play, they need the required equipment.",Moving a cup rapidly and then stopping the cup will cause the fluid to fly out.  A cup must have fluid in it before it is moved rapidly or thrown.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",+kD1vKVlwhKDuFzayDLZoQ==,PersonX sees an alcohol drink with a pill inside,PersonX never drank,PersonX walks back home safely,End,sidewalk,stay off the road,z+czuhOmxapsQdv/BKjB9Q==,PersonX applies for jobs,PersonX has a job interview coming up,PersonX gets a dress shirt,End,a hanger,put their shirt in the closet.,0PeE06GrJ9pk6TdEnWxwdA==,PersonX makes a new friend.,PersonX crosses PersonY's mind,PersonX gets a call on the phone.,End,cellphone,receive communication with,End|End|End,Walking home safely requires sidewalks. It is hard to stay off the road to avoid cars when there is not sidewalks.,When interviewing it is best to make a good first impression. To do this one should have a pressed and wrinkle free dress shirt. Handing your shirt up with a hanger after ironing will help it stay wrinkle free.,"Making new friends can be exciting. Some friends like to communication over the phone instead of in person. Therefore, one should have a cellphone to call their friends."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",lTgQrGvz0/KeUC4HoVpVeA==,PersonX goes to the pool,PersonX is a good swimmer,PersonX drives home,Middle,floats,have fun with,t0aV5gRR4X3nsjXGeKAvpA==,PersonX bought the latest bestseller,PersonX reads every word,PersonX finishes the book in one night,Beginning,money,buy the item,c2W4yRby43MHZ+8ufzDlAw==,PersonX stays late at a bar,PersonX makes it home safely,PersonX goes to sleep,End,bed,go to sleep on,Middle|Beginning|End,Reduce the effort required to swim.,Provide the funds required to purchase the product.,Rest their body for the night.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",io8iNTgMzcvYxu5FCG352g==,PersonX goes to the animal shelter,PersonX brings the puppy home,PersonX begins to housebreak the puppy,Middle,carrier,carry puppy with,SM5I6OcjsmKUa39EFloy9Q==,PersonX is carrying a big box,PersonX asks if PersonY could help,PersonX walks over towards PersonY,Beginning,flat table,set box ontop after done moving it,aHidGknzMdw6WXY08KYIwg==,PersonX puts a knife to PersonY's throat,PersonX cuts PersonY's throat,PersonX cleans off the knife,Middle,sheath,Take knife from,Middle|Beginning|Middle,A pet carrier is necessary for safely carrying a young pet to a new destination.,A high surface such as a table will be easier to place a box on top of and pick up again later.,A sheath is necessary for carrying a knife on one's person without harming oneself.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",i6f2mgewDZHB6UgjfIk+jw==,PersonX is getting anxious,PersonX checks the time,PersonX still has another 20 minutes before the movie starts,Middle,smart speaker,tell the current hour and minute,ne7j5sc1zKvq160cPItvxQ==,PersonX falls down,PersonX cuts PersonX's arm,PersonX goes to the emergency room,End,an ambulence,ride to the hospital,qkxJkQdenrEiE3lz/lvv1w==,PersonX grabs a paper and pencil,PersonX writes music,PersonX plays  the music,Middle,pencil,write music,Middle|End|Middle,To be able to get the time accurate.,"Because the person is hurt, it's an emergency.",To be able to write the music notes.
