Title,Description,Keywords,word10b,word1a,word1b,word5a,word5b,word3b,word3a,word11a,word11b,word6a,word6b,word17b,word17a,word8b,word8a,word13a,word15a,word10a,word19a,word19b,word18b,word18a,word15b,word2a,word2b,word0b,word0a,word4b,word4a,word13b,word7b,word7a,word12a,word12b,word16a,word16b,word9a,word9b,word14b,word14a,Answer.Q0Answer,Answer.Q0Meaning,Answer.Q10Answer,Answer.Q10Meaning,Answer.Q11Answer,Answer.Q11Meaning,Answer.Q12Answer,Answer.Q12Meaning,Answer.Q13Answer,Answer.Q13Meaning,Answer.Q14Answer,Answer.Q14Meaning,Answer.Q15Answer,Answer.Q15Meaning,Answer.Q16Answer,Answer.Q16Meaning,Answer.Q17Answer,Answer.Q17Meaning,Answer.Q18Answer,Answer.Q18Meaning,Answer.Q19Answer,Answer.Q19Meaning,Answer.Q1Answer,Answer.Q1Meaning,Answer.Q2Answer,Answer.Q2Meaning,Answer.Q3Answer,Answer.Q3Meaning,Answer.Q4Answer,Answer.Q4Meaning,Answer.Q5Answer,Answer.Q5Meaning,Answer.Q6Answer,Answer.Q6Meaning,Answer.Q7Answer,Answer.Q7Meaning,Answer.Q8Answer,Answer.Q8Meaning,Answer.Q9Answer,Answer.Q9Meaning
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",means,disturbs,troubles,american,america,mainstreamed,complement,driven,gotten,hypothesis,explanation,initiate,implicates,requirement,requisite,showcase,each,essential,rehabilitation,rehabiliation,entity,merged entity,complement,complement,accompany,resting,staying,notion,expressions,complement,parp inhibitors,therapies,apartheid,apartheid,formula,expressions,control,constrained,empowered,lined,resting,4,essential,1,gotten,1,,5,showcase,3,lined,1,each,1,expressions,1,implicates,1,entity,5,rehabilitation,5,disturbs,5,complement,4,complement,1,notion,3,america,5,hypothesis,2,therapies,1,requirement,5,control,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",stalling,condition,complement,choice,awards,overburdened,overload,rapidly,promptly,uniformly,evenly,worried,alarmed,mitigate,constrained,concluded,edition,slowed,driven,tugged,requirement,responsibility,second,pinned,family,confirm,complement,design,formulated,conclusion,unmatched,odd,finetuned,formulated,conceive,thought,conclusion,hasty conclusions,rail,revile,confirm,1,slowed,4,rapidly,4,finetuned,2,,4,rail,1,second,1,thought,3,worried,4,requirement,2,driven,3,condition,1,family,1,overload,4,design,2,choice,1,evenly,5,odd,4,constrained,3,conclusion,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",stalling,condition,complement,choice,awards,overburdened,overload,rapidly,promptly,uniformly,evenly,worried,alarmed,mitigate,constrained,concluded,edition,slowed,driven,tugged,requirement,responsibility,second,pinned,family,confirm,complement,design,formulated,conclusion,unmatched,odd,finetuned,formulated,conceive,thought,conclusion,hasty conclusions,rail,revile,complement,3,stalling,4,promptly,5,finetuned,3,concluded,4,rail,1,edition,3,thought,4,worried,4,responsibility,2,driven,2,complement,1,family,1,overload,4,design,3,choice,2,evenly,4,odd,4,constrained,1,conclusion,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",stalling,condition,complement,choice,awards,overburdened,overload,rapidly,promptly,uniformly,evenly,worried,alarmed,mitigate,constrained,concluded,edition,slowed,driven,tugged,requirement,responsibility,second,pinned,family,confirm,complement,design,formulated,conclusion,unmatched,odd,finetuned,formulated,conceive,thought,conclusion,hasty conclusions,rail,revile,confirm,1,slowed,3,rapidly,2,finetuned,1,conclusion,3,,1,second,1,thought,3,worried,3,responsibility,2,tugged,1,condition,1,family,1,,3,design,3,,1,evenly,3,odd,3,,1,conclusion,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",stalling,condition,complement,choice,awards,overburdened,overload,rapidly,promptly,uniformly,evenly,worried,alarmed,mitigate,constrained,concluded,edition,slowed,driven,tugged,requirement,responsibility,second,pinned,family,confirm,complement,design,formulated,conclusion,unmatched,odd,finetuned,formulated,conceive,thought,conclusion,hasty conclusions,rail,revile,confirm,1,slowed,3,rapidly,4,finetuned,1,conclusion,4,rail,1,second,2,thought,3,,3,,2,tugged,1,condition,1,family,1,overload,3,design,2,choice,1,evenly,4,odd,3,,1,conclusion,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",stalling,condition,complement,choice,awards,overburdened,overload,rapidly,promptly,uniformly,evenly,worried,alarmed,mitigate,constrained,concluded,edition,slowed,driven,tugged,requirement,responsibility,second,pinned,family,confirm,complement,design,formulated,conclusion,unmatched,odd,finetuned,formulated,conceive,thought,conclusion,hasty conclusions,rail,revile,confirm,4,slowed,5,rapidly,5,finetuned,5,conclusion,5,revile,4,edition,4,thought,4,worried,5,responsibility,4,tugged,4,condition,3,pinned,2,overload,5,design,4,choice,3,evenly,5,odd,4,constrained,2,conclusion,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",stalling,condition,complement,choice,awards,overburdened,overload,rapidly,promptly,uniformly,evenly,worried,alarmed,mitigate,constrained,concluded,edition,slowed,driven,tugged,requirement,responsibility,second,pinned,family,confirm,complement,design,formulated,conclusion,unmatched,odd,finetuned,formulated,conceive,thought,conclusion,hasty conclusions,rail,revile,confirm,1,slowed,3,,4,,2,concluded,5,,1,second,1,thought,2,worried,4,requirement,2,tugged,2,condition,1,family,1,overload,5,design,4,choice,2,evenly,5,odd,4,,1,conclusion,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",stalling,condition,complement,choice,awards,overburdened,overload,rapidly,promptly,uniformly,evenly,worried,alarmed,mitigate,constrained,concluded,edition,slowed,driven,tugged,requirement,responsibility,second,pinned,family,confirm,complement,design,formulated,conclusion,unmatched,odd,finetuned,formulated,conceive,thought,conclusion,hasty conclusions,rail,revile,complement,1,slowed,5,rapidly,5,formulated,2,conclusion,5,rail,1,second,3,thought,5,worried,5,responsibility,5,tugged,3,condition,1,family,1,overload,4,design,5,choice,3,evenly,5,odd,5,constrained,1,conclusion,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",endeavor,requirement,regulations,bolster,complement,bringing,breeding,empowered,measure,soreness abates,rehabilitation,sticking,putting,compose,composing,rule,scientists,strive,compile,codified,locate,formulated,hypothesis,rehabilitating,rehabilitation,formulated,reformulated,judgment,determinations,standard,wave,amplitude,chemical,atomic,constrained,limit,music,wave,entity,entity,,5,strive,2,measure,1,chemical,3,rule,4,,5,scientists,3,limit,5,putting,4,locate,2,compile,2,,3,,5,bringing,3,judgment,4,complement,3,rehabilitation,1,wave,1,,5,music,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",endeavor,requirement,regulations,bolster,complement,bringing,breeding,empowered,measure,soreness abates,rehabilitation,sticking,putting,compose,composing,rule,scientists,strive,compile,codified,locate,formulated,hypothesis,rehabilitating,rehabilitation,formulated,reformulated,judgment,determinations,standard,wave,amplitude,chemical,atomic,constrained,limit,music,wave,entity,entity,formulated,4,,,measure,1,chemical,3,rule,4,entity,1,scientists,2,limit,4,putting,3,locate,1,compile,1,requirement,3,rehabilitation,5,bringing,1,judgment,1,complement,3,rehabilitation,1,wave,1,,5,wave,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",endeavor,requirement,regulations,bolster,complement,bringing,breeding,empowered,measure,soreness abates,rehabilitation,sticking,putting,compose,composing,rule,scientists,strive,compile,codified,locate,formulated,hypothesis,rehabilitating,rehabilitation,formulated,reformulated,judgment,determinations,standard,wave,amplitude,chemical,atomic,constrained,limit,music,wave,entity,entity,formulated,,,,measure,,,,rule,,,,,,limit,,,,locate,,compile,,,,,,,,judgment,,,,,,wave,,compose,,wave,
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",endeavor,requirement,regulations,bolster,complement,bringing,breeding,empowered,measure,soreness abates,rehabilitation,sticking,putting,compose,composing,rule,scientists,strive,compile,codified,locate,formulated,hypothesis,rehabilitating,rehabilitation,formulated,reformulated,judgment,determinations,standard,wave,amplitude,chemical,atomic,constrained,limit,music,wave,entity,entity,formulated,2,strive,3,measure,1,chemical,2,rule,4,,5,scientists,1,limit,4,sticking,4,locate,2,compile,3,requirement,2,rehabilitation,5,bringing,2,determinations,4,complement,1,rehabilitation,1,amplitude,2,compose,3,music,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",endeavor,requirement,regulations,bolster,complement,bringing,breeding,empowered,measure,soreness abates,rehabilitation,sticking,putting,compose,composing,rule,scientists,strive,compile,codified,locate,formulated,hypothesis,rehabilitating,rehabilitation,formulated,reformulated,judgment,determinations,standard,wave,amplitude,chemical,atomic,constrained,limit,music,wave,entity,entity,formulated,4,,2,measure,1,chemical,2,rule,3,,5,,2,limit,3,,2,locate,1,compile,1,,3,,5,,1,judgment,3,,2,rehabilitation,2,wave,3,compose,4,,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",endeavor,requirement,regulations,bolster,complement,bringing,breeding,empowered,measure,soreness abates,rehabilitation,sticking,putting,compose,composing,rule,scientists,strive,compile,codified,locate,formulated,hypothesis,rehabilitating,rehabilitation,formulated,reformulated,judgment,determinations,standard,wave,amplitude,chemical,atomic,constrained,limit,music,wave,entity,entity,formulated,3,strive,5,measure,3,chemical,4,rule,5,,5,scientists,3,limit,5,putting,4,locate,3,compile,4,regulations,4,,5,bringing,1,judgment,5,complement,5,rehabilitation,4,wave,4,,5,music,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",endeavor,requirement,regulations,bolster,complement,bringing,breeding,empowered,measure,soreness abates,rehabilitation,sticking,putting,compose,composing,rule,scientists,strive,compile,codified,locate,formulated,hypothesis,rehabilitating,rehabilitation,formulated,reformulated,judgment,determinations,standard,wave,amplitude,chemical,atomic,constrained,limit,music,wave,entity,entity,formulated,3,strive,5,measure,1,chemical,2,rule,4,,5,scientists,3,limit,3,putting,4,locate,1,compile,2,requirement,3,rehabilitating,5,bringing,1,judgment,4,bolster,4,soreness abates,3,wave,3,compose,4,wave,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",professing,bear,holder,instability,geopolitical instability,misunderstands,implicates,entity,nation,eligibility requirements,requirement,determinations,habeas proceedings,fingerprinting,profiling,requirement,track,unfeigned,requirement,investment,complement,supplant,rail,perfect,odd,self-,determinations,lookout bolo,notifying,agreement,obstruct,constrained,complement,embody,properly remunerated,empowered,nonjurisdictional,determinations,problems,expressions,self-,4,professing,3,entity,4,complement,4,agreement,3,problems,4,rail,4,empowered,4,determinations,3,complement,3,investment,3,bear,4,odd,1,implicates,3,notifying,3,instability,4,requirement,4,obstruct,4,profiling,3,determinations,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",professing,bear,holder,instability,geopolitical instability,misunderstands,implicates,entity,nation,eligibility requirements,requirement,determinations,habeas proceedings,fingerprinting,profiling,requirement,track,unfeigned,requirement,investment,complement,supplant,rail,perfect,odd,self-,determinations,lookout bolo,notifying,agreement,obstruct,constrained,complement,embody,properly remunerated,empowered,nonjurisdictional,determinations,problems,expressions,self-,1,professing,1,nation,2,complement,1,agreement,1,problems,1,rail,4,,3,determinations,1,complement,2,requirement,1,bear,3,odd,3,misunderstands,3,notifying,1,instability,4,requirement,4,obstruct,3,fingerprinting,4,determinations,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",professing,bear,holder,instability,geopolitical instability,misunderstands,implicates,entity,nation,eligibility requirements,requirement,determinations,habeas proceedings,fingerprinting,profiling,requirement,track,unfeigned,requirement,investment,complement,supplant,rail,perfect,odd,self-,determinations,lookout bolo,notifying,agreement,obstruct,constrained,complement,embody,properly remunerated,empowered,nonjurisdictional,determinations,problems,expressions,self-,1,professing,1,nation,2,complement,1,agreement,2,,1,,4,empowered,1,determinations,1,complement,3,requirement,1,bear,1,odd,1,misunderstands,1,notifying,1,instability,4,requirement,4,,4,fingerprinting,2,determinations,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",professing,bear,holder,instability,geopolitical instability,misunderstands,implicates,entity,nation,eligibility requirements,requirement,determinations,habeas proceedings,fingerprinting,profiling,requirement,track,unfeigned,requirement,investment,complement,supplant,rail,perfect,odd,self-,determinations,lookout bolo,notifying,agreement,obstruct,constrained,complement,embody,properly remunerated,empowered,nonjurisdictional,determinations,problems,expressions,self-,2,,3,nation,2,embody,1,,1,problems,1,rail,4,,1,determinations,2,complement,1,,1,bear,1,odd,3,,1,notifying,2,instability,4,requirement,4,,3,,2,,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",professing,bear,holder,instability,geopolitical instability,misunderstands,implicates,entity,nation,eligibility requirements,requirement,determinations,habeas proceedings,fingerprinting,profiling,requirement,track,unfeigned,requirement,investment,complement,supplant,rail,perfect,odd,self-,determinations,lookout bolo,notifying,agreement,obstruct,constrained,complement,embody,properly remunerated,empowered,nonjurisdictional,determinations,problems,expressions,self-,1,professing,1,nation,1,complement,1,agreement,1,problems,1,track,1,empowered,1,determinations,2,complement,1,investment,1,holder,5,odd,1,misunderstands,1,notifying,1,instability,3,requirement,3,obstruct,1,profiling,1,determinations,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",professing,bear,holder,instability,geopolitical instability,misunderstands,implicates,entity,nation,eligibility requirements,requirement,determinations,habeas proceedings,fingerprinting,profiling,requirement,track,unfeigned,requirement,investment,complement,supplant,rail,perfect,odd,self-,determinations,lookout bolo,notifying,agreement,obstruct,constrained,complement,embody,properly remunerated,empowered,nonjurisdictional,determinations,problems,expressions,self-,1,professing,1,nation,3,complement,1,agreement,1,problems,4,track,4,empowered,1,determinations,1,complement,3,requirement,3,bear,4,odd,1,misunderstands,1,notifying,1,instability,3,requirement,4,obstruct,2,fingerprinting,3,determinations,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",professing,bear,holder,instability,geopolitical instability,misunderstands,implicates,entity,nation,eligibility requirements,requirement,determinations,habeas proceedings,fingerprinting,profiling,requirement,track,unfeigned,requirement,investment,complement,supplant,rail,perfect,odd,self-,determinations,lookout bolo,notifying,agreement,obstruct,constrained,complement,embody,properly remunerated,empowered,nonjurisdictional,determinations,problems,expressions,self-,1,professing,2,nation,3,complement,5,agreement,1,problems,1,track,5,empowered,1,determinations,3,complement,1,requirement,2,holder,4,odd,1,misunderstands,2,notifying,2,instability,5,requirement,5,obstruct,3,fingerprinting,2,determinations,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",determinations,entity,agency,entity,srpska republic,encyclopedia,complement,agree,grants,enlargement,elaboration,terms,standard,inferences,determinations,sticking,slowed,position,eligibility criteria,requirement,pleasing,fantastic,lacked,integral,essential,complement,supplementing,sticking,relieving,flummoxing,hypothesis,supposition,apartheid,sharpeville massacre,bother,disturbs,cling,sticking,cdbgs,grants,supplementing,4,position,4,agree,3,apartheid,3,sticking,2,grants,4,lacked,3,bother,5,standard,2,pleasing,2,requirement,4,entity,5,essential,5,complement,1,relieving,1,entity,1,elaboration,3,hypothesis,5,inferences,5,cling,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",determinations,entity,agency,entity,srpska republic,encyclopedia,complement,agree,grants,enlargement,elaboration,terms,standard,inferences,determinations,sticking,slowed,position,eligibility criteria,requirement,pleasing,fantastic,lacked,integral,essential,complement,supplementing,sticking,relieving,flummoxing,hypothesis,supposition,apartheid,sharpeville massacre,bother,disturbs,cling,sticking,cdbgs,grants,supplementing,3,position,1,agree,2,apartheid,1,sticking,1,grants,1,slowed,1,bother,5,standard,1,fantastic,2,requirement,4,entity,2,essential,4,encyclopedia,1,sticking,1,entity,1,enlargement,2,hypothesis,5,inferences,1,sticking,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",determinations,entity,agency,entity,srpska republic,encyclopedia,complement,agree,grants,enlargement,elaboration,terms,standard,inferences,determinations,sticking,slowed,position,eligibility criteria,requirement,pleasing,fantastic,lacked,integral,essential,complement,supplementing,sticking,relieving,flummoxing,hypothesis,supposition,apartheid,sharpeville massacre,bother,disturbs,cling,sticking,cdbgs,grants,,2,position,2,agree,1,,1,sticking,1,grants,1,,2,,5,terms,4,,4,,5,agency,1,essential,5,,1,,1,entity,3,,1,,1,determinations,1,cling,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",determinations,entity,agency,entity,srpska republic,encyclopedia,complement,agree,grants,enlargement,elaboration,terms,standard,inferences,determinations,sticking,slowed,position,eligibility criteria,requirement,pleasing,fantastic,lacked,integral,essential,complement,supplementing,sticking,relieving,flummoxing,hypothesis,supposition,apartheid,sharpeville massacre,bother,disturbs,cling,sticking,cdbgs,grants,complement,2,position,2,agree,2,sharpeville massacre,1,sticking,1,grants,1,slowed,1,bother,5,terms,4,pleasing,2,requirement,5,entity,4,essential,5,complement,1,sticking,1,entity,1,enlargement,2,hypothesis,5,determinations,5,cling,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",determinations,entity,agency,entity,srpska republic,encyclopedia,complement,agree,grants,enlargement,elaboration,terms,standard,inferences,determinations,sticking,slowed,position,eligibility criteria,requirement,pleasing,fantastic,lacked,integral,essential,complement,supplementing,sticking,relieving,flummoxing,hypothesis,supposition,apartheid,sharpeville massacre,bother,disturbs,cling,sticking,cdbgs,grants,complement,3,position,1,agree,1,sharpeville massacre,1,sticking,1,grants,1,slowed,2,,5,standard,4,,5,,5,agency,5,essential,5,complement,1,sticking,1,entity,2,enlargement,3,hypothesis,5,determinations,2,sticking,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",determinations,entity,agency,entity,srpska republic,encyclopedia,complement,agree,grants,enlargement,elaboration,terms,standard,inferences,determinations,sticking,slowed,position,eligibility criteria,requirement,pleasing,fantastic,lacked,integral,essential,complement,supplementing,sticking,relieving,flummoxing,hypothesis,supposition,apartheid,sharpeville massacre,bother,disturbs,cling,sticking,cdbgs,grants,complement,2,position,3,agree,1,sharpeville massacre,4,sticking,2,grants,3,slowed,3,bother,5,standard,3,fantastic,3,requirement,5,agency,3,essential,4,encyclopedia,1,sticking,1,entity,1,enlargement,4,hypothesis,4,determinations,2,sticking,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",determinations,entity,agency,entity,srpska republic,encyclopedia,complement,agree,grants,enlargement,elaboration,terms,standard,inferences,determinations,sticking,slowed,position,eligibility criteria,requirement,pleasing,fantastic,lacked,integral,essential,complement,supplementing,sticking,relieving,flummoxing,hypothesis,supposition,apartheid,sharpeville massacre,bother,disturbs,cling,sticking,cdbgs,grants,complement,1,position,1,agree,1,apartheid,1,sticking,1,grants,1,slowed,1,bother,5,standard,1,pleasing,2,requirement,5,agency,2,essential,5,complement,1,relieving,1,entity,1,enlargement,1,hypothesis,5,inferences,4,cling,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",shocked,user friendly,accessibility,resting,sleeping,pacific,pacific,dictate,constrained,undermines,implicates,devise,formulated,award,choice,dumfounding,natural,insulting,wave,roll,requirement,duty,natural,encrypt sensitive,encrypted,recall,return,very,worrisome,sticking,dozer,bulldozer,expressions,saying,specification,standard,rail,railing,breeding,recreationing,return,4,insulting,4,constrained,2,saying,5,dumfounding,1,breeding,1,,5,standard,4,formulated,5,duty,5,wave,4,user friendly,4,encrypted,5,,5,very,2,resting,4,undermines,3,,5,choice,3,rail,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",shocked,user friendly,accessibility,resting,sleeping,pacific,pacific,dictate,constrained,undermines,implicates,devise,formulated,award,choice,dumfounding,natural,insulting,wave,roll,requirement,duty,natural,encrypt sensitive,encrypted,recall,return,very,worrisome,sticking,dozer,bulldozer,expressions,saying,specification,standard,rail,railing,breeding,recreationing,return,1,,2,dictate,1,saying,3,sticking,1,breeding,1,,5,standard,3,devise,3,requirement,3,,3,user friendly,3,encrypted,3,,5,very,1,,3,,1,dozer,1,choice,1,,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",shocked,user friendly,accessibility,resting,sleeping,pacific,pacific,dictate,constrained,undermines,implicates,devise,formulated,award,choice,dumfounding,natural,insulting,wave,roll,requirement,duty,natural,encrypt sensitive,encrypted,recall,return,very,worrisome,sticking,dozer,bulldozer,expressions,saying,specification,standard,rail,railing,breeding,recreationing,return,3,shocked,1,,1,saying,1,sticking,1,breeding,1,,5,standard,1,,1,,5,,3,,5,,5,,5,very,1,,5,,1,,3,choice,1,,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",shocked,user friendly,accessibility,resting,sleeping,pacific,pacific,dictate,constrained,undermines,implicates,devise,formulated,award,choice,dumfounding,natural,insulting,wave,roll,requirement,duty,natural,encrypt sensitive,encrypted,recall,return,very,worrisome,sticking,dozer,bulldozer,expressions,saying,specification,standard,rail,railing,breeding,recreationing,return,3,shocked,2,dictate,1,saying,5,sticking,1,breeding,1,,5,standard,2,devise,3,duty,4,roll,3,user friendly,5,encrypted,4,,5,very,1,sleeping,3,undermines,1,bulldozer,5,award,1,rail,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",shocked,user friendly,accessibility,resting,sleeping,pacific,pacific,dictate,constrained,undermines,implicates,devise,formulated,award,choice,dumfounding,natural,insulting,wave,roll,requirement,duty,natural,encrypt sensitive,encrypted,recall,return,very,worrisome,sticking,dozer,bulldozer,expressions,saying,specification,standard,rail,railing,breeding,recreationing,return,4,shocked,2,dictate,1,saying,4,sticking,1,breeding,2,,5,,,devise,4,duty,4,,4,user friendly,4,,5,,5,very,1,sleeping,4,undermines,2,,5,choice,3,,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",shocked,user friendly,accessibility,resting,sleeping,pacific,pacific,dictate,constrained,undermines,implicates,devise,formulated,award,choice,dumfounding,natural,insulting,wave,roll,requirement,duty,natural,encrypt sensitive,encrypted,recall,return,very,worrisome,sticking,dozer,bulldozer,expressions,saying,specification,standard,rail,railing,breeding,recreationing,,2,,1,,1,saying,3,sticking,1,breeding,1,,5,standard,3,,4,duty,2,roll,2,user friendly,3,encrypted,4,,5,very,2,sleeping,4,,1,,4,award,1,rail,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",shocked,user friendly,accessibility,resting,sleeping,pacific,pacific,dictate,constrained,undermines,implicates,devise,formulated,award,choice,dumfounding,natural,insulting,wave,roll,requirement,duty,natural,encrypt sensitive,encrypted,recall,return,very,worrisome,sticking,dozer,bulldozer,expressions,saying,specification,standard,rail,railing,breeding,recreationing,return,2,shocked,1,constrained,2,saying,5,sticking,2,breeding,1,,5,standard,3,devise,5,duty,5,wave,3,user friendly,5,encrypted,5,,5,very,2,sleeping,4,undermines,1,bulldozer,5,choice,2,rail,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",overabundance,implicates,jury deadlocks,requirement,requires,sticking,pick,ministers egom,empowered,matter,determinations,ineligible,constitutionally ineligible,empowered,answerability,gynecology,exclamations,overload,ineligible,forfeited,determinations,decision,expressions,thought,intend,complement,insert,disappointment,regret,gynaecology,notifying,information,scheduled,plan,dodge,escape,implicates,undercuts,constrained,impair,insert,2,overload,3,empowered,1,plan,5,,5,,4,expressions,2,escape,2,ineligible,4,decision,4,,3,implicates,1,thought,3,pick,1,disappointment,3,,5,matter,4,information,2,empowered,1,undercuts,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",overabundance,implicates,jury deadlocks,requirement,requires,sticking,pick,ministers egom,empowered,matter,determinations,ineligible,constitutionally ineligible,empowered,answerability,gynecology,exclamations,overload,ineligible,forfeited,determinations,decision,expressions,thought,intend,complement,insert,disappointment,regret,gynaecology,notifying,information,scheduled,plan,dodge,escape,implicates,undercuts,constrained,impair,insert,3,overload,4,empowered,3,plan,3,gynecology,5,impair,4,expressions,4,,3,ineligible,4,decision,5,ineligible,4,,1,thought,3,pick,1,regret,3,requires,5,matter,4,information,3,,1,,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",overabundance,implicates,jury deadlocks,requirement,requires,sticking,pick,ministers egom,empowered,matter,determinations,ineligible,constitutionally ineligible,empowered,answerability,gynecology,exclamations,overload,ineligible,forfeited,determinations,decision,expressions,thought,intend,complement,insert,disappointment,regret,gynaecology,notifying,information,scheduled,plan,dodge,escape,implicates,undercuts,constrained,impair,insert,4,overload,5,empowered,3,plan,5,gynecology,1,impair,4,expressions,4,escape,5,ineligible,4,decision,4,ineligible,4,implicates,4,intend,4,pick,4,regret,5,requires,5,matter,3,information,4,answerability,3,implicates,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",overabundance,implicates,jury deadlocks,requirement,requires,sticking,pick,ministers egom,empowered,matter,determinations,ineligible,constitutionally ineligible,empowered,answerability,gynecology,exclamations,overload,ineligible,forfeited,determinations,decision,expressions,thought,intend,complement,insert,disappointment,regret,gynaecology,notifying,information,scheduled,plan,dodge,escape,implicates,undercuts,constrained,impair,insert,1,overload,1,empowered,1,plan,5,gynecology,1,impair,3,exclamations,4,dodge,3,ineligible,3,decision,3,ineligible,4,implicates,1,thought,3,pick,1,regret,1,requires,4,matter,1,information,1,empowered,1,implicates,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",overabundance,implicates,jury deadlocks,requirement,requires,sticking,pick,ministers egom,empowered,matter,determinations,ineligible,constitutionally ineligible,empowered,answerability,gynecology,exclamations,overload,ineligible,forfeited,determinations,decision,expressions,thought,intend,complement,insert,disappointment,regret,gynaecology,notifying,information,scheduled,plan,dodge,escape,implicates,undercuts,constrained,impair,insert,1,overload,5,empowered,1,plan,5,,5,impair,4,expressions,3,escape,5,ineligible,5,decision,5,forfeited,5,implicates,1,thought,3,pick,1,regret,5,requires,5,matter,2,information,1,empowered,1,implicates,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",overabundance,implicates,jury deadlocks,requirement,requires,sticking,pick,ministers egom,empowered,matter,determinations,ineligible,constitutionally ineligible,empowered,answerability,gynecology,exclamations,overload,ineligible,forfeited,determinations,decision,expressions,thought,intend,complement,insert,disappointment,regret,gynaecology,notifying,information,scheduled,plan,dodge,escape,implicates,undercuts,constrained,impair,insert,3,overload,3,empowered,1,plan,4,,2,,3,,5,,5,ineligible,4,decision,5,forfeited,3,implicates,3,thought,3,pick,2,regret,5,requires,5,matter,4,information,3,,2,,1
