Title,Description,Keywords,Id1,Event1,Id2,Event2,Id3,Event3,Answer.Event1,Answer.Event2,Answer.Event3,Answer.after1,Answer.after2,Answer.after3,Answer.before1,Answer.before2,Answer.before3,Answer.event-valid1,Answer.event-valid2,Answer.event-valid3
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",WVxpPofkQEL7NDxvkgWUgg==,PersonX is badly injured,t+fjYlOAz3TZ6hWH2dnGnA==,PersonX never told PersonY,PSq8ce81taRQ4fnwzuLgcw==,PersonX risks PersonX's lives,PersonX is badly injured,PersonX never told PersonY,PersonX risks PersonX's lives,doesn't skateboard anymore,and PersonY are still together,ends up in the hospital,goes skateboarding,cheats on PersonY,drinks too much,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",v8fSuKZlR2gRfYthVQy0HA==,PersonX arrives quickly,XfXyb5lKO/yDIE+BDyeDRg==,PersonX catches a cold,lUy/cqYwDB9iLYS36A9/Jw==,PersonX becomes violently ill,PersonX arrives quickly,PersonX catches a cold,PersonX becomes violently ill,apologizes for being late,goes to the store for medicine,calls in sick to work,is running late to work,goes outside without a jacket,eats some undercooked fish,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",zDXKdg+tGfoOtdbSrAz3wQ==,PersonX is falling apart,7JgAwZv7Sun8tZGcIZDkdA==,PersonX receives good grades,u/YeVE4K4faroB6xNuAiYA==,PersonX takes a quick shower,PersonX is falling apart,PersonX receives good grades,PersonX takes a quick shower,is going to a therapist.,gets into a good college.,is now nice and clean.,is having trouble sleeping.,likes to study.,thinks they smell badly.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",OcePHUZzHis4tDqlC7gVaQ==,PersonX sleeps much better,0Ndg8C68TlMt6RO8HT6g0w==,PersonX tries to find it,vepF3+OhO5jgYUdC/Y/UQw==,PersonX watches PersonX's mouth,PersonX sleeps much better,PersonX tries to find it,PersonX watches PersonX's mouth,is awake,finds  PersonX's phone,is amuse,takes a sleep aid,lose PersonX's phone,is looking in the mirror,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",FxCtQ2CASEsWfAGeV/aKqQ==,PersonX wakes PersonY up early,LDhZZNDoOsU4cfhCF5GMfA==,PersonX calls PersonX's grandparents,iHjjv3BXtpEJkGajHtCxsw==,PersonX writes with PersonX's hand,PersonX wakes PersonY up early,PersonX calls PersonX's grandparents,PersonX writes with PersonX's hand,makes breakfast for PersonY,talks with PersonX's grandparents,jots down a message,rises with the sun,misses PersonX's grandparents,receives a call,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",H6EfkAjv9yxSUExbbs0Cng==,PersonX makes a phone call,d/wU+B+DcqU6jRbB0eEVYw==,PersonX drives anyway,sqCH6CnFdQjydzegfqPVuw==,PersonX puts the cart before the horse,PersonX makes a phone call,PersonX drives anyway,PersonX puts the cart before the horse,puts the phone back in their purse.,gets into an accident.,rearranges the order.,finds their cellphone.,takes one more shot.,puts a harness on the horse.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",dRPrgqSbPQ59apSJgTNCJA==,PersonX chokes the chicken,q74MtyqAf2wqmgYUWPq/mg==,PersonX drives PersonX's car to work,QumsXvozXkVdMzygwL+AzQ==,PersonX supplies PersonY with food,PersonX chokes the chicken,PersonX drives PersonX's car to work,PersonX supplies PersonY with food,no longer gets bit when they go to collect eggs,gets to sleep in longer in the morning,feels good they have done a good deed for a friend,is collecting eggs when one of their chickens bites them,buys a new car to get to work faster than walking,notices PersonY is looking hungry,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",5iRDk7/xfKk5U18OrvprcQ==,PersonX invites PersonY to PersonX's house,s4LQ29WmevV0tCdEv+noYg==,PersonX mows PersonY's grass,HOBP8AV7vE+LBpJ4OV3clw==,PersonX makes another batch,PersonX invites PersonY to PersonX's house,PersonX mows PersonY's grass,PersonX makes another batch,tiddys up his house,collects money from Person Y,eats a brownie,picks up the phone,works as a landscapper,cooks brownies,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",FcWUeWXAGbzHIBjeyVWCNA==,PersonX has just had a new baby,lOdZNRm3K5X2+W9z6XDZZg==,PersonX sees the tree,7XmBEAFj/Prf2EBDjR4jfQ==,PersonX works hard all year,PersonX has just had a new baby,PersonX sees the tree,PersonX works hard all year,feeds the baby,climbs the tree,saves a lot of PersonX's money,pushes real hard,arrives at the park,applies for the job,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",4WKjABRVJbOdaUpNMdHXnA==,PersonX performs PersonY's task,/J5fVaqc3KaciCC53szl3w==,PersonX goes sky diving,eV7CYIOGzmHFheCtspw7Mg==,PersonX gives it to PersonX's mother,PersonX performs PersonY's task,PersonX goes sky diving,PersonX gives it to PersonX's mother,tells PersonY that the task is finished,lands safely,spends the day with their mother,promises to cover for PersonY,puts on a parachute,buys a teddy bear,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",xI3yzB9Nc66KZ/0sHa+b/w==,PersonX marks with PersonY asterisk,lZ8FEvJzRvcfn+9/HmoiIg==,PersonX runs on empty,7bRKuKXEGP0XV4a0TJY9Qg==,PersonX succeeds PersonY's father,PersonX marks with PersonY asterisk,PersonX runs on empty,PersonX succeeds PersonY's father,{},{},{},{},{},{},on,on,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",G0v5FDHx9itQaeqoie1tQw==,PersonX bakes all day,ufb/n6LKnibTu6I7ZbBmyg==,PersonX buys PersonY's groceries,O8jWippryQxAZDiiz16CrQ==,PersonX loves PersonY's new hair,PersonX bakes all day,PersonX buys PersonY's groceries,PersonX loves PersonY's new hair,makes a lot of desserts.,spends a lot of money.,asks where PersonY got her hair done.,signs up for a bake sale.,helps PersonY with chores.,goes to lunch with PersonY.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",sVBodEJoKguLsVY+JuXOzA==,PersonX ends PersonX's career,i6H6gD2NAEKsIx834iuMjQ==,PersonX flips the switch,wHigDq5o39UmQyd48jfrnA==,PersonX has a fun time,PersonX ends PersonX's career,PersonX flips the switch,PersonX has a fun time,buys a boat,sees everything in the room,plans to go back again,decided to retire,walks into the room,goes to the zoo,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",SWlvGDwizZN/KtO47c7log==,PersonX finishes PersonX's work,8DuZ0k0MaYd4PiohRCpFXQ==,PersonX does a better job,/YXSMEwfI0QhyZRUt5YOWA==,PersonX tells PersonY to get a job,PersonX finishes PersonX's work,PersonX does a better job,PersonX tells PersonY to get a job,makes lots of money,gets a new job,makes PersonY pay rent,has a lot of jobs to do,has to clean up someone's work,is sick of supporting PersonY,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",zSlumGSdsiu5w7MXs2XO4g==,PersonX spends the night in jail,x7w62bBt1kpVemD0km8DgQ==,PersonX waits impatiently,w3+9tI4/xkMMcnJQajpAtg==,PersonX goes see the doctor,PersonX spends the night in jail,PersonX waits impatiently,PersonX goes see the doctor,makes bail,speaks rudely to staff,fills a prescription,is arrested,is in line at the movies,has a cold,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Svb1uFcHdzf7YvTQmg2nyA==,PersonX loses PersonY time,3g9ikO96SKq5lU8LlqbSlg==,PersonX hats cats,zz7dH2uDqTYK/aIyHfrTMQ==,PersonX takes PersonY view,PersonX loses PersonY time,PersonX hats cats,PersonX takes PersonY view,asks his friend again what it was because he forgot and needed to go,avoids the cat because he is allergic to it,moves so that she can see and enjoy the game,wants to ask his friend what time it is,walks over to his friend's house and sees that he got a new cat,sits in front of his mom at the baseball game,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",VttERcHL19aOEDSpXdZioQ==,PersonX hurts PersonY's head,QrzoSgC2BIZX0jUVUMI59g==,PersonX improves PersonY's lot,jv6rMXDz9R/6QVPVEnPP8A==,PersonX creates PersonY environment,PersonX hurts PersonY's head,PersonX improves PersonY's lot,PersonX creates PersonY environment,is arrested.,is rewarded.,let's PersonY move in.,punches PersonY's face.,makes a donation.,builds homes.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",baluUBAE2vJBHOy1hzP+Sg==,PersonX loves to play outside,RXtGvpXYEyU4W+T9NqgZxA==,PersonX takes PersonY's son out,h2NA6IHywKdXlkAbc/FybA==,PersonX achieves PersonX's purpose,PersonX loves to play outside,PersonX takes PersonY's son out,PersonX achieves PersonX's purpose,has a great day.,and PersonY's son have a great time.,feels content.,goes to the park.,gets tickets to a baseball game.,sets a life goal.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",BL4yu3Uhi5KSwhAGXUQ2rw==,PersonX names the films PersonY is most proud of,/zIi1JxeUrO5w6C+P5khrw==,PersonX is my best friend,82c9XMIz5hZ93fY+c0kS0A==,PersonX makes brownies,PersonX names the films PersonY is most proud of,PersonX is my best friend,PersonX makes brownies,books PersonY a job.,comes with me to hang out.,eat brownies.,is an agent.,is a good person.,wants dessert.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",YYLIlLG0qdTmLIsfSA4xVQ==,PersonX wants to play with PersonY,BLY/EZCZNgawnCmzjFSS8g==,PersonX cooks hot dogs,KobnkAETmb+O7sXp7dpdTA==,PersonX knows what PersonY meant,PersonX wants to play with PersonY,PersonX cooks hot dogs,PersonX knows what PersonY meant,goes over to PersonY's house,pours glasses of lemonade,laughs out loud,is bored and lonely,is having a cookout,tells an inside joke,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",1R4qD1ARuBZSD4FjsnPxjQ==,PersonX runs along the side,MvG3lUrDdeP0Jvyl8afmrQ==,PersonX sheds a tear,Dl77tLZU/ALR5Ke8N5OlPQ==,PersonX is class president,PersonX runs along the side,PersonX sheds a tear,PersonX is class president,finishes first,gets a new boyfriend,makes the lunch period longer,is late for the marathon,breaks up with her boyfriend,is the most popular kid in school,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",dRONH4UM8+k0VjO41pZj2A==,PersonX wants to hear,10pRdD8U2k71xzBj3LqWag==,PersonX plays sports,T1pY9hECaFKdsSYKuScMrg==,PersonX sits on the edge of the bed,PersonX wants to hear,PersonX plays sports,PersonX sits on the edge of the bed,takes notes,takes a shower after practice,takes off their shoes,walks into a meeting,gets dressed for practice,walks into the bedroom,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",g3xoWPY2XtByJ682FaUApA==,PersonX is having PersonX's birthday party,hTxbo3rKElzZXHcA6TtYSQ==,PersonX runs full speed,71U8koxWmYyi33cnTA2mDg==,PersonX sees PersonX's best friend,PersonX is having PersonX's birthday party,PersonX runs full speed,PersonX sees PersonX's best friend,{},wins a gold medal,stops to have a chat,{},signs up for a race,goes to the park,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",oHY9sh4/JN0pfEnnm5Cr+g==,PersonX pursues PersonX's interests,wOMj2ZtDFQlsLLjMuTemYg==,PersonX gets worn out,MQoet19JibzwE5MNFypj1w==,PersonX takes the subway,PersonX pursues PersonX's interests,PersonX gets worn out,PersonX takes the subway,is at the gym,takes a shower,arrives at work,is thinking about PersonX's goal,is playing tennis,is late for work,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",C6M+1OTedDWZS5QU94vDRg==,PersonX moves to hawaii,OQSDTD0qV3CPlYo92rl2nw==,PersonX reaches PersonY agreement,LQDZY3NPzfZkV/BK4kiqbg==,PersonX is a single mom,PersonX moves to hawaii,PersonX reaches PersonY agreement,PersonX is a single mom,looks for an apartment,signs his name on the paper,is looking to date again,got a new job,is negotiating a deal,gets divorced,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",+a81Xy5GF/AVKYKBEtWQhg==,PersonX runs the gauntlet,3zFdIOBsypN9Cp/G7IrJYA==,PersonX gets bullied,cRmB048t8OM8i0l23kQ/Ww==,PersonX stops being friends,PersonX runs the gauntlet,PersonX gets bullied,PersonX stops being friends,wins all 10 matches,runs away crying,runs away when confronted,wrestles 10 opponents one right after the other,snitches to the teacher,snitches on the group,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",2dPxw8uPIM9CKEcc1fPXvA==,PersonX goes halfsies,uiEWk9A6t2aiWgxyVDtfyA==,PersonX keeps looking,2/8hw4rqXs9ZpQ6GbzYK6Q==,PersonX gets this show on the road,PersonX goes halfsies,PersonX keeps looking,PersonX gets this show on the road,felt beter about paying for half of the  meal,sees the man turn away,is glad that he didnt get fired for not showing up to work,went on a date with her friend,sees someone staring at him,goes into work but he didnt feel like it,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",EXx7Yi4Me2jI1JIqO9AlXg==,PersonX is at work one day,ZHckFqfAohyq+uCST8zg6g==,PersonX gives PersonY a time,yMW37AqfnLyncbWcOjkuIQ==,PersonX throws PersonY's head back,PersonX is at work one day,PersonX gives PersonY a time,PersonX throws PersonY's head back,went home from work that same day.,walks away afterwards.,performs CPR.,was tired but went to work.,is asked what time it is.,is trying to perform CPR,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",VDsB5ULmWyko9bPLNGdaGQ==,PersonX camps with friends,y8+crsj7vlafrQEGVF8Z0A==,PersonX decides to go on a date,gi8I5NNq32WQZAf6VHF7kw==,PersonX stops suddenly,PersonX camps with friends,PersonX decides to go on a date,PersonX stops suddenly,tells stories around the fire,buys flowers,hits their head on the dashboard,buys a tent,looks for something to do,notices a child in the road,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",a7CYIauZrDTqJuzk25gzFw==,PersonX takes place as a result,LOv0bJqvfxwXFgsjdglc7g==,PersonX gets jealous,H4H9Fu+4C9q9jORlIzaBGg==,PersonX loves going to the park,PersonX takes place as a result,PersonX gets jealous,PersonX loves going to the park,{},interrupts PersonY's conversation.,jogs daily at the park.,{},sees PersonY flirting with someone else at a party.,makes an exercise plan.,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",nL5IwNayEUW8JCRWpNaESg==,PersonX meets PersonY's expectations,/N6wLFaWUYTkNCh56LczxA==,PersonX wastes PersonY time,Pdr1pwqBe1JLCgCcYlaxDw==,PersonX leans back in PersonY's seat,PersonX meets PersonY's expectations,PersonX wastes PersonY time,PersonX leans back in PersonY's seat,asks PersonY on a date,apologizes to PersonY,leaves before PersonY comes back,tries to impress PersonY,works with PersonY,sits in PersonY's seat,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",V9HAz133qixENxrsCU+kyQ==,PersonX gives PersonY the information,WsbFOaNKIEPBDMtlhxNN+Q==,PersonX directs PersonY's steps,hDRLI+eiPA9PODypMB57Rw==,PersonX gets the results,PersonX gives PersonY the information,PersonX directs PersonY's steps,PersonX gets the results,is thanked by PersonY.,gets a thank you from PersonY.,sees he got an A on the test.,is asked for information by PersonY.,is asked for directions by PersonY.,takes a test.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",aPtqYE0AytoWYYhJOv8XXw==,PersonX teaches PersonY how to fish,uUBLX/yZafSroNuKuulxCg==,PersonX gets in touch with PersonY,quJ0D8/R+Pq0s3faPwazOg==,PersonX shoves PersonY back,PersonX teaches PersonY how to fish,PersonX gets in touch with PersonY,PersonX shoves PersonY back,spends the day fishing,goes out to dinner with PersonY,gets punched in the face,takes PersonY to the lake,hears that PersonY is back in town,gets shoved by PersonY,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",tBVuYiSrTdsQ2gXaNrtmYw==,PersonX loves nature,4gnkOStZCVulcVIXB4GCnw==,PersonX wins anything,msiIpKqN/xaO33ZN64Yk9g==,PersonX falls back to sleep,PersonX loves nature,PersonX wins anything,PersonX falls back to sleep,is at the park,has lots of money,is late for work,studies nature,is smart,is awaken by the clock,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",42tNlzk9r7oz+sqPGu7rNg==,PersonX looks straight at PersonY,aLodY58ih32gQWI4oR5xGw==,PersonX goes really well,lQaqz2i9SzZFBaNs2gLrVA==,PersonX makes PersonY escape,PersonX looks straight at PersonY,PersonX goes really well,PersonX makes PersonY escape,Gets assistance,{},Calls the 911 for help and leaves the house,Had to get someone's attention for help,{},Warns of a fire breaking out in the house,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",4IWMr6TCNqb1NYUN/FkZeA==,PersonX goes broke,Obf9NMjRPPXo4A7gchAXiw==,PersonX prevents PersonY possibility,SCPG5k5cvbsgkByQvmmUZA==,PersonX orders a burger,PersonX goes broke,PersonX prevents PersonY possibility,PersonX orders a burger,declares bankruptcy in court.,{},eats french fries with his burger.,starts a new company.,{},goes to a fast food restaurant.,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",jX0/wzpVbBeoeLoWR6yjyQ==,PersonX keeps PersonY in the dark,FV5TDjbpI7T6s8w+dbdqyQ==,PersonX harps on PersonX string,dBupvxCMu5qtLYvlb/a+XQ==,PersonX watches tv,PersonX keeps PersonY in the dark,PersonX harps on PersonX string,PersonX watches tv,feels guilty for not telling PersonY about the deals.,plays the strings on the harp beautifully.,falls asleep while watching tv.,does some shady deals.,goes to their Harp.,sets down to relax.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Njmy3Ceh8KfSFgAKQBjxtg==,PersonX feels really good,qh8j8yb+1oVo/RTHfVT/Hg==,PersonX starts to study,+Q2ZH5gY146RARy39jTluQ==,PersonX wins a game,PersonX feels really good,PersonX starts to study,PersonX wins a game,reads PersonX's Bible,gets a test,gets money,is baptized,collects PersonX's books,plays a game,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",BpiZq3YCiCghE4C1rSfNRw==,PersonX wears PersonX's boots,DBdjqpumg08xcGfWi6OQxw==,PersonX is a star football player,eeuWM1sR+XlpoBx/lMj2pQ==,PersonX looks like men,PersonX wears PersonX's boots,PersonX is a star football player,PersonX looks like men,walks in the snow,plays at the superbowl,{},forgets their boots,trains for years,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",LIRxH1qPkGPga6hDSn4tDg==,PersonX gives PersonY the message,yFyGdz2FzVkh53m6V/pWvQ==,PersonX can not believe PersonX's eyes,Oyu+n4zqSnIQTzYhFjvq6Q==,PersonX feels excited,PersonX gives PersonY the message,PersonX can not believe PersonX's eyes,PersonX feels excited,goes back to the reception desk,{},goes shopping for the food,takes a message for Person Y,sees a ghost,is planning a party,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",LgY+yL3+PAflSFmcrppfFg==,PersonX drives for hours,sXJ3F6jLag2NdPRORmTT1Q==,PersonX scares PersonY to death,y2X7syIj5EUPd2hkxkSAMw==,PersonX starts the car,PersonX drives for hours,PersonX scares PersonY to death,PersonX starts the car,is late for work,apologizes to PersonY,drives the car,gets stuck in traffic,jumps out at PersonY,gets in the car,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ADLp1jOrE0+y5zF4tCU4KQ==,PersonX gets free food,g6wj++3le+RW3PbXOSWzkw==,PersonX sacrifices PersonX's life,K7IpGmqoAdXtPTTcTOjOAg==,PersonX is having a lot of fun,PersonX gets free food,PersonX sacrifices PersonX's life,PersonX is having a lot of fun,knows that he lied but he is happy he gets to eat for free,knows that by doing this that she will be accepted into the covenant,is glad that he got to spend quality time with his family,complains to the cashier that his food is cold,is dreaming of being a witch,goes to the batting cages with his son,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",BGYTfDmNtkhOdzogXMYKIA==,PersonX asks PersonY some questions,17tlwYVI+r8h9Pb0Gzxe9Q==,PersonX takes PersonY's allowance,28wvHtQgqPkCNMdiDocFNg==,PersonX accidentally left,PersonX asks PersonY some questions,PersonX takes PersonY's allowance,PersonX accidentally left,finishes the report,lies to PersonY,goes back,writes a news story,lost their money,walks out of the wrong door,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",c7dp47klwkn+lCI1oUTWIg==,PersonX plays a song,iu8VYyjPqR+S6w9yhc1X0A==,PersonX eventually ran,dvgJLNLsFhRGypBzbL86Nw==,PersonX asks PersonY to let,PersonX plays a song,PersonX eventually ran,PersonX asks PersonY to let,begins another song,walked into the gym on time,{},grabs the guitar,was walking to practice,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",DH2Jm4HjJQWk+gbycJFg9w==,PersonX makes PersonY attack,5TDxpJdgh6HPA26ynYapuw==,PersonX finds PersonY's friends,QfIAdcfwMeEaiPXx7LUTaw==,PersonX meets PersonX's fate,PersonX makes PersonY attack,PersonX finds PersonY's friends,PersonX meets PersonX's fate,runs away from Person Y,comes to the party,{},Do something to make Person Y angry,is missing from the party,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",HVGLTKNgiSAtC41rYgTh3Q==,PersonX meets PersonX's neighbors,bdQlkDe8jWEjWPR6cuddMg==,PersonX places an ad,tGjv6iH5Iy2DMfswKbj4Jw==,PersonX grinds PersonY's teeth,PersonX meets PersonX's neighbors,PersonX places an ad,PersonX grinds PersonY's teeth,exchanges phone numbers with the neighbors.,negotiates sales prices and pick up times.,fills the cavities in PersonY's teeth.,moved to a new neighborhood.,gathers used items to sell.,examines PersonY's teeth for decay.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",VkD4RuD1QByWtfNnbUjxFg==,PersonX is running for class president,n5xgwuajRmPJsTTeElf0WA==,PersonX opens PersonX's mouth wide,iN4Mi19HGrxAYgf9NAR1Fg==,PersonX tightens around PersonY,PersonX is running for class president,PersonX opens PersonX's mouth wide,PersonX tightens around PersonY,puts up fliers all over school,puts candy in PersonX's mouth,{},tells everyone how to improve the school,buys candy,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",guQrSMYavrEILFNfpEk00w==,PersonX thinks outside the box,g/i+edpSZi6pbLzr1IFj0w==,PersonX can not find a job,0mGjura2CTpF+g/cG+mbyA==,PersonX is unable to walk,PersonX thinks outside the box,PersonX can not find a job,PersonX is unable to walk,is accused of cheating in the game.,goes home jobless.,is now in a wheelchair.,is playing a game.,is out looking for a job.,is in a car accident.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",91U64/1cReXKwUzI3tilTg==,PersonX moves PersonY's legs,yIfBqAzIgyYyup7aHYnwaQ==,PersonX buys eggs,KP6+YCv/UeI6PxyxdPdOfw==,PersonX learns something new,PersonX moves PersonY's legs,PersonX buys eggs,PersonX learns something new,stands up to go to the restroom.,pays for eggs.,explains to their spouse what they learned.,is sitting with PersonY's legs on top of them.,goes to the store.,is watching a documentary.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",zczHEkXvgTSUcEuKqiqABA==,PersonX feels like crap,orxALeUJnWXbiZKuhFOdCQ==,PersonX loves dogs,ynMfouQesDpd5z+S6jZN5g==,PersonX sweeps PersonY away,PersonX feels like crap,PersonX loves dogs,PersonX sweeps PersonY away,takes a day off work,buys a mastiff,marries PersonY,catches the flu,goes to the pet store,has a crush on personY,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Ellr+vCtt9bfe7XxYvfzgw==,PersonX looks silly,ybKInjAg90uIozw39mS5BA==,PersonX eats PersonY's dust,vNcdTXyYWLjUxRuP1ohAEw==,PersonX carries PersonY around,PersonX looks silly,PersonX eats PersonY's dust,PersonX carries PersonY around,laughs in the mirror,finishes last,puts PersonY in crib,buys a large hat,trips during a race,gives birth to PersonY,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Gpy/tAtM92rGaB7hF4oD5A==,PersonX army volunteers,Epu2vRO8DGNY08bUS+g6Eg==,PersonX arrives the next day,VKs5sy3dxu/YGjySAAJ3mg==,PersonX wants to adopt a cat,PersonX army volunteers,PersonX arrives the next day,PersonX wants to adopt a cat,PersonX fights in a war.,PersonX meets her friends.,PersonX goes to the local pound.,PersonX want to help the country.,PersonX  travels to see her friends.,PersonX loves cats.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",psztvaGFzhwMziKPRkzZzw==,PersonX rides a bike,DKeUS/pMazCK/I55vafluA==,PersonX calls the cops,tNojbUpZa2ERQYU6YPai/Q==,PersonX calls animal control,PersonX rides a bike,PersonX calls the cops,PersonX calls animal control,crashes bike into bushes.,waits for cops to arrive.,keeps an eye on dog while waiting for animal control.,pulls bike out of garage.,sees someone breaking into a house.,sees dog running loose.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",iYO6Ib4RVqfkyoEUo9W2tA==,PersonX goes back to PersonY's house,Y7YnXjz2ndgBCPLRXxmE9w==,PersonX brings an umbrella,G2WDJRMjF1Pn5e0pnK7frw==,PersonX buys a computer,PersonX goes back to PersonY's house,PersonX brings an umbrella,PersonX buys a computer,finally makes it home.,holds the umbrella over his head.,takes good care of the computer.,leaves his keys at PersonY's house.,notices the rain outside.,'s laptop breaks.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",M60rTxA6sg5EsZILf99gOw==,PersonX mows PersonY's lawn,uMtR02+O8Bn1gBaUVGnUVw==,PersonX gives PersonY flowers,eYjAkf2HxpWTAPfxFHg7iQ==,PersonX says thank you,PersonX mows PersonY's lawn,PersonX gives PersonY flowers,PersonX says thank you,puts the lawn mower back in the garage.,invites PersonY to sit at the table.,takes the next gift to open.,gets the lawn mower from the garage.,buys flowers.,opens the gift.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",DnwKxDUo/9NFnoVW+TX5aw==,PersonX takes the phone,3PJzhnDG4aCAxzAnyB8VUA==,PersonX washes PersonY hair,1DXzpy7agkOFE6gKe4byKA==,PersonX begins PersonX's work,PersonX takes the phone,PersonX washes PersonY hair,PersonX begins PersonX's work,Thank you.,That looks better.,gets off work.,Can I borrow your phone?,Let me wash your hair for you.,needs to go to work.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",LznpPJFMQHSfhm8JcQkw1g==,PersonX finds the answer,dMObsb5GYvURZDchsY9UpA==,PersonX is taking a bath,iQa4XTH8um7UxdiW2+wD5A==,PersonX misses the train,PersonX finds the answer,PersonX is taking a bath,PersonX misses the train,relays the answer,washes their hair,sobs in a chair,gets asked a question,turns off the water,forgot the ticket for the trip,,,
