Title,Description,Keywords,situation,source-id
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jim was nervous as he asked Tricia to go to the movies with him.,rocstories/c720ddd5-698f-4c25-a5fd-838926170f21/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Now Rick goes to Las Vegas on vacation whenever he can.,rocstories/bbc906ef-e2de-41f4-a9b1-e0d983d6c15c/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",John noticed Dan did quite a bit of drinking during the evening.,rocstories/e128cfce-9f60-4214-84a5-150200ffd963/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He had many lovers across his lifetime.,rocstories/4dbceeaf-120c-4f8f-b60f-47574528c758/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He swore under his breath to have forgotten to bring a map.,rocstories/51d4f4fc-3ef1-4a38-9053-7dc13ea3e199/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Charles went to see his cousin, Man, in a karate tournament.",rocstories/a0829203-aa34-4fed-94e0-d8fb67d08eaa/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","In fact, it upset me so much that I stopped washing my car.",rocstories/482c19dc-56fe-45c5-a1af-d97bf8f57978/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Sure enough, he got his cast off three days before.",rocstories/9779a266-7621-43d7-945b-54bc8e4bf305/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Despite this, Mehdi would always try hard to please them.",rocstories/74690182-ca9c-463f-be2a-59a50125a3a1/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jeff's friend Maude said the nihilists were lying.,rocstories/ded9519c-8610-493f-88e1-d5d36292c4dc/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","The children, Penny and Patsy, love it the most.",rocstories/f4d080c6-fe2c-4f18-8861-98fba8b738b0/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Although I was furious, I remained calm.",rocstories/e72fab19-b9a2-4804-b6f6-f5df79b017b2/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",They soon fell in love and he made her feel like the stars.,rocstories/dcafee71-894b-4326-8626-860d6687ded6/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I love eating junk foods although it not good in our health.,rocstories/2f56590a-b442-47b2-bf10-746522b6ce5c/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It gave his nephew a lot of energy.,rocstories/99b09190-4b8a-449d-acc0-72c9278da2c9/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Her man was unemployed and although times were hard she loved him.,rocstories/a0297481-fcd0-4b40-871c-ee16cded9cdf/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He asked three kids for pens and they didn't have a extra pen.,rocstories/f0b8f126-44b0-4769-a9e8-4c40abfbb129/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",My roommate had to save me by bringing me my wallet.,rocstories/183e7bad-512e-4412-8965-107f7e837182/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I found they put the plug wires on wrong so I fixed them.,rocstories/248abb4b-4d22-4cc0-8d0b-f183b70215b6/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Arthur realized he inflated his expectations.,rocstories/69d57c84-8f1e-4509-9b8a-0b4212e14708/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Joey kicked toward Nelson's face stopping less than an inch from it.,rocstories/45b5022e-e5be-487a-a84e-107e8bd0336f/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He looked for another option while he waited.,rocstories/40d18bcf-0313-4e56-8a3d-64108b0ea77f/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Barb learned a mean teacher was making life miserable for her son.,rocstories/eac4a511-5ed9-4d6f-9a4c-8c69bed4b72c/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Ella threw a book at her brother.,rocstories/68ed41a7-30f0-4625-99d2-77485ed6c7be/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He found out it was chicken pox when he gave it to three people.,rocstories/a0ca0d57-486b-46b4-8b81-763cf4070817/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Kia wished she had been more careful.,rocstories/c2596493-b5fa-4a9d-a0b8-b810c389059b/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",As he had no transportation he had no choice but to shelter in place.,rocstories/2f7061c8-40fb-46cd-9816-4807722b7f6c/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","One day, she got a ding on her profile.",rocstories/897af88b-126d-491a-a227-b7b0d82a6015/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Her practice paid off and she scored the winning points.,rocstories/3651c9fc-8784-4e57-b520-dfcf7b3a13de/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Olivia had taken her friends to a very scary maze for Halloween.,rocstories/1e8021b8-15ff-4d0d-98bb-778f721b4631/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I've been looking forward to healing my insides.,rocstories/3d442c3c-5c71-4be3-ad12-43a1dd3c32ac/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",When I picked up my phone I saw something.,rocstories/42200810-e499-4de4-a48a-79f593ee9e1a/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Today she and her friends went swimming.,rocstories/0ff341f5-0afd-4a5e-9a82-f00927763ca9/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He wished he could've celebrated his birthday.,rocstories/5d1fa871-94a4-400e-a13c-a022f41cd02f/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Sheena had a rough time adjusting to her schedule the next semester.,rocstories/936610bd-77ac-4feb-85b4-599a88b5f11d/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Tony had dreamed of this moment for his whole life.,rocstories/ddc79581-94c1-4a93-aeef-5a8bdede2e65/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Everyday she would have pretzels for her afternoon snack.,rocstories/344469af-feb8-44bf-bb78-7eef439f900b/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I really hope they have my favorite brand next time.,rocstories/fbb84e04-4906-4acb-9221-6f42adaeab15/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She'd even wear flip flops when she was working out.,rocstories/5816adcc-1149-4372-8ff3-5e1d9ead1001/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He really got into the theatrics of his deception.,rocstories/6fab22e2-99f8-40f7-9b79-1f46095e8e0c/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","She named it Sandy and is thrilled with her new, furry, best friend.",rocstories/459cfd6a-d608-455f-9e94-34e44c9ac484/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",When I got there I found out that all the carrots were really pricey.,rocstories/d24557ca-a151-4161-bcde-aed80e6c49c9/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",My brother and I often share wine with each other.,rocstories/a731c800-225a-430b-ab32-0409235ef46e/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Laura and I were both invited to our friend's wedding.,rocstories/34201481-dd9d-43dd-a005-2a6ac1e5c25f/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It had been years since he'd played sports or worked out.,rocstories/f7ebfbc0-52c8-4e3e-91d7-9fa90fa2b495/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",One day he ran out of his favorite cereal.,rocstories/3e5605a1-065f-41f3-acbf-b88ebb8636c9/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",But Alice opened her cell phone and showed people pictures.,rocstories/b181cc83-0ee3-4f36-bb01-b25d4cca4311/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She told me she'd found my old diary from childhood.,rocstories/e3105000-2eea-4129-902a-39e4d9e560a5/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She was happy her family was so nice about the bad dish.,rocstories/4ed84fd9-4749-4d44-ad98-3cf87762b955/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","G said they will manage, and they did not go to the party.",rocstories/a26c0f23-2d42-41d3-93a0-018e1e7844f1/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He was surprised as to how big they were.,rocstories/c744d959-b363-40f2-a72f-fb3d464a5dd6/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",But Sue didn't reply right away like she normally did.,rocstories/a77a265f-901a-4f3c-a53a-84562784a4d4/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She could go to another rental place and get the SUV she wanted.,rocstories/9ae6c5dc-6f18-4323-8aa1-83d46fb61d0c/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She called her mom and sister to tell them.,rocstories/3d484120-850f-436e-9af6-384099c161cc/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Tom was on his way back to work.,rocstories/c147f8c9-9da4-466c-ae1e-939a5c731885/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","They ended up with an Asian baby named Suki, sweet and cute.",rocstories/8c326cc2-33c9-4f3c-a7d4-ce4fdf33c03c/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Without them she had no way to listen to her music.,rocstories/4200ea94-fdd1-4e66-abec-c0b985753f03/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",One day Beth decided to start her own garden.,rocstories/aab094dd-9f03-4bb4-a1cb-52495bbe4fee/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","When she felt more confident, she started swimming and had fun.",rocstories/672457e0-510f-46db-aadd-21cce10e207f/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jake got burned because he wasn't wearing any shoes.,rocstories/e3895af6-a230-4459-9a33-6622df7d2905/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Steve decides that he wants to visit the aquarium.,rocstories/434f001e-6e91-4f3f-8eb6-776989e203ab/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Fred told Bob a GFR of 57 was bad.,rocstories/6c3faaff-73f9-4df5-b9a2-16dcc1442fca/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Laurie hated doing dishes, but that was her chore.",rocstories/6412fd30-ceb4-4b68-8a47-c9a6d0b650b1/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",They took them all away and the block has been peaceful ever since.,rocstories/609dd8a1-44c0-47b6-b672-057f68039ae6/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Tom looked proudly at his finished work.,rocstories/2157cecf-2031-494b-9557-41aa9bcc0f62/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Rosie's new look was just what she needed.,rocstories/5c9fbe79-e510-499c-bc53-5bb03c26258e/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She woke up one afternoon to her house shaking.,rocstories/078b195a-19e8-4906-8e77-2721b7b3d813/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Then she went to Old Sturbridge Village.,rocstories/c1f22323-114c-4fff-a7b2-195b49e77df2/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","But since his team won, he felt the tickets were worth it.",rocstories/6afd1878-9523-4ca2-8954-ea9de81c9149/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Her parents signed her up for dance lessons.,rocstories/681d821e-4177-4d67-bdf6-801b367d35b7/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",James was riding his bike home from school.,rocstories/01f097b9-d780-4fe5-bc17-8520a8a38f3f/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jimmy's Grandma ran over and pushed him out of the way.,rocstories/97f3ec2c-e958-4470-a469-23d53ca5f125/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He asked his parents to buy one but they said no.,rocstories/6538eb91-c16a-4cf1-acb6-5d64c75789d0/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","His friend worried, and told him to imagine the crowd naked.",rocstories/ed30528d-abad-49e6-a421-b12bc80d4c3c/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","The next morning, he rushed home to tell his sister all about it.",rocstories/2b4244c2-719a-4f80-bc4f-eb7723834d75/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Loretta was happy with her new skirt.,rocstories/391e5f1b-40ad-480b-82d2-688b713e73aa/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",My daughter had to show me how to play.,rocstories/80e3fc90-7236-463b-b5cc-1c936335bea4/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","As revenge, when they were done, he shook water all over them.",rocstories/2a317db1-8b59-46d1-9716-1d951f0ba28a/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Craig was disappointed because he had just gotten it.,rocstories/98c8ea23-8823-4740-94e9-41241f9efc24/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He did not have enough money for the shoes he wanted.,rocstories/b38fc8ba-0aeb-40b8-ae1e-0b1584fe739d/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Todd had a month left on his contract.,rocstories/e50f5edd-0686-42f5-9d1c-a2d88f2ffd6f/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","At first she couldn't think of any, but then she looked outside.",rocstories/3c8f1c19-8933-45da-b395-9e212584e737/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He realized he could trust his neighbors not to steal his things.,rocstories/e1250424-1725-4af9-961f-45f5a3c18e33/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","She loved cats and dogs, and she couldn't imagine a better job.",rocstories/0bb80cb8-20e3-49a1-841f-7f5d997c9c18/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Andrew got the best kitchen utensils he can find.,rocstories/c5a83e98-6841-43a7-9808-8e4c3234da70/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Irene was taller than George by five inches.,rocstories/d4c00ed9-5f76-42bc-9c63-1b3f330a6abe/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She told him he was a snob and had to live in the new century.,rocstories/ff3f7786-af54-4b1c-acf6-88eaa459ae47/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Bill's buddy Marty invited him to a sleep over.,rocstories/1c77d9fb-5251-4cd7-8a3f-d8e76ebf8b6e/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Finally he pulled her aside and did it.,rocstories/a268776f-259e-46ef-880a-fa6acbd37c63/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Everyone came together to tell him how much they thought of him.,rocstories/a780dff6-1d8b-4e3d-8b86-b463cd952f7f/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I put on a movie and we sat on the couch.,rocstories/b2ab1b23-83a7-4ca8-82f7-5714e9fe3ab3/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Karen received a notice she needed to sign her policy documents.,rocstories/13a54bcf-ca0e-4120-8c67-2eb0117ce854/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Tom still shared a drink with him.,rocstories/d2567f98-b8d2-4cfd-94d3-388e3b84d514/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Naomi was upset because she had made a special dinner for them.,rocstories/1d99feae-49a3-48bb-9dc2-03cdfd463faa/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Joseph had brought the last of his leftovers for lunch at work.,rocstories/262d53cd-480d-49d3-a1a9-5b635ca2329a/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She found most of what she needed on sale.,rocstories/af56f7b5-3b52-4728-a55f-b092a36b1aea/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She waited for her husband to get home.,rocstories/27d896cb-d106-4648-9129-1490fa175450/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She went to take her test and failed.,rocstories/c84b90d1-b8d5-41a9-b152-c49ae7dac53a/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",No one realized that Jake forgot his lines.,rocstories/2215a0ca-3323-4d4a-8903-a863da8a4e21/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Kia had lost her measuring cup.,rocstories/bd540131-a30c-43b8-a8a0-1ac24af24540/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","As he was riding, his chain fell off and he couldn't ride anymore.",rocstories/63570cb2-095b-4f4b-bd61-d2358092842c/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She was sure they were going to break up that evening.,rocstories/5b304af6-d883-49f3-b2cb-3524ebc53eab/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He paid for the tickets and popcorn before finding them seats.,rocstories/c720ddd5-698f-4c25-a5fd-838926170f21/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Matt told her she'd do amazing if she'd just try.,rocstories/68e8eb85-6c69-4c9c-aee5-8476dfe0d45e/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Dan became unhappy with the fact his neighbor owned a motorcycle.,rocstories/531cde1b-c083-4407-847a-80bda03fe280/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Jim challenged everyone to a game, but only Jane accepted.",rocstories/e6a563fd-b599-4068-9390-77f3da9da38a/sentence2/original
