Title,Description,Keywords,situation,question,type
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being obsessive over another person.,Who is this person?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","When I saw a painting I disliked at the art gallery, I tried to understand it",What kind of painting was it?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",John steps a good distance away from his roommate before lighting up,How did his roommate react?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",feeling guilty when you ruin the packet your teacher gave you.,What did you ruin?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Matthew smacks Derek hoping the shock will return him to normal,Why did Derek need to be shocked?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I stayed extra hours at the office to sleep with my manager,How did your manager feel about it?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",talking through problems with partner.,How does your partner feel about this?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Tyler, feeling less inhibitions because of the alcohol, makes some suggestive comments to his friend's spouse",How much alcohol did Tyler have?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",bringing your own meal to a dinner.,What is your meal?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Dan criticizes the family’s habits during the dinner and makes fun of their personal hygiene,How does the family feel about Dan making fun of their habits?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Rev posts something embarassing on Rae's social media account, getting revenge",What did Rev do?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",not wanting to apologize for something that wasn't intentional,What did you apologize for?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Leticia informs Helene's parents that Helene has been having unprotected sex and has contracted an STD,How long has Helene been having unprotected sex?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Jennifer tells her classmate that she is busy, but appreciates his gesture",What is the gesture?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",getting your teammates fired.,What did your teammates do?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I ran to swipe the old man's bags,Why did you swipe the bags?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being faithful in a relationship.,What kind of relationship?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Tom physically assaults his neighbor in retaliation for the robbery,Why did Tom's neighbor rob him?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I signed up on a dating website because my girlfriend isn't enough,Why are you dating?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I dumped my boyfriend and consequently he became extremely sad for a month,What caused the breakup?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",tracking sand into the house.,How much sand did you track in?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",John drives himself home despite being heavily intoxicated,How drunk was John?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",discriminating against trans people.,Why do you discriminate against trans people?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",leaving your partner if they make you unhappy.,Why are you unhappy?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jackson orders one large pizza and a drink for himself,What kind of pizza is it?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I had to hide because they were playing hide and seek,Why did you have to hide?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",taking advantage of others for a profit.,What are you taking advantage of?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Timmy invites a female coworker on a date with him to the movies,How does the coworker feel about this?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I handed my small baby a green rattle to play with,What kind of rattle was it?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",respecting someone wishes if they don't celebrate a birthday.,Why aren't they celebrating?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",insulting friends,What did your friends do?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jed orders a double bacon cheeseburger and a double order of fries at the restaurant,What is Jed's favorite food?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","While my parents were fast asleep, I mowed their yard",Why did you mow their yard?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I physically assault a woman I suspect my husband is secretly cheating with,Why would you assault a woman you suspect your husband is cheating with?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",always eating what you cook so you don't waste food.,What do you cook?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",asking a friend for advice about whether your attire is appropriate for an event or not,What kind of event are you attending?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Joe gradually spends more time with his more responsible friends,What did his friends do?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I acted like I put lots of hay on the barn floor before letting my cousins jump from the loft,Did you do this for a party?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",discussing your expectations in a relationship.,What kind of relationship are you in?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Martha asks Kayla about her boyfriend that evening at dinner,What does Kayla think about this?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",discriminating against autistic people.,What makes them autistic?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Julie bends down to pick up the money, and she sticks it in her pocket",What is the money for?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I was feeding the bird with a new peanut while laughing,How old was the bird?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Improving yourself as a person to become more desirable.,What do you need to improve?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","While my parents were fast asleep, I uprooted their flowers",What did you do with the flowers?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",sometimes doing things you normally wouldn't to get things done.,What kind of things?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Ben tells Maggie that he's traveling alone,Where are they traveling to?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","I stepped on the chicken eggs at the farm, breaking all of them",Why did you break them?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",always helping your kids out when they are having problems.,What kind of problems are they having?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jenna starts locking her door when she isn't in her room,How does Jenna feel about locking her door?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I was careful to overfeed the baby and so he got sick,What did the baby eat?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Azure drives to a nearby gas station to ask the attendant for help,How does the attendant respond?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",relying too heavily on a single person to bring you happiness,What makes you think this person will bring you happiness?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",showing your license and insurance if asked,What do you do if they ask for your license and insurance?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Ross takes paper and printer ink from the supply closet at work, without asking for permission, to print the flyers",What kind of flyers are they?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",starting a new life together.,How does your partner feel about this?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I created a online business to sell cool products,What kind of products?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","As my parents slept, I played basketball",How did your parents feel about this?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being accepting of the person in your circle who does things a little differently.,How do they do things differently?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I went to the desert on a horse with no name to bring water to the town,What was the horse's name?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being clumsy.,What are you clumsy about?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I poured bleach on my neighbor's plants while they were away,Why did you pour bleach on your neighbor's plants?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",having a career goal.,What is your career goal?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Dave tells Kevin that he is disgusting and that he should be ashamed of himself,What did Kevin do to Dave?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Randy ignores his friends and goes to college,What did his friends think of this?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I borrowed money from a friend and plan to pay it back,What did you borrow money for?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",recouping money by selling old furniture.,What furniture are you selling?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",taking care of your mental health,What kinds of things do you do to take care of your mental health?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sherry decides to put a sign for the political party that she supports in her front yard in clear view of her neighbor's house,What party is she supporting?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Chris ignores his dog and gazes at the scenery around him, waiting for the dog to be done with his business",How does Chris feel about the dog's business?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I helped a boy who was clearly struggling and crying,What kind of help?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",exchanging pleasantries upon seeing one another.,How often do you see each other?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",wanting to have an economical car.,How much does the car cost?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Susie invites her first cousin to come home with her for carnal relations,What did her cousin do to deserve this?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I took a picture of the couple at the wedding when they weren't looking,How did the couple react?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Charlie deletes some of the files from his brother's computer,Why did Charlie delete the files?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Biff plans safe riding routes with his friends and then shows off how fast it can go,What kind of riding route is Biff riding?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",getting some help if you're an introvert and lonely.,What are you lonely about?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",wanting to do well in a class.,What are the class requirements?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Chad lets his kid get the dog off of them on their own,How does Chad feel about this?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I went to the casino to gamble with my mother's life savings,How much was your mother's life savings?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",keeping your dog locked in your house all day,Why are you keeping your dog locked in your house?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I told my sister not to run while she was holding scissors,Why did you tell her not to run?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",judging someone based on their income.,What is the income?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","No one wants to eat my food so I was like ""oh-well"" and just shove it down their throats",What kind of food was it?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",My neighbor finds a letter containing my paycheck in their mailbox and puts it in my mailbox as soon as possible,How long did it take to get to your mailbox?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",taking responsibility for doing something wrong to a friend.,What did you do wrong?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being frustrated.,What is causing you to be frustrated?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jeff contemplates taking his own life,Why is Jeff contemplating suicide?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I put my dirty jeans in the washer at the laundromat,What is the condition of the jeans?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I turned on pornography at the child's birthday party,Why did you turn on pornography?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",prioritizing your own mental health.,What are some things you can do to improve your mental health?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","""John drinks a lot to try to get into more of a """"fun"""" mood.""",What kind of drinks?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jasmine sleeps with the new man while still married to her husband,What is Jasmine's relationship status?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",telling your significant other if they are not acting right.,How does your significant other react?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I am an amateur scientist and I discovered a cure for cancer while at my home office; I'll begin creating it now,How did you discover the cure for cancer?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",having trouble doing something.,What are you having trouble doing?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I threw the baseball at the coach,Did the coach get angry?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Bill decides to do some push-ups and calisthenics,What kind of exercises did Bill do?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",opening up to others.,How do you open up to others?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I picked the most rotten apples to donate to the food pantry,What kind of apples were they?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",exploring as many things as you can when you're young.,What kind of things are you exploring?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","I found some wild roses while I was traveling, and then put them in my greenhouse, locking the door as I left",Where did you find the roses?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sam comforts and hugs his son,Why did Sam comfort his son?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",thinking outside the box when fishing.,What are you fishing for?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",letting being alone make you feel bad.,What are you doing when you're alone?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I am holding a fundraiser because my niece is having brain surgery,Why are you holding a fundraiser?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sam loudly slurps his soup as he quickly sucks down the whole bowl,What kind of soup is it?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being angry when others are inconsiderate.,Why are they inconsiderate?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I told my lawyer to do the best she could,What did your lawyer do?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I threw my child's plastic dinosaur in the fireplace,Why did you throw it in the fireplace?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being willing to get close to someone.,Why would you be willing to get close to someone?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",losing sometimes.,Why do you lose?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Tory describes the basketball game loss but does not share how upset she is,What did the team lose?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Zeke keeps the deer in the shed and brings it grass,Why does Zeke keep the deer in the shed?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Ray hails his friends a ride using a rideshare app before going back to bed,How long did the ride take?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",learning new things.,What are you learning?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jennifer gently tells her boyfriend that he made a mistake and asks him to be more careful,How did her boyfriend react?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",seeing other men while your boyfriend is away when he left permanently and ghosted you.,Why did he leave permanently?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I wore a small bikini to the beach with my kids,Why do you like bikinis?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Leah goes and picks up her daughter then finishes her presentation at home,What was the presentation about?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I hid from the stranger in the dark alley,Why did you hide from the stranger?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",not liking your mother's boyfriend.,Why don't you like your mother's boyfriend?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",telling someone about a past job,What kind of job did you have?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","As my grandparents slept, I drove their car without their say",How long did you drive the car for?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I kicked the round Japanese flying squirrel over the field,What did the squirrel do?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","I was hungry, so I bought some food from the store",What kind of food did you buy?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being in love with your best friend.,What does your friend think of you?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Kimmy takes Aden to a child psychologist,What did the child psychologist think of this?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",keeping stuff from others.,What do you keep from others?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Ron looks the other way when Bill talks about relapsing,What is Ron's relationship to Bill?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Seeking help when you cry most nights,What kind of help would you like?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I drove off the bridge,Why did you drive off the bridge?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",people enjoying each other wanting to hang out.,Why do you want to hang out?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Friends usually go to dances together if they can't find a date.,What is your relationship status?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","I was envious of my sister's penthouse suite, and went up to its window with her to admire the view",Why was it envious?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","James insists that workers apply for two different jobs, so they can work two thirty-hour work weeks",Why is James insisting on two jobs?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I cooked a turkey,What did you cook with the turkey?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I tossed my trash in the trash can as I walked by it,Did you fill it up?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",reselling things if you don't like them or are done using them.,What are you reselling?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",asking someone to lend you money if you owe a loan shark,Why do you owe a loan shark?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Samantha starts making sexual advances towards Mike, which he eventually breaks up with Molly and dates Samantha",How does Mike feel about this?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I confessed to having a phobia of the ocean so my friends took me skydiving for my birthday,How old are you?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",sleeping in other people's beds.,Why are you sleeping in other people's beds?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Harry decides to put headphones on to block out all sound other than the music,Why does Harry want to listen to music?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I went into the chicken coop to kick an egg,Why did you kick the egg?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",asking questions about local restaurants before you go there.,What kind of questions?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",sometimes putting your needs first.,What are your needs?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Chad gets in front of her kid and breaks the dog's neck,What did Chad do to break the dog's neck?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Beth knits a small blanket for Cynthia to use at her desk,What is Beth knitting?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I told my husband the dress my friend bought cost $100 less than mine did,How much did your husband pay for the dress?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",keeping secrets from people.,What secrets are you keeping?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sam shows off an interesting parlor trick,What kind of trick was it?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",showing school spirit.,What do you do to show school spirit?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being prepared for work and showing others.,What are you preparing for?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Dave flips through the channels and finds a Conway Twitty concert from the 70's and decides to put that channel on,How old is Dave?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Jeff bets his friends that he can hit the fire with a rock thrown from 50 feet away, and he ends up doing it",What is Jeff's friend's favorite sport?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",leaving forums you don't like.,What forum did you leave?,t5_0.6
