Title,Description,Keywords,clip,sent,phrase,Answer.answer,Answer.bad_sent,Answer.commentbox,Answer.question,Approve,Reject
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett fires the club.,fires,no,,{},Lockett fires the club.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett fires the club.,fires,no,,{},Lockett fires the club.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett fires the club.,fires,no,,{},Lockett fires the club.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett fires the club.,fires,no,,{},Lockett fires the club.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett fires the club.,fires,no,,{},Lockett fires the club.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.46.44.003-00.46.45.029,"Charlie rushes at them, binding his trash can lids together.",binding,yes,,{},"Charlie rushes at them, binding his trash can lids together.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.46.44.003-00.46.45.029,"Charlie rushes at them, binding his trash can lids together.",binding,yes,,{},"Charlie rushes at them, binding his trash can lids together.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.46.44.003-00.46.45.029,"Charlie rushes at them, binding his trash can lids together.",binding,yes,,{},"Charlie rushes at them, binding his trash can lids together.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.46.44.003-00.46.45.029,"Charlie rushes at them, binding his trash can lids together.",binding,yes,,{},"Charlie rushes at them, binding his trash can lids together.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.46.44.003-00.46.45.029,"Charlie rushes at them, binding his trash can lids together.",binding,no,,{},"Charlie rushes at them, binding his trash can lids together.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.30.500-00.27.34.227,"Through a scope, they view the haze.",view,yes,,{},"Through a scope, they view the haze.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.30.500-00.27.34.227,"Through a scope, they view the haze.",view,yes,,{},"Through a scope, they view the haze.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.30.500-00.27.34.227,"Through a scope, they view the haze.",view,yes,,{},"Through a scope, they view the haze.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.30.500-00.27.34.227,"Through a scope, they view the haze.",view,yes,,{},"Through a scope, they view the haze.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.30.500-00.27.34.227,"Through a scope, they view the haze.",view,yes,,{},"Through a scope, they view the haze.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett fights the club.,fights,yes,,{},Lockett fights the club.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett fights the club.,fights,no,True,{},Lockett fights the club.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett fights the club.,fights,no,,{},Lockett fights the club.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett fights the club.,fights,no,,{},Lockett fights the club.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett fights the club.,fights,yes,,{},Lockett fights the club.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to comfort her.,comfort,yes,,{},Tess slows as Charlie runs to comfort her.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to comfort her.,comfort,yes,,{},Tess slows as Charlie runs to comfort her.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to comfort her.,comfort,yes,,{},Tess slows as Charlie runs to comfort her.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to comfort her.,comfort,yes,,{},Tess slows as Charlie runs to comfort her.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to comfort her.,comfort,yes,,{},Tess slows as Charlie runs to comfort her.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns marks his weapon at a car then shifts his crosshairs through the right.,marks,no,,{},Kerns marks his weapon at a car then shifts his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns marks his weapon at a car then shifts his crosshairs through the right.,marks,yes,,{},Kerns marks his weapon at a car then shifts his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns marks his weapon at a car then shifts his crosshairs through the right.,marks,yes,,{},Kerns marks his weapon at a car then shifts his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns marks his weapon at a car then shifts his crosshairs through the right.,marks,yes,,{},Kerns marks his weapon at a car then shifts his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns marks his weapon at a car then shifts his crosshairs through the right.,marks,yes,,{},Kerns marks his weapon at a car then shifts his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to flank her.,flank,yes,,{},Tess slows as Charlie runs to flank her.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to flank her.,flank,yes,,{},Tess slows as Charlie runs to flank her.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to flank her.,flank,yes,,{},Tess slows as Charlie runs to flank her.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to flank her.,flank,yes,,{},Tess slows as Charlie runs to flank her.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to flank her.,flank,yes,,{},Tess slows as Charlie runs to flank her.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett directs in the sunlight.",directs,yes,,{},"Shifting his gaze, Lockett directs in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett directs in the sunlight.",directs,yes,,{},"Shifting his gaze, Lockett directs in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett directs in the sunlight.",directs,yes,,{},"Shifting his gaze, Lockett directs in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett directs in the sunlight.",directs,yes,,{},"Shifting his gaze, Lockett directs in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett directs in the sunlight.",directs,no,,{},"Shifting his gaze, Lockett directs in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then weaves his crosshairs through the right.,weaves,yes,,{},Kerns aims his weapon at a car then weaves his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then weaves his crosshairs through the right.,weaves,no,,{},Kerns aims his weapon at a car then weaves his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then weaves his crosshairs through the right.,weaves,yes,,{},Kerns aims his weapon at a car then weaves his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then weaves his crosshairs through the right.,weaves,yes,,{},Kerns aims his weapon at a car then weaves his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then weaves his crosshairs through the right.,weaves,no,True,{},Kerns aims his weapon at a car then weaves his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.52.29.066-00.52.32.539,"With a puzzled look, Charlie offers it to her.",puzzled,yes,,{},"With a puzzled look, Charlie offers it to her.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.52.29.066-00.52.32.539,"With a puzzled look, Charlie offers it to her.",puzzled,yes,,{},"With a puzzled look, Charlie offers it to her.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.52.29.066-00.52.32.539,"With a puzzled look, Charlie offers it to her.",puzzled,no,,{},"With a puzzled look, Charlie offers it to her.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.52.29.066-00.52.32.539,"With a puzzled look, Charlie offers it to her.",puzzled,yes,,{},"With a puzzled look, Charlie offers it to her.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.52.29.066-00.52.32.539,"With a puzzled look, Charlie offers it to her.",puzzled,yes,,{},"With a puzzled look, Charlie offers it to her.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then sprays his crosshairs through the right.,sprays,yes,,{},Kerns aims his weapon at a car then sprays his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then sprays his crosshairs through the right.,sprays,no,True,{},Kerns aims his weapon at a car then sprays his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then sprays his crosshairs through the right.,sprays,no,True,The word sprays makes sense in this context.,Kerns aims his weapon at a car then sprays his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then sprays his crosshairs through the right.,sprays,yes,,{},Kerns aims his weapon at a car then sprays his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then sprays his crosshairs through the right.,sprays,yes,,{},Kerns aims his weapon at a car then sprays his crosshairs through the right.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett sweeps in the sunlight.",sweeps,no,,{},"Shifting his gaze, Lockett sweeps in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett sweeps in the sunlight.",sweeps,yes,,{},"Shifting his gaze, Lockett sweeps in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett sweeps in the sunlight.",sweeps,yes,,{},"Shifting his gaze, Lockett sweeps in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett sweeps in the sunlight.",sweeps,no,,{},"Shifting his gaze, Lockett sweeps in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett sweeps in the sunlight.",sweeps,no,True,{},"Shifting his gaze, Lockett sweeps in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett casts in the sunlight.",casts,yes,,{},"Shifting his gaze, Lockett casts in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett casts in the sunlight.",casts,no,,{},"Shifting his gaze, Lockett casts in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett casts in the sunlight.",casts,yes,,{},"Shifting his gaze, Lockett casts in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett casts in the sunlight.",casts,no,True,{},"Shifting his gaze, Lockett casts in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett casts in the sunlight.",casts,no,,{},"Shifting his gaze, Lockett casts in the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.57.44.953-00.57.48.237,"Reaching the cabin, Charlie finds a slip of paper tacked to the door labeling a doodle of the Splendid Splinter.",labeling,yes,,{},"Reaching the cabin, Charlie finds a slip of paper tacked to the door labeling a doodle of the Splendid Splinter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.57.44.953-00.57.48.237,"Reaching the cabin, Charlie finds a slip of paper tacked to the door labeling a doodle of the Splendid Splinter.",labeling,yes,,{},"Reaching the cabin, Charlie finds a slip of paper tacked to the door labeling a doodle of the Splendid Splinter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.57.44.953-00.57.48.237,"Reaching the cabin, Charlie finds a slip of paper tacked to the door labeling a doodle of the Splendid Splinter.",labeling,no,,{},"Reaching the cabin, Charlie finds a slip of paper tacked to the door labeling a doodle of the Splendid Splinter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.57.44.953-00.57.48.237,"Reaching the cabin, Charlie finds a slip of paper tacked to the door labeling a doodle of the Splendid Splinter.",labeling,yes,,{},"Reaching the cabin, Charlie finds a slip of paper tacked to the door labeling a doodle of the Splendid Splinter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.57.44.953-00.57.48.237,"Reaching the cabin, Charlie finds a slip of paper tacked to the door labeling a doodle of the Splendid Splinter.",labeling,no,,{},"Reaching the cabin, Charlie finds a slip of paper tacked to the door labeling a doodle of the Splendid Splinter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.38.891-00.27.43.100,"As the German Shepherd feeds, Kerns looks up.",feeds,yes,,{},"As the German Shepherd feeds, Kerns looks up.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.38.891-00.27.43.100,"As the German Shepherd feeds, Kerns looks up.",feeds,no,,{},"As the German Shepherd feeds, Kerns looks up.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.38.891-00.27.43.100,"As the German Shepherd feeds, Kerns looks up.",feeds,yes,,{},"As the German Shepherd feeds, Kerns looks up.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.38.891-00.27.43.100,"As the German Shepherd feeds, Kerns looks up.",feeds,yes,,{},"As the German Shepherd feeds, Kerns looks up.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.38.891-00.27.43.100,"As the German Shepherd feeds, Kerns looks up.",feeds,yes,,{},"As the German Shepherd feeds, Kerns looks up.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells billow on the dirt.",billow,yes,,{},"Guerrero through the haze, bullet shells billow on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells billow on the dirt.",billow,yes,,{},"Guerrero through the haze, bullet shells billow on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells billow on the dirt.",billow,yes,,{},"Guerrero through the haze, bullet shells billow on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells billow on the dirt.",billow,yes,,{},"Guerrero through the haze, bullet shells billow on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells billow on the dirt.",billow,yes,,{},"Guerrero through the haze, bullet shells billow on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.00.27.266-01.00.31.968,"Tess eyes him quizzically, her smile gradually loosen.",loosen,yes,,{},"Tess eyes him quizzically, her smile gradually loosen.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.00.27.266-01.00.31.968,"Tess eyes him quizzically, her smile gradually loosen.",loosen,yes,,{},"Tess eyes him quizzically, her smile gradually loosen.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.00.27.266-01.00.31.968,"Tess eyes him quizzically, her smile gradually loosen.",loosen,yes,,{},"Tess eyes him quizzically, her smile gradually loosen.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.00.27.266-01.00.31.968,"Tess eyes him quizzically, her smile gradually loosen.",loosen,yes,True,{},"Tess eyes him quizzically, her smile gradually loosen.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.00.27.266-01.00.31.968,"Tess eyes him quizzically, her smile gradually loosen.",loosen,yes,,{},"Tess eyes him quizzically, her smile gradually loosen.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett peeks the sunlight.",peeks,no,,{},"Shifting his gaze, Lockett peeks the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett peeks the sunlight.",peeks,yes,,{},"Shifting his gaze, Lockett peeks the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett peeks the sunlight.",peeks,yes,,{},"Shifting his gaze, Lockett peeks the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett peeks the sunlight.",peeks,no,,{},"Shifting his gaze, Lockett peeks the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett peeks the sunlight.",peeks,no,,{},"Shifting his gaze, Lockett peeks the sunlight.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett extends his hand, touches the gravestone, then strolls away.",extends,yes,,{},"Crouching, Lockett extends his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett extends his hand, touches the gravestone, then strolls away.",extends,yes,,{},"Crouching, Lockett extends his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett extends his hand, touches the gravestone, then strolls away.",extends,yes,,{},"Crouching, Lockett extends his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett extends his hand, touches the gravestone, then strolls away.",extends,yes,,{},"Crouching, Lockett extends his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett extends his hand, touches the gravestone, then strolls away.",extends,yes,,{},"Crouching, Lockett extends his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells splashing on the dirt.",splashing,yes,,{},"Guerrero through the haze, bullet shells splashing on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells splashing on the dirt.",splashing,no,,{},"Guerrero through the haze, bullet shells splashing on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells splashing on the dirt.",splashing,yes,,{},"Guerrero through the haze, bullet shells splashing on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells splashing on the dirt.",splashing,yes,,{},"Guerrero through the haze, bullet shells splashing on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells splashing on the dirt.",splashing,yes,,{},"Guerrero through the haze, bullet shells splashing on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.03.42.972-01.03.47.286,"In a house bursting a bay, a golden retriever gnaws on a chew toy in the living room.",bursting,yes,,{},"In a house bursting a bay, a golden retriever gnaws on a chew toy in the living room.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.03.42.972-01.03.47.286,"In a house bursting a bay, a golden retriever gnaws on a chew toy in the living room.",bursting,no,,{},"In a house bursting a bay, a golden retriever gnaws on a chew toy in the living room.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.03.42.972-01.03.47.286,"In a house bursting a bay, a golden retriever gnaws on a chew toy in the living room.",bursting,no,True,{},"In a house bursting a bay, a golden retriever gnaws on a chew toy in the living room.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.03.42.972-01.03.47.286,"In a house bursting a bay, a golden retriever gnaws on a chew toy in the living room.",bursting,yes,,{},"In a house bursting a bay, a golden retriever gnaws on a chew toy in the living room.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.03.42.972-01.03.47.286,"In a house bursting a bay, a golden retriever gnaws on a chew toy in the living room.",bursting,yes,True,{},"In a house bursting a bay, a golden retriever gnaws on a chew toy in the living room.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells floating on the dirt.",floating,no,,{},"Guerrero through the haze, bullet shells floating on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells floating on the dirt.",floating,yes,,{},"Guerrero through the haze, bullet shells floating on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells floating on the dirt.",floating,yes,,{},"Guerrero through the haze, bullet shells floating on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells floating on the dirt.",floating,yes,,{},"Guerrero through the haze, bullet shells floating on the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells floating on the dirt.",floating,yes,,{},"Guerrero through the haze, bullet shells floating on the dirt.",,
