Title,Description,Keywords,clip,sent,phrase
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.38.891-00.27.43.100,"As the German Shepherd feeds, Kerns looks up.",feeds
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells billow on the dirt.",billow
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.00.27.266-01.00.31.968,"Tess eyes him quizzically, her smile gradually loosen.",loosen
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett peeks the sunlight.",peeks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett extends his hand, touches the gravestone, then strolls away.",extends
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells splashing on the dirt.",splashing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.03.42.972-01.03.47.286,"In a house bursting a bay, a golden retriever gnaws on a chew toy in the living room.",bursting
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells floating on the dirt.",floating
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett clasps his hand, touches the gravestone, then strolls away.",clasps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.10.47.133-01.10.50.125,Charlie dumps some papers into it in a feeble start to type up.,type
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett folds his hand, touches the gravestone, then strolls away.",folds
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.18.24.804-01.18.28.755,"Sam puffs his baseball cap on, then wipes his nose on the back of his hand.",puffs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, inspects the gravestone, then strolls away.",inspects
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells rain down the dirt.",rain down
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.19.26.398-01.19.31.626,"Back in the forest, the setting sun brightens and Sam silhouetted form vanishes.",silhouetted
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells litter the dirt.",litter
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strides away.",strides
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.23.38.650-01.23.40.947,Charlie tries to unzip shirt beneath it.,unzip
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then limps away.",limps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.30.01.000-00.30.02.591,Stavrou winds him up.,winds
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.29.22.586-01.29.26.263,"Tess shakes her head, her lips curved.",curved
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then crawls away.",crawls
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.30.01.000-00.30.02.591,Stavrou screws him up.,screws
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3021_DEATH_AT_A_FUNERAL_00.54.07.643-00.54.11.652,"Now, Oscar opens the window railing the backyard and leans out.",railing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl talks to another, who grins.",talks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3021_DEATH_AT_A_FUNERAL_00.54.14.691-00.54.16.769,"Below, oblivious guests sip tables and mingle.",sip
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.30.17.500-00.30.24.050,They go through another door and circle down a narrow path.,circle
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl chats to another, who grins.",chats
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3021_DEATH_AT_A_FUNERAL_01.04.21.880-01.04.29.693,Jeff and Norman peek in to find him abandoned motionless next to a broken corner of the coffee table.,abandoned
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.31.28.442-00.31.30.379,Martinez accepts the Asian Marine.,accepts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.31.35.000-00.31.39.012,Martinez swallows then slumps aside.,slumps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3021_DEATH_AT_A_FUNERAL_01.14.02.000-01.14.05.069,In the parlor the brothers struggle unsuccessfully to hold the dwarf and crush the coffin at the same time.,crush
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl dances to another, who grins.",dances
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.04.823-00.32.16.363,Lenihan gallops past to rove the washing machines then lowers himself in a corner and uses his radio.,gallops
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3021_DEATH_AT_A_FUNERAL_01.27.29.350-01.27.32.231,They seize hands and embrace.,seize
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.04.823-00.32.16.363,Lenihan limps past to clean the washing machines then lowers himself in a corner and uses his radio.,clean
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl sings another, who grins.",sings
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3021_DEATH_AT_A_FUNERAL_01.27.38.760-01.27.41.120,Ryan mouths his lip excitedly as Ryan saunters to Martina's car.,mouths
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.04.823-00.32.16.363,Lenihan limps past to wash the washing machines then lowers himself in a corner and uses his radio.,wash
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_00.14.46.011-00.14.50.761,Hansel weakens the barrier by wag at it and then runs through.,wag
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.04.823-00.32.16.363,Lenihan limps past to collect the washing machines then lowers himself in a corner and uses his radio.,collect
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl greets another, who grins.",greets
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_00.30.11.757-00.30.17.165,Hansel is selling clothes at a local shop.,selling
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.04.823-00.32.16.363,Lenihan limps past to rove the washing machines then jams himself in a corner and uses his radio.,jams
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.04.823-00.32.16.363,Lenihan limps past to rove the washing machines then traps himself in a corner and uses his radio.,traps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_00.38.21.106-00.38.23.786,surveying the town and its ram inhabitants.,ram
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who listens.",listens
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_00.44.07.190-00.44.21.357,Jackson struggles to regain the shotgun as Muriel stalks him.,regain
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.04.823-00.32.16.363,Lenihan limps past to rove the washing machines then braces himself in a corner and uses his radio.,braces
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who responds.",responds
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_00.58.36.457-00.58.41.030,which Edward then names Gretel,names
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_01.06.37.380-01.06.50.196,His feet flex he dies.,flex
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who answers.",answers
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.36.500-00.32.41.241,"With his gun raised, Lenihan spills over a box of detergent which spills onto his head.",spills
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.25.774-00.10.28.218,The boyish Marine lights a beer.,lights
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.36.500-00.32.41.241,"With his gun raised, Lenihan plops over a box of detergent which spills onto his head.",plops
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_01.12.26.206-01.12.28.961,where a fire glows in the darkness concerning the place of the witches Sabbath.,concerning
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.25.774-00.10.28.218,The boyish Marine downs a beer.,downs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.25.774-00.10.28.218,The boyish Marine carries a beer.,carries
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.36.500-00.32.41.241,"With his gun raised, Lenihan hauls over a box of detergent which spills onto his head.",hauls
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_01.16.10.767-01.16.11.634,Some fail to get on their brooms.,fail
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.46.000-00.10.49.649,The boyish Marine creeps forward.,creeps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_01.25.20.317-01.25.28.171,"Hansel lowers her corpse and looks toward the house, his expression soften.",soften
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.46.000-00.10.49.649,The boyish Marine stumbles forward.,stumbles
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.54.101-00.32.58.949,"With his gun ready, drying a dryer, Lenihan relaxes.",drying
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3032_HOW_DO_YOU_KNOW_00.34.01.605-00.34.03.493,Her lips are contorting in a pensive frown.,lips are
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.46.000-00.10.49.649,The boyish Marine struggles forward.,struggles
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3032_HOW_DO_YOU_KNOW_00.38.32.478-00.38.38.012,As he takes a seat beside her.,beside
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.54.101-00.32.58.949,"With his gun ready, dialing a dryer, Lenihan relaxes.",dialing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.19.919-00.11.22.022,Her husband catches up.,catches
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.19.919-00.11.22.022,Her husband jumps up.,jumps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3032_HOW_DO_YOU_KNOW_00.38.32.478-00.38.38.012,As he takes a seat beneath her.,beneath
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.58.949-00.33.03.538,Firing wildly Lenihan attacks to the hole in the wall.,attacks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.19.919-00.11.22.022,Her husband gives up.,gives
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3032_HOW_DO_YOU_KNOW_01.44.53.572-01.44.54.971,Charles stifles his jaw from sharpen.,sharpen
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.25.000-00.11.30.579,"Later, Martinez applies a gold bar to each of his collar flaps.",applies
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.58.949-00.33.03.538,Firing wildly Lenihan lashes the hole in the wall.,lashes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3032_HOW_DO_YOU_KNOW_01.51.42.032-01.51.50.872,And Lisa surprised smile fades.,surprised
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.58.949-00.33.03.538,Firing wildly Lenihan blasts the hole in the wall.,blasts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.25.000-00.11.30.579,"Later, Martinez inserts a gold bar to each of his collar flaps.",inserts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.18.691-00.33.21.691,Nantz expects his men to stop.,expects
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3034_IDES_OF_MARCH_00.03.12.194-00.03.14.259,"Supporters wave homemade posters, including ""Gimme More Morris"" and ""Don't worry For <extra_id_0>man. "".",worry
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.25.000-00.11.30.579,"Later, Martinez connects a gold bar to each of his collar flaps.",connects
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.21.692-00.33.25.607,Harris gazes up at the building's roof then strikes a look with Imlay,strikes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3068_THE_BIG_YEAR_00.20.44.228-00.20.45.661,"He<The mustached birder> winces and buckles his seat belt, then reaches into the back.",buckles
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.39.000-00.33.44.729,"Staring down his gun's scope, Lenihan feebly sidesteps in front of some stairs which bear up to a pool patio.",bear
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3068_THE_BIG_YEAR_00.32.12.010-00.32.12.750,"Later, Bostick two competitors dining at a table in an elegant restaurant.",dining
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.41.056-00.11.48.531,"Stopping at the front door, Martinez elbows and kisses his wife's pregnant belly.",elbows
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.44.729-00.33.51.763,"Swinging around, Lenihan thrusts his gun at the sky but sees nothing.",thrusts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3068_THE_BIG_YEAR_01.14.48.712-01.14.53.954,The cashier takes his ticket and the gate's striped arm lifts preventing Bostick car to leave the lot.,preventing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.44.729-00.33.51.763,"Swinging around, Lenihan aims his gun at the sky but mimes nothing.",mimes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3068_THE_BIG_YEAR_01.23.44.782-01.23.51.573,Brad amused smile fades and Brad hurries over to his ailing father.,amused
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.52.959-00.33.55.591,"Behind him, an alien dips the pool.",dips
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.41.056-00.11.48.531,"Stopping at the front door, Martinez turns and glimpses his wife's pregnant belly.",glimpses
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3074_THE_ROOMMATE_00.56.21.122-00.56.22.959,Later in the oncoming car.,oncoming
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.51.000-00.11.54.664,"Now, Marines pack inside a truck following a Humvee across sandy terrain.",pack
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.55.591-00.33.56.736,Lenihan twists around.,twists
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3074_THE_ROOMMATE_01.09.10.706-01.09.15.709,Now the two young women head through a shop buying lots of black clothes and miniskirts.,buying
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.51.000-00.11.54.664,"Now, Marines rides inside a truck following a Humvee across sandy terrain.",rides
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.00.884-00.34.05.061,Lenihan sends it backwards into the pool.,sends
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.51.000-00.11.54.664,"Now, Marines paddle inside a truck following a Humvee across sandy terrain.",paddle
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_00.23.52.500-00.23.55.167,MORGAN and BO foot off down the sidewalk together.,foot
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.05.382-00.34.12.028,"Sitting up, Lenihan notices dust rising from his backpack.",dust
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.51.000-00.11.54.664,"Now, Marines load a truck following a Humvee across sandy terrain.",load
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_00.25.24.774-00.25.25.990,TRACY face bruises.,bruises
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.05.382-00.34.12.028,"Sitting up, Lenihan notices something rising from his backpack.",something
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_00.36.35.490-00.36.44.528,A pale gray light shapes the vast perfect circle of evenly flattened corn.,shapes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.51.000-00.11.54.664,"Now, Marines drag a truck following a Humvee across sandy terrain.",drag
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.05.382-00.34.12.028,"Sitting up, Lenihan notices flames rising from his backpack.",flames
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_00.48.51.252-00.48.55.907,"Later, GRAHAM wearing a blue dressing gown, pads out of the bathroom, wet his ear with a towel.",wet
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.05.382-00.34.12.028,"Sitting up, Lenihan notices smoke streaming from his backpack.",streaming
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_01.19.13.852-01.19.23.324,"GRAHAM grabs it as it starts to turn and holds it tight with both hands, nudging his head on the door.",nudging
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.51.000-00.11.54.664,"Now, Marines fly in a truck following a Humvee across sandy terrain.",fly in
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.05.382-00.34.12.028,"Sitting up, Lenihan notices smoke flowing from his backpack.",flowing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.01.000-00.12.06.169,Spotting the Humvee and two transport trucks Nantz slows.,slows
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_01.22.19.096-01.22.23.972,"MERRILL and GRAHAM stand and stare at him, confused.",confused
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.01.000-00.12.06.169,Spotting the Humvee and two transport trucks Nantz speeds over.,speeds over
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.05.382-00.34.12.028,"Sitting up, Lenihan notices smoke ring his backpack.",ring
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_01.22.19.096-01.22.23.972,"MERRILL and GRAHAM stand and stare at him, terrified.",terrified
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.01.000-00.12.06.169,Spotting the Humvee and two transport trucks Nantz hesitates.,hesitates
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.05.382-00.34.12.028,"Sitting up, Lenihan notices smoke trailing his backpack.",trailing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.06.169-00.12.08.750,Nantz stalks down the hill.,stalks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_01.25.12.486-01.25.18.478,MORGAN strains his grip on his father's jeans.,strains
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.06.169-00.12.08.750,Nantz paces down the hill.,paces
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.05.382-00.34.12.028,"Sitting up, Lenihan notices smoke ambling his backpack.",ambling
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_01.33.45.340-01.33.55.840,"MERRILL GRAHAM and BO stand rooted to the spot, horrified abject horror as the alien looks down at MORGAN and then up at GRAHAM",horrified
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_01.38.14.580-01.38.18.236,The alien's chest sinks and startles to rise.,startles
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.06.169-00.12.08.750,Nantz swims down the hill.,swims
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1026_Legion_00.37.30.990-00.37.34.109,"He<THE ICE CREAM MAN> wears a light shirt and dark floppy bow tie, with straight light trousers.",straight
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.06.169-00.12.08.750,Nantz descends the hill.,descends
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1051_Harry_Potter_and_the_goblet_of_fire_00.02.24.170-00.02.36.812,"Grasping the wooden banister, BRYCE starts to descent the un-carpeted stairs, his torch casting eerie shadows over the paneled walls.",descent
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They click on Nantz hand signal.,click
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They close on Nantz hand signal.,close
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1051_Harry_Potter_and_the_goblet_of_fire_00.09.01.692-00.09.07.264,A gigantic image of the handsome Bulgarian player is projected on to the overhead stands.,overhead
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They lock on Nantz hand signal.,lock
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1051_Harry_Potter_and_the_goblet_of_fire_00.16.08.027-00.16.11.299,A tall mast adorned a slender pennant emerges from the center of the lake.,adorned
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They hear Nantz hand signal.,hear
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They ignore Nantz hand signal.,ignore
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They receive Nantz hand signal.,receive
