Title,Description,Keywords,obs1,obs2,generatedHyp,model,Answer.grammatical,Answer.understandable,Answer.o1_h_coherence,Answer.h_o2_coherence,Answer.overall_coherence,Answer.overall_informativeness,Answer.not-understandable-reason
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Julie always wanted a kitten.,She saw a kitten alone in a corner and knew this was the one for her.,She had always wanted a kitten.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-1,1,1,-2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Julie always wanted a kitten.,She saw a kitten alone in a corner and knew this was the one for her.,She had always wanted a kitten.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,-1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Julie always wanted a kitten.,She saw a kitten alone in a corner and knew this was the one for her.,She had always wanted a kitten.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-1,2,1,-1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ginny was playing ball in the house.,Ginny's mom grounded her.,She was playing with her friends.,delorean_x_only,2,2,2,-2,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ginny was playing ball in the house.,Ginny's mom grounded her.,She was playing with her friends.,delorean_x_only,2,2,1,-2,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ginny was playing ball in the house.,Ginny's mom grounded her.,She was playing with her friends.,delorean_x_only,2,2,2,-1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I had a group project to turn in.," In addition, she led us to getting a good grade.",I had to write a paper on a subject I knew nothing about.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-2,-2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I had a group project to turn in.," In addition, she led us to getting a good grade.",I had to write a paper on a subject I knew nothing about.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-2,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I had a group project to turn in.," In addition, she led us to getting a good grade.",I had to write a paper on a subject I knew nothing about.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Sam thought he was the strongest one in the gym.,He lifted more than Sam with one hand and took his money.,He was wrong.,delorean_x_only,2,2,2,1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Sam thought he was the strongest one in the gym.,He lifted more than Sam with one hand and took his money.,He was wrong.,delorean_x_only,2,2,2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Sam thought he was the strongest one in the gym.,He lifted more than Sam with one hand and took his money.,He was wrong.,delorean_x_only,2,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joe lived a lonely life.," Joe ordered some new cable channels, but was still unhappy.",He was a lonely man.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joe lived a lonely life.," Joe ordered some new cable channels, but was still unhappy.",He was a lonely man.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,-1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joe lived a lonely life.," Joe ordered some new cable channels, but was still unhappy.",He was a lonely man.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Johnny wanted to gain some confidence.,Johnny was fulfilled and happy with his hard earned confidence.,He wanted to be more confident in his abilities and to be able to play more.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-2,-2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Johnny wanted to gain some confidence.,Johnny was fulfilled and happy with his hard earned confidence.,He wanted to be more confident in his abilities and to be able to play more.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,2,1,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Johnny wanted to gain some confidence.,Johnny was fulfilled and happy with his hard earned confidence.,He wanted to be more confident in his abilities and to be able to play more.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Gina woke up early in the morning.,The hot air warmed the entire house.,"She was tired, and she was hungry.",delorean_x_only,2,2,2,-1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Gina woke up early in the morning.,The hot air warmed the entire house.,"She was tired, and she was hungry.",delorean_x_only,2,2,1,1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Gina woke up early in the morning.,The hot air warmed the entire house.,"She was tired, and she was hungry.",delorean_x_only,2,2,1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joshua was an absolute neat-freak.," Joshua was so enraged, he threw a bar of soap at his friend.","He was the kind of kid who had a lot of friends, and he was always happy.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,2,1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joshua was an absolute neat-freak.," Joshua was so enraged, he threw a bar of soap at his friend.","He was the kind of kid who had a lot of friends, and he was always happy.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joshua was an absolute neat-freak.," Joshua was so enraged, he threw a bar of soap at his friend.","He was the kind of kid who had a lot of friends, and he was always happy.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jim was not confident in his home repair skills.,Jim was so excited to learn a new skill.,He was not confident in his car skill.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,-1,-2,-1,-2,,not entirely sure what car skill is
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jim was not confident in his home repair skills.,Jim was so excited to learn a new skill.,He was not confident in his car skill.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,1,1,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jim was not confident in his home repair skills.,Jim was so excited to learn a new skill.,He was not confident in his car skill.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,1,1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Tim wanted to learn astronomy.,Tim worked hard in school to become one.,He wanted to be a scientist.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Tim wanted to learn astronomy.,Tim worked hard in school to become one.,He wanted to be a scientist.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,1,2,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Tim wanted to learn astronomy.,Tim worked hard in school to become one.,He wanted to be a scientist.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Judy was sad because she scored poorly on a her vision test.,Judy was glad she got glasses.,She was also sad because she was going to have to move to the hospital for a checkup.,delorean_x_only,1,1,-2,-2,-2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Judy was sad because she scored poorly on a her vision test.,Judy was glad she got glasses.,She was also sad because she was going to have to move to the hospital for a checkup.,delorean_x_only,2,2,-2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Judy was sad because she scored poorly on a her vision test.,Judy was glad she got glasses.,She was also sad because she was going to have to move to the hospital for a checkup.,delorean_x_only,2,2,2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Paul and Jessica had been married for 15 Year's.,Paul and Jessica finally went their separate ways.,"They had two beautiful home, a beautiful daughter, and a beautiful home life.",delorean_x_only,2,2,2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Paul and Jessica had been married for 15 Year's.,Paul and Jessica finally went their separate ways.,"They had two beautiful home, a beautiful daughter, and a beautiful home life.",delorean_x_only,-1,1,2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Paul and Jessica had been married for 15 Year's.,Paul and Jessica finally went their separate ways.,"They had two beautiful home, a beautiful daughter, and a beautiful home life.",delorean_x_only,-2,-2,-2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jester started out with a square piece of paper.," Jester ended up with a paper swan, which he gave to his sister.","He drew a circle on it, and then he drew a square on top of it.",delorean_x_only,2,2,2,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jester started out with a square piece of paper.," Jester ended up with a paper swan, which he gave to his sister.","He drew a circle on it, and then he drew a square on top of it.",delorean_x_only,2,2,1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jester started out with a square piece of paper.," Jester ended up with a paper swan, which he gave to his sister.","He drew a circle on it, and then he drew a square on top of it.",delorean_x_only,1,2,2,1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Hannah sent her kids to go to the shoreline.," As a result, they had to get out of the water and put on sunscreen.","She 'I was like, 'I'm going to go to the beach,'' she said.",delorean_x_only,2,2,1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Hannah sent her kids to go to the shoreline.," As a result, they had to get out of the water and put on sunscreen.","She 'I was like, 'I'm going to go to the beach,'' she said.",delorean_x_only,-1,1,1,-1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Hannah sent her kids to go to the shoreline.," As a result, they had to get out of the water and put on sunscreen.","She 'I was like, 'I'm going to go to the beach,'' she said.",delorean_x_only,-2,1,1,-2,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",My aunt took a family portrait of everyone at the party.,I didn't bother to ask for a copy and ended up walking away.,"She took a picture of me, my sister, my mom, my dad, my brother, my sister's boyfriend, my sister's boyfriend's boyfriend",delorean_x_only,-2,-1,-1,-1,-1,,it repeats
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",My aunt took a family portrait of everyone at the party.,I didn't bother to ask for a copy and ended up walking away.,"She took a picture of me, my sister, my mom, my dad, my brother, my sister's boyfriend, my sister's boyfriend's boyfriend",delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",My aunt took a family portrait of everyone at the party.,I didn't bother to ask for a copy and ended up walking away.,"She took a picture of me, my sister, my mom, my dad, my brother, my sister's boyfriend, my sister's boyfriend's boyfriend",delorean_x_only,-1,1,2,2,2,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I had a group project to turn in.," In addition, she led us to getting a good grade.",I had to do a lot of research and I had to do it in a way that I could get it project done.,delorean_x_only,-1,1,2,-1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I had a group project to turn in.," In addition, she led us to getting a good grade.",I had to do a lot of research and I had to do it in a way that I could get it project done.,delorean_x_only,1,1,1,-2,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I had a group project to turn in.," In addition, she led us to getting a good grade.",I had to do a lot of research and I had to do it in a way that I could get it project done.,delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Yesterday I got the Star Wars game from the iTunes Store.,It was absolutely amazing.,I was really out first to play it and I was really impressed.,delorean_x_only,-1,1,1,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Yesterday I got the Star Wars game from the iTunes Store.,It was absolutely amazing.,I was really out first to play it and I was really impressed.,delorean_x_only,2,2,2,2,2,-1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Yesterday I got the Star Wars game from the iTunes Store.,It was absolutely amazing.,I was really out first to play it and I was really impressed.,delorean_x_only,-1,1,1,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joe was an aspiring rap artist.,Joe eventually became a local celebrity for his music.,"He was a good kid music-wise, but he was a bad person.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,1,1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joe was an aspiring rap artist.,Joe eventually became a local celebrity for his music.,"He was a good kid music-wise, but he was a bad person.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joe was an aspiring rap artist.,Joe eventually became a local celebrity for his music.,"He was a good kid music-wise, but he was a bad person.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,2,2,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Amy had heart palpitations after a lot of caffeine.,By the time she arrived her heart felt much better.,Amy had a headache and a pounding in her head.,delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Amy had heart palpitations after a lot of caffeine.,By the time she arrived her heart felt much better.,Amy had a headache and a pounding in her head.,delorean_x_only,2,2,2,-1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Amy had heart palpitations after a lot of caffeine.,By the time she arrived her heart felt much better.,Amy had a headache and a pounding in her head.,delorean_x_only,2,2,2,1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense","One morning, Jim was admiring his crush, Michaela."," Later, Jim picked Michaela up for their date.",He was in a good mood because he date her for a long time.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-2,1,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense","One morning, Jim was admiring his crush, Michaela."," Later, Jim picked Michaela up for their date.",He was in a good mood because he date her for a long time.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,1,-1,1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense","One morning, Jim was admiring his crush, Michaela."," Later, Jim picked Michaela up for their date.",He was in a good mood because he date her for a long time.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,2,-1,2,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I was talking to my co-worker about a problem in our workplace.,She ended up calling my boss and I was written up the next day.,"I was trying to explain to her that I was having a hard time with the problem, and she asked me if I had ever been a problem like",delorean_x_only,-2,1,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I was talking to my co-worker about a problem in our workplace.,She ended up calling my boss and I was written up the next day.,"I was trying to explain to her that I was having a hard time with the problem, and she asked me if I had ever been a problem like",delorean_x_only,-1,-1,1,-1,1,1,incomplete sentence
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I was talking to my co-worker about a problem in our workplace.,She ended up calling my boss and I was written up the next day.,"I was trying to explain to her that I was having a hard time with the problem, and she asked me if I had ever been a problem like",delorean_x_only,-1,1,1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ryan never wanted to go to summer camp but his parents made him.,Ryan couldn't wait to go next year to see his buddies.,Ryan never wanted to go to summer camp but his parents made him.,delorean_x_only,2,2,-2,-1,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ryan never wanted to go to summer camp but his parents made him.,Ryan couldn't wait to go next year to see his buddies.,Ryan never wanted to go to summer camp but his parents made him.,delorean_x_only,1,2,-2,1,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ryan never wanted to go to summer camp but his parents made him.,Ryan couldn't wait to go next year to see his buddies.,Ryan never wanted to go to summer camp but his parents made him.,delorean_x_only,2,2,-2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Cory went down a very steep hill on a longboard.,He was picked up by a car and taken to the hospital.,He was riding a very steep hill and he was going down it at a very fast speed.,delorean_x_only,2,2,2,-2,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Cory went down a very steep hill on a longboard.,He was picked up by a car and taken to the hospital.,He was riding a very steep hill and he was going down it at a very fast speed.,delorean_x_only,2,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Cory went down a very steep hill on a longboard.,He was picked up by a car and taken to the hospital.,He was riding a very steep hill and he was going down it at a very fast speed.,delorean_x_only,-1,1,2,1,1,-1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I ordered peonies for my girlfriend for Valentines day.,They sent a new batch out the next day that were so great.,I ordered them and they were great.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I ordered peonies for my girlfriend for Valentines day.,They sent a new batch out the next day that were so great.,I ordered them and they were great.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,1,1,-1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I ordered peonies for my girlfriend for Valentines day.,They sent a new batch out the next day that were so great.,I ordered them and they were great.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,1,-1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I was in line at the cinema.,The boy proved her wrong by wetting himself.,I was in the middle of the queue and I was just about to get my ticket when I heard a woman behind me.,delorean_x_only,2,2,2,-2,-2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I was in line at the cinema.,The boy proved her wrong by wetting himself.,I was in the middle of the queue and I was just about to get my ticket when I heard a woman behind me.,delorean_x_only,2,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I was in line at the cinema.,The boy proved her wrong by wetting himself.,I was in the middle of the queue and I was just about to get my ticket when I heard a woman behind me.,delorean_x_only,2,2,2,-2,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Cara had a crush on a boy in her English class named Ray.,Soon they began dating - and they got a great grade on their project!,"She was in love with him, but he had no interest in her.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Cara had a crush on a boy in her English class named Ray.,Soon they began dating - and they got a great grade on their project!,"She was in love with him, but he had no interest in her.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Cara had a crush on a boy in her English class named Ray.,Soon they began dating - and they got a great grade on their project!,"She was in love with him, but he had no interest in her.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Cory went down a very steep hill on a longboard.,He was picked up by a car and taken to the hospital.,"He was riding a longboard with a long wheelbase, and he was wearing a helmet.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Cory went down a very steep hill on a longboard.,He was picked up by a car and taken to the hospital.,"He was riding a longboard with a long wheelbase, and he was wearing a helmet.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Cory went down a very steep hill on a longboard.,He was picked up by a car and taken to the hospital.,"He was riding a longboard with a long wheelbase, and he was wearing a helmet.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-2,-2,-2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ritz was born in a large litter of 12 other puppies.,Ritz was orphaned and had to be sent to a shelter.,He was the only one to survive.,delorean_x_only,2,1,1,1,2,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ritz was born in a large litter of 12 other puppies.,Ritz was orphaned and had to be sent to a shelter.,He was the only one to survive.,delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ritz was born in a large litter of 12 other puppies.,Ritz was orphaned and had to be sent to a shelter.,He was the only one to survive.,delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I worked at an elementary school in Hawaii.,The kids were all excited and proud of the fruits of their labor!,I was the teacher's aide.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I worked at an elementary school in Hawaii.,The kids were all excited and proud of the fruits of their labor!,I was the teacher's aide.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I worked at an elementary school in Hawaii.,The kids were all excited and proud of the fruits of their labor!,I was the teacher's aide.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joe lived a lonely life.," Joe ordered some new cable channels, but was still unhappy.","He was a man of few friends, and he was lonely.",delorean_x_only,1,2,2,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joe lived a lonely life.," Joe ordered some new cable channels, but was still unhappy.","He was a man of few friends, and he was lonely.",delorean_x_only,1,1,2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joe lived a lonely life.," Joe ordered some new cable channels, but was still unhappy.","He was a man of few friends, and he was lonely.",delorean_x_only,2,2,2,1,1,-1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Sara wanted to make dinner for some guests.,She had to order pizza for her friends instead.,"She had a few ingredients in the pantry, but she didn't have a recipe.",delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Sara wanted to make dinner for some guests.,She had to order pizza for her friends instead.,"She had a few ingredients in the pantry, but she didn't have a recipe.",delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Sara wanted to make dinner for some guests.,She had to order pizza for her friends instead.,"She had a few ingredients in the pantry, but she didn't have a recipe.",delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Mischa was out for dinner with friends.,It was all free so it tasted that much better.,He was on his way home much better free than he had been the day before.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,1,1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Mischa was out for dinner with friends.,It was all free so it tasted that much better.,He was on his way home much better free than he had been the day before.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,-2,-2,-2,-2,,incomplete
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Mischa was out for dinner with friends.,It was all free so it tasted that much better.,He was on his way home much better free than he had been the day before.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,-1,-1,-2,-2,,much better free is nonsense
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joe was an aspiring rap artist.,Joe eventually became a local celebrity for his music.,"He was a good rapper, but he was also a good person.",delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joe was an aspiring rap artist.,Joe eventually became a local celebrity for his music.,"He was a good rapper, but he was also a good person.",delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Joe was an aspiring rap artist.,Joe eventually became a local celebrity for his music.,"He was a good rapper, but he was also a good person.",delorean_x_only,2,2,2,1,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jeremy was working on his car.,This time she was able to get the right part.,right now he was working on his car.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,2,2,-2,-2,2,{}
