Title,Description,Keywords,context
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",dry / dish / place / rack / wash
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",front / building / pause / table / examine
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",tractor / road / talk / side / drive
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hold / ear / talk / phone / toddler
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hair / wear / shirt / mirror / fix
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sidewalk / coat / wear / sell / good
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",put / fountain / short / face / spray
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",stand / direction / boat / head / water
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",background / talk / stick / put / fire
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",take / hold / doughnut / bite / talk
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",leg / sit / cross / foot / massage
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",shirt / sit / side / road / trailer
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",shirt / clean / pool / hat / wear
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",wear / costume / walk / lady / mall
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",floor / page / pencil / sit / point
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",way / oyster / demonstrate / explain / shuck
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",player / score / ball / shirt / wear
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",computer / sit / answer / front / question
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",bed / nurse / knee / lie / shave
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",uniform / wear / baseball / pitcher / throw
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",ledge / wear / balance / hat / skateboard
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",fabric / war / puppy / strip / tug
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",skier / hit / jump / hill / land
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",stretch / wipe / floor / nose / sneeze
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",walk / wall / graffiti / car / couple
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",bucket / swish / mouth / spit / wine
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",kid / flag / sit / hang / tree
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",jean / jacket / shoe / bike / ride
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sprinkle / powder / cake / sugar / top
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",wear / gather / uniform / hat / flag
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",goer / look / leave / heart / writer
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",machine / pipe / put / piece / stand
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",begin / climb / top / rope / come
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",walk / mannequin / window / dress / stroller
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",foot / pick / marble / place / cup
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",bus / wear / medal / front / suit
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sack / graffiti / wall / front / carry
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",catch / pant / hold / throw / pair
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hold / kick / upright / field / football
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sidewalk / walk / top / female / wear
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sell / male / money / street / food
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",whisper / gum / chew / nose / scratch
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",tub / give / bath / bubble / newborn
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",utter / sit / stool / cow / milk
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",drink / pour / add / glass / straw
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hand / ask / praise / shake / dog
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",reach / competition / turn / swimmer / end
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",smile / wear / robot / hug / sunglass
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",orange / give / instruction / way / peel
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",walk / cigarette / flower / street / sell
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",background / swimsuit / run / beach / wave
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",table / sit / take / hamburger / bite
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",use / sweatshirt / hood / laptop / wear
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",look / headphone / sit / screen / wear
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",individual / match / wear / mask / fence
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",bike / music / ride / background / snow
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",competition / player / backhand / reach / shuttlecock
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",rock / ocean / couple / look / sit
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",begin / leg / move / fan / hand
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",rock / hat / pile / knit / sit
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",mountain / jump / kid / city / side
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",lady / dentist / look / mask / wear
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",trick / skateboarder / take / picture / friend
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",fix / light / shirt / roof / top
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",improvise / tool / work / barrel / transport
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sit / toy / push / ride / toddler
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",bag / cup / eat / sit / step
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",begin / claws / squirm / cut / cat
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",work / cable / oversee / coil / worker
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",dance / song / dish / sink / wash
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hold / dress / clothe / drink / pose
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",board / balance / ride / fall / lose
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hold / front / walk / crowd / tightrope
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",nose / pack / tissue / open / wipe
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",attempt / worker / brick / street / stand
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",trophy / song / hold / sing / team
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",jacket / pant / golfer / wear / club
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",mirror / gear / picture / hold / take
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",wish / sit / blow / table / candle
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",wave / wall / exercise / rope / tie
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sidewalk / bell / ride / ring / bike
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hang / squeeze / shut / head / eye
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",pass / field / player / ball / train
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",trick / water / surfboard / body / sail
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",stand / gun / helmet / sunglass / wear
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hold / compose / class / scarf / teach
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",follow / ball / snow / horse / run
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",angle / photograph / sit / look / sidewalk
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sit / pen / table / laptop / notebook
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",room / watch / couple / dance / music
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",head / stand / river / dog / turn
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",air / ride / hand / bull / hold
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",red / snow / hill / ride / sle
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",begin / wrestle / hand / match / shake
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",dragster / leave / take / smoke / trail
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",corner / headphone / wear / drum / room
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",chalk / sit / sidewalk / picture / draw
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",bouquet / couple / kiss / share / hold
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",turn / flip / rail / pass / skate
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",wash / house / roof / stand / power
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",wheel / use / spin / sharpen / knife
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",word / look / street / front / paint
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",device / curl / dryer / hair / attach
