Title,Description,Keywords,e1_0,e2_0,relation_0,score_0,gold_triple_idx_0,readable_relation_0,e1_1,e2_1,relation_1,score_1,gold_triple_idx_1,readable_relation_1,e1_2,e2_2,relation_2,score_2,gold_triple_idx_2,readable_relation_2,e1_3,e2_3,relation_3,score_3,gold_triple_idx_3,readable_relation_3,e1_4,e2_4,relation_4,score_4,gold_triple_idx_4,readable_relation_4,e1_5,e2_5,relation_5,score_5,gold_triple_idx_5,readable_relation_5,e1_6,e2_6,relation_6,score_6,gold_triple_idx_6,readable_relation_6,e1_7,e2_7,relation_7,score_7,gold_triple_idx_7,readable_relation_7,e1_8,e2_8,relation_8,score_8,gold_triple_idx_8,readable_relation_8,e1_9,e2_9,relation_9,score_9,gold_triple_idx_9,readable_relation_9
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX changes PersonY's hair color,to practice,xNeed,0.37742722,173,"before the event, PersonX might need to",PersonX changes PersonY's hair color,to approach PersonY,xNeed,0.35894534,173,"before the event, PersonX might need to",PersonX changes PersonY's hair color,to know PersonY,xNeed,0.35352886,173,"before the event, PersonX might need to",PersonX changes PersonY's hair color,shoes,xNeed,0.32535502,173,"before the event, PersonX might need to",PersonX changes PersonY's hair color,practice,xNeed,0.32247657,173,"before the event, PersonX might need to",PersonX changes PersonY's hair color,their makeup,xNeed,0.30823636,173,"before the event, PersonX might need to",PersonX changes PersonY's hair color,i breath deeply in relief,xNeed,0.30110672,173,"before the event, PersonX might need to",PersonX changes PersonY's hair color,each other,xNeed,0.27618068,173,"before the event, PersonX might need to",PersonX changes PersonY's hair color,get dressed,xNeed,0.2591101,173,"before the event, PersonX might need to",PersonX changes PersonY's hair color,wear shoes,xNeed,0.25561067,173,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX keeps a low profile,lonely,xReact,0.35971007,407,reaction of PersonX,PersonX keeps a low profile,calm,xReact,0.35510787,407,reaction of PersonX,PersonX keeps a low profile,underdog,xReact,0.32652837,407,reaction of PersonX,PersonX keeps a low profile,alone,xReact,0.31386128,407,reaction of PersonX,PersonX keeps a low profile,relaxed,xReact,0.30263457,407,reaction of PersonX,PersonX keeps a low profile,b,xReact,0.30227184,407,reaction of PersonX,PersonX keeps a low profile,bored,xReact,0.30153322,407,reaction of PersonX,PersonX keeps a low profile,cautious,xReact,0.29454124,407,reaction of PersonX,PersonX keeps a low profile,thin skinned,xReact,0.288163,407,reaction of PersonX,PersonX keeps a low profile,quiet,xReact,0.27877167,407,reaction of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX sees PersonY's face again,none,xIntent,0.3853247,408,intent of PersonX,PersonX sees PersonY's face again,i breath deeply in relief,xIntent,0.3214316,408,intent of PersonX,PersonX sees PersonY's face again,their watch back,xIntent,0.274474,408,intent of PersonX,PersonX sees PersonY's face again,each other,xIntent,0.26884654,408,intent of PersonX,PersonX sees PersonY's face again,her again,xIntent,0.26497632,408,intent of PersonX,PersonX sees PersonY's face again,the crowd,xIntent,0.2388795,408,intent of PersonX,PersonX sees PersonY's face again,b,xIntent,0.23111227,408,intent of PersonX,PersonX sees PersonY's face again,their helmet back,xIntent,0.22791786,408,intent of PersonX,PersonX sees PersonY's face again,them out of the apartment,xIntent,0.22593191,408,intent of PersonX,PersonX sees PersonY's face again,anything they want,xIntent,0.22394146,408,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX enjoys the beach,tired,xReact,0.5955449,174,reaction of PersonX,PersonX enjoys the beach,content,xReact,0.48894185,174,reaction of PersonX,PersonX enjoys the beach,satisfied,xReact,0.46991116,174,reaction of PersonX,PersonX enjoys the beach,energized,xReact,0.44972873,174,reaction of PersonX,PersonX enjoys the beach,refreshed,xReact,0.40369081,174,reaction of PersonX,PersonX enjoys the beach,excited,xReact,0.3551815,174,reaction of PersonX,PersonX enjoys the beach,accomplished,xReact,0.34462023,174,reaction of PersonX,PersonX enjoys the beach,energetic,xReact,0.2616476,174,reaction of PersonX,PersonX enjoys the beach,thrilled happy,xReact,0.25047168,174,reaction of PersonX,PersonX enjoys the beach,exhausted,xReact,0.24026592,174,reaction of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX buys PersonX's supplies,none,oEffect,0.9214682,410,effect on others besides PersonX,PersonX buys PersonX's supplies,no effect,oEffect,0.2834968,410,effect on others besides PersonX,PersonX buys PersonX's supplies,gets a receipt,oEffect,0.26058134,410,effect on others besides PersonX,PersonX buys PersonX's supplies,loses money,oEffect,0.25141174,410,effect on others besides PersonX,PersonX buys PersonX's supplies,i breath deeply in relief,oEffect,0.2509493,410,effect on others besides PersonX,PersonX buys PersonX's supplies,x has to update y on the changes in the system,oEffect,0.22101422,410,effect on others besides PersonX,PersonX buys PersonX's supplies,PersonX smiles,oEffect,0.19980627,410,effect on others besides PersonX,PersonX buys PersonX's supplies,PersonY thanks PersonX,oEffect,0.1823084,410,effect on others besides PersonX,PersonX buys PersonX's supplies,gains knowledge,oEffect,0.18124664,410,effect on others besides PersonX,PersonX buys PersonX's supplies,every moment,oEffect,0.18050165,410,effect on others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX collects PersonY thoughts,to talk to PersonY,xWant,0.40233502,175,PersonX might now want to,PersonX collects PersonY thoughts,i breath deeply in relief,xWant,0.28743398,175,PersonX might now want to,PersonX collects PersonY thoughts,receive feedback,xWant,0.25247237,175,PersonX might now want to,PersonX collects PersonY thoughts,to help PersonY,xWant,0.25175402,175,PersonX might now want to,PersonX collects PersonY thoughts,to relax,xWant,0.23256984,175,PersonX might now want to,PersonX collects PersonY thoughts,each other,xWant,0.22165069,175,PersonX might now want to,PersonX collects PersonY thoughts,relax,xWant,0.22084995,175,PersonX might now want to,PersonX collects PersonY thoughts,b,xWant,0.21104485,175,PersonX might now want to,PersonX collects PersonY thoughts,talk to PersonY,xWant,0.20280787,175,PersonX might now want to,PersonX collects PersonY thoughts,her again,xWant,0.19990355,175,PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX spoils somebody rotten,happy,xReact,0.64631313,412,reaction of PersonX,PersonX spoils somebody rotten,generous,xReact,0.6185351,412,reaction of PersonX,PersonX spoils somebody rotten,satisfied,xReact,0.48273346,412,reaction of PersonX,PersonX spoils somebody rotten,helpful,xReact,0.4713393,412,reaction of PersonX,PersonX spoils somebody rotten,loving,xReact,0.43364954,412,reaction of PersonX,PersonX spoils somebody rotten,kind,xReact,0.39666536,412,reaction of PersonX,PersonX spoils somebody rotten,caring,xReact,0.37247917,412,reaction of PersonX,PersonX spoils somebody rotten,giving,xReact,0.37054437,412,reaction of PersonX,PersonX spoils somebody rotten,nice,xReact,0.3560058,412,reaction of PersonX,PersonX spoils somebody rotten,accomplished,xReact,0.35273534,412,reaction of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX sees PersonX's sister,happy,oReact,0.7135943,176,reaction of others besides PersonX,PersonX sees PersonX's sister,loved,oReact,0.44377577,176,reaction of others besides PersonX,PersonX sees PersonX's sister,friendly,oReact,0.38442874,176,reaction of others besides PersonX,PersonX sees PersonX's sister,content,oReact,0.37391308,176,reaction of others besides PersonX,PersonX sees PersonX's sister,satisfied,oReact,0.35365093,176,reaction of others besides PersonX,PersonX sees PersonX's sister,good,oReact,0.33651644,176,reaction of others besides PersonX,PersonX sees PersonX's sister,wanted,oReact,0.32057828,176,reaction of others besides PersonX,PersonX sees PersonX's sister,helpful,oReact,0.3015512,176,reaction of others besides PersonX,PersonX sees PersonX's sister,relieved,oReact,0.29394045,176,reaction of others besides PersonX,PersonX sees PersonX's sister,thankful,oReact,0.29208368,176,reaction of others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX grabs PersonY's phone,powerful,xReact,0.6495416,415,reaction of PersonX,PersonX grabs PersonY's phone,sneaky,xReact,0.5831923,415,reaction of PersonX,PersonX grabs PersonY's phone,authoritative,xReact,0.5530624,415,reaction of PersonX,PersonX grabs PersonY's phone,helpful,xReact,0.4998869,415,reaction of PersonX,PersonX grabs PersonY's phone,bossy,xReact,0.49639583,415,reaction of PersonX,PersonX grabs PersonY's phone,in control,xReact,0.48888025,415,reaction of PersonX,PersonX grabs PersonY's phone,protective,xReact,0.4870139,415,reaction of PersonX,PersonX grabs PersonY's phone,stressed,xReact,0.48113826,415,reaction of PersonX,PersonX grabs PersonY's phone,rushed,xReact,0.47998935,415,reaction of PersonX,PersonX grabs PersonY's phone,guilty,xReact,0.460632,415,reaction of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX shops at the grocery store,gets a receipt,xEffect,0.8260691,177,effect on PersonX,PersonX shops at the grocery store,has less money,xEffect,0.70026755,177,effect on PersonX,PersonX shops at the grocery store,PersonX smiles,xEffect,0.6239264,177,effect on PersonX,PersonX shops at the grocery store,gets change,xEffect,0.5227307,177,effect on PersonX,PersonX shops at the grocery store,loses money,xEffect,0.49218613,177,effect on PersonX,PersonX shops at the grocery store,gets tired,xEffect,0.47977814,177,effect on PersonX,PersonX shops at the grocery store,eats,xEffect,0.46536392,177,effect on PersonX,PersonX shops at the grocery store,earns money,xEffect,0.42020097,177,effect on PersonX,PersonX shops at the grocery store,PersonX is thanked,xEffect,0.3979152,177,effect on PersonX,PersonX shops at the grocery store,PersonX receives a receipt,xEffect,0.3968846,177,effect on PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX wins first place in the competition,to celebrate,xIntent,0.74767363,421,intent of PersonX,PersonX wins first place in the competition,to compete,xIntent,0.6552835,421,intent of PersonX,PersonX wins first place in the competition,to practice,xIntent,0.56990653,421,intent of PersonX,PersonX wins first place in the competition,practice,xIntent,0.5058162,421,intent of PersonX,PersonX wins first place in the competition,to be the best,xIntent,0.47938398,421,intent of PersonX,PersonX wins first place in the competition,to succeed,xIntent,0.3260875,421,intent of PersonX,PersonX wins first place in the competition,their makeup,xIntent,0.32207984,421,intent of PersonX,PersonX wins first place in the competition,celebrate,xIntent,0.3102616,421,intent of PersonX,PersonX wins first place in the competition,i breath deeply in relief,xIntent,0.2993905,421,intent of PersonX,PersonX wins first place in the competition,to exercise,xIntent,0.28926995,421,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX takes to PersonX's bed,to rest,xIntent,0.48944017,423,intent of PersonX,PersonX takes to PersonX's bed,each other,xIntent,0.4461989,423,intent of PersonX,PersonX takes to PersonX's bed,their makeup,xIntent,0.3463795,423,intent of PersonX,PersonX takes to PersonX's bed,their dress,xIntent,0.3277367,423,intent of PersonX,PersonX takes to PersonX's bed,to exercise,xIntent,0.30092135,423,intent of PersonX,PersonX takes to PersonX's bed,the crowd,xIntent,0.28706864,423,intent of PersonX,PersonX takes to PersonX's bed,her again,xIntent,0.2839903,423,intent of PersonX,PersonX takes to PersonX's bed,to sleep,xIntent,0.28356472,423,intent of PersonX,PersonX takes to PersonX's bed,fingers,xIntent,0.277284,423,intent of PersonX,PersonX takes to PersonX's bed,b,xIntent,0.27376437,423,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX arrives home,to relax,xWant,0.83526,178,PersonX might now want to,PersonX arrives home,to rest,xWant,0.7816989,178,PersonX might now want to,PersonX arrives home,to sleep,xWant,0.6249574,178,PersonX might now want to,PersonX arrives home,go home,xWant,0.59390444,178,PersonX might now want to,PersonX arrives home,rest,xWant,0.5870263,178,PersonX might now want to,PersonX arrives home,to drive home,xWant,0.5779777,178,PersonX might now want to,PersonX arrives home,relax,xWant,0.5606455,178,PersonX might now want to,PersonX arrives home,go to bed,xWant,0.5476579,178,PersonX might now want to,PersonX arrives home,to watch tv,xWant,0.49482542,178,PersonX might now want to,PersonX arrives home,to get up,xWant,0.41664156,178,PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX stops calling PersonY,each other,xIntent,0.4480078,424,intent of PersonX,PersonX stops calling PersonY,their helmet back,xIntent,0.3665805,424,intent of PersonX,PersonX stops calling PersonY,their virginity,xIntent,0.3602181,424,intent of PersonX,PersonX stops calling PersonY,their watch back,xIntent,0.35425404,424,intent of PersonX,PersonX stops calling PersonY,i breath deeply in relief,xIntent,0.34900048,424,intent of PersonX,PersonX stops calling PersonY,their life back,xIntent,0.34279892,424,intent of PersonX,PersonX stops calling PersonY,something on their face,xIntent,0.33910957,424,intent of PersonX,PersonX stops calling PersonY,their things back,xIntent,0.31816593,424,intent of PersonX,PersonX stops calling PersonY,their dress,xIntent,0.3157147,424,intent of PersonX,PersonX stops calling PersonY,the crowd,xIntent,0.31433073,424,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX sells things on ebay,gets a receipt,xEffect,0.8324543,179,effect on PersonX,PersonX sells things on ebay,has less money,xEffect,0.7589429,179,effect on PersonX,PersonX sells things on ebay,loses money,xEffect,0.6991672,179,effect on PersonX,PersonX sells things on ebay,gets change,xEffect,0.57129735,179,effect on PersonX,PersonX sells things on ebay,spends money,xEffect,0.5604025,179,effect on PersonX,PersonX sells things on ebay,earns money,xEffect,0.5471881,179,effect on PersonX,PersonX sells things on ebay,gets paid,xEffect,0.5196999,179,effect on PersonX,PersonX sells things on ebay,PersonX smiles,xEffect,0.5127018,179,effect on PersonX,PersonX sells things on ebay,i breath deeply in relief,xEffect,0.50824046,179,effect on PersonX,PersonX sells things on ebay,makes money,xEffect,0.47016412,179,effect on PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX becomes better,their virginity,xIntent,0.4079742,426,intent of PersonX,PersonX becomes better,none,xIntent,0.40285695,426,intent of PersonX,PersonX becomes better,i breath deeply in relief,xIntent,0.28968042,426,intent of PersonX,PersonX becomes better,every moment,xIntent,0.2855289,426,intent of PersonX,PersonX becomes better,their life back,xIntent,0.27554932,426,intent of PersonX,PersonX becomes better,anything they want,xIntent,0.27204877,426,intent of PersonX,PersonX becomes better,to relax,xIntent,0.25721043,426,intent of PersonX,PersonX becomes better,a lot of things,xIntent,0.25292072,426,intent of PersonX,PersonX becomes better,their life,xIntent,0.25052908,426,intent of PersonX,PersonX becomes better,their makeup,xIntent,0.22907616,426,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX gets  late,i breath deeply in relief,oWant,0.28635266,428,others besides PersonX might now want to,PersonX gets  late,the taxi driver has to get up from his nap to pick up x,oWant,0.25921962,428,others besides PersonX might now want to,PersonX gets  late,b,oWant,0.2370842,428,others besides PersonX might now want to,PersonX gets  late,to cry,oWant,0.22897007,428,others besides PersonX might now want to,PersonX gets  late,the team is forced to pack up and go home as there are no other balls to play with,oWant,0.21093374,428,others besides PersonX might now want to,PersonX gets  late,their dress,oWant,0.19973211,428,others besides PersonX might now want to,PersonX gets  late,go home,oWant,0.19706273,428,others besides PersonX might now want to,PersonX gets  late,their virginity,oWant,0.196949,428,others besides PersonX might now want to,PersonX gets  late,to leave,oWant,0.19037919,428,others besides PersonX might now want to,PersonX gets  late,leave,oWant,0.18984471,428,others besides PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX bases on PersonX's experience,none,oWant,0.8899689,180,others besides PersonX might now want to,PersonX bases on PersonX's experience,to learn,oWant,0.30290952,180,others besides PersonX might now want to,PersonX bases on PersonX's experience,i breath deeply in relief,oWant,0.26499283,180,others besides PersonX might now want to,PersonX bases on PersonX's experience,to understand what PersonX is saying,oWant,0.2601861,180,others besides PersonX might now want to,PersonX bases on PersonX's experience,to listen to PersonX,oWant,0.22897743,180,others besides PersonX might now want to,PersonX bases on PersonX's experience,to ask questions,oWant,0.19468936,180,others besides PersonX might now want to,PersonX bases on PersonX's experience,the team is forced to pack up and go home as there are no other balls to play with,oWant,0.19337201,180,others besides PersonX might now want to,PersonX bases on PersonX's experience,to listen,oWant,0.18610182,180,others besides PersonX might now want to,PersonX bases on PersonX's experience,to observe PersonX,oWant,0.17266923,180,others besides PersonX might now want to,PersonX bases on PersonX's experience,to learn more,oWant,0.16883919,180,others besides PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX is a fashion designer,none,oWant,0.87351525,439,others besides PersonX might now want to,PersonX is a fashion designer,their makeup,oWant,0.2789033,439,others besides PersonX might now want to,PersonX is a fashion designer,to pay PersonX,oWant,0.25878832,439,others besides PersonX might now want to,PersonX is a fashion designer,to praise PersonX,oWant,0.25870568,439,others besides PersonX might now want to,PersonX is a fashion designer,his skateboard,oWant,0.2578492,439,others besides PersonX might now want to,PersonX is a fashion designer,every moment,oWant,0.25705177,439,others besides PersonX might now want to,PersonX is a fashion designer,to thank PersonX,oWant,0.2432369,439,others besides PersonX might now want to,PersonX is a fashion designer,their dress,oWant,0.23844835,439,others besides PersonX might now want to,PersonX is a fashion designer,their virginity,oWant,0.23704395,439,others besides PersonX might now want to,PersonX is a fashion designer,i breath deeply in relief,oWant,0.2271215,439,others besides PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX resolves PersonY's problems,helpful,oReact,0.74314255,181,reaction of others besides PersonX,PersonX resolves PersonY's problems,helped,oReact,0.5258518,181,reaction of others besides PersonX,PersonX resolves PersonY's problems,cared for,oReact,0.5203761,181,reaction of others besides PersonX,PersonX resolves PersonY's problems,relieved,oReact,0.44587266,181,reaction of others besides PersonX,PersonX resolves PersonY's problems,empathetic,oReact,0.44488174,181,reaction of others besides PersonX,PersonX resolves PersonY's problems,supported,oReact,0.3720496,181,reaction of others besides PersonX,PersonX resolves PersonY's problems,nice,oReact,0.34642482,181,reaction of others besides PersonX,PersonX resolves PersonY's problems,sad,oReact,0.34126776,181,reaction of others besides PersonX,PersonX resolves PersonY's problems,supportive,oReact,0.33845672,181,reaction of others besides PersonX,PersonX resolves PersonY's problems,kind,oReact,0.3345588,181,reaction of others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX buys a replacement,none,oEffect,0.9786224,446,effect on others besides PersonX,PersonX buys a replacement,i breath deeply in relief,oEffect,0.24281035,446,effect on others besides PersonX,PersonX buys a replacement,every moment,oEffect,0.22769842,446,effect on others besides PersonX,PersonX buys a replacement,their virginity,oEffect,0.2102016,446,effect on others besides PersonX,PersonX buys a replacement,their life,oEffect,0.20754741,446,effect on others besides PersonX,PersonX buys a replacement,x has to update y on the changes in the system,oEffect,0.19425106,446,effect on others besides PersonX,PersonX buys a replacement,PersonY's love,oEffect,0.18754672,446,effect on others besides PersonX,PersonX buys a replacement,PersonY thanks PersonX,oEffect,0.18487135,446,effect on others besides PersonX,PersonX buys a replacement,loses money,oEffect,0.1793932,446,effect on others besides PersonX,PersonX buys a replacement,their presence,oEffect,0.17069829,446,effect on others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX gets a divorce,each other,xNeed,0.4548658,182,"before the event, PersonX might need to",PersonX gets a divorce,to approach someone,xNeed,0.45105028,182,"before the event, PersonX might need to",PersonX gets a divorce,to be knowing y,xNeed,0.44605696,182,"before the event, PersonX might need to",PersonX gets a divorce,their virginity,xNeed,0.42836127,182,"before the event, PersonX might need to",PersonX gets a divorce,his skateboard,xNeed,0.40767476,182,"before the event, PersonX might need to",PersonX gets a divorce,a lot of things,xNeed,0.39474317,182,"before the event, PersonX might need to",PersonX gets a divorce,their dress,xNeed,0.38557994,182,"before the event, PersonX might need to",PersonX gets a divorce,every moment,xNeed,0.37806436,182,"before the event, PersonX might need to",PersonX gets a divorce,i breath deeply in relief,xNeed,0.36905253,182,"before the event, PersonX might need to",PersonX gets a divorce,her again,xNeed,0.36366957,182,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX considers for a moment the,none,oWant,0.8156883,449,others besides PersonX might now want to,PersonX considers for a moment the,to understand what PersonX is saying,oWant,0.40879956,449,others besides PersonX might now want to,PersonX considers for a moment the,ask questions,oWant,0.3757575,449,others besides PersonX might now want to,PersonX considers for a moment the,to ask questions,oWant,0.36308917,449,others besides PersonX might now want to,PersonX considers for a moment the,to hope for the best,oWant,0.34173575,449,others besides PersonX might now want to,PersonX considers for a moment the,to listen to PersonX,oWant,0.30545425,449,others besides PersonX might now want to,PersonX considers for a moment the,i breath deeply in relief,oWant,0.29905912,449,others besides PersonX might now want to,PersonX considers for a moment the,to listen,oWant,0.22694401,449,others besides PersonX might now want to,PersonX considers for a moment the,to wonder what PersonX is thinking,oWant,0.21976383,449,others besides PersonX might now want to,PersonX considers for a moment the,the crowd,oWant,0.21308108,449,others besides PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX adopts a child,to put momey on phone,xWant,0.47709858,183,PersonX might now want to,PersonX adopts a child,each other,xWant,0.46126476,183,PersonX might now want to,PersonX adopts a child,lyrical,xWant,0.44692776,183,PersonX might now want to,PersonX adopts a child,loving,xWant,0.4035993,183,PersonX might now want to,PersonX adopts a child,every moment,xWant,0.39636347,183,PersonX might now want to,PersonX adopts a child,a lot of things,xWant,0.3709326,183,PersonX might now want to,PersonX adopts a child,switching to new mobile,xWant,0.36221305,183,PersonX might now want to,PersonX adopts a child,the next test date,xWant,0.36217695,183,PersonX might now want to,PersonX adopts a child,their own bike,xWant,0.3590064,183,PersonX might now want to,PersonX adopts a child,their life,xWant,0.35787016,183,PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX pours  on the waters,their virginity,xNeed,0.35500616,184,"before the event, PersonX might need to",PersonX pours  on the waters,their dress,xNeed,0.3286266,184,"before the event, PersonX might need to",PersonX pours  on the waters,their makeup,xNeed,0.30747455,184,"before the event, PersonX might need to",PersonX pours  on the waters,his skateboard,xNeed,0.29100624,184,"before the event, PersonX might need to",PersonX pours  on the waters,their life,xNeed,0.28033164,184,"before the event, PersonX might need to",PersonX pours  on the waters,i breath deeply in relief,xNeed,0.27845877,184,"before the event, PersonX might need to",PersonX pours  on the waters,to approach someone,xNeed,0.27641085,184,"before the event, PersonX might need to",PersonX pours  on the waters,their presence,xNeed,0.27428055,184,"before the event, PersonX might need to",PersonX pours  on the waters,their own bike,xNeed,0.2519436,184,"before the event, PersonX might need to",PersonX pours  on the waters,each other,xNeed,0.25147673,184,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX gives PersonY a raise,to help PersonY,xIntent,0.5444103,451,intent of PersonX,PersonX gives PersonY a raise,to help,xIntent,0.5402009,451,intent of PersonX,PersonX gives PersonY a raise,to be helpful,xIntent,0.45020482,451,intent of PersonX,PersonX gives PersonY a raise,to help person y,xIntent,0.38596293,451,intent of PersonX,PersonX gives PersonY a raise,to be a good friend,xIntent,0.378178,451,intent of PersonX,PersonX gives PersonY a raise,i breath deeply in relief,xIntent,0.34155303,451,intent of PersonX,PersonX gives PersonY a raise,helpful,xIntent,0.3109978,451,intent of PersonX,PersonX gives PersonY a raise,fabric supply stores may send email or other advertisements to PersonX to promote the selling of materials that PersonX needs to buy in order to make clothes,xIntent,0.30271485,451,intent of PersonX,PersonX gives PersonY a raise,to be generous,xIntent,0.27566856,451,intent of PersonX,PersonX gives PersonY a raise,to be kind,xIntent,0.2462472,451,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX needs gas,responsible,xAttr,0.85594755,185,attributes of PersonX,PersonX needs gas,poor,xAttr,0.6333017,185,attributes of PersonX,PersonX needs gas,determined,xAttr,0.63242203,185,attributes of PersonX,PersonX needs gas,in a hurry,xAttr,0.6205093,185,attributes of PersonX,PersonX needs gas,prepared,xAttr,0.58955705,185,attributes of PersonX,PersonX needs gas,decisive,xAttr,0.5825192,185,attributes of PersonX,PersonX needs gas,desperate,xAttr,0.57124025,185,attributes of PersonX,PersonX needs gas,greedy,xAttr,0.55792046,185,attributes of PersonX,PersonX needs gas,dutiful,xAttr,0.5461633,185,attributes of PersonX,PersonX needs gas,irresponsible,xAttr,0.5438005,185,attributes of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX keeps PersonY's counsel,none,oEffect,0.554675,452,effect on others besides PersonX,PersonX keeps PersonY's counsel,cries,oEffect,0.42023417,452,effect on others besides PersonX,PersonX keeps PersonY's counsel,smiles,oEffect,0.3953776,452,effect on others besides PersonX,PersonX keeps PersonY's counsel,blushes,oEffect,0.3586071,452,effect on others besides PersonX,PersonX keeps PersonY's counsel,thanks PersonX,oEffect,0.34267268,452,effect on others besides PersonX,PersonX keeps PersonY's counsel,PersonY yells at PersonX,oEffect,0.31616586,452,effect on others besides PersonX,PersonX keeps PersonY's counsel,gains knowledge,oEffect,0.3076722,452,effect on others besides PersonX,PersonX keeps PersonY's counsel,PersonY thanks PersonX,oEffect,0.30541217,452,effect on others besides PersonX,PersonX keeps PersonY's counsel,yells,oEffect,0.30372465,452,effect on others besides PersonX,PersonX keeps PersonY's counsel,i breath deeply in relief,oEffect,0.2865326,452,effect on others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX plays the fool,underdog,xReact,0.5531472,186,reaction of PersonX,PersonX plays the fool,guilty,xReact,0.40736276,186,reaction of PersonX,PersonX plays the fool,partisan,xReact,0.39015907,186,reaction of PersonX,PersonX plays the fool,outdated,xReact,0.3662692,186,reaction of PersonX,PersonX plays the fool,sneaky,xReact,0.32796842,186,reaction of PersonX,PersonX plays the fool,vindictive,xReact,0.29779083,186,reaction of PersonX,PersonX plays the fool,angry,xReact,0.29456088,186,reaction of PersonX,PersonX plays the fool,funny,xReact,0.2936953,186,reaction of PersonX,PersonX plays the fool,themselves,xReact,0.28928784,186,reaction of PersonX,PersonX plays the fool,copyies,xReact,0.2883637,186,reaction of PersonX
