Title,Description,Keywords,id,test_type,out_type,noise,idx,question,choice_0,choice_1,choice_2,choice_3,choice_4,answer,prediction,rationale,cvi
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",167,gen,RO,0,2026,"The cover was a hindrance to the diners, so what did they do with it?",underneath,opening,divert suspicion,leave open,landcover,leave open,leave open,"The cover was a hindrance to the diners, so they left it open.",0.0053110122680664
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",542,gen,R,0,182,When you are asleep at night and dreaming about monsters what are they?,nightmares,confusion,frightening,car accident,fantasy,nightmares,nightmares,"When you are asleep at night and dreaming about monsters, they are nightmares.",1.4351123962551355
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",351,gen,R,0,283,What do you need the most to be living life?,breathe,learning,sorrow,wear a mullet,marriage,breathe,breathe,Breathing is the act of taking a deep breath. You need to breathe to be living life.,0.3310868740081787
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",168,gen,OR,0,1356,Why do people engage in chatting with friends in class?,necessity,answers,inspiration,love,fun,answers,fun,People engage in chatting with friends in class because it is fun.,0.0141326524317264
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",352,gen,RO,0,1670,what can one add to a building to increase it's size?,city,town,rooms,fall down,urban area,rooms,rooms,Rooms can be added to a building to increase its size.,3.634876072406769
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",169,gen,OR,0,182,When you are asleep at night and dreaming about monsters what are they?,nightmares,confusion,frightening,car accident,fantasy,nightmares,nightmares,"When you are asleep at night and dreaming about monsters, they are nightmare.",1.212820053100586
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",543,gen,RO,0,775,The heir to this country's throne isn't the prince of it. What country is it?,fairy tale,egypt,england,europe,castle,england,england,England is a country. The heir to this country's throne is not the prince of it.,0.8878955245018005
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",353,gen,OR,0,1027,When will this summer end?,fall,stand,nice,winter,cold,winter,winter,Winter is the end of summer. Summer ends in winter.,0.0181415677070617
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",170,gold,O,0,153,"The horse had given so many rides that day, that they didn't know where to find him except where his favorite toy was next to his dinner and bed?",found in stall,farmhouse,doing farm work,ridden,found on ranch,found in stall,found in stall,Horses are being rented for giving rides at a stall in a fair. His favourite toy was found in a stall.,15.6817889213562
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",544,gen,OR,0,1649,Before we are able to run what do we need to know how to do?,act quickly,learn to walk,stretches,buy shoes,go quickly,learn to walk,learn to walk,"Before we are able to run, we need to know how to do stretches.",0.2596542537212372
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",171,gen,RO,0,1649,Before we are able to run what do we need to know how to do?,act quickly,learn to walk,stretches,buy shoes,go quickly,learn to walk,act quickly,Before we are able to run we need to know how to act quickly.,0.0111615434288978
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",354,gold,O,0,1242,"The place specialized in colorful arrangements, but the also had a toy balloon or two where?",see work,birthday party,flower shop,parade,toy store,flower shop,flower shop,Flower shop has a colorful arrangement. The place that is specialized in colorful arrangements and also had a toy balloon is a flower shop.,0.0568987093865871
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",545,gen,RO,0,746,"Bess told Sam to move, but he refused. He said that he was doing what?",stationary,staying put,sitting down,lay still,be still,staying put,be still,"Bess told Sam to move, but he refused to do so.",-0.1536577641963958
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",355,gen,R,0,44,What is owned by a person and could have a second floor?,cave,school,two story building,hotel,house,house,house,House is owned by a person and could have second floor.,0.3846826180815696
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",172,gen,RO,0,938,What do people call it when they are going for run?,trip,running in,working out,get tired,falling down,working out,falling down,People call it run when they are going for run.,-1.5964337885379791
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",546,gen,RO,0,1728,"She created music to share how she felt with another, what was her goal?",express emotion,quiet mind,beautifull,boredom,irritate,express emotion,express emotion,She created music to share her feelings with others.,-0.3894099593162536
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",173,gold,O,0,547,"It was hard for them to get news that was local, this is because they lived so what?",distant,remote,fluidly,national,foreign,remote,remote,Remote areas means areas that are not easily accesible Getting news easily is not possible because one cannot go to remote places easily.,0.0820779912173748
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",356,gold,O,0,496,"Bobby had a toothache so he went to the closet dentist office, which was in a strange place.  Where might it be?",town,office building,patient,medical center,candy shop,office building,office building,"Office Building is a room or set of rooms or a building where people work, usually sitting at desks. Bobby had a toothache, so he went to the closet dentist office, which was in a strange place. It was in an office building.",16.657896311953664
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",547,gold,O,0,634,There is no skylight or anything else to let in light in what kind of structure?,house,office building,windowless room,roof,glass box,windowless room,windowless room,Windowless room is a kind of structure having no light in it. There is no skylight or anything else to let light in a windowless room.,5.586949024349451
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",174,gen,OR,0,253,What is a place that has only one ceiling and which could be on ground level?,house,building,loft,classroom,airplane,classroom,loft,Loft is a place that has only one ceiling and could be on ground level.,0.2598351836204529
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",357,gen,OR,0,1867,What country is a marmoset from?,rainforest,france,trees,wilderness,mountains,france,france,Marmosets are found in France.,0.0824692845344543
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",548,gen,R,0,181,"When one is calculating attributes, what is the likely skillset being used?",description,calculus,sentence where described,paint,array,calculus,calculus,Calculus is a skillet that is likely to be used when calculating attributes.,0.0470586791634559
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",175,gen,R,0,961,Jeff Fortenberry is the Republican representative from this state whose capital is Lincoln.,nebraska,kansas,colorado,demopublican,demopublican,nebraska,nebraska,Nebraska is a state in the United States. Lincoln is the capital of Nebraska.,-0.0079423785209655
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",358,gen,OR,0,1123,Where do you put a salad bowl after it's been used?,salad bar,dishwasher,trash can,buffet,cupboard,dishwasher,cupboard,Salad bowl can be put in a cupboard after it's been used.,-0.0007581152021884
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",549,gold,O,0,2110,John thought that it was relaxing to do what?,feeling better,lie back,lower blood pressure,feel happy,fall asleep,lie back,lie back,John thought that to lie back was relaxing.,0.1526586413383484
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",176,gen,RO,0,892,"People rushed down the aisles in confusion as someone shouted fire, what were they running out of?",opera,mind,war,quandry,breath,opera,breath,People rushed down the aisles in confusion as someone shouted fire. They were running out of breath.,-0.7965049147605896
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",359,gold,O,0,961,Jeff Fortenberry is the Republican representative from this state whose capital is Lincoln.,nebraska,kansas,colorado,demopublican,demopublican,nebraska,nebraska,Nebraska is a state which has capital as Linclon Jeff Fortenberry is the Republican representative from Nebraska,0.0366581678390502
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",550,gen,R,0,892,"People rushed down the aisles in confusion as someone shouted fire, what were they running out of?",opera,mind,war,quandry,breath,opera,opera,"People rushed down the aisles in confusion as someone shouted fire, they were running out of fire.",-0.0300148725509643
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",177,gen,RO,0,1632,What is likely to happen if humans act carelessly?,sit down,war,reproduce,make mistakes,have sex,make mistakes,war,"If humans act carelessly, war is likely to happen.",0.0438644140958786
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",360,gold,O,0,2005,Where is the large area location of the empire state building?,manhattan,office,the city,fifth avenue,new york city,new york city,new york city,empire state building is located in new york city new york city is large area as its big city,0.0361785478889942
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",551,gen,RO,0,1063,"When the farmer was reproducing sheep, what did one sheep give later?",fun,wool,birth,larger family,problems,birth,birth,"When the farmer was reproducing sheep, one sheep give later.",-1.9455554485321045
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",178,gen,OR,0,1229,A court case with a tough judging might result in what?,being judged,responsibility,go to jail,feeling guilty,killing,go to jail,being judged,A court case with a tough judging might result in going to jail.,0.1845767498016357
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",361,gold,O,0,44,What is owned by a person and could have a second floor?,cave,school,two story building,hotel,house,house,house,House is owned by a person. House may contain 2nd floor.,0.5753728300333023
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",552,gen,RO,0,1440,Where could you get some knives if you are planning to bring them outside with you?,sporting goods store,backpack,kitchen,sharp edges,dog house,kitchen,sporting goods store,Knives can be bought from a sporting goods store. You could get some knives if you are planning to bring them outside with you.,0.006386425346136
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",179,gen,R,0,2169,Where is a bicycle likely to be stolen?,street,schoolyard,toy store,netherlands,garage,street,street,Street is a place where bicycles can be found. Bicycles are likely to be stolen from street.,0.0673654545098543
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",362,gen,OR,0,1921,"A sporting goods store is usually found in shopping squares and malls, but the privately owned shop was just right there in the small what?",village,town,buy fishing pole,jerseys,city,town,village,"Village is a small town. A sporting goods store is usually found in shopping squares and malls, but the privately owned shop was just right there in the small village.",-0.2181665301322937
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",553,gen,OR,0,1073,What is the thing that is agitated in your head when kissing?,sexual stimulation,herpes,headache,catch cold,happiness,happiness,sexual stimulation,Sexual stimulation is agitated in your head when kissing.,0.3429726231843233
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",363,gen,OR,0,1242,"The place specialized in colorful arrangements, but the also had a toy balloon or two where?",see work,birthday party,flower shop,parade,toy store,flower shop,flower shop,Flower shop is a place that specializes in colorful arrangements. The place also had toy balloons or two.,0.0342936571687459
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",180,gen,R,0,1270,What is happening while he's playing basketball for such a long time?,sweating,pain,having fun,medium,knee injury,sweating,sweating,Sweating is caused while playing basketball for such a long time.,0.6819671336561441
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",554,gen,RO,0,1800,While knitting you can do what using a radio?,listen to music,watch television,making blankets,eat,watching tv,listen to music,watch television,"While knitting, you can listen to music by using a radio.",0.966755211353302
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",364,gold,O,0,2170,"If one wants to breathe while they sleep, air needs to be inside of what?",cupboard,surface of earth,space shuttle,supermarket balloon,house,house,house,House is a building where one lives. People generally sleep where they live.,0.3455409556627273
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",181,gen,RO,0,1639,"The lady was eating less sweets and snacks, this did what to her weight?",defecating,reduced,will be fatty,becoming full,gaining weight,reduced,gaining weight,Reducing sweets and snacks can make a person gain weight.,-0.313323974609375
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",555,gold,O,0,17,"If you have a ticket and you are planning to eat hot dogs, where would you go?",lottery,person's hand,baseball stadium,movie,kitchen,baseball stadium,baseball stadium,"Hot dogs can be eaten at baseball stadium. When you go to a baseball stadium, you have a ticket and you may plan to eat hot dogs.",0.1338081378489732
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",365,gen,RO,0,1773,How could excessive heat do to cause you to fall down?,apples,thin ice,sterilize,kill bacteria,blue metal,thin ice,thin ice,Excessive heat can cause you to fall down.,-0.2557265385985374
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",182,gen,R,0,1620,What covers the largest percentage of the pacific northwest?,united states,united states,washington,oregon,british columbia,united states,united states,United states covers the largest percentage of the pacific northwest.,1.36571304500103
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",556,gen,RO,0,311,"The mascot gathered the children around the campfire, he then began to what them?",go to movies,read to,imagine,eat smores,play games,read to,imagine,"The mascot gathered the children around the campfire, he then began to imagine them.",-0.0565196871757507
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",366,gold,O,0,553,After doing what he held his breathe?,inhale,inhaling,wheeze,take breath,meditate,inhaling,inhaling,Breath can be held after breathing in air Breathing in air is called inhaling Inhaling is an action Inhaling is done using the nose,2.354385554790497
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",183,gen,OR,0,1441,"Billy was cogitating the situation, but soon he would have to come to what?",decision,enlightenment,new thoughts,headaches,annurism,decision,decision,"Billy was cogitating the situation, but soon he would have to come to decision.",0.1134369745850563
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",367,gold,O,0,1915,"John is surrounded by water.  There is no land in sight.  He was going from Britain to America, when his vessel went down. Where might he be?",surface of earth,sink,medium,ocean,puddle,ocean,ocean,Vessel are found in an ocean. An ocean is surrounded by water where no land can be seen. John was going from Britain to America by his vessel through ocean which is surrounded by water and there is no land in sight.,2.437824733555317
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",557,gen,RO,0,153,"The horse had given so many rides that day, that they didn't know where to find him except where his favorite toy was next to his dinner and bed?",found in stall,farmhouse,doing farm work,ridden,found on ranch,found in stall,found in stall,"The horse had given so many rides that day, that they didn't know where to find him except where his favorite toy was next to his dinner and bed.",-3.955331802368164
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",184,gold,O,0,1867,What country is a marmoset from?,rainforest,france,trees,wilderness,mountains,france,france,Marmoset are new monkeys from france France is a country,0.5006126649677753
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",368,gen,OR,0,2192,Where would you go to look for your human ancestors?,memorial site,gravesite,school,temperate climate,interesting place,gravesite,gravesite,Gravesite is a place where human ancestors are buried.,0.0399393402040004
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",558,gen,R,0,1417,What is a northern country where one might find a bald eagle preserve?,canada,colorado,mountain top,utah,in washington,canada,canada,Canada is a northern country where bald eagles are found.,0.1390678882598877
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",369,gen,R,0,1242,"The place specialized in colorful arrangements, but the also had a toy balloon or two where?",see work,birthday party,flower shop,parade,toy store,flower shop,flower shop,"Flower shop specializes in colorful arrangements, but the also had a toy balloon or two at flower shop.",0.0385763309895992
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",185,gen,R,0,1908,You can use a stick to swat at what growing in a field?,woods,forest,bicycle spokes,home,grass,grass,grass,grass is growing in field. You can use a stick to swat at grass.,1.16118323802948
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",559,gen,OR,0,1670,what can one add to a building to increase it's size?,city,town,rooms,fall down,urban area,rooms,rooms,Rooms can be added to a building to increase its size.,3.634876072406769
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",186,gen,R,0,863,Climbing a hill can give you a good way to survey what?,great outdoors,the clown,virginia,landscape,countryside,landscape,landscape,Landscape can be surveyed by climbing a hill.,0.836353600025177
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",370,gen,R,0,1921,"A sporting goods store is usually found in shopping squares and malls, but the privately owned shop was just right there in the small what?",village,town,buy fishing pole,jerseys,city,town,town,"A town is a small city. A sporting goods store is usually found in shopping squares and malls, but the privately owned shop was right there in the small town.",0.1715322732925415
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",560,gen,RO,0,1620,What covers the largest percentage of the pacific northwest?,united states,united states,washington,oregon,british columbia,united states,united states,United states covers the largest percentage of the pacific northwest.,1.36571304500103
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",371,gold,O,0,226,What is key to a student's ability to learn?,learn more,distress,dysfunction,effectiveness,intelligence,effectiveness,effectiveness,Effectiveness is the degree to which something is successful in producing a desired result; success. Key to a student's ability to learn is effectiveness.,5.012867003679276
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",187,gold,O,0,685,"He wanted to but couldn't concentrate on playing game with friends, he wished he could just be doing what with it?",gaming,anger,stress,injury,enjoying,enjoying,enjoying,One can enjoy game by only watching it instead of playing Playing requires concentration wheeras enjoying does not,0.1279191076755523
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",561,gen,RO,0,443,What state south of Kentucky and north of Alabama will you find people playing the fiddle?,alabama,tennessee,violin case,music store,bow and strings,tennessee,tennessee,Tennessee is a state south of Kentucky and north of Alabama. You will find people playing the fiddle in Tennessee.,0.6189079284667969
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",372,gen,RO,0,1011,"If you aren't experiencing curiosity and want to ensure viewing enjoyment, what may you watch?",examine thing,stare into a mirror,go somewhere,hear news,see favorite show,see favorite show,see favorite show,"If you're not experiencing curiosity and want to ensure viewing enjoyment, you may watch a show.",-0.561213493347168
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",188,gold,O,0,1663,What proof is required to purchase beer?,i.d,coins,being over age 21,proper age,money,i.d,i.d,Beer can only be consumed by people of 21 years of age or above Age can be verified using an I.D An I.D has the basic details of a person,5.3882153034210205
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",562,gen,OR,0,2067,Where does a shadow usually appear?,suface of moon,building,bridge,ground,bright light,ground,ground,A shadow usually appears on the ground.,0.0197950787842273
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",373,gen,RO,0,248,When you stroke a dogs fur what have you done?,start fighting,play,lots of attention,petted,bone,petted,start fighting,"When you stroke a dogs fur, it starts fighting.",0.5617532283067703
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",563,gen,OR,0,443,What state south of Kentucky and north of Alabama will you find people playing the fiddle?,alabama,tennessee,violin case,music store,bow and strings,tennessee,tennessee,Tennessee is a state south of Kentucky and north of Alabama. You will find people playing the fiddle in Tennessee.,0.6189079284667969
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",189,gold,O,0,1715,James needed the tools now.  He wished he had remembered to pack them when?,later,other time,tomorrow,then,broke,then,then,Then signifies past when he was packing the tools,2.6731991171836853
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",374,gen,RO,0,1313,The cabinets were imported from the south. John bought they because he knew that they would look good.  Where might they be installed?,kitchen,pantry,containing pots and pans,in a flight,mexico,kitchen,kitchen,The cabinets were imported from the south. John bought them because he knew that they would look good in the kitchen.,2.553490400314331
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",564,gen,OR,0,547,"It was hard for them to get news that was local, this is because they lived so what?",distant,remote,fluidly,national,foreign,remote,national,Local news is local news. They lived so far away from the news that was local.,-0.4960879683494568
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",190,gold,O,0,1524,The teacher didn't just want the answer and work shown but also for the students to what?,prepare dinner,evaluate progress,include examples,work in school,prove their point,include examples,include examples,Teacher want students to include examples. Including examples is extra work to the normal answers.,4.811657786369324
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",191,gen,OR,0,429,What can children do outside but not in a small room?,tickle,jump rope,play with toys,see exhibits,jump in the sprinkler,jump rope,jump rope,Jump rope is a toy. Children can do jumping rope outside but not in the small room.,8.145202875137329
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",375,gen,R,0,194,What is served with dinner at a french restaurant?,montreal,quebec,manhattan,potpourri,wine,wine,wine,Wine is served with dinner at a french restaurant.,2.7650184631347656
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",565,gen,OR,0,2178,what is a characteristic of one who want to give assistance?,help one,helpful,listen,prepared,humanity,helpful,humanity,Humanity is a characteristic of one who want to give assistance.,0.0851924940943718
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",192,gen,OR,0,278,Why might some graduates choose not to be attending school later in life?,detention,stupidity,overwhelmed,dropping out,much work,much work,dropping out,Dropping out means not attending school. Some graduates might choose to drop out later in life.,0.0408066511154174
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",376,gold,O,0,846,"A big fountain was the center piece of the renovation, it had all been paid for by a grant to the what?",city,state,front of casino,rome,public place,city,city,City is a unit under the state government. State allots grants to it's cities.,0.2881703078746795
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",566,gold,O,0,863,Climbing a hill can give you a good way to survey what?,great outdoors,the clown,virginia,landscape,countryside,landscape,landscape,Hills have the best landscapes. Climbing a hill can give a good way to survey landscapes.,1.1183042973279953
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",193,gen,OR,0,151,"After a while playing, what was happening to the children?",fights,competitiveness,having fun,getting tired,learning,getting tired,getting tired,"After a while playing, the children get tired.",1.0927465558052063
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",377,gen,RO,0,1503,What liquid can be kept in a large container?,juice,door,shed,supermarket,cabinet,juice,juice,Juice can be kept in a large container.,-0.8697106838226318
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",567,gen,R,0,1493,Where do farmers keep toothpicks?,mouth,grocery store,constructing models,shed,box,mouth,mouth,,0.0
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",194,gold,O,0,756,what does someone do when they do not reply to a question?,ask,question,ignore,answer,mute,ignore,ignore,Not replying means to ignore. Someone can ignore a question by not giving its reply.,2.0075204595923424
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",378,gen,OR,0,1632,What is likely to happen if humans act carelessly?,sit down,war,reproduce,make mistakes,have sex,make mistakes,war,War is likely to happen if humans act carelessly.,0.0718441978096962
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",568,gen,R,0,547,"It was hard for them to get news that was local, this is because they lived so what?",distant,remote,fluidly,national,foreign,remote,remote,Local news is hard to get because it is remote.,0.0399811416864395
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",195,gen,RO,0,1834,"If I was very excited about meeting people who were very close family, what emotion would I be feeling?",love,anxiety,being bored,making new friends,ugly,love,anxiety,"If I was very excited about meeting people who are very close family, I would be feeling anxiety.",-0.1060809344053268
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",379,gold,O,0,1417,What is a northern country where one might find a bald eagle preserve?,canada,colorado,mountain top,utah,in washington,canada,canada,Canada is a country in North America.,0.233541801571846
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",569,gen,RO,0,496,"Bobby had a toothache so he went to the closet dentist office, which was in a strange place.  Where might it be?",town,office building,patient,medical center,candy shop,office building,town,Dental office is in a strange place. Bobby went to the closet dentist office because he had toothache. It might be in the town.,3.319151759147644
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",380,gen,R,0,2182,Cuddling in bed after sex is what kind of way to spend time with a loved one?,painful,adorable,dirty,effect of insemination,pleasant,pleasant,pleasant,Cuddling in bed after sex is pleasant way to spend time with a loved one.,1.0355124473571775
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",196,gen,OR,0,1915,"John is surrounded by water.  There is no land in sight.  He was going from Britain to America, when his vessel went down. Where might he be?",surface of earth,sink,medium,ocean,puddle,ocean,surface of earth,"John is surrounded by water. He was going from Britain to America, when his vessel went down. There is no land in sight.",0.832219123840332
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",570,gold,O,0,810,What would you read about an apple tree in?,new york,cat in the hat,spain,bible,ohio,bible,bible,Bible is the holy book of Christianity. One would read about an apple tree in the holy book of Christianity.,0.1817537471652031
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",381,gen,OR,0,391,James picked glass walls because they let more light into the room. Why did they let light in?,inventive,half empty,recyclable,clear,very fragile,clear,clear,Glass walls let more light into the room.,4.113692760467529
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",197,gen,R,0,501,What structure had to use a launching platform many times to escape the Earth's gravity?,large open area,space,space station,aircraft carrier,circus,space station,space station,Space station is a structure that used launching platform many times to escape the Earth's gravity.,0.3810607530176639
