Title,Description,Keywords,qID,attr1,attr1_neg,attr1_pos,attr2,attr2_neg,attr2_pos
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",162,cleanness,clean,dirty,cost,expensive,cheap
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",573,strength,strong,weak,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",163,cleanness,clean,dirty,density,dense,sparse
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",368,granularity,coarse,fine,mass,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",369,granularity,coarse,fine,odor,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",574,strength,strong,weak,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",164,cleanness,clean,dirty,depth,deep,shallow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",575,temperature,high,low,texture,rough,smooth
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",165,cleanness,clean,dirty,distance,far,near
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",576,temperature,high,low,thermal conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",166,cleanness,clean,dirty,electric conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",577,temperature,high,low,thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",167,cleanness,clean,dirty,flexibility,flexible,rigid
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",578,temperature,high,low,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",370,granularity,coarse,fine,pressure,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",579,temperature,high,low,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",580,temperature,high,low,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",168,cleanness,clean,dirty,granularity,coarse,fine
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",169,cleanness,clean,dirty,hardness,hard,soft
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",371,granularity,coarse,fine,resistance,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",581,texture,rough,smooth,thermal conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",170,cleanness,clean,dirty,length,long,short
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",582,texture,rough,smooth,thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",372,granularity,coarse,fine,shape,"sharp, spiky","round, flat"
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",583,texture,rough,smooth,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",171,cleanness,clean,dirty,magnitude,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",373,granularity,coarse,fine,size,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",172,cleanness,clean,dirty,mass,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",584,texture,rough,smooth,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",374,granularity,coarse,fine,sound,loud,quiet
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",585,texture,rough,smooth,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",375,granularity,coarse,fine,sound pitch,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",173,cleanness,clean,dirty,odor,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",586,thermal conductivity,high,low,thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",174,cleanness,clean,dirty,pressure,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",376,granularity,coarse,fine,speed,fast,slow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",175,cleanness,clean,dirty,resistance,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",587,thermal conductivity,high,low,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",377,granularity,coarse,fine,stability,stable,unstable
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",176,cleanness,clean,dirty,shape,"sharp, spiky","round, flat"
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",378,granularity,coarse,fine,strength,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",177,cleanness,clean,dirty,size,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",588,thermal conductivity,high,low,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",178,cleanness,clean,dirty,sound,loud,quiet
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",379,granularity,coarse,fine,temperature,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",179,cleanness,clean,dirty,sound pitch,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",589,thermal conductivity,high,low,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",180,cleanness,clean,dirty,speed,fast,slow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",590,thickness,thick,thin,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",380,granularity,coarse,fine,texture,rough,smooth
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",181,cleanness,clean,dirty,stability,stable,unstable
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",381,granularity,coarse,fine,thermal conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",591,thickness,thick,thin,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",182,cleanness,clean,dirty,strength,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",592,thickness,thick,thin,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",183,cleanness,clean,dirty,temperature,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",382,granularity,coarse,fine,thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",184,cleanness,clean,dirty,texture,rough,smooth
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",383,granularity,coarse,fine,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",593,volume,large,small,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",384,granularity,coarse,fine,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",185,cleanness,clean,dirty,thermal conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",385,granularity,coarse,fine,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",594,volume,large,small,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",386,hardness,hard,soft,length,long,short
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",186,cleanness,clean,dirty,thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",387,hardness,hard,soft,magnitude,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",595,weight,heavy,light,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",187,cleanness,clean,dirty,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",388,hardness,hard,soft,mass,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",188,cleanness,clean,dirty,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",389,hardness,hard,soft,odor,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",189,cleanness,clean,dirty,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",390,hardness,hard,soft,pressure,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",190,complexity,complex,simple,cost,expensive,cheap
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",391,hardness,hard,soft,resistance,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",191,complexity,complex,simple,density,dense,sparse
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",192,complexity,complex,simple,depth,deep,shallow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",392,hardness,hard,soft,shape,"sharp, spiky","round, flat"
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",193,complexity,complex,simple,distance,far,near
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",393,hardness,hard,soft,size,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",194,complexity,complex,simple,electric conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",394,hardness,hard,soft,sound,loud,quiet
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",195,complexity,complex,simple,flexibility,flexible,rigid
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",395,hardness,hard,soft,sound pitch,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",196,complexity,complex,simple,granularity,coarse,fine
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",197,complexity,complex,simple,hardness,hard,soft
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",396,hardness,hard,soft,speed,fast,slow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",397,hardness,hard,soft,stability,stable,unstable
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",198,complexity,complex,simple,length,long,short
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",199,complexity,complex,simple,magnitude,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",398,hardness,hard,soft,strength,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",200,complexity,complex,simple,mass,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",399,hardness,hard,soft,temperature,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",400,hardness,hard,soft,texture,rough,smooth
