Title,Description,Keywords,action1,action2,action3,action4,Answer.judgment_1,Answer.judgment_2,Answer.judgment_3,Answer.judgment_4
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Drinking during working hours,Owning private property and paying my employees a wage enough to afford an apartment which I also own,Stealing cat food to feed a hungry cat,Take drugs because I really want to,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Drinking during working hours,Owning private property and paying my employees a wage enough to afford an apartment which I also own,Stealing cat food to feed a hungry cat,Take drugs because I really want to,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Drinking during working hours,Owning private property and paying my employees a wage enough to afford an apartment which I also own,Stealing cat food to feed a hungry cat,Take drugs because I really want to,-1,0,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Drinking during working hours,Owning private property and paying my employees a wage enough to afford an apartment which I also own,Stealing cat food to feed a hungry cat,Take drugs because I really want to,-1,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Petting someone else's dog,stealing from the rich and giving to the poor,Sex robots will replace women,Commemorating victims of Rwandan genocide by releasing a limited edition machete,1,1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Petting someone else's dog,stealing from the rich and giving to the poor,Sex robots will replace women,Commemorating victims of Rwandan genocide by releasing a limited edition machete,0,1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Petting someone else's dog,stealing from the rich and giving to the poor,Sex robots will replace women,Commemorating victims of Rwandan genocide by releasing a limited edition machete,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Petting someone else's dog,stealing from the rich and giving to the poor,Sex robots will replace women,Commemorating victims of Rwandan genocide by releasing a limited edition machete,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Petting someone else's dog,stealing from the rich and giving to the poor,Sex robots will replace women,Commemorating victims of Rwandan genocide by releasing a limited edition machete,1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Robbing a homeless person,breaking up because I think she deserves better,Using the sex offender registry as a hit list,Empty,-1,0,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Robbing a homeless person,breaking up because I think she deserves better,Using the sex offender registry as a hit list,Empty,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Robbing a homeless person,breaking up because I think she deserves better,Using the sex offender registry as a hit list,Empty,-1,0,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Robbing a homeless person,breaking up because I think she deserves better,Using the sex offender registry as a hit list,Empty,-1,0,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Robbing a homeless person,breaking up because I think she deserves better,Using the sex offender registry as a hit list,Empty,-1,0,-1,0
